cluster_id,panel_id,disruption,sweep,phase,macrostate_distance
V14Q_g1,V14Q_g1_message_corruption,message_corruption,29,disruption,1.8283421147484176
V14Q_g1,V14Q_g1_message_corruption,message_corruption,30,disruption,1.8283421147484176
V14Q_g1,V14Q_g1_message_corruption,message_corruption,31,recovery,1.747486110613131
V14Q_g1,V14Q_g1_message_corruption,message_corruption,32,recovery,1.3632615159900046
V14Q_g1,V14Q_g1_message_corruption,message_corruption,33,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,34,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,35,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,36,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,37,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,38,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,39,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,40,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,41,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,42,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,43,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,44,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,45,recovery,1.465883021886457
V14Q_g2,V14Q_g2_nominal,nominal,1,baseline,6.345417362188615
V14Q_g2,V14Q_g2_nominal,nominal,2,baseline,5.840168932777201
V14Q_g2,V14Q_g2_nominal,nominal,3,baseline,6.013717650047068
V14Q_g2,V14Q_g2_nominal,nominal,4,baseline,5.034412200517929
V14Q_g2,V14Q_g2_nominal,nominal,5,baseline,3.5912276883764864
V14Q_g2,V14Q_g2_nominal,nominal,6,baseline,4.195138048606196
V14Q_g2,V14Q_g2_nominal,nominal,7,baseline,3.258881729618267
V14Q_g2,V14Q_g2_nominal,nominal,8,baseline,3.997181017809393
V14Q_g2,V14Q_g2_nominal,nominal,9,baseline,3.633447651946192
V14Q_g2,V14Q_g2_nominal,nominal,10,baseline,2.356340431023862
V14Q_g2,V14Q_g2_nominal,nominal,11,baseline,4.695781666175991
V14Q_g2,V14Q_g2_nominal,nominal,12,baseline,6.771268263314761
V14Q_g2,V14Q_g2_nominal,nominal,13,baseline,6.16409352579104
V14Q_g2,V14Q_g2_nominal,nominal,14,baseline,3.948911038254818
V14Q_g2,V14Q_g2_nominal,nominal,15,baseline,3.261953259976883
V14Q_g2,V14Q_g2_nominal,nominal,16,disruption,3.22041069976969
V14Q_g2,V14Q_g2_nominal,nominal,17,disruption,3.4312169676948647
V14Q_g2,V14Q_g2_nominal,nominal,18,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,19,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,20,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,21,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,22,disruption,3.5567965223408398
V14Q_g2,V14Q_g2_nominal,nominal,23,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,24,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,25,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,26,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_nominal,nominal,27,disruption,1.9579734125142323
V14Q_g2,V14Q_g2_nominal,nominal,28,disruption,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,29,disruption,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,30,disruption,3.4587634281142474
V14Q_g2,V14Q_g2_nominal,nominal,31,recovery,2.2541007251477496
V14Q_g2,V14Q_g2_nominal,nominal,32,recovery,2.2541007251477496
V14Q_g2,V14Q_g2_nominal,nominal,33,recovery,2.2541007251477496
V14Q_g2,V14Q_g2_nominal,nominal,34,recovery,2.2541007251477496
V14Q_g2,V14Q_g2_nominal,nominal,35,recovery,2.034484135571309
V14Q_g2,V14Q_g2_nominal,nominal,36,recovery,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,37,recovery,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,38,recovery,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,39,recovery,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,40,recovery,1.989690246200112
V14Q_g2,V14Q_g2_nominal,nominal,41,recovery,3.4534219754265925
V14Q_g2,V14Q_g2_nominal,nominal,42,recovery,1.9944391310604144
V14Q_g2,V14Q_g2_nominal,nominal,43,recovery,1.9944391310604137
V14Q_g2,V14Q_g2_nominal,nominal,44,recovery,1.9944391310604133
V14Q_g2,V14Q_g2_nominal,nominal,45,recovery,1.9944391310604137
V14Q_g2,V14Q_g2_field_reversal,field_reversal,1,baseline,6.345417362188615
V14Q_g2,V14Q_g2_field_reversal,field_reversal,2,baseline,5.840168932777201
V14Q_g2,V14Q_g2_field_reversal,field_reversal,3,baseline,6.013717650047068
V14Q_g2,V14Q_g2_field_reversal,field_reversal,4,baseline,5.034412200517929
V14Q_g2,V14Q_g2_field_reversal,field_reversal,5,baseline,3.5912276883764864
V14Q_g2,V14Q_g2_field_reversal,field_reversal,6,baseline,4.195138048606196
V14Q_g2,V14Q_g2_field_reversal,field_reversal,7,baseline,3.258881729618267
V14Q_g2,V14Q_g2_field_reversal,field_reversal,8,baseline,3.997181017809393
V14Q_g2,V14Q_g2_field_reversal,field_reversal,9,baseline,3.633447651946192
V14Q_g2,V14Q_g2_field_reversal,field_reversal,10,baseline,2.356340431023862
V14Q_g2,V14Q_g2_field_reversal,field_reversal,11,baseline,4.695781666175991
V14Q_g2,V14Q_g2_field_reversal,field_reversal,12,baseline,6.771268263314761
V14Q_g2,V14Q_g2_field_reversal,field_reversal,13,baseline,6.16409352579104
V14Q_g2,V14Q_g2_field_reversal,field_reversal,14,baseline,3.948911038254818
V14Q_g2,V14Q_g2_field_reversal,field_reversal,15,baseline,3.261953259976883
V14Q_g2,V14Q_g2_field_reversal,field_reversal,16,disruption,26.164986328388355
V14Q_g2,V14Q_g2_field_reversal,field_reversal,17,disruption,76.33552789658162
V14Q_g2,V14Q_g2_field_reversal,field_reversal,18,disruption,101.8930324327036
V14Q_g2,V14Q_g2_field_reversal,field_reversal,19,disruption,84.78891867702028
V14Q_g2,V14Q_g2_field_reversal,field_reversal,20,disruption,24.67874706923828
V14Q_g2,V14Q_g2_field_reversal,field_reversal,21,disruption,1.992902515743589
V14Q_g2,V14Q_g2_field_reversal,field_reversal,22,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,23,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,24,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,25,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,26,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,27,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,28,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,29,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,30,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,31,recovery,35.61375864412411
V14Q_g2,V14Q_g2_field_reversal,field_reversal,32,recovery,96.02120173820944
V14Q_g2,V14Q_g2_field_reversal,field_reversal,33,recovery,113.05226001318532
V14Q_g2,V14Q_g2_field_reversal,field_reversal,34,recovery,86.96139849921845
V14Q_g2,V14Q_g2_field_reversal,field_reversal,35,recovery,27.38860728269268
V14Q_g2,V14Q_g2_field_reversal,field_reversal,36,recovery,2.165459675865414
V14Q_g2,V14Q_g2_field_reversal,field_reversal,37,recovery,2.165459675865414
V14Q_g2,V14Q_g2_field_reversal,field_reversal,38,recovery,2.165459675865414
V14Q_g2,V14Q_g2_field_reversal,field_reversal,39,recovery,1.9744112351696224
V14Q_g2,V14Q_g2_field_reversal,field_reversal,40,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,41,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,42,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,43,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,44,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,field_reversal,45,recovery,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,1,baseline,6.345417362188615
V14Q_g2,V14Q_g2_network_partition,network_partition,2,baseline,5.840168932777201
V14Q_g2,V14Q_g2_network_partition,network_partition,3,baseline,6.013717650047068
V14Q_g2,V14Q_g2_network_partition,network_partition,4,baseline,5.034412200517929
V14Q_g2,V14Q_g2_network_partition,network_partition,5,baseline,3.5912276883764864
V14Q_g2,V14Q_g2_network_partition,network_partition,6,baseline,4.195138048606196
V14Q_g2,V14Q_g2_network_partition,network_partition,7,baseline,3.258881729618267
V14Q_g2,V14Q_g2_network_partition,network_partition,8,baseline,3.997181017809393
V14Q_g2,V14Q_g2_network_partition,network_partition,9,baseline,3.633447651946192
V14Q_g2,V14Q_g2_network_partition,network_partition,10,baseline,2.356340431023862
V14Q_g2,V14Q_g2_network_partition,network_partition,11,baseline,4.695781666175991
V14Q_g2,V14Q_g2_network_partition,network_partition,12,baseline,6.771268263314761
V14Q_g2,V14Q_g2_network_partition,network_partition,13,baseline,6.16409352579104
V14Q_g2,V14Q_g2_network_partition,network_partition,14,baseline,3.948911038254818
V14Q_g2,V14Q_g2_network_partition,network_partition,15,baseline,3.261953259976883
V14Q_g2,V14Q_g2_network_partition,network_partition,16,disruption,3.22041069976969
V14Q_g2,V14Q_g2_network_partition,network_partition,17,disruption,1.9222035588187976
V14Q_g2,V14Q_g2_network_partition,network_partition,18,disruption,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,19,disruption,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,20,disruption,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,21,disruption,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,22,disruption,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,23,disruption,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,24,disruption,3.62340338149584
V14Q_g2,V14Q_g2_network_partition,network_partition,25,disruption,3.5148536080425106
V14Q_g2,V14Q_g2_network_partition,network_partition,26,disruption,2.2200684242550928
V14Q_g2,V14Q_g2_network_partition,network_partition,27,disruption,2.2200684242550928
V14Q_g2,V14Q_g2_network_partition,network_partition,28,disruption,2.2200684242550928
V14Q_g2,V14Q_g2_network_partition,network_partition,29,disruption,2.008415062559919
V14Q_g2,V14Q_g2_network_partition,network_partition,30,disruption,1.9388499436443816
V14Q_g2,V14Q_g2_network_partition,network_partition,31,recovery,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,32,recovery,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,33,recovery,3.4534219754265925
V14Q_g2,V14Q_g2_network_partition,network_partition,34,recovery,2.165459675865414
V14Q_g2,V14Q_g2_network_partition,network_partition,35,recovery,2.165459675865414
V14Q_g2,V14Q_g2_network_partition,network_partition,36,recovery,2.165459675865414
V14Q_g2,V14Q_g2_network_partition,network_partition,37,recovery,2.165459675865414
V14Q_g2,V14Q_g2_network_partition,network_partition,38,recovery,2.012999447073428
V14Q_g2,V14Q_g2_network_partition,network_partition,39,recovery,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,40,recovery,1.989690246200112
V14Q_g2,V14Q_g2_network_partition,network_partition,41,recovery,3.4534219754265925
V14Q_g2,V14Q_g2_network_partition,network_partition,42,recovery,1.9944391310604144
V14Q_g2,V14Q_g2_network_partition,network_partition,43,recovery,1.9944391310604137
V14Q_g2,V14Q_g2_network_partition,network_partition,44,recovery,1.9944391310604133
V14Q_g2,V14Q_g2_network_partition,network_partition,45,recovery,1.9944391310604137
V14Q_g2,V14Q_g2_message_corruption,message_corruption,1,baseline,6.345417362188615
V14Q_g2,V14Q_g2_message_corruption,message_corruption,2,baseline,5.840168932777201
V14Q_g2,V14Q_g2_message_corruption,message_corruption,3,baseline,6.013717650047068
V14Q_g2,V14Q_g2_message_corruption,message_corruption,4,baseline,5.034412200517929
V14Q_g2,V14Q_g2_message_corruption,message_corruption,5,baseline,3.5912276883764864
V14Q_g2,V14Q_g2_message_corruption,message_corruption,6,baseline,4.195138048606196
V14Q_g2,V14Q_g2_message_corruption,message_corruption,7,baseline,3.258881729618267
V14Q_g2,V14Q_g2_message_corruption,message_corruption,8,baseline,3.997181017809393
V14Q_g2,V14Q_g2_message_corruption,message_corruption,9,baseline,3.633447651946192
V14Q_g2,V14Q_g2_message_corruption,message_corruption,10,baseline,2.356340431023862
V14Q_g2,V14Q_g2_message_corruption,message_corruption,11,baseline,4.695781666175991
V14Q_g2,V14Q_g2_message_corruption,message_corruption,12,baseline,6.771268263314761
V14Q_g2,V14Q_g2_message_corruption,message_corruption,13,baseline,6.16409352579104
V14Q_g2,V14Q_g2_message_corruption,message_corruption,14,baseline,3.948911038254818
V14Q_g2,V14Q_g2_message_corruption,message_corruption,15,baseline,3.261953259976883
V14Q_g2,V14Q_g2_message_corruption,message_corruption,16,disruption,3.22041069976969
V14Q_g2,V14Q_g2_message_corruption,message_corruption,17,disruption,3.4312169676948647
V14Q_g2,V14Q_g2_message_corruption,message_corruption,18,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_message_corruption,message_corruption,19,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_message_corruption,message_corruption,20,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_message_corruption,message_corruption,21,disruption,2.0751337466102653
V14Q_g2,V14Q_g2_message_corruption,message_corruption,22,disruption,2.080399603061099
V14Q_g2,V14Q_g2_message_corruption,message_corruption,23,disruption,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,24,disruption,3.62340338149584
V14Q_g2,V14Q_g2_message_corruption,message_corruption,25,disruption,2.083227032939716
V14Q_g2,V14Q_g2_message_corruption,message_corruption,26,disruption,2.083227032939715
V14Q_g2,V14Q_g2_message_corruption,message_corruption,27,disruption,2.083227032939716
V14Q_g2,V14Q_g2_message_corruption,message_corruption,28,disruption,2.083227032939716
V14Q_g2,V14Q_g2_message_corruption,message_corruption,29,disruption,1.8935174538169064
V14Q_g2,V14Q_g2_message_corruption,message_corruption,30,disruption,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,31,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,32,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,33,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,34,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,35,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,36,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,37,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,38,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,39,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,40,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,41,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,42,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,43,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,44,recovery,1.989690246200112
V14Q_g2,V14Q_g2_message_corruption,message_corruption,45,recovery,1.989690246200112
V14Q_g3,V14Q_g3_nominal,nominal,1,baseline,6.281700817094395
V14Q_g3,V14Q_g3_nominal,nominal,2,baseline,5.310958535695442
V14Q_g3,V14Q_g3_nominal,nominal,3,baseline,5.167834009169447
V14Q_g3,V14Q_g3_nominal,nominal,4,baseline,6.517361402011977
V14Q_g3,V14Q_g3_nominal,nominal,5,baseline,6.28901054323286
V14Q_g3,V14Q_g3_nominal,nominal,6,baseline,3.5458937365814927
V14Q_g3,V14Q_g3_nominal,nominal,7,baseline,2.777709696053526
V14Q_g3,V14Q_g3_nominal,nominal,8,baseline,2.182272996151587
V14Q_g3,V14Q_g3_nominal,nominal,9,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,10,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,11,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,12,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,13,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,14,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,15,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,16,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,17,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,18,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,19,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,20,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,21,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,22,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,23,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,24,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,25,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,26,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,27,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,28,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,29,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,30,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,31,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,32,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,33,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,34,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,35,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,36,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,37,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,38,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_nominal,nominal,39,recovery,3.139026541470948
V14Q_g3,V14Q_g3_nominal,nominal,40,recovery,2.149359103051226
V14Q_g3,V14Q_g3_nominal,nominal,41,recovery,2.149359103051226
V14Q_g3,V14Q_g3_nominal,nominal,42,recovery,2.149359103051226
V14Q_g3,V14Q_g3_nominal,nominal,43,recovery,2.149359103051226
V14Q_g3,V14Q_g3_nominal,nominal,44,recovery,2.079263434848804
V14Q_g3,V14Q_g3_nominal,nominal,45,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,1,baseline,6.281700817094395
V14Q_g3,V14Q_g3_field_reversal,field_reversal,2,baseline,5.310958535695442
V14Q_g3,V14Q_g3_field_reversal,field_reversal,3,baseline,5.167834009169447
V14Q_g3,V14Q_g3_field_reversal,field_reversal,4,baseline,6.517361402011977
V14Q_g3,V14Q_g3_field_reversal,field_reversal,5,baseline,6.28901054323286
V14Q_g3,V14Q_g3_field_reversal,field_reversal,6,baseline,3.5458937365814927
V14Q_g3,V14Q_g3_field_reversal,field_reversal,7,baseline,2.777709696053526
V14Q_g3,V14Q_g3_field_reversal,field_reversal,8,baseline,2.182272996151587
V14Q_g3,V14Q_g3_field_reversal,field_reversal,9,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,10,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,11,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,12,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,13,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,14,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,15,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,16,disruption,35.51639363034931
V14Q_g3,V14Q_g3_field_reversal,field_reversal,17,disruption,96.75247460851028
V14Q_g3,V14Q_g3_field_reversal,field_reversal,18,disruption,114.03302182867814
V14Q_g3,V14Q_g3_field_reversal,field_reversal,19,disruption,94.37452792263934
V14Q_g3,V14Q_g3_field_reversal,field_reversal,20,disruption,29.55266436874796
V14Q_g3,V14Q_g3_field_reversal,field_reversal,21,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,22,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,23,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,24,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,25,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,26,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,27,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,28,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,29,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,30,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,31,recovery,35.21867341919011
V14Q_g3,V14Q_g3_field_reversal,field_reversal,32,recovery,96.31711044886129
V14Q_g3,V14Q_g3_field_reversal,field_reversal,33,recovery,113.57364409806034
V14Q_g3,V14Q_g3_field_reversal,field_reversal,34,recovery,93.93803721737
V14Q_g3,V14Q_g3_field_reversal,field_reversal,35,recovery,29.304947745268446
V14Q_g3,V14Q_g3_field_reversal,field_reversal,36,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,37,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,38,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,field_reversal,39,recovery,3.139026541470948
V14Q_g3,V14Q_g3_field_reversal,field_reversal,40,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,field_reversal,41,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,field_reversal,42,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,field_reversal,43,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,field_reversal,44,recovery,2.079263434848804
V14Q_g3,V14Q_g3_field_reversal,field_reversal,45,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,1,baseline,6.281700817094395
V14Q_g3,V14Q_g3_network_partition,network_partition,2,baseline,5.310958535695442
V14Q_g3,V14Q_g3_network_partition,network_partition,3,baseline,5.167834009169447
V14Q_g3,V14Q_g3_network_partition,network_partition,4,baseline,6.517361402011977
V14Q_g3,V14Q_g3_network_partition,network_partition,5,baseline,6.28901054323286
V14Q_g3,V14Q_g3_network_partition,network_partition,6,baseline,3.5458937365814927
V14Q_g3,V14Q_g3_network_partition,network_partition,7,baseline,2.777709696053526
V14Q_g3,V14Q_g3_network_partition,network_partition,8,baseline,2.182272996151587
V14Q_g3,V14Q_g3_network_partition,network_partition,9,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,10,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,11,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,12,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,13,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,14,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,15,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,16,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,17,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,18,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,19,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,20,disruption,3.136032791877828
V14Q_g3,V14Q_g3_network_partition,network_partition,21,disruption,2.189884016974242
V14Q_g3,V14Q_g3_network_partition,network_partition,22,disruption,2.189884016974242
V14Q_g3,V14Q_g3_network_partition,network_partition,23,disruption,2.1898840169742417
V14Q_g3,V14Q_g3_network_partition,network_partition,24,disruption,2.2389857717317385
V14Q_g3,V14Q_g3_network_partition,network_partition,25,disruption,2.0844354273647823
V14Q_g3,V14Q_g3_network_partition,network_partition,26,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,27,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,28,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,29,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,30,disruption,3.2221364895344933
V14Q_g3,V14Q_g3_network_partition,network_partition,31,recovery,2.064616111972952
V14Q_g3,V14Q_g3_network_partition,network_partition,32,recovery,2.064616111972951
V14Q_g3,V14Q_g3_network_partition,network_partition,33,recovery,2.064616111972951
V14Q_g3,V14Q_g3_network_partition,network_partition,34,recovery,2.064616111972951
V14Q_g3,V14Q_g3_network_partition,network_partition,35,recovery,2.0935803062954337
V14Q_g3,V14Q_g3_network_partition,network_partition,36,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,37,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,38,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,39,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,40,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,41,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,42,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,43,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,44,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_network_partition,network_partition,45,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_message_corruption,message_corruption,1,baseline,6.281700817094395
V14Q_g3,V14Q_g3_message_corruption,message_corruption,2,baseline,5.310958535695442
V14Q_g3,V14Q_g3_message_corruption,message_corruption,3,baseline,5.167834009169447
V14Q_g3,V14Q_g3_message_corruption,message_corruption,4,baseline,6.517361402011977
V14Q_g3,V14Q_g3_message_corruption,message_corruption,5,baseline,6.28901054323286
V14Q_g3,V14Q_g3_message_corruption,message_corruption,6,baseline,3.5458937365814927
V14Q_g3,V14Q_g3_message_corruption,message_corruption,7,baseline,2.777709696053526
V14Q_g3,V14Q_g3_message_corruption,message_corruption,8,baseline,2.182272996151587
V14Q_g3,V14Q_g3_message_corruption,message_corruption,9,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_message_corruption,message_corruption,10,baseline,2.3485100059359043
