acceptances,agreement_rate,application,coalition_formation_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,communication_active_decision_epochs,conservation_error,contradiction_rate,counteroffers,crisis_mode_fraction,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,method_variant,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,quiet_mode_fraction,recovery_time,rejections,rl_training_seed,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,targeted_mode_fraction,tool_calls,tool_proposals,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,trigger_activations,trigger_alert_attempts,trigger_alert_successes,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
0,0.0,commercial,1.0,21,1.0,21,13,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,5867.090589315156,26,23,0.9959012399514638,524.4443287676753,0.013224645618932043,4771,0.0,2,0.007467722880732651,77,72.96122034266594,manifests/ablations-commercial-doet_rule-n10-s8301-correlated-vselected.json,0.3534478133021639,0.049391607765898786,0.09112320064233374,,15997,0.4727272727272727,55,doet_rule,selected,-0.746662783786491,6914,18,0.8695652173913043,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 17, 6: 23, 7: 7, 8: 30}",,0,20,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,127389,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8301-correlated-vselected,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,56,77,22911,73,0.0,0.0,0,0,0,0.0,0.987012987012987,0.7012987012987013,73.137775760144
0,0.0,commercial,1.0,17,1.0,17,12,0,0.0,0,0,-2.2737367544323206e-13,0.0,0,0.0,5293.746349212402,24,16,0.9472588234316951,472.7922589581302,0.01529426178391629,4027,0.0,2,0.006992908469219918,66,57.99886877089733,manifests/ablations-commercial-doet_rule-n10-s8302-correlated-vselected.json,0.3534478133021639,0.1850551206888463,0.09313932075706095,,13820,0.5106382978723404,47,doet_rule,selected,-0.5802838749921355,6168,16,1.0,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 14, 6: 16, 7: 5, 8: 31}",,0,16,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,108223,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8302-correlated-vselected,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,52,66,19988,63,0.0,0.0,0,0,0,0.0,0.9848484848484849,0.7575757575757576,58.13772939890623
0,0.0,commercial,1.0,16,1.0,16,12,0,0.0,0,0,2.2737367544323206e-13,0.0,0,0.0,5386.997491906494,29,15,0.8698372727604126,496.92796832370993,0.02532297856763514,4131,0.0,1,0.01267188605581309,71,62.440925333648906,manifests/ablations-commercial-doet_rule-n10-s8303-correlated-vselected.json,0.3534478133021639,0.12315646146387607,0.09185154975421052,,14100,0.6041666666666666,48,doet_rule,selected,-0.5633108281957722,6920,18,1.0,10,0.0,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 16, 6: 15, 7: 6, 8: 33}",,0,15,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,116736,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8303-correlated-vselected,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,58,71,21020,66,0.0,0.0,0,0,0,0.0,0.9859154929577465,0.7887323943661971,62.59205636382103
0,0.0,commercial,1.0,21,1.0,21,13,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,5867.090589315156,26,23,0.9959012399514638,524.4443287676753,0.013224645618932043,4771,0.0,2,0.007467722880732651,77,72.45670032128695,manifests/ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_hysteresis.json,0.3534478133021639,0.049391607765898786,0.09112320064233374,,15997,0.4727272727272727,55,doet_rule,without_hysteresis,-0.746662783786491,6914,18,0.8695652173913043,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 17, 6: 23, 7: 7, 8: 30}",,0,20,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,127389,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_hysteresis,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,56,77,22911,73,0.0,0.0,0,0,0,0.0,0.987012987012987,0.7012987012987013,72.62085093557835
0,0.0,commercial,1.0,17,1.0,17,12,0,0.0,0,0,-2.2737367544323206e-13,0.0,0,0.0,5293.746349212402,24,16,0.9472588234316951,472.7922589581302,0.01529426178391629,4027,0.0,2,0.006992908469219918,66,58.152595333754995,manifests/ablations-commercial-doet_rule-n10-s8302-correlated-vwithout_hysteresis.json,0.3534478133021639,0.1850551206888463,0.09313932075706095,,13820,0.5106382978723404,47,doet_rule,without_hysteresis,-0.5802838749921355,6168,16,1.0,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 14, 6: 16, 7: 5, 8: 31}",,0,16,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,108223,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8302-correlated-vwithout_hysteresis,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,52,66,19988,63,0.0,0.0,0,0,0,0.0,0.9848484848484849,0.7575757575757576,58.28916998207569
0,0.0,commercial,1.0,16,1.0,16,12,0,0.0,0,0,2.2737367544323206e-13,0.0,0,0.0,5386.997491906494,29,15,0.8698372727604126,496.92796832370993,0.02532297856763514,4131,0.0,1,0.01267188605581309,71,61.846345134079435,manifests/ablations-commercial-doet_rule-n10-s8303-correlated-vwithout_hysteresis.json,0.3534478133021639,0.12315646146387607,0.09185154975421052,,14100,0.6041666666666666,48,doet_rule,without_hysteresis,-0.5633108281957722,6920,18,1.0,10,0.0,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 16, 6: 15, 7: 6, 8: 33}",,0,15,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,116736,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8303-correlated-vwithout_hysteresis,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,58,71,21020,66,0.0,0.0,0,0,0,0.0,0.9859154929577465,0.7887323943661971,61.991675812751055
0,0.0,commercial,1.0,21,1.0,21,13,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,5867.090589315156,26,23,0.9959012399514638,524.4443287676753,0.013224645618932043,4771,0.0,2,0.007467722880732651,77,72.76214738562703,manifests/ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_local_surprisal.json,0.3534478133021639,0.049391607765898786,0.09112320064233374,,15997,0.4727272727272727,55,doet_rule,without_local_surprisal,-0.746662783786491,6914,18,0.8695652173913043,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 17, 6: 23, 7: 7, 8: 30}",,0,20,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,127389,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_local_surprisal,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,56,77,22911,73,0.0,0.0,0,0,0,0.0,0.987012987012987,0.7012987012987013,72.92455103993416
0,0.0,commercial,1.0,17,1.0,17,12,0,0.0,0,0,-2.2737367544323206e-13,0.0,0,0.0,5293.746349212402,24,16,0.9472588234316951,472.7922589581302,0.01529426178391629,4027,0.0,2,0.006992908469219918,66,58.01355829089879,manifests/ablations-commercial-doet_rule-n10-s8302-correlated-vwithout_local_surprisal.json,0.3534478133021639,0.1850551206888463,0.09313932075706095,,13820,0.5106382978723404,47,doet_rule,without_local_surprisal,-0.5802838749921355,6168,16,1.0,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 14, 6: 16, 7: 5, 8: 31}",,0,16,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,108223,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8302-correlated-vwithout_local_surprisal,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,52,66,19988,63,0.0,0.0,0,0,0,0.0,0.9848484848484849,0.7575757575757576,58.15749903395772
0,0.0,commercial,1.0,16,1.0,16,12,0,0.0,0,0,2.2737367544323206e-13,0.0,0,0.0,5386.997491906494,29,15,0.8698372727604126,496.92796832370993,0.02532297856763514,4131,0.0,1,0.01267188605581309,71,61.97237093374133,manifests/ablations-commercial-doet_rule-n10-s8303-correlated-vwithout_local_surprisal.json,0.3534478133021639,0.12315646146387607,0.09185154975421052,,14100,0.6041666666666666,48,doet_rule,without_local_surprisal,-0.5633108281957722,6920,18,1.0,10,0.0,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 16, 6: 15, 7: 6, 8: 33}",,0,15,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,116736,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8303-correlated-vwithout_local_surprisal,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,58,71,21020,66,0.0,0.0,0,0,0,0.0,0.9859154929577465,0.7887323943661971,62.12059174105525
0,0.0,commercial,1.0,21,1.0,21,14,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,5867.090589315156,26,24,0.9959012399514638,524.4443287676753,0.013224645618932043,4855,0.0,2,0.007467722880732651,78,75.25448965281254,manifests/ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_distributed_gossip.json,0.3534478133021639,0.049391607765898786,0.09812339734375648,,15662,0.48148148148148145,54,doet_rule,without_distributed_gossip,-0.746662783786491,0,0,0.8333333333333334,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 17, 6: 23, 7: 7, 8: 31}",,0,20,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,128430,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_distributed_gossip,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,57,78,15662,54,0.0,0.0,0,0,0,0.0,0.9871794871794872,0.6923076923076923,75.41190820559859
