acceptances,agreement_rate,application,coalition_formation_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,communication_active_decision_epochs,conservation_error,contradiction_rate,counteroffers,crisis_mode_fraction,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,method_variant,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,quiet_mode_fraction,recovery_time,rejections,rl_training_seed,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,targeted_mode_fraction,tool_calls,tool_proposals,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,trigger_activations,trigger_alert_attempts,trigger_alert_successes,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
0,0.0,commercial,1.0,15,1.0,15,12,0,0.0,0,0,-2.2737367544323206e-13,0.0,0,0.0,5293.746349212402,23,17,0.9472588234316951,472.7922589581302,0.01529426178391629,3864,0.0,2,0.006992908469219918,66,52.45737737044694,manifests/ablations-commercial-doet_rule-n10-s8302-correlated-vwithout_distributed_gossip.json,0.3534478133021639,0.1850551206888463,0.09812339734375648,,13146,0.5111111111111111,45,doet_rule,without_distributed_gossip,-0.5802838749921355,0,0,0.8235294117647058,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 14, 6: 16, 7: 5, 8: 31}",,0,14,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,107516,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8302-correlated-vwithout_distributed_gossip,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,53,66,13146,45,0.0,0.0,0,0,0,0.0,1.0,0.7424242424242424,52.59097782894969
0,0.0,commercial,1.0,18,1.0,18,13,0,0.0,0,0,2.2737367544323206e-13,0.0,0,0.0,5386.997491906494,27,26,0.8698372727604126,496.92796832370993,0.02532297856763514,4910,0.0,1,0.01267188605581309,77,72.32144725695252,manifests/ablations-commercial-doet_rule-n10-s8303-correlated-vwithout_distributed_gossip.json,0.3534478133021639,0.12315646146387607,0.09737814574699467,,15327,0.5192307692307693,52,doet_rule,without_distributed_gossip,-0.5633108281957722,0,0,0.7307692307692307,10,0.0,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 17, 6: 24, 7: 5, 8: 30}",,0,19,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,128502,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8303-correlated-vwithout_distributed_gossip,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,57,77,15327,52,0.0,0.0,0,0,0,0.0,0.987012987012987,0.6623376623376623,72.47132876515388
0,0.0,commercial,1.0,22,1.0,22,16,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,5867.090589315156,29,27,0.9959012399514638,524.4443287676753,0.013224645618932043,5059,0.0,2,0.007467722880732651,82,75.25255409628153,manifests/ablations-commercial-doet_rule-n10-s8301-correlated-vpartition_signal_noise.json,0.3534478133021639,0.049391607765898786,0.09112320064233374,,16591,0.5087719298245614,57,doet_rule,partition_signal_noise,-0.746662783786491,6914,18,0.8148148148148148,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 19, 6: 26, 7: 6, 8: 31}",,0,22,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,136859,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8301-correlated-vpartition_signal_noise,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,58,82,23505,75,0.0,0.0,0,0,0,0.0,0.9878048780487805,0.6707317073170732,75.41434752196074
0,0.0,commercial,1.0,17,1.0,17,13,0,0.0,0,0,-2.2737367544323206e-13,0.0,0,0.0,5293.746349212402,27,16,0.9472588234316951,472.7922589581302,0.01529426178391629,3990,0.0,3,0.006992908469219918,68,57.98636229336261,manifests/ablations-commercial-doet_rule-n10-s8302-correlated-vpartition_signal_noise.json,0.3534478133021639,0.18499607017262876,0.09313932075706095,,14674,0.5294117647058824,51,doet_rule,partition_signal_noise,-0.5802838749921355,6168,16,0.9375,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 16, 6: 16, 7: 5, 8: 31}",,0,15,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,112249,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8302-correlated-vpartition_signal_noise,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,52,68,20842,67,0.0,0.0,0,0,0,0.0,0.9852941176470589,0.7647058823529411,58.12089701369405
0,0.0,commercial,1.0,18,1.0,16,14,0,0.0,0,0,2.2737367544323206e-13,0.0,0,0.0,5386.997491906494,31,25,0.8698372727604126,496.92796832370993,0.02532297856763514,4802,0.0,1,0.01267188605581309,80,78.67819448560479,manifests/ablations-commercial-doet_rule-n10-s8303-correlated-vpartition_signal_noise.json,0.3534478133021639,0.12315646146387607,0.09185154975421052,,14360,0.62,50,doet_rule,partition_signal_noise,-0.5633108281957722,6920,18,0.76,10,0.0,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 18, 6: 24, 7: 4, 8: 33}",,0,19,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,135334,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8303-correlated-vpartition_signal_noise,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,60,80,21280,68,0.0,0.0,0,0,0,0.0,0.975,0.6875,78.84209772571921
0,0.0,commercial,1.0,22,1.0,22,14,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,5867.090589315156,26,25,0.9959012399514638,524.4443287676753,0.013224645618932043,4939,0.0,1,0.007467722880732651,79,79.04882954061028,manifests/ablations-commercial-global_entropy_trigger_oracle-n10-s8301-correlated.json,0.3534478133021639,0.04942664543178304,0.04717156995888017,,15877,0.48148148148148145,54,global_entropy_trigger_oracle,base,-0.746662783786491,0,0,0.8,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 18, 6: 25, 7: 5, 8: 31}",,0,20,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,130985,1.0,16.0,0,0,ablations-commercial-global_entropy_trigger_oracle-n10-s8301-correlated,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,57,79,15877,54,0.0,0.0,0,0,0,0.0,0.9873417721518988,0.6835443037974683,79.21645588427782
0,0.0,commercial,1.0,22,1.0,22,14,0,0.0,0,0,-2.2737367544323206e-13,0.0,0,0.0,5293.746349212402,32,21,0.9472588234316951,472.7922589581302,0.01529426178391629,4888,0.0,3,0.006992908469219918,78,70.78507127985361,manifests/ablations-commercial-global_entropy_trigger_oracle-n10-s8302-correlated.json,0.3534478133021639,0.18499607017262876,0.0462562241691152,,18160,0.5079365079365079,63,global_entropy_trigger_oracle,base,-0.5802838749921355,0,0,0.9523809523809523,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 20, 6: 21, 7: 6, 8: 31}",,0,20,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,132297,1.0,16.0,0,0,ablations-commercial-global_entropy_trigger_oracle-n10-s8302-correlated,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,59,78,18160,63,0.0,0.0,0,0,0,0.0,0.9871794871794872,0.7307692307692307,70.94501996412873
0,0.0,commercial,1.0,16,1.0,16,12,0,0.0,0,0,2.2737367544323206e-13,0.0,0,0.0,5386.997491906494,23,14,0.8698372727604126,496.92796832370993,0.02532297856763514,3727,0.0,0,0.01267188605581309,65,53.684033766388865,manifests/ablations-commercial-global_entropy_trigger_oracle-n10-s8303-correlated.json,0.3534478133021639,0.12316318223235675,0.047794694435037144,,12303,0.5476190476190477,42,global_entropy_trigger_oracle,base,-0.5633108281957722,0,0,1.0,10,0.0,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 14, 6: 14, 7: 4, 8: 32}",,0,14,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,105375,1.0,16.0,0,0,ablations-commercial-global_entropy_trigger_oracle-n10-s8303-correlated,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,53,65,12303,42,0.0,0.0,0,0,0,0.0,0.9846153846153847,0.7846153846153846,53.82158396393061
1,0.16666666666666666,commercial,1.0,29,1.0,29,21,1,1.0,12,83,-1.1368683772161603e-13,0.007936507936507936,0,0.2833333333333333,5867.090589315156,69,45,0.9959012399514638,524.4443287676753,0.013224645618932043,8552,1.0,8,0.007467722880732651,126,124.41443448141213,manifests/ablations-commercial-disruption_label_oracle-n10-s8301-correlated.json,0.3534478133021639,0.04916085327448577,0.04717156995888017,2.0,30904,0.6160714285714286,112,disruption_label_oracle,base,-0.746662783786491,0,0,0.7777777777777778,10,0.0,"{0: 3, 1: 2, 2: 0, 3: 28, 4: 2, 5: 27, 6: 35, 7: 10, 8: 19}",0.125,2,35,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,226110,0.5166666666666667,16.0,0,0,ablations-commercial-disruption_label_oracle-n10-s8301-correlated,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.2603540206074195,complete,0.2,89,126,30904,112,9.810643703247003,0.0,10,18,18,0.0,0.9920634920634921,0.6428571428571429,124.64133888483047
1,0.16666666666666666,commercial,1.0,20,1.0,20,9,1,0.6666666666666666,18,83,-2.2737367544323206e-13,0.0,3,0.2833333333333333,5293.746349212402,48,71,0.9472588234316951,472.7922589581302,0.01529426178391629,8606,1.0,8,0.006992908469219918,132,141.76551439985636,manifests/ablations-commercial-disruption_label_oracle-n10-s8302-correlated.json,0.3534478133021639,0.1847239173621727,0.0462562241691152,1.0,25321,0.5581395348837209,86,disruption_label_oracle,base,-0.5802838749921355,0,0,0.28169014084507044,10,0.0,"{0: 3, 1: 1, 2: 0, 3: 28, 4: 52, 5: 11, 6: 18, 7: 12, 8: 7}",0.125,2,20,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,258384,0.5166666666666667,16.0,0,0,ablations-commercial-disruption_label_oracle-n10-s8302-correlated,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.2,96,132,25321,86,0.0,0.0,10,18,18,0.0,0.8939393939393939,0.4621212121212121,142.01138600707054
1,0.25,commercial,1.0,22,1.0,22,17,1,1.0,8,77,2.2737367544323206e-13,0.0,0,0.275,5386.997491906494,57,31,0.8698372727604126,496.92796832370993,0.02532297856763514,6584,1.0,3,0.01267188605581309,102,96.70206720009448,manifests/ablations-commercial-disruption_label_oracle-n10-s8303-correlated.json,0.3534478133021639,0.1230797201910629,0.047794694435037144,1.0,25792,0.6129032258064516,93,disruption_label_oracle,base,-0.5633108281957722,0,0,0.8064516129032258,10,0.0,"{0: 5, 1: 1, 2: 0, 3: 25, 4: 1, 5: 23, 6: 24, 7: 8, 8: 15}",0.125,2,25,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,175870,0.5166666666666667,16.0,0,0,ablations-commercial-disruption_label_oracle-n10-s8303-correlated,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.20833333333333334,76,102,25792,93,0.0,0.0,10,18,18,0.0,0.9901960784313726,0.696078431372549,96.8955420255661
3,0.3333333333333333,commercial,1.0,52,1.0,51,37,3,1.0,18,155,-1.1368683772161603e-13,0.016666666666666666,0,0.8,5867.090589315156,87,50,0.9959012399514638,524.4443287676753,0.013224645618932043,12091,1.0,2,0.007467722880732651,180,166.10923175513759,manifests/ablations-commercial-kpi_cusum_trigger-n10-s8301-correlated-vprivate_local_kpi.json,0.3534478133021639,0.04938647564187191,0.04717156995888017,1.3333333333333333,41370,0.6214285714285714,140,kpi_cusum_trigger,private_local_kpi,-0.746662783786491,0,0,0.66,10,0.0,"{0: 17, 1: 0, 2: 0, 3: 39, 4: 6, 5: 71, 6: 30, 7: 5, 8: 12}",0.125,6,33,a09a35458c702b33eeacc393d103063234e8bc28,22.283745263272305,333845,0.2,16.0,0,0,ablations-commercial-kpi_cusum_trigger-n10-s8301-correlated-vprivate_local_kpi,intermittent-correlated-p1.0-o1.0,correlated,8301,22.283745263272305,0.262199955606798,complete,0.0,134,180,41370,140,0.0,0.0,8,0,0,0.0,1.0,0.7222222222222222,166.3974071368575
1,0.09090909090909091,commercial,1.0,34,1.0,34,25,1,0.8461538461538461,26,157,-2.2737367544323206e-13,0.00546448087431694,2,0.8,5293.746349212402,64,76,0.9472588234316951,472.7922589581302,0.01529426178391629,12099,0.0,2,0.006992908469219918,183,175.0437321700156,manifests/ablations-commercial-kpi_cusum_trigger-n10-s8302-correlated-vprivate_local_kpi.json,0.3534478133021639,0.1850551206888463,0.0462562241691152,1.0,34445,0.5765765765765766,111,kpi_cusum_trigger,private_local_kpi,-0.5802838749921355,0,0,0.47368421052631576,10,0.0,"{0: 24, 1: 0, 2: 0, 3: 47, 4: 35, 5: 40, 6: 28, 7: 4, 8: 5}",0.125,2,36,a09a35458c702b33eeacc393d103063234e8bc28,22.224266959289746,355852,0.2,16.0,0,0,ablations-commercial-kpi_cusum_trigger-n10-s8302-correlated-vprivate_local_kpi,intermittent-correlated-p1.0-o1.0,correlated,8302,22.224266959289746,0.25210896764184004,complete,0.0,133,183,34445,111,0.0,0.0,8,0,0,0.0,0.9453551912568307,0.5846994535519126,175.35958554968238
1,0.1111111111111111,commercial,1.0,48,1.0,46,33,1,0.9444444444444444,18,148,2.2737367544323206e-13,0.0,0,0.8,5386.997491906494,82,38,0.8698372727604126,496.92796832370993,0.02532297856763514,11368,1.0,2,0.01267188605581309,175,159.89881549775612,manifests/ablations-commercial-kpi_cusum_trigger-n10-s8303-correlated-vprivate_local_kpi.json,0.3534478133021639,0.12311809082746947,0.047794694435037144,1.0,40082,0.5985401459854015,137,kpi_cusum_trigger,private_local_kpi,-0.5633108281957722,0,0,0.8421052631578947,10,0.0,"{0: 24, 1: 0, 2: 0, 3: 40, 4: 2, 5: 66, 6: 32, 7: 10, 8: 1}",0.25,2,32,a09a35458c702b33eeacc393d103063234e8bc28,21.036514866284424,326669,0.2,16.0,1,0,ablations-commercial-kpi_cusum_trigger-n10-s8303-correlated-vprivate_local_kpi,intermittent-correlated-p1.0-o1.0,correlated,8303,21.036514866284424,0.24278229675773827,complete,0.0,144,175,40082,137,0.0,0.0,8,0,0,0.0,1.0,0.7828571428571428,160.17707593366504
0,0.0,commercial,1.0,15,1.0,15,12,0,0.0,0,0,-1.1368683772161603e-13,0.0,0,0.0,6761.891317168919,41,15,0.9960282529791187,627.3071001713425,0.01108015993612166,4342,0.0,4,0.007467722880732651,72,58.38258959352971,manifests/ablations-commercial-doet_rule-n10-s8301-compound_partition-vselected.json,0.3534478133021639,-0.005257580836896746,0.09428609203231438,,12909,0.8541666666666666,48,doet_rule,selected,-0.7472406887335885,6908,18,0.8666666666666667,10,0.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 20, 6: 15, 7: 7, 8: 30}",,0,13,a09a35458c702b33eeacc393d103063234e8bc28,22.327409902711967,122390,1.0,16.0,0,0,ablations-commercial-doet_rule-n10-s8301-compound_partition-vselected,partition-compound-p1.0-o1.0,compound_partition,8301,22.327409902711967,0.26008722318090133,complete,0.0,58,72,19817,66,0.0,0.0,0,0,0,0.0,0.9861111111111112,0.7916666666666666,58.523050002753735
