application,method,mean_counted_messages,mean_counted_bytes,mean_prompt_tokens,mean_llm_calls,doet_target_messages,message_budget_relative_mismatch
commercial,doet_rule,58.25,17552.0,109444.91666666667,61.416666666666664,58.25,0.0
commercial,kpi_cusum_trigger,75.91666666666667,22525.833333333332,229480.41666666666,118.66666666666667,58.25,0.3032904148783978
commercial,periodic_communication,109.83333333333333,29625.416666666668,163707.5,97.58333333333333,58.25,0.8855507868383404
commercial,random_budget_matched,109.91666666666667,29961.666666666668,164451.58333333334,98.08333333333333,58.25,0.8869814020028614
humanitarian,doet_rule,55.583333333333336,16458.166666666668,109464.25,62.166666666666664,55.583333333333336,0.0
humanitarian,kpi_cusum_trigger,60.5,17847.666666666668,219671.08333333334,111.5,55.583333333333336,0.08845577211394298
humanitarian,periodic_communication,108.91666666666667,28153.75,155312.16666666666,91.75,55.583333333333336,0.95952023988006
humanitarian,random_budget_matched,108.91666666666667,28837.583333333332,160555.66666666666,94.5,55.583333333333336,0.95952023988006
