application_degradation_json,commercial_mean_relative_degradation,humanitarian_mean_relative_degradation,mean_active_agent_step_fraction,mean_active_decision_fraction,mean_byte_reduction,mean_generated_token_reduction,mean_latency_reduction,mean_llm_call_reduction,mean_message_reduction,mean_prompt_token_reduction,mean_relative_degradation,mean_trigger_activations,method_variant,nominal_false_active_fraction,non_nominal_pairs,paired_episodes,regime_degradation_json,validation_noninferiority_eligible,worst_regime_mean_relative_degradation
"{""commercial"": 0.00791788384197137, ""humanitarian"": 0.0}",0.0079178838419713,0.0,0.0,0.0,0.6164321616875442,0.2193240413425897,0.2220984399979307,0.2274588608952578,0.6930930225299039,0.2198377673699035,0.0039589419209856,0.0,cusum_low_balanced_local,0.0,18,24,"{""commercial:compound_partition"": 0.0044002487368853885, ""commercial:correlated"": 0.010742971378262689, ""commercial:isolated"": 0.008610431410766032, ""humanitarian:compound_partition"": 0.0, ""humanitarian:correlated"": 0.0, ""humanitarian:isolated"": 0.0}",True,0.0107429713782626
"{""commercial"": 0.00791788384197137, ""humanitarian"": 0.0}",0.0079178838419713,0.0,0.0,0.0,0.6164321616875442,0.2193240413425897,0.2223348405961051,0.2274588608952578,0.6930930225299039,0.2198377673699035,0.0039589419209856,0.0,cusum_low_balanced_neighbor,0.0,18,24,"{""commercial:compound_partition"": 0.0044002487368853885, ""commercial:correlated"": 0.010742971378262689, ""commercial:isolated"": 0.008610431410766032, ""humanitarian:compound_partition"": 0.0, ""humanitarian:correlated"": 0.0, ""humanitarian:isolated"": 0.0}",True,0.0107429713782626
"{""commercial"": 0.00791788384197137, ""humanitarian"": 0.0}",0.0079178838419713,0.0,0.0,0.0,0.6278382076590623,0.2324282600021272,0.2455149315570604,0.2390781804644899,0.7006872857830875,0.2336527929591093,0.0039589419209856,0.0,cusum_low_sensitive,0.0,18,24,"{""commercial:compound_partition"": 0.0044002487368853885, ""commercial:correlated"": 0.010742971378262689, ""commercial:isolated"": 0.008610431410766032, ""humanitarian:compound_partition"": 0.0, ""humanitarian:correlated"": 0.0, ""humanitarian:isolated"": 0.0}",True,0.0107429713782626
"{""commercial"": 0.00791788384197137, ""humanitarian"": 0.0}",0.0079178838419713,0.0,0.0,0.0,0.6341927509735288,0.2486957958915423,0.2534755345913036,0.2577366326562122,0.7071724413337437,0.2537398247341488,0.0039589419209856,0.0,hysteresis_low,0.0,18,24,"{""commercial:compound_partition"": 0.0044002487368853885, ""commercial:correlated"": 0.010742971378262689, ""commercial:isolated"": 0.008610431410766032, ""humanitarian:compound_partition"": 0.0, ""humanitarian:correlated"": 0.0, ""humanitarian:isolated"": 0.0}",True,0.0107429713782626
