evaluation_stage,application,stratum_type,stratum_value,detector,n_episodes,n_timepoints,positive_timepoints,positive_class_prevalence,average_precision,average_precision_lift_over_prevalence,roc_auc,precision_at_nominal_95pct_threshold,recall_at_nominal_95pct_threshold,false_alarm_rate,mean_training_derived_threshold
original_holdout_diagnostic,commercial,communication,degraded,EWMA,4,88,60,0.6818181818181818,0.999726775956284,1.466265938069217,0.999404761904762,1.0,0.8833333333333333,0.0,0.8889497435477545
original_holdout_diagnostic,commercial,communication,degraded,KPI_CUSUM,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,1.0,0.8833333333333333,0.0,1.967933607851812
original_holdout_diagnostic,commercial,communication,degraded,Page_Hinkley,4,88,60,0.6818181818181818,0.9973959109962393,1.4628473361278176,0.994047619047619,1.0,0.45,0.0,18.24319859670293
original_holdout_diagnostic,commercial,communication,degraded,backlog_threshold,4,88,60,0.6818181818181818,0.9991665123028004,1.4654442180441072,0.9982142857142856,1.0,0.95,0.0,0.9080190852189264
original_holdout_diagnostic,commercial,communication,degraded,capacity_loss_indicator,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,1.0,1.0,0.0,0.0
original_holdout_diagnostic,commercial,communication,degraded,communication_volume_threshold,4,88,60,0.6818181818181818,0.768447570947571,1.127056437389771,0.5970238095238094,1.0,0.1,0.0,10.0
original_holdout_diagnostic,commercial,communication,degraded,entropy_CUSUM,4,88,60,0.6818181818181818,0.8612971768580413,1.263235859391794,0.861904761904762,0.6818181818181818,1.0,1.0,5.510896158590216
original_holdout_diagnostic,commercial,communication,degraded,exact_entropy_evaluator_only,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,1.0,1.0,0.0,0.5826214815688665
original_holdout_diagnostic,commercial,communication,degraded,multivariate_KPI_logistic,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,1.0,1.0,0.0,0.0329073180540149
original_holdout_diagnostic,commercial,communication,degraded,multivariate_KPI_plus_entropy_logistic,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,0.8571428571428571,1.0,0.3571428571428571,0.012008423182095
original_holdout_diagnostic,commercial,communication,degraded,operational_entropy_absolute_deviation,4,88,60,0.6818181818181818,0.4712421677330669,0.6911551793418316,0.0,0.6818181818181818,1.0,1.0,0.0049122330293922
original_holdout_diagnostic,commercial,communication,degraded,operational_entropy_change,4,88,60,0.6818181818181818,0.8887720497766788,1.3035323396724623,0.7946428571428572,0.8148148148148148,0.7333333333333333,0.3571428571428571,0.0056471402958099
original_holdout_diagnostic,commercial,communication,degraded,operational_entropy_high,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,0.0,0.0,0.0,0.5779083580939052
original_holdout_diagnostic,commercial,communication,degraded,operational_entropy_low,4,88,60,0.6818181818181818,0.4712421677330669,0.6911551793418316,0.0,0.6818181818181818,1.0,1.0,-0.5725710637864576
original_holdout_diagnostic,commercial,communication,degraded,operational_entropy_standardized_residual,4,88,60,0.6818181818181818,0.4712421677330669,0.6911551793418316,0.0,0.6818181818181818,1.0,1.0,0.2972272640935566
original_holdout_diagnostic,commercial,communication,degraded,rolling_mean,4,88,60,0.6818181818181818,1.0,1.4666666666666668,1.0,1.0,0.9666666666666668,0.0,0.907067122562356
original_holdout_diagnostic,commercial,communication,degraded,rolling_variance,4,88,60,0.6818181818181818,0.5321063593961615,0.7804226604477036,0.1357142857142857,0.0,0.0,0.3214285714285714,0.0876959836782239
original_holdout_diagnostic,commercial,communication,degraded,service_level_threshold,4,88,60,0.6818181818181818,0.9991665123028004,1.4654442180441072,0.9982142857142856,1.0,0.95,0.0,0.9080190852189264
