accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,event_ledger_scope,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,policy_delegation_abstain,policy_delegation_defer,policy_delegation_diversity,policy_delegation_escalate_operator,policy_delegation_execute_autonomously,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_compute_microseconds_per_evaluation,trigger_compute_seconds,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
117,frozen_local_rule,195,28,0.45787154322110757,humanitarian,44510,56,61,0,5751,56,0,2026-08-17T06:09:13.031908+00:00,medium,31.0,True,high,15332.013288031634,108,15,37462,346324,90.70024593408996,84,84,1.0,0.07007536954179691,61,7048,uint8_simplex,8812204,pooled_current_private_evidence_pre_exchange,88775,dynamic_delta,52,0.6190476190476191,38763,medium,1454976,41227,61,60,236,private_fragmented,3,5.684341886080802e-14,12.0,48.0,1.0,13.114285714285714,0.0003261386396173825,156.20511148088752,high,0,-16.659120955134455,0.08382996114777069,62234,264,16,55,0,117,0.17525859492559503,0.14005903257743194,0.14595354258441653,7,71,4,55,287,0.07695266534478379,0.1266310389914394,True,257,927384,2.4119005041665513,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812204-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,29333.09031892276,51,0,983112,163852,0,1392742,245778,hysteresis_repair_pilot_v2,104,0,2026-08-17T06:08:59.025288+00:00,7d645f54e2e4d3eefad42707bfa6cb00927d09898ec7b319bb9b88f7c9c77502,24,small_world,62234,264,40963,1.0,420,665.3875043238735,0.27946275181602687,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1361.0313143884298,,,,,,,,
116,frozen_local_rule,193,28,0.4582387338921018,humanitarian,20621,54,62,0,2825,54,0,2026-08-17T06:09:10.223473+00:00,medium,31.0,True,high,15389.828368392024,106,15,18412,149498,88.63758890669224,84,84,1.0,0.07031979458521881,61,2209,uint8_simplex,8812204,pooled_current_private_evidence_pre_exchange,45823,dynamic_delta,52,0.6190476190476191,19134,medium,746598,20404,62,60,231,private_fragmented,3,2.1316282072803006e-14,36.0,48.0,1.7142857142857142,17.39047619047619,0.0003059053528050897,153.85675909103279,high,0,-16.732281811288587,0.09529329079894235,61770,262,16,55,0,116,0.17709631319973596,0.14318129654374168,0.14997502902304366,8,69,4,55,288,0.08280654269208058,0.12919464192141317,True,256,476510,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812204-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,29449.504713809052,49,0,483408,80568,0,684828,120852,hysteresis_repair_pilot_v2,184,0,2026-08-17T06:09:01.826163+00:00,7d645f54e2e4d3eefad42707bfa6cb00927d09898ec7b319bb9b88f7c9c77502,24,small_world,61770,262,20142,0.4,168,644.5933847100519,0.27072922157822177,51c1900045ef,420,"{'below_threshold': 18, 'hysteresis_wait': 234, 'initial_reference': 84, 'maximum_silence': 84}",1363.9113875176602,,,,,,,,
116,frozen_local_rule,193,28,0.4582387338921018,humanitarian,20621,54,62,0,2825,54,0,2026-08-17T06:09:12.134166+00:00,medium,31.0,True,high,15389.828368392024,106,15,18412,149498,88.63758890669224,84,84,1.0,0.07031979458521881,61,2209,uint8_simplex,8812204,pooled_current_private_evidence_pre_exchange,45823,dynamic_delta,52,0.6190476190476191,19134,medium,746598,20404,62,60,231,private_fragmented,3,2.1316282072803006e-14,36.0,48.0,1.7142857142857142,17.39047619047619,0.0003059053528050897,153.85675909103279,high,0,-16.732281811288587,0.09529329079894235,61770,262,16,55,0,116,0.17709631319973596,0.14318129654374168,0.14997502902304366,8,69,4,55,288,0.08280654269208058,0.12919464192141317,True,256,476510,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812204-generalized_information-f885a39c000a-uint8_simplex-frozen_local_rule,generalized_information,29449.504713809052,49,0,483408,80568,0,684828,120852,hysteresis_repair_pilot_v2,184,0,2026-08-17T06:09:03.387213+00:00,7d645f54e2e4d3eefad42707bfa6cb00927d09898ec7b319bb9b88f7c9c77502,24,small_world,61770,262,20142,0.4,168,805.5859066579225,0.33834608079632744,f885a39c000a,420,"{'below_threshold': 18, 'hysteresis_wait': 234, 'initial_reference': 84, 'maximum_silence': 84}",1363.9113875176602,,,,,,,,
115,frozen_local_rule,191,28,0.45828828296283797,humanitarian,30647,53,62,0,3972,53,0,2026-08-17T06:09:15.520437+00:00,medium,31.0,True,high,15197.300353955723,106,15,25719,238170,90.70024593408996,84,84,1.0,0.07239298418803247,61,4928,uint8_simplex,8812204,pooled_current_private_evidence_pre_exchange,63164,dynamic_delta,52,0.6190476190476191,26596,medium,1018101,28378,62,60,235,private_fragmented,3,5.684341886080802e-14,24.0,48.0,1.1428571428571428,19.504761904761907,0.000328213437934401,124.41470517294364,high,0,-16.590887935880335,0.0863371728778467,62225,264,16,55,0,115,0.17525859492559503,0.13977425032622318,0.1441213410888716,8,71,4,55,286,0.07936507853293957,0.12751384283619702,True,254,636276,2.4119005041665513,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812204-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,28967.020029088097,51,0,674736,112456,0,955876,168684,hysteresis_repair_pilot_v2,230,0,2026-08-17T06:09:04.261610+00:00,7d645f54e2e4d3eefad42707bfa6cb00927d09898ec7b319bb9b88f7c9c77502,24,small_world,62225,264,28114,0.6880952380952381,289,703.0186862851094,0.29526784823974594,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 314, 'maximum_silence': 22}",1314.9596526574705,,,,,,,,
112,frozen_local_rule,190,28,0.45913524187103255,humanitarian,0,50,62,0,0,50,0,2026-08-17T06:09:03.698662+00:00,medium,31.0,True,high,15470.393960083404,106,15,0,0,91.2998397386779,84,84,1.0,0.10143873865969678,61,0,uint8_simplex,8812204,pooled_current_private_evidence_pre_exchange,6776,dynamic_delta,55,0.6547619047619048,0,medium,61305,260,62,60,231,private_fragmented,3,3.552713678800501e-14,12.0,0.0,0.14285714285714285,0.0,0.0,123.43899205578559,high,0,-17.021960172629075,0.07112977770170031,61305,260,16,59,0,112,0.19314195537662493,0.1188751682826134,0.14198801152468818,8,66,4,59,287,0.08628425818069854,0.15412458804340118,True,257,0,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812204-none-806ed450405e-uint8_simplex-frozen_local_rule,none,29688.353651352212,50,0,0,0,0,0,0,hysteresis_repair_pilot_v2,0,0,2026-08-17T06:09:00.721052+00:00,7d645f54e2e4d3eefad42707bfa6cb00927d09898ec7b319bb9b88f7c9c77502,23,small_world,61305,260,0,0.0,0,36.66797087394765,0.015400547767058015,806ed450405e,420,{'disabled': 420},1351.988550660792,,,,,,,,
131,frozen_local_rule,167,28,0.474747436214327,humanitarian,17106,45,80,0,2216,45,0,2026-08-17T06:08:56.374683+00:00,medium,31.0,True,medium,13315.487066164216,374,15,14597,161398,83.95375845279557,82,82,1.0,0.06665361120652852,54,2509,uint8_simplex,8812203,pooled_current_private_evidence_pre_exchange,39174,dynamic_delta,75,0.8928571428571429,14363,high,642035,16403,80,60,420,private_fragmented,3,8.526512829121202e-14,0.0,48.0,0.0,11.238095238095237,0.0006140552406964739,108.7726609259283,medium,0,-15.205195195619083,0.07175039930105628,98613,420,16,84,0,131,0.16922622043057145,0.11009855399431336,0.12697666147825262,16,153,4,84,167,0.0692020052537924,0.12985709770464837,True,267,334900,5.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812203-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,26638.96787088892,51,0,383592,63932,0,543422,95898,hysteresis_repair_pilot_v2,77,0,2026-08-17T06:08:48.852141+00:00,b185ea29d81a9b6da1cef86bd558466215108a03c50d2cfefec5cb3287864548,10,random_geometric,98613,420,15983,1.0,420,662.9944127607381,0.27845765335951,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1190.411163515861,,,,,,,,
129,frozen_local_rule,164,28,0.47367465053494,humanitarian,7471,43,81,0,1028,43,0,2026-08-17T06:08:56.172949+00:00,medium,31.0,True,medium,13401.211413350864,374,15,6690,70210,82.16425602167047,82,82,1.0,0.06640910487343078,54,781,uint8_simplex,8812203,pooled_current_private_evidence_pre_exchange,21629,dynamic_delta,75,0.8928571428571429,6603,high,347219,7732,81,60,420,private_fragmented,3,1.2079226507921703e-13,0.0,52.0,0.0,15.866666666666667,0.0005948924125878027,102.36432487901257,medium,0,-15.175737396671702,0.07412249328555813,98611,420,16,82,0,129,0.16922622043057145,0.11165831386921429,0.1288926151641221,17,157,4,82,164,0.07026579907949446,0.12985709770464837,True,263,157250,5.5,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812203-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,26543.84898370566,50,0,175488,29248,0,248608,43872,hysteresis_repair_pilot_v2,168,0,2026-08-17T06:08:50.942417+00:00,b185ea29d81a9b6da1cef86bd558466215108a03c50d2cfefec5cb3287864548,10,random_geometric,98611,420,7312,0.4023809523809524,169,663.0038105261823,0.27846160042099655,51c1900045ef,420,"{'below_threshold': 14, 'generalized_information_on': 9, 'hysteresis_wait': 237, 'initial_reference': 84, 'maximum_silence': 76}",1191.361906427804,,,,,,,,
129,frozen_local_rule,164,28,0.47367465053494,humanitarian,7471,43,81,0,1028,43,0,2026-08-17T06:08:57.939601+00:00,medium,31.0,True,medium,13401.211413350864,374,15,6690,70210,82.16425602167047,82,82,1.0,0.06640910487343078,54,781,uint8_simplex,8812203,pooled_current_private_evidence_pre_exchange,21629,dynamic_delta,75,0.8928571428571429,6603,high,347219,7732,81,60,420,private_fragmented,3,1.2079226507921703e-13,0.0,52.0,0.0,15.866666666666667,0.0005948924125878027,102.36432487901257,medium,0,-15.175737396671702,0.07412249328555813,98611,420,16,82,0,129,0.16922622043057145,0.11165831386921429,0.1288926151641221,17,157,4,82,164,0.07026579907949446,0.12985709770464837,True,263,157250,5.5,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812203-generalized_information-f885a39c000a-uint8_simplex-frozen_local_rule,generalized_information,26543.84898370566,50,0,175488,29248,0,248608,43872,hysteresis_repair_pilot_v2,168,0,2026-08-17T06:08:52.460293+00:00,b185ea29d81a9b6da1cef86bd558466215108a03c50d2cfefec5cb3287864548,10,random_geometric,98611,420,7312,0.4023809523809524,169,703.7765604244279,0.2955861553782597,f885a39c000a,420,"{'below_threshold': 14, 'generalized_information_on': 9, 'hysteresis_wait': 237, 'initial_reference': 84, 'maximum_silence': 76}",1191.361906427804,,,,,,,,
130,frozen_local_rule,165,28,0.47367465053494,humanitarian,12151,44,81,0,1590,44,0,2026-08-17T06:08:59.225822+00:00,medium,31.0,True,medium,13328.768220190183,374,15,10336,115124,82.16425602167047,82,82,1.0,0.06548599000921007,54,1815,uint8_simplex,8812203,pooled_current_private_evidence_pre_exchange,29957,dynamic_delta,75,0.8928571428571429,10184,high,484464,11769,81,60,420,private_fragmented,3,1.2079226507921703e-13,0.0,48.0,0.0,14.980952380952381,0.000619097035445274,104.6180852516865,medium,0,-15.26475041806682,0.07071970912633813,98598,420,16,85,0,130,0.16922622043057145,0.1097773554560744,0.12697666147825262,16,154,4,85,165,0.0681028495677741,0.12985709770464837,True,266,236300,5.5,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812203-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,26709.983024914884,50,0,272376,45396,0,385866,68094,hysteresis_repair_pilot_v2,155,0,2026-08-17T06:08:52.746836+00:00,b185ea29d81a9b6da1cef86bd558466215108a03c50d2cfefec5cb3287864548,10,random_geometric,98598,420,11349,0.7261904761904762,305,665.3930935066282,0.27946509927278385,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 312, 'maximum_silence': 24}",1194.5442148578504,,,,,,,,
128,frozen_local_rule,163,28,0.4735632111479636,humanitarian,0,41,81,0,0,41,0,2026-08-17T06:08:52.141463+00:00,medium,31.0,True,medium,13334.735610579239,374,15,0,0,84.66425602167047,82,82,1.0,0.11020186195504832,54,0,uint8_simplex,8812203,pooled_current_private_evidence_pre_exchange,7465,dynamic_delta,75,0.8928571428571429,0,high,98600,420,81,60,420,private_fragmented,3,3.375077994860476e-14,12.0,0.0,0.2926829268292683,0.0,0.0,97.28260610189751,medium,0,-15.277214618060075,0.07854025628129685,98600,420,16,85,0,128,0.18511868991751212,0.12352564391171356,0.13690157007764472,18,154,4,85,163,0.09437105911817259,0.15387773622076217,True,266,0,4.5,0,v8-hysteresis_repair_pilot_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812203-none-806ed450405e-uint8_simplex-frozen_local_rule,none,26668.387909575205,51,0,0,0,0,0,0,hysteresis_repair_pilot_v2,0,0,2026-08-17T06:08:49.143761+00:00,b185ea29d81a9b6da1cef86bd558466215108a03c50d2cfefec5cb3287864548,10,random_geometric,98600,420,0,0.0,0,34.471110501770106,0.014477866410743445,806ed450405e,420,{'disabled': 420},1203.688785379254,,,,,,,,
49,frozen_local_rule,49,12,0.5054260187897935,humanitarian,9576,20,28,0,1563,20,0,2026-08-17T06:08:48.101666+00:00,small,13.0,True,high,1164.41731469867,81,10,7846,46478,39.5,24,24,1.0,0.054812853900795946,20,1730,uint8_simplex,8812202,pooled_current_private_evidence_pre_exchange,19394,dynamic_delta,21,0.875,8035,high,322872,8790,28,30,119,private_fragmented,3,7.993605777301127e-15,0.0,12.0,0.0,5.25,0.00044520426900681383,34.12097578332406,high,0,-5.03396552515243,0.07194694401288891,28058,119,8,17,0,49,0.16380268874275392,0.10278093071329554,0.11659141410419287,7,47,4,17,49,0.06337989895684243,0.10325772219214674,True,73,220286,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-high-high-high-small_world-private_fragmented-8812202-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,2062.912309095623,23,0,208104,34684,0,294814,52026,hysteresis_repair_pilot_v2,0,0,2026-08-17T06:08:44.904603+00:00,9a2dfaf332a5e0a502ca1d04dc63e911a7e012f1a5b4d3034c04cd800ee63810,23,small_world,28058,119,8671,1.0,120,667.3599510880498,0.08008319413056597,f06f6808d09b,120,"{'always_on': 96, 'initial_reference': 24}",206.36972205173754,,,,,,,,
50,frozen_local_rule,50,12,0.49498977529177945,humanitarian,2289,20,29,0,357,20,0,2026-08-17T06:08:47.231806+00:00,small,16.0,True,high,1155.8274064178952,81,10,1785,9724,35.0,24,24,1.0,0.059305512216277556,20,504,uint8_simplex,8812202,pooled_current_private_evidence_pre_exchange,6052,dynamic_delta,21,0.875,1830,high,95817,2106,29,30,120,private_fragmented,3,7.105427357601002e-15,0.0,27.0,0.0,12.425,0.0004847425890911606,37.67984828451069,high,0,-5.109367051325741,0.08115106547776421,28293,120,8,16,0,50,0.16380268874275392,0.12024722682933738,0.12670005834221412,6,48,4,16,50,0.07022828884702088,0.10833010511227291,True,72,50966,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-high-high-high-small_world-private_fragmented-8812202-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,2110.6670461257436,21,0,47664,7944,0,67524,11916,hysteresis_repair_pilot_v2,55,0,2026-08-17T06:08:45.843617+00:00,9a2dfaf332a5e0a502ca1d04dc63e911a7e012f1a5b4d3034c04cd800ee63810,23,small_world,28293,120,1986,0.21666666666666667,26,652.6427086403904,0.07831712503684685,51c1900045ef,120,"{'generalized_information_on': 2, 'hysteresis_wait': 94, 'initial_reference': 24}",215.06903999815722,,,,,,,,
50,frozen_local_rule,50,12,0.49498977529177945,humanitarian,2289,20,29,0,357,20,0,2026-08-17T06:08:48.329311+00:00,small,16.0,True,high,1155.8274064178952,81,10,1785,9724,35.0,24,24,1.0,0.059305512216277556,20,504,uint8_simplex,8812202,pooled_current_private_evidence_pre_exchange,6052,dynamic_delta,21,0.875,1830,high,95817,2106,29,30,120,private_fragmented,3,7.105427357601002e-15,0.0,27.0,0.0,12.425,0.0004847425890911606,37.67984828451069,high,0,-5.109367051325741,0.08115106547776421,28293,120,8,16,0,50,0.16380268874275392,0.12024722682933738,0.12670005834221412,6,48,4,16,50,0.07022828884702088,0.10833010511227291,True,72,50966,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-high-high-high-small_world-private_fragmented-8812202-generalized_information-f885a39c000a-uint8_simplex-frozen_local_rule,generalized_information,2110.6670461257436,21,0,47664,7944,0,67524,11916,hysteresis_repair_pilot_v2,55,0,2026-08-17T06:08:46.936817+00:00,9a2dfaf332a5e0a502ca1d04dc63e911a7e012f1a5b4d3034c04cd800ee63810,23,small_world,28293,120,1986,0.21666666666666667,26,750.8643771870993,0.09010372526245192,f885a39c000a,120,"{'generalized_information_on': 2, 'hysteresis_wait': 94, 'initial_reference': 24}",215.06903999815722,,,,,,,,
48,frozen_local_rule,48,12,0.5054260187897935,humanitarian,6123,20,27,0,947,20,0,2026-08-17T06:08:50.505384+00:00,small,13.0,True,high,1164.41731469867,81,10,4966,29410,40.5,24,24,1.0,0.054144419030552275,20,1157,uint8_simplex,8812202,pooled_current_private_evidence_pre_exchange,13063,dynamic_delta,21,0.875,5065,high,214088,5585,27,30,120,private_fragmented,3,7.993605777301127e-15,0.0,24.0,0.0,8.35,0.0004504955739605218,34.32097578332406,high,0,-5.015291640890814,0.07635988329048247,28278,120,8,18,0,48,0.16380268874275392,0.1109028124976982,0.12172872417202368,7,47,4,18,48,0.06525215116051737,0.10626708418951587,True,73,139434,2.5,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-high-high-high-small_world-private_fragmented-8812202-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,2062.912309095623,24,0,131160,21860,0,185810,32790,hysteresis_repair_pilot_v2,22,0,2026-08-17T06:08:48.048262+00:00,9a2dfaf332a5e0a502ca1d04dc63e911a7e012f1a5b4d3034c04cd800ee63810,23,small_world,28278,120,5465,0.6416666666666667,77,773.0274771650633,0.09276329725980759,314c8c128df2,120,"{'initial_reference': 24, 'kpi_change': 96}",206.36972205173754,,,,,,,,
51,frozen_local_rule,51,12,0.495214006821179,humanitarian,0,22,29,0,0,22,0,2026-08-17T06:08:45.655424+00:00,small,16.0,True,high,1283.308441536815,81,10,0,0,38.5,24,24,1.0,0.10391832302035381,20,0,uint8_simplex,8812202,pooled_current_private_evidence_pre_exchange,1981,dynamic_delta,20,0.8333333333333334,0,high,28285,120,29,30,120,private_fragmented,3,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,44.26123315855138,high,0,-5.690515503538875,0.07659439655150507,28285,120,8,17,0,51,0.16205979390982786,0.114914426763722,0.13740340881841065,6,46,4,17,51,0.09025635978592945,0.162153900761389,True,74,0,2.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-high-high-high-small_world-private_fragmented-8812202-none-806ed450405e-uint8_simplex-frozen_local_rule,none,2361.0178153343577,23,0,0,0,0,0,0,hysteresis_repair_pilot_v2,0,0,2026-08-17T06:08:44.976012+00:00,9a2dfaf332a5e0a502ca1d04dc63e911a7e012f1a5b4d3034c04cd800ee63810,23,small_world,28285,120,0,0.0,0,34.306116382746644,0.004116733965929598,806ed450405e,120,{'disabled': 120},220.8666354883511,,,,,,,,
34,frozen_local_rule,34,12,0.49900484717689314,humanitarian,9701,19,14,0,1684,19,0,2026-08-17T06:08:45.912092+00:00,small,16.0,True,low,480.9197650093158,29,10,8718,41650,30.25410738595334,14,14,1.0,0.05873317949372132,9,983,uint8_simplex,8812201,pooled_current_private_evidence_pre_exchange,20013,dynamic_delta,7,0.2916666666666667,8786,low,328857,9480,14,30,25,private_fragmented,3,3.2862601528904634e-14,6.0,18.0,0.42857142857142855,5.225,0.0004361314683012626,29.520144428974834,low,0,-2.229939077939258,0.06144630901824908,7625,32,8,1,0,34,0.17198211692941592,0.13933563273678914,0.14617099804847808,1,15,4,1,103,0.0600897442559852,0.14466773923066653,True,36,254762,0.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812201-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,1115.3443031884547,19,0,226752,37792,0,321232,56688,hysteresis_repair_pilot_v2,1,0,2026-08-17T06:08:42.492276+00:00,0e07d63b380aef2bbc70964a178ee2765826ca84e5dab22635aab0200bd129e5,17,random_geometric,7625,32,9448,1.0,120,688.9378981819997,0.08267254778183997,f06f6808d09b,120,"{'always_on': 96, 'initial_reference': 24}",107.25325202673397,,,,,,,,
34,frozen_local_rule,34,12,0.49761936556928993,humanitarian,2401,20,14,0,409,20,0,2026-08-17T06:08:44.128674+00:00,small,16.0,True,low,480.9197650093158,27,10,2174,10132,33.35478104095397,14,14,1.0,0.07332686979620928,9,227,uint8_simplex,8812201,pooled_current_private_evidence_pre_exchange,6156,dynamic_delta,7,0.2916666666666667,2185,low,86624,2380,14,30,23,private_fragmented,3,3.2862601528904634e-14,18.0,27.0,1.2857142857142858,11.825,0.00043762453368115733,33.15934203649558,low,0,-2.0377779616156735,0.08000308486815738,6656,28,8,1,0,34,0.17198211692941592,0.14879988364269853,0.1612483285362855,1,13,4,1,105,0.07666497733218332,0.14463636722231993,True,36,63784,0.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812201-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,1084.698981862184,20,0,56448,9408,0,79968,14112,hysteresis_repair_pilot_v2,50,0,2026-08-17T06:08:42.493446+00:00,0e07d63b380aef2bbc70964a178ee2765826ca84e5dab22635aab0200bd129e5,17,random_geometric,6656,28,2352,0.25,30,711.8147341922546,0.08541776810307056,51c1900045ef,120,"{'below_threshold': 12, 'generalized_information_on': 6, 'hysteresis_wait': 78, 'initial_reference': 24}",103.150443762579,,,,,,,,
34,frozen_local_rule,34,12,0.49761936556928993,humanitarian,2401,20,14,0,409,20,0,2026-08-17T06:08:44.055881+00:00,small,16.0,True,low,480.9197650093158,27,10,2174,10132,33.35478104095397,14,14,1.0,0.07332686979620928,9,227,uint8_simplex,8812201,pooled_current_private_evidence_pre_exchange,6156,dynamic_delta,7,0.2916666666666667,2185,low,86624,2380,14,30,23,private_fragmented,3,3.2862601528904634e-14,18.0,27.0,1.2857142857142858,11.825,0.00043762453368115733,33.15934203649558,low,0,-2.0377779616156735,0.08000308486815738,6656,28,8,1,0,34,0.17198211692941592,0.14879988364269853,0.1612483285362855,1,13,4,1,105,0.07666497733218332,0.14463636722231993,True,36,63784,0.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812201-generalized_information-f885a39c000a-uint8_simplex-frozen_local_rule,generalized_information,1084.698981862184,20,0,56448,9408,0,79968,14112,hysteresis_repair_pilot_v2,50,0,2026-08-17T06:08:42.493500+00:00,0e07d63b380aef2bbc70964a178ee2765826ca84e5dab22635aab0200bd129e5,17,random_geometric,6656,28,2352,0.25,30,682.0126921714594,0.08184152306057513,f885a39c000a,120,"{'below_threshold': 12, 'generalized_information_on': 6, 'hysteresis_wait': 78, 'initial_reference': 24}",103.150443762579,,,,,,,,
32,frozen_local_rule,32,12,0.48249981747706727,humanitarian,4804,18,14,0,774,18,0,2026-08-17T06:08:45.415964+00:00,small,16.0,True,low,480.9197650093158,32,10,4306,20332,28.25410738595334,14,14,1.0,0.0727281315316858,9,498,uint8_simplex,8812201,pooled_current_private_evidence_pre_exchange,10714,dynamic_delta,7,0.2916666666666667,4337,low,167109,4705,14,30,29,private_fragmented,3,2.5757174171303632e-14,6.0,27.0,0.42857142857142855,9.05,0.0004217298862804314,27.104144428974834,low,0,-2.2668223037085684,0.07926530107809197,8329,35,8,1,0,32,0.17198211692941592,0.145566261895774,0.1612483285362855,1,19,4,1,99,0.07599671630488888,0.1471379393497691,True,34,126072,0.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812201-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,1120.9776541610515,18,0,112080,18680,0,158780,28020,hysteresis_repair_pilot_v2,25,0,2026-08-17T06:08:43.439915+00:00,0e07d63b380aef2bbc70964a178ee2765826ca84e5dab22635aab0200bd129e5,17,random_geometric,8329,35,4670,0.49166666666666664,59,659.9195122059124,0.07919034146470949,314c8c128df2,120,"{'initial_reference': 24, 'kpi_change': 96}",110.28925202673396,,,,,,,,
33,frozen_local_rule,33,12,0.48041233243758863,humanitarian,0,20,13,0,0,20,0,2026-08-17T06:08:43.285837+00:00,small,16.0,True,low,480.9740595522079,22,10,0,0,31.35478104095397,14,14,1.0,0.05474622131743012,8,0,uint8_simplex,8812201,pooled_current_private_evidence_pre_exchange,1564,dynamic_delta,7,0.2916666666666667,0,low,5715,24,13,30,19,private_fragmented,3,3.108624468950438e-14,0.0,0.0,0.0,0.0,0.0,32.23478735714551,low,0,-2.2227519801258566,0.04428345575180841,5715,24,8,1,0,33,0.1621427314939278,0.06239926167812747,0.0800239162515771,2,11,4,1,106,0.049514838534619264,0.11338238617232768,True,36,0,0.0,0,v8-hysteresis_repair_pilot_v2-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812201-none-806ed450405e-uint8_simplex-frozen_local_rule,none,1151.842938559623,19,0,0,0,0,0,0,hysteresis_repair_pilot_v2,0,0,2026-08-17T06:08:42.492601+00:00,0e07d63b380aef2bbc70964a178ee2765826ca84e5dab22635aab0200bd129e5,17,random_geometric,5715,24,0,0.0,0,37.945858881964035,0.0045535030658356845,806ed450405e,120,{'disabled': 120},109.5187722389505,,,,,,,,
