sender,recipient,messages
HUM-00-ngo,HUM-02-local_authority,78
HUM-00-ngo,HUM-03-assessment,69
HUM-00-ngo,HUM-04-clinic,66
HUM-00-ngo,HUM-18-local_authority,65
HUM-01-transport,HUM-04-clinic,88
HUM-01-transport,HUM-05-shelter,72
HUM-01-transport,HUM-06-depot,75
HUM-01-transport,HUM-15-hub,74
HUM-02-local_authority,HUM-00-ngo,66
HUM-02-local_authority,HUM-04-clinic,53
HUM-02-local_authority,HUM-05-shelter,51
HUM-02-local_authority,HUM-06-depot,56
HUM-03-assessment,HUM-00-ngo,76
HUM-03-assessment,HUM-05-shelter,58
HUM-03-assessment,HUM-06-depot,63
HUM-03-assessment,HUM-12-clinic,58
HUM-04-clinic,HUM-00-ngo,50
HUM-04-clinic,HUM-01-transport,49
HUM-04-clinic,HUM-02-local_authority,50
HUM-05-shelter,HUM-01-transport,55
HUM-05-shelter,HUM-02-local_authority,54
HUM-05-shelter,HUM-03-assessment,59
HUM-06-depot,HUM-01-transport,74
HUM-06-depot,HUM-02-local_authority,76
HUM-06-depot,HUM-03-assessment,79
HUM-06-depot,HUM-11-assessment,73
HUM-06-depot,HUM-20-clinic,72
HUM-07-hub,HUM-09-transport,31
HUM-08-ngo,HUM-12-clinic,66
HUM-08-ngo,HUM-17-transport,69
HUM-08-ngo,HUM-24-ngo,69
HUM-09-transport,HUM-07-hub,70
HUM-09-transport,HUM-12-clinic,50
HUM-09-transport,HUM-13-shelter,56
HUM-09-transport,HUM-24-ngo,53
HUM-10-local_authority,HUM-12-clinic,52
HUM-10-local_authority,HUM-13-shelter,44
HUM-11-assessment,HUM-06-depot,49
HUM-12-clinic,HUM-03-assessment,76
HUM-12-clinic,HUM-08-ngo,59
HUM-12-clinic,HUM-09-transport,57
HUM-12-clinic,HUM-10-local_authority,55
HUM-13-shelter,HUM-09-transport,75
HUM-13-shelter,HUM-10-local_authority,73
HUM-13-shelter,HUM-14-depot,73
HUM-13-shelter,HUM-16-ngo,74
HUM-13-shelter,HUM-27-assessment,70
HUM-14-depot,HUM-13-shelter,56
HUM-14-depot,HUM-19-assessment,43
HUM-15-hub,HUM-01-transport,76
HUM-15-hub,HUM-16-ngo,70
HUM-15-hub,HUM-17-transport,73
HUM-15-hub,HUM-18-local_authority,73
HUM-15-hub,HUM-20-clinic,70
HUM-16-ngo,HUM-13-shelter,81
HUM-16-ngo,HUM-15-hub,75
HUM-16-ngo,HUM-17-transport,78
HUM-16-ngo,HUM-18-local_authority,78
HUM-16-ngo,HUM-20-clinic,75
HUM-17-transport,HUM-08-ngo,67
HUM-17-transport,HUM-15-hub,62
HUM-17-transport,HUM-16-ngo,62
HUM-18-local_authority,HUM-00-ngo,88
HUM-18-local_authority,HUM-15-hub,71
HUM-18-local_authority,HUM-16-ngo,71
HUM-18-local_authority,HUM-19-assessment,77
HUM-19-assessment,HUM-14-depot,55
HUM-19-assessment,HUM-18-local_authority,54
HUM-19-assessment,HUM-20-clinic,55
HUM-20-clinic,HUM-06-depot,89
HUM-20-clinic,HUM-15-hub,69
HUM-20-clinic,HUM-16-ngo,69
HUM-20-clinic,HUM-19-assessment,76
HUM-21-shelter,HUM-23-hub,40
HUM-21-shelter,HUM-27-assessment,25
HUM-22-depot,HUM-27-assessment,34
HUM-23-hub,HUM-21-shelter,39
HUM-23-hub,HUM-25-transport,24
HUM-24-ngo,HUM-08-ngo,55
HUM-24-ngo,HUM-09-transport,53
HUM-24-ngo,HUM-27-assessment,53
HUM-25-transport,HUM-23-hub,33
HUM-25-transport,HUM-26-local_authority,16
HUM-26-local_authority,HUM-25-transport,31
HUM-27-assessment,HUM-13-shelter,64
HUM-27-assessment,HUM-21-shelter,51
HUM-27-assessment,HUM-22-depot,49
HUM-27-assessment,HUM-24-ngo,51
