cluster_id,disruption,estimator,ridge_fraction,nominal_fit_window,rolling_window_sweeps,ablation,deleted_family,deleted_observable,feature_count,training_clusters,held_out_cluster_excluded,maximum_distance,mean_distance,nominal_threshold_95,failure
V14Q_g0,field_reversal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,87.68407457645277,14.728305101697472,7.089486279391889,nan
V14Q_g0,message_corruption,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.338802732228178,2.685637285101577,7.089486279391889,nan
V14Q_g0,network_partition,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.338802732228178,2.6758749231070142,7.089486279391889,nan
V14Q_g0,nominal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.338802732228178,2.65500838501717,7.089486279391889,nan
V14Q_g1,field_reversal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,85.72444107341838,14.706275224325507,7.260876237259445,nan
V14Q_g1,message_corruption,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.229610731283056,2.8784897114713157,7.260876237259445,nan
V14Q_g1,network_partition,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.229610731283056,2.8377340128383217,7.260876237259445,nan
V14Q_g1,nominal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.229610731283056,2.8377340128383217,7.260876237259445,nan
V14Q_g2,field_reversal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,87.17134162931609,14.761855591687125,7.2036045300685005,nan
V14Q_g2,message_corruption,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.136927969150482,3.512173151878138,7.2036045300685005,nan
V14Q_g2,network_partition,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.136927969150482,3.564916785518574,7.2036045300685005,nan
V14Q_g2,nominal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.136927969150482,3.590625125630984,7.2036045300685005,nan
V14Q_g3,field_reversal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,88.59228695044071,15.7656278405605,6.991278419360114,nan
V14Q_g3,message_corruption,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,7.254346378458715,3.580163087342624,6.991278419360114,nan
V14Q_g3,network_partition,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,7.254346378458715,3.558490692583072,6.991278419360114,nan
V14Q_g3,nominal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,7.254346378458715,3.551062957934677,6.991278419360114,nan
V14Q_g4,field_reversal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g5""]",True,90.742399859267,14.855795240775258,6.819066975593654,nan
V14Q_g4,message_corruption,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g5""]",True,8.810695758651416,2.145198804046688,6.819066975593654,nan
V14Q_g4,network_partition,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g5""]",True,8.810695758651416,2.1039509690698392,6.819066975593654,nan
V14Q_g4,nominal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g5""]",True,8.810695758651416,2.415012821675124,6.819066975593654,nan
V14Q_g5,field_reversal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4""]",True,196.3187465294384,32.97522652865315,8.029659636391525,nan
V14Q_g5,message_corruption,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4""]",True,31.331132723292413,4.809542672695894,8.029659636391525,nan
V14Q_g5,network_partition,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4""]",True,31.331132723292413,4.919716976974569,8.029659636391525,nan
V14Q_g5,nominal,euclidean,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4""]",True,31.331132723292413,4.705831184955004,8.029659636391525,nan
V14Q_g0,field_reversal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,87.68407457645272,14.728305101697469,7.089486279391895,nan
V14Q_g0,message_corruption,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.338802732228176,2.6856372851015786,7.089486279391895,nan
V14Q_g0,network_partition,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.338802732228176,2.675874923107016,7.089486279391895,nan
V14Q_g0,nominal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,8.338802732228176,2.655008385017172,7.089486279391895,nan
V14Q_g1,field_reversal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,85.72444107341829,14.706275224325491,7.260876237259449,nan
V14Q_g1,message_corruption,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.229610731283053,2.878489711471317,7.260876237259449,nan
V14Q_g1,network_partition,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.229610731283053,2.8377340128383235,7.260876237259449,nan
V14Q_g1,nominal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,12.229610731283053,2.8377340128383235,7.260876237259449,nan
V14Q_g2,field_reversal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,87.1713416293162,14.761855591687135,7.203604530068498,nan
V14Q_g2,message_corruption,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.136927969150477,3.5121731518781383,7.203604530068498,nan
V14Q_g2,network_partition,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.136927969150477,3.5649167855185744,7.203604530068498,nan
V14Q_g2,nominal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g3"", ""V14Q_g4"", ""V14Q_g5""]",True,7.136927969150477,3.590625125630985,7.203604530068498,nan
V14Q_g3,field_reversal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,88.5922869504408,15.765627840560503,6.991278419360111,nan
V14Q_g3,message_corruption,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,7.254346378458708,3.5801630873426222,6.991278419360111,nan
V14Q_g3,network_partition,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,7.254346378458708,3.558490692583069,6.991278419360111,nan
V14Q_g3,nominal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g4"", ""V14Q_g5""]",True,7.254346378458708,3.5510629579346755,6.991278419360111,nan
V14Q_g4,field_reversal,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g5""]",True,90.74239985926695,14.855795240775253,6.819066975593649,nan
V14Q_g4,message_corruption,diagonal,0.0,all_nominal,5,all,none,none,13,"[""V14Q_g0"", ""V14Q_g1"", ""V14Q_g2"", ""V14Q_g3"", ""V14Q_g5""]",True,8.810695758651418,2.1451988040466863,6.819066975593649,nan
