cluster_id,sweep,phase,entropy_component,value
V14Q_g2,7,baseline,mean_individual_entropy,0.0745580668790041
V14Q_g2,8,baseline,mean_individual_entropy,0.0401971640327723
V14Q_g2,9,baseline,mean_individual_entropy,0.0546886152771289
V14Q_g2,10,baseline,mean_individual_entropy,0.0535988392171742
V14Q_g2,11,baseline,mean_individual_entropy,0.083920887882772
V14Q_g2,12,baseline,mean_individual_entropy,0.1220842905185594
V14Q_g2,13,baseline,mean_individual_entropy,0.1130789375679453
V14Q_g2,14,baseline,mean_individual_entropy,0.0925710198127016
V14Q_g2,15,baseline,mean_individual_entropy,0.0779590411435479
V14Q_g2,16,disruption,mean_individual_entropy,0.06078310077663
V14Q_g2,17,disruption,mean_individual_entropy,0.0264193179878744
V14Q_g2,18,disruption,mean_individual_entropy,0.0
V14Q_g2,19,disruption,mean_individual_entropy,0.0
V14Q_g2,20,disruption,mean_individual_entropy,0.0
V14Q_g2,21,disruption,mean_individual_entropy,0.0
V14Q_g2,22,disruption,mean_individual_entropy,0.0
V14Q_g2,23,disruption,mean_individual_entropy,0.0
V14Q_g2,24,disruption,mean_individual_entropy,0.0264193179878744
V14Q_g2,25,disruption,mean_individual_entropy,0.0440672266557326
V14Q_g2,26,disruption,mean_individual_entropy,0.0491677512937539
V14Q_g2,27,disruption,mean_individual_entropy,0.0491677512937539
V14Q_g2,28,disruption,mean_individual_entropy,0.0491677512937539
V14Q_g2,29,disruption,mean_individual_entropy,0.0359553377876443
V14Q_g2,30,disruption,mean_individual_entropy,0.0073066780710956
V14Q_g2,31,recovery,mean_individual_entropy,0.0
V14Q_g2,32,recovery,mean_individual_entropy,0.0
V14Q_g2,33,recovery,mean_individual_entropy,0.0203176858369655
V14Q_g2,34,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g2,35,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g2,36,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g2,37,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g2,38,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g2,39,recovery,mean_individual_entropy,0.0
V14Q_g2,40,recovery,mean_individual_entropy,0.0
V14Q_g2,41,recovery,mean_individual_entropy,0.0203176858369655
V14Q_g2,42,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g2,43,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g2,44,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g2,45,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g2,1,baseline,mean_individual_entropy,0.0959883674913107
V14Q_g2,2,baseline,mean_individual_entropy,0.1231531326714541
V14Q_g2,3,baseline,mean_individual_entropy,0.1308902214394841
V14Q_g2,4,baseline,mean_individual_entropy,0.1363202323230661
V14Q_g2,5,baseline,mean_individual_entropy,0.1487492141005559
V14Q_g2,6,baseline,mean_individual_entropy,0.0971758188440785
V14Q_g2,7,baseline,mean_individual_entropy,0.0745580668790041
V14Q_g2,8,baseline,mean_individual_entropy,0.0401971640327723
V14Q_g2,9,baseline,mean_individual_entropy,0.0546886152771289
V14Q_g2,10,baseline,mean_individual_entropy,0.0535988392171742
V14Q_g2,11,baseline,mean_individual_entropy,0.083920887882772
V14Q_g2,12,baseline,mean_individual_entropy,0.1220842905185594
V14Q_g2,13,baseline,mean_individual_entropy,0.1130789375679453
V14Q_g2,14,baseline,mean_individual_entropy,0.0925710198127016
V14Q_g2,15,baseline,mean_individual_entropy,0.0779590411435479
V14Q_g2,16,disruption,mean_individual_entropy,0.06078310077663
V14Q_g2,17,disruption,mean_individual_entropy,0.030619123010543
V14Q_g2,18,disruption,mean_individual_entropy,0.0312751514711367
V14Q_g2,19,disruption,mean_individual_entropy,0.0312751514711367
V14Q_g2,20,disruption,mean_individual_entropy,0.0312751514711367
V14Q_g2,21,disruption,mean_individual_entropy,0.0312751514711367
V14Q_g2,22,disruption,mean_individual_entropy,0.0301610978235632
V14Q_g2,23,disruption,mean_individual_entropy,0.0
V14Q_g2,24,disruption,mean_individual_entropy,0.0264193179878744
V14Q_g2,25,disruption,mean_individual_entropy,0.0367605485846369
V14Q_g2,26,disruption,mean_individual_entropy,0.0367605485846369
V14Q_g2,27,disruption,mean_individual_entropy,0.0367605485846369
V14Q_g2,28,disruption,mean_individual_entropy,0.0367605485846369
V14Q_g2,29,disruption,mean_individual_entropy,0.0235481350785272
V14Q_g2,30,disruption,mean_individual_entropy,0.0
V14Q_g2,31,recovery,mean_individual_entropy,0.0
V14Q_g2,32,recovery,mean_individual_entropy,0.0
V14Q_g2,33,recovery,mean_individual_entropy,0.0
V14Q_g2,34,recovery,mean_individual_entropy,0.0
V14Q_g2,35,recovery,mean_individual_entropy,0.0
V14Q_g2,36,recovery,mean_individual_entropy,0.0
V14Q_g2,37,recovery,mean_individual_entropy,0.0
V14Q_g2,38,recovery,mean_individual_entropy,0.0
V14Q_g2,39,recovery,mean_individual_entropy,0.0
V14Q_g2,40,recovery,mean_individual_entropy,0.0
V14Q_g2,41,recovery,mean_individual_entropy,0.0
V14Q_g2,42,recovery,mean_individual_entropy,0.0
V14Q_g2,43,recovery,mean_individual_entropy,0.0
V14Q_g2,44,recovery,mean_individual_entropy,0.0
V14Q_g2,45,recovery,mean_individual_entropy,0.0
V14Q_g3,1,baseline,mean_individual_entropy,0.208286068822586
V14Q_g3,2,baseline,mean_individual_entropy,0.2093625388460776
V14Q_g3,3,baseline,mean_individual_entropy,0.2296063980786338
V14Q_g3,4,baseline,mean_individual_entropy,0.2413362580230278
V14Q_g3,5,baseline,mean_individual_entropy,0.2270765456822824
V14Q_g3,6,baseline,mean_individual_entropy,0.113175788174366
V14Q_g3,7,baseline,mean_individual_entropy,0.101243130620272
V14Q_g3,8,baseline,mean_individual_entropy,0.0468101267778082
V14Q_g3,9,baseline,mean_individual_entropy,0.0
V14Q_g3,10,baseline,mean_individual_entropy,0.0
V14Q_g3,11,baseline,mean_individual_entropy,0.0
V14Q_g3,12,baseline,mean_individual_entropy,0.0
V14Q_g3,13,baseline,mean_individual_entropy,0.0
V14Q_g3,14,baseline,mean_individual_entropy,0.0
V14Q_g3,15,baseline,mean_individual_entropy,0.0
V14Q_g3,16,disruption,mean_individual_entropy,0.0
V14Q_g3,17,disruption,mean_individual_entropy,0.0
V14Q_g3,18,disruption,mean_individual_entropy,0.0
V14Q_g3,19,disruption,mean_individual_entropy,0.0
V14Q_g3,20,disruption,mean_individual_entropy,0.0
V14Q_g3,21,disruption,mean_individual_entropy,0.0
V14Q_g3,22,disruption,mean_individual_entropy,0.0
V14Q_g3,23,disruption,mean_individual_entropy,0.0
V14Q_g3,24,disruption,mean_individual_entropy,0.0
V14Q_g3,25,disruption,mean_individual_entropy,0.0
V14Q_g3,26,disruption,mean_individual_entropy,0.0
V14Q_g3,27,disruption,mean_individual_entropy,0.0
V14Q_g3,28,disruption,mean_individual_entropy,0.0
V14Q_g3,29,disruption,mean_individual_entropy,0.0
V14Q_g3,30,disruption,mean_individual_entropy,0.0
V14Q_g3,31,recovery,mean_individual_entropy,0.0
V14Q_g3,32,recovery,mean_individual_entropy,0.0
V14Q_g3,33,recovery,mean_individual_entropy,0.0
V14Q_g3,34,recovery,mean_individual_entropy,0.0
V14Q_g3,35,recovery,mean_individual_entropy,0.0
V14Q_g3,36,recovery,mean_individual_entropy,0.0
V14Q_g3,37,recovery,mean_individual_entropy,0.0
V14Q_g3,38,recovery,mean_individual_entropy,0.0
V14Q_g3,39,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g3,40,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,41,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,42,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,43,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,44,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g3,45,recovery,mean_individual_entropy,0.0
V14Q_g3,1,baseline,mean_individual_entropy,0.208286068822586
V14Q_g3,2,baseline,mean_individual_entropy,0.2093625388460776
V14Q_g3,3,baseline,mean_individual_entropy,0.2296063980786338
V14Q_g3,4,baseline,mean_individual_entropy,0.2413362580230278
V14Q_g3,5,baseline,mean_individual_entropy,0.2270765456822824
V14Q_g3,6,baseline,mean_individual_entropy,0.113175788174366
V14Q_g3,7,baseline,mean_individual_entropy,0.101243130620272
V14Q_g3,8,baseline,mean_individual_entropy,0.0468101267778082
V14Q_g3,9,baseline,mean_individual_entropy,0.0
V14Q_g3,10,baseline,mean_individual_entropy,0.0
V14Q_g3,11,baseline,mean_individual_entropy,0.0
V14Q_g3,12,baseline,mean_individual_entropy,0.0
V14Q_g3,13,baseline,mean_individual_entropy,0.0
V14Q_g3,14,baseline,mean_individual_entropy,0.0
V14Q_g3,15,baseline,mean_individual_entropy,0.0
V14Q_g3,16,disruption,mean_individual_entropy,0.3191623066470041
V14Q_g3,17,disruption,mean_individual_entropy,0.6081893083896296
V14Q_g3,18,disruption,mean_individual_entropy,0.6864007435206462
V14Q_g3,19,disruption,mean_individual_entropy,0.5974012306726877
V14Q_g3,20,disruption,mean_individual_entropy,0.2878871551758674
V14Q_g3,21,disruption,mean_individual_entropy,0.0
V14Q_g3,22,disruption,mean_individual_entropy,0.0
V14Q_g3,23,disruption,mean_individual_entropy,0.0
V14Q_g3,24,disruption,mean_individual_entropy,0.0
V14Q_g3,25,disruption,mean_individual_entropy,0.0
V14Q_g3,26,disruption,mean_individual_entropy,0.0
V14Q_g3,27,disruption,mean_individual_entropy,0.0
V14Q_g3,28,disruption,mean_individual_entropy,0.0
V14Q_g3,29,disruption,mean_individual_entropy,0.0
V14Q_g3,30,disruption,mean_individual_entropy,0.0
V14Q_g3,31,recovery,mean_individual_entropy,0.319162306647004
V14Q_g3,32,recovery,mean_individual_entropy,0.6081893083896295
V14Q_g3,33,recovery,mean_individual_entropy,0.6864007435206461
V14Q_g3,34,recovery,mean_individual_entropy,0.5974012306726877
V14Q_g3,35,recovery,mean_individual_entropy,0.2878871551758674
V14Q_g3,36,recovery,mean_individual_entropy,0.0
V14Q_g3,37,recovery,mean_individual_entropy,0.0
V14Q_g3,38,recovery,mean_individual_entropy,0.0
V14Q_g3,39,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g3,40,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,41,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,42,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,43,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,44,recovery,mean_individual_entropy,0.0264193179878744
V14Q_g3,45,recovery,mean_individual_entropy,0.0
V14Q_g3,1,baseline,mean_individual_entropy,0.208286068822586
V14Q_g3,2,baseline,mean_individual_entropy,0.2093625388460776
V14Q_g3,3,baseline,mean_individual_entropy,0.2296063980786338
V14Q_g3,4,baseline,mean_individual_entropy,0.2413362580230278
V14Q_g3,5,baseline,mean_individual_entropy,0.2270765456822824
V14Q_g3,6,baseline,mean_individual_entropy,0.113175788174366
V14Q_g3,7,baseline,mean_individual_entropy,0.101243130620272
V14Q_g3,8,baseline,mean_individual_entropy,0.0468101267778082
V14Q_g3,9,baseline,mean_individual_entropy,0.0
V14Q_g3,10,baseline,mean_individual_entropy,0.0
V14Q_g3,11,baseline,mean_individual_entropy,0.0
V14Q_g3,12,baseline,mean_individual_entropy,0.0
V14Q_g3,13,baseline,mean_individual_entropy,0.0
V14Q_g3,14,baseline,mean_individual_entropy,0.0
V14Q_g3,15,baseline,mean_individual_entropy,0.0
V14Q_g3,16,disruption,mean_individual_entropy,0.0
V14Q_g3,17,disruption,mean_individual_entropy,0.0
V14Q_g3,18,disruption,mean_individual_entropy,0.0
V14Q_g3,19,disruption,mean_individual_entropy,0.0
V14Q_g3,20,disruption,mean_individual_entropy,0.0312751514711367
V14Q_g3,21,disruption,mean_individual_entropy,0.0417260412714455
V14Q_g3,22,disruption,mean_individual_entropy,0.0417260412714455
V14Q_g3,23,disruption,mean_individual_entropy,0.0417260412714455
V14Q_g3,24,disruption,mean_individual_entropy,0.0417260412714455
V14Q_g3,25,disruption,mean_individual_entropy,0.0301610978235632
V14Q_g3,26,disruption,mean_individual_entropy,0.0
V14Q_g3,27,disruption,mean_individual_entropy,0.0
V14Q_g3,28,disruption,mean_individual_entropy,0.0
V14Q_g3,29,disruption,mean_individual_entropy,0.0
V14Q_g3,30,disruption,mean_individual_entropy,0.0185447035364771
V14Q_g3,31,recovery,mean_individual_entropy,0.0312751514711367
V14Q_g3,32,recovery,mean_individual_entropy,0.0312751514711367
V14Q_g3,33,recovery,mean_individual_entropy,0.0312751514711367
V14Q_g3,34,recovery,mean_individual_entropy,0.0312751514711367
V14Q_g3,35,recovery,mean_individual_entropy,0.0219819049280868
V14Q_g3,36,recovery,mean_individual_entropy,0.0
V14Q_g3,37,recovery,mean_individual_entropy,0.0
V14Q_g3,38,recovery,mean_individual_entropy,0.0
V14Q_g3,39,recovery,mean_individual_entropy,0.0
V14Q_g3,40,recovery,mean_individual_entropy,0.0
V14Q_g3,41,recovery,mean_individual_entropy,0.0
V14Q_g3,42,recovery,mean_individual_entropy,0.0
V14Q_g3,43,recovery,mean_individual_entropy,0.0
V14Q_g3,44,recovery,mean_individual_entropy,0.0
V14Q_g3,45,recovery,mean_individual_entropy,0.0
V14Q_g3,1,baseline,mean_individual_entropy,0.208286068822586
V14Q_g3,2,baseline,mean_individual_entropy,0.2093625388460776
V14Q_g3,3,baseline,mean_individual_entropy,0.2296063980786338
V14Q_g3,4,baseline,mean_individual_entropy,0.2413362580230278
V14Q_g3,5,baseline,mean_individual_entropy,0.2270765456822824
V14Q_g3,6,baseline,mean_individual_entropy,0.113175788174366
V14Q_g3,7,baseline,mean_individual_entropy,0.101243130620272
V14Q_g3,8,baseline,mean_individual_entropy,0.0468101267778082
V14Q_g3,9,baseline,mean_individual_entropy,0.0
V14Q_g3,10,baseline,mean_individual_entropy,0.0
V14Q_g3,11,baseline,mean_individual_entropy,0.0
V14Q_g3,12,baseline,mean_individual_entropy,0.0
V14Q_g3,13,baseline,mean_individual_entropy,0.0
V14Q_g3,14,baseline,mean_individual_entropy,0.0
V14Q_g3,15,baseline,mean_individual_entropy,0.0
V14Q_g3,16,disruption,mean_individual_entropy,0.0
V14Q_g3,17,disruption,mean_individual_entropy,0.0041998050226686
V14Q_g3,18,disruption,mean_individual_entropy,0.0250249484030605
V14Q_g3,19,disruption,mean_individual_entropy,0.0250249484030605
V14Q_g3,20,disruption,mean_individual_entropy,0.0250249484030605
V14Q_g3,21,disruption,mean_individual_entropy,0.0250249484030605
V14Q_g3,22,disruption,mean_individual_entropy,0.0235481350785272
V14Q_g3,23,disruption,mean_individual_entropy,0.0
V14Q_g3,24,disruption,mean_individual_entropy,0.0
V14Q_g3,25,disruption,mean_individual_entropy,0.0
V14Q_g3,26,disruption,mean_individual_entropy,0.0
V14Q_g3,27,disruption,mean_individual_entropy,0.0
V14Q_g3,28,disruption,mean_individual_entropy,0.0
V14Q_g3,29,disruption,mean_individual_entropy,0.0
V14Q_g3,30,disruption,mean_individual_entropy,0.0
V14Q_g3,31,recovery,mean_individual_entropy,0.0
V14Q_g3,32,recovery,mean_individual_entropy,0.0
V14Q_g3,33,recovery,mean_individual_entropy,0.0
V14Q_g3,34,recovery,mean_individual_entropy,0.0
V14Q_g3,35,recovery,mean_individual_entropy,0.0
V14Q_g3,36,recovery,mean_individual_entropy,0.0
V14Q_g3,37,recovery,mean_individual_entropy,0.0
V14Q_g3,38,recovery,mean_individual_entropy,0.0
V14Q_g3,39,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g3,40,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,41,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,42,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,43,recovery,mean_individual_entropy,0.0399602062293212
V14Q_g3,44,recovery,mean_individual_entropy,0.0337259960589701
V14Q_g3,45,recovery,mean_individual_entropy,0.0277370184591529
V14Q_g4,1,baseline,mean_individual_entropy,0.1463711352947079
V14Q_g4,2,baseline,mean_individual_entropy,0.2010468075299252
V14Q_g4,3,baseline,mean_individual_entropy,0.2132756822218403
V14Q_g4,4,baseline,mean_individual_entropy,0.216888410643265
V14Q_g4,5,baseline,mean_individual_entropy,0.2022876446178611
V14Q_g4,6,baseline,mean_individual_entropy,0.0967704929741589
V14Q_g4,7,baseline,mean_individual_entropy,0.0732016754029866
V14Q_g4,8,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,9,baseline,mean_individual_entropy,0.0351459465386755
V14Q_g4,10,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,11,baseline,mean_individual_entropy,0.0449640215243516
V14Q_g4,12,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,13,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,14,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,15,baseline,mean_individual_entropy,0.0235481350785272
V14Q_g4,16,disruption,mean_individual_entropy,0.0
V14Q_g4,17,disruption,mean_individual_entropy,0.0
V14Q_g4,18,disruption,mean_individual_entropy,0.0
V14Q_g4,19,disruption,mean_individual_entropy,0.0
V14Q_g4,20,disruption,mean_individual_entropy,0.0
V14Q_g4,21,disruption,mean_individual_entropy,0.0
V14Q_g4,22,disruption,mean_individual_entropy,0.0416739773573056
V14Q_g4,23,disruption,mean_individual_entropy,0.0726395727425588
V14Q_g4,24,disruption,mean_individual_entropy,0.0726395727425588
V14Q_g4,25,disruption,mean_individual_entropy,0.0726395727425588
V14Q_g4,26,disruption,mean_individual_entropy,0.0726395727425588
V14Q_g4,27,disruption,mean_individual_entropy,0.0554022204765875
V14Q_g4,28,disruption,mean_individual_entropy,0.0
V14Q_g4,29,disruption,mean_individual_entropy,0.0
V14Q_g4,30,disruption,mean_individual_entropy,0.0
V14Q_g4,31,recovery,mean_individual_entropy,0.0
V14Q_g4,32,recovery,mean_individual_entropy,0.0
V14Q_g4,33,recovery,mean_individual_entropy,0.0
V14Q_g4,34,recovery,mean_individual_entropy,0.0
V14Q_g4,35,recovery,mean_individual_entropy,0.0
V14Q_g4,36,recovery,mean_individual_entropy,0.0
V14Q_g4,37,recovery,mean_individual_entropy,0.0
V14Q_g4,38,recovery,mean_individual_entropy,0.0
V14Q_g4,39,recovery,mean_individual_entropy,0.0
V14Q_g4,40,recovery,mean_individual_entropy,0.0
V14Q_g4,41,recovery,mean_individual_entropy,0.0
V14Q_g4,42,recovery,mean_individual_entropy,0.0
V14Q_g4,43,recovery,mean_individual_entropy,0.0
V14Q_g4,44,recovery,mean_individual_entropy,0.0
V14Q_g4,45,recovery,mean_individual_entropy,0.0
V14Q_g4,1,baseline,mean_individual_entropy,0.1463711352947079
V14Q_g4,2,baseline,mean_individual_entropy,0.2010468075299252
V14Q_g4,3,baseline,mean_individual_entropy,0.2132756822218403
V14Q_g4,4,baseline,mean_individual_entropy,0.216888410643265
V14Q_g4,5,baseline,mean_individual_entropy,0.2022876446178611
V14Q_g4,6,baseline,mean_individual_entropy,0.0967704929741589
V14Q_g4,7,baseline,mean_individual_entropy,0.0732016754029866
V14Q_g4,8,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,9,baseline,mean_individual_entropy,0.0351459465386755
V14Q_g4,10,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,11,baseline,mean_individual_entropy,0.0449640215243516
V14Q_g4,12,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,13,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,14,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,15,baseline,mean_individual_entropy,0.0235481350785272
V14Q_g4,16,disruption,mean_individual_entropy,0.319162306647004
V14Q_g4,17,disruption,mean_individual_entropy,0.6081893083896295
V14Q_g4,18,disruption,mean_individual_entropy,0.6864007435206461
V14Q_g4,19,disruption,mean_individual_entropy,0.5974012306726877
V14Q_g4,20,disruption,mean_individual_entropy,0.2878871551758674
V14Q_g4,21,disruption,mean_individual_entropy,0.0
V14Q_g4,22,disruption,mean_individual_entropy,0.0
V14Q_g4,23,disruption,mean_individual_entropy,0.0
V14Q_g4,24,disruption,mean_individual_entropy,0.0
V14Q_g4,25,disruption,mean_individual_entropy,0.0
V14Q_g4,26,disruption,mean_individual_entropy,0.0203176858369655
V14Q_g4,27,disruption,mean_individual_entropy,0.0203176858369655
V14Q_g4,28,disruption,mean_individual_entropy,0.0203176858369655
V14Q_g4,29,disruption,mean_individual_entropy,0.0203176858369655
V14Q_g4,30,disruption,mean_individual_entropy,0.0203176858369655
V14Q_g4,31,recovery,mean_individual_entropy,0.3066498324454738
V14Q_g4,32,recovery,mean_individual_entropy,0.5903091077863032
V14Q_g4,33,recovery,mean_individual_entropy,0.6809919361499576
V14Q_g4,34,recovery,mean_individual_entropy,0.6005918531624779
V14Q_g4,35,recovery,mean_individual_entropy,0.3014441864770132
V14Q_g4,36,recovery,mean_individual_entropy,0.0150805489117816
V14Q_g4,37,recovery,mean_individual_entropy,0.0041998050226686
V14Q_g4,38,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,39,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,40,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,41,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,42,recovery,mean_individual_entropy,0.0289829024887131
V14Q_g4,43,recovery,mean_individual_entropy,0.0
V14Q_g4,44,recovery,mean_individual_entropy,0.0
V14Q_g4,45,recovery,mean_individual_entropy,0.0
V14Q_g4,1,baseline,mean_individual_entropy,0.1463711352947079
V14Q_g4,2,baseline,mean_individual_entropy,0.2010468075299252
V14Q_g4,3,baseline,mean_individual_entropy,0.2132756822218403
V14Q_g4,4,baseline,mean_individual_entropy,0.216888410643265
V14Q_g4,5,baseline,mean_individual_entropy,0.2022876446178611
V14Q_g4,6,baseline,mean_individual_entropy,0.0967704929741589
V14Q_g4,7,baseline,mean_individual_entropy,0.0732016754029866
V14Q_g4,8,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,9,baseline,mean_individual_entropy,0.0351459465386755
V14Q_g4,10,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,11,baseline,mean_individual_entropy,0.0449640215243516
V14Q_g4,12,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,13,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,14,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,15,baseline,mean_individual_entropy,0.0235481350785272
V14Q_g4,16,disruption,mean_individual_entropy,0.0
V14Q_g4,17,disruption,mean_individual_entropy,0.0
V14Q_g4,18,disruption,mean_individual_entropy,0.0
V14Q_g4,19,disruption,mean_individual_entropy,0.0
V14Q_g4,20,disruption,mean_individual_entropy,0.016649028954245
V14Q_g4,21,disruption,mean_individual_entropy,0.0185447035364771
V14Q_g4,22,disruption,mean_individual_entropy,0.0185447035364771
V14Q_g4,23,disruption,mean_individual_entropy,0.0185447035364771
V14Q_g4,24,disruption,mean_individual_entropy,0.0185447035364771
V14Q_g4,25,disruption,mean_individual_entropy,0.0041998050226686
V14Q_g4,26,disruption,mean_individual_entropy,0.0
V14Q_g4,27,disruption,mean_individual_entropy,0.0
V14Q_g4,28,disruption,mean_individual_entropy,0.0
V14Q_g4,29,disruption,mean_individual_entropy,0.0
V14Q_g4,30,disruption,mean_individual_entropy,0.0
V14Q_g4,31,recovery,mean_individual_entropy,0.0
V14Q_g4,32,recovery,mean_individual_entropy,0.0
V14Q_g4,33,recovery,mean_individual_entropy,0.0
V14Q_g4,34,recovery,mean_individual_entropy,0.0
V14Q_g4,35,recovery,mean_individual_entropy,0.0
V14Q_g4,36,recovery,mean_individual_entropy,0.0
V14Q_g4,37,recovery,mean_individual_entropy,0.0041998050226686
V14Q_g4,38,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,39,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,40,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,41,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g4,42,recovery,mean_individual_entropy,0.0289829024887131
V14Q_g4,43,recovery,mean_individual_entropy,0.0277370184591529
V14Q_g4,44,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g4,45,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g4,1,baseline,mean_individual_entropy,0.1463711352947079
V14Q_g4,2,baseline,mean_individual_entropy,0.2010468075299252
V14Q_g4,3,baseline,mean_individual_entropy,0.2132756822218403
V14Q_g4,4,baseline,mean_individual_entropy,0.216888410643265
V14Q_g4,5,baseline,mean_individual_entropy,0.2022876446178611
V14Q_g4,6,baseline,mean_individual_entropy,0.0967704929741589
V14Q_g4,7,baseline,mean_individual_entropy,0.0732016754029866
V14Q_g4,8,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,9,baseline,mean_individual_entropy,0.0351459465386755
V14Q_g4,10,baseline,mean_individual_entropy,0.0424526246097712
V14Q_g4,11,baseline,mean_individual_entropy,0.0449640215243516
V14Q_g4,12,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,13,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,14,baseline,mean_individual_entropy,0.0264193179878744
V14Q_g4,15,baseline,mean_individual_entropy,0.0235481350785272
V14Q_g4,16,disruption,mean_individual_entropy,0.0
V14Q_g4,17,disruption,mean_individual_entropy,0.0
V14Q_g4,18,disruption,mean_individual_entropy,0.0
V14Q_g4,19,disruption,mean_individual_entropy,0.0
V14Q_g4,20,disruption,mean_individual_entropy,0.0
V14Q_g4,21,disruption,mean_individual_entropy,0.0
V14Q_g4,22,disruption,mean_individual_entropy,0.0
V14Q_g4,23,disruption,mean_individual_entropy,0.0
V14Q_g4,24,disruption,mean_individual_entropy,0.0
V14Q_g4,25,disruption,mean_individual_entropy,0.0
V14Q_g4,26,disruption,mean_individual_entropy,0.0
V14Q_g4,27,disruption,mean_individual_entropy,0.0
V14Q_g4,28,disruption,mean_individual_entropy,0.0
V14Q_g4,29,disruption,mean_individual_entropy,0.0
V14Q_g4,30,disruption,mean_individual_entropy,0.0
V14Q_g4,31,recovery,mean_individual_entropy,0.0
V14Q_g4,32,recovery,mean_individual_entropy,0.0
V14Q_g4,33,recovery,mean_individual_entropy,0.0
V14Q_g4,34,recovery,mean_individual_entropy,0.0
V14Q_g4,35,recovery,mean_individual_entropy,0.0
V14Q_g4,36,recovery,mean_individual_entropy,0.0
V14Q_g4,37,recovery,mean_individual_entropy,0.0
V14Q_g4,38,recovery,mean_individual_entropy,0.0
V14Q_g4,39,recovery,mean_individual_entropy,0.0
V14Q_g4,40,recovery,mean_individual_entropy,0.0
V14Q_g4,41,recovery,mean_individual_entropy,0.0
V14Q_g4,42,recovery,mean_individual_entropy,0.0
V14Q_g4,43,recovery,mean_individual_entropy,0.0277370184591529
V14Q_g4,44,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g4,45,recovery,mean_individual_entropy,0.0351459465386755
V14Q_g5,1,baseline,mean_individual_entropy,0.2034351897381812
V14Q_g5,2,baseline,mean_individual_entropy,0.2910252366330006
V14Q_g5,3,baseline,mean_individual_entropy,0.3346409467417242
V14Q_g5,4,baseline,mean_individual_entropy,0.359552012033889
V14Q_g5,5,baseline,mean_individual_entropy,0.3739088236335458
V14Q_g5,6,baseline,mean_individual_entropy,0.2785467738197659
V14Q_g5,7,baseline,mean_individual_entropy,0.1668907910456982
V14Q_g5,8,baseline,mean_individual_entropy,0.076499132528095
V14Q_g5,9,baseline,mean_individual_entropy,0.0659160373375838
V14Q_g5,10,baseline,mean_individual_entropy,0.0289829024887131
V14Q_g5,11,baseline,mean_individual_entropy,0.0
