window_sweeps,cluster_id,metric,field_reversal_mean,nominal_mean,field_minus_nominal
3,V14Q_g0,total_correlation_raw,2.961798873161226,0.3457919701604046,2.6160069030008213
3,V14Q_g0,total_correlation_bias_adjusted,0.4370482282959617,0.2178047838074291,0.2192434444885325
3,V14Q_g0,pairwise_mutual_information_raw,0.0530865949562013,0.0001890257488463,0.052897569207355
3,V14Q_g0,pairwise_mutual_information_bias_adjusted,0.0344859975521136,5.4495880256556745e-05,0.034431501671857
3,V14Q_g1,total_correlation_raw,2.8653833036053062,0.1710199483617636,2.694363355243542
3,V14Q_g1,total_correlation_bias_adjusted,0.3596668548166623,0.1314073076864096,0.2282595471302526
3,V14Q_g1,pairwise_mutual_information_raw,0.0530865949562013,0.0,0.0530865949562013
3,V14Q_g1,pairwise_mutual_information_bias_adjusted,0.0344002184696807,0.0,0.0344002184696807
3,V14Q_g2,total_correlation_raw,2.744823073377296,0.3136443905044913,2.4311786828728046
3,V14Q_g2,total_correlation_bias_adjusted,0.3351399666314207,0.2448705398378825,0.0902694267935381
3,V14Q_g2,pairwise_mutual_information_raw,0.047714416404769,-2.467162276944792e-18,0.047714416404769
3,V14Q_g2,pairwise_mutual_information_bias_adjusted,0.0303680965064495,-4.108650548026103e-34,0.0303680965064495
3,V14Q_g3,total_correlation_raw,2.8653833036053062,0.0,2.8653833036053062
3,V14Q_g3,total_correlation_bias_adjusted,0.3605884559299818,0.0,0.3605884559299818
3,V14Q_g3,pairwise_mutual_information_raw,0.0530865949562013,0.0,0.0530865949562013
3,V14Q_g3,pairwise_mutual_information_bias_adjusted,0.0344400407834201,0.0,0.0344400407834201
3,V14Q_g4,total_correlation_raw,2.955495545378567,0.4034517276951817,2.5520438176833853
3,V14Q_g4,total_correlation_bias_adjusted,0.4367919483551366,0.2084536242561764,0.2283383240989601
3,V14Q_g4,pairwise_mutual_information_raw,0.0530865949562013,0.0006821231252934,0.0524044718309079
3,V14Q_g4,pairwise_mutual_information_bias_adjusted,0.0342522631679234,0.000380376421909,0.0338718867460144
3,V14Q_g5,total_correlation_raw,2.8653833036053062,0.0424342778863208,2.822949025718985
3,V14Q_g5,total_correlation_bias_adjusted,0.3603246969605002,0.032754445834194,0.3275702511263061
3,V14Q_g5,pairwise_mutual_information_raw,0.0530865949562013,-6.16790569236198e-19,0.0530865949562013
3,V14Q_g5,pairwise_mutual_information_bias_adjusted,0.0343611255377604,-1.0271626370065258e-34,0.0343611255377604
5,V14Q_g0,total_correlation_raw,4.972487887782092,0.4409351663472117,4.53155272143488
5,V14Q_g0,total_correlation_bias_adjusted,0.8298064145786204,0.2822876110482386,0.5475188035303817
5,V14Q_g0,pairwise_mutual_information_raw,0.1082534707748544,0.0001738773559543,0.1080795934189
5,V14Q_g0,pairwise_mutual_information_bias_adjusted,0.0754241758529189,-3.278302863297323e-05,0.0754569588815519
5,V14Q_g1,total_correlation_raw,4.897973774701165,0.1644844853100639,4.733489289391101
