run_id,application,complexity,coupling,fragmentation,network_disruption,topology_family,environment_seed,method,coverage,selected_actions,harm_rate,mean_causal_utility,beneficial_rate
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,774106,kpi_confidence,0.6,35,1.0,-0.21233213489194702,0.0
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,774106,predictive_uncertainty,0.6,35,1.0,-0.21416537559101473,0.0
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,774106,shannon_js,0.6,35,1.0,-0.21375104333257627,0.0
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,774106,generalized_tsallis_gini,0.6,35,1.0,-0.21394556873491347,0.0
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,774106,graph_disagreement,0.6,35,1.0,-0.026496664764855196,0.0
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,774106,combined_generalized_entropic,0.6,35,1.0,-0.2118636791884894,0.0
v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,utility_restoration,medium,high,low,medium,grid,774104,kpi_confidence,0.6,16,0.9375,2.007642862742658,0.0625
v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,utility_restoration,medium,high,low,medium,grid,774104,predictive_uncertainty,0.6,16,0.9375,2.0062590174193002,0.0625
v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,utility_restoration,medium,high,low,medium,grid,774104,shannon_js,0.6,16,0.9375,2.228669633170793,0.0625
v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,utility_restoration,medium,high,low,medium,grid,774104,generalized_tsallis_gini,0.6,16,0.9375,2.2286696331707936,0.0625
v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,utility_restoration,medium,high,low,medium,grid,774104,graph_disagreement,0.6,16,0.875,2.456563364116662,0.125
v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,utility_restoration,medium,high,low,medium,grid,774104,combined_generalized_entropic,0.6,16,0.875,2.680527782517178,0.125
v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,774105,kpi_confidence,0.6,36,1.0,-4.5574635891058906,0.0
v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,774105,predictive_uncertainty,0.6,36,1.0,-0.7037874096063959,0.0
v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,774105,shannon_js,0.6,36,1.0,-0.703557255748793,0.0
v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,774105,generalized_tsallis_gini,0.6,36,1.0,-0.7033071571245112,0.0
v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,774105,graph_disagreement,0.6,36,1.0,-4.3150195587565126,0.0
v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,utility_restoration,medium,low,high,medium,modular,774105,combined_generalized_entropic,0.6,36,1.0,-0.9479261810517742,0.0
v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,774103,kpi_confidence,0.6,26,0.9230769230769231,0.31306101013417315,0.07692307692307693
v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,774103,predictive_uncertainty,0.6,26,0.9615384615384616,-0.39434142883732204,0.038461538461538464
v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,774103,shannon_js,0.6,26,0.9615384615384616,0.014298203373806119,0.038461538461538464
v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,774103,generalized_tsallis_gini,0.6,26,0.9615384615384616,0.014794594540418633,0.038461538461538464
v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,774103,graph_disagreement,0.6,26,1.0,-0.42630798483014737,0.0
v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,utility_restoration,medium,medium,medium,medium,scale_free,774103,combined_generalized_entropic,0.6,26,0.9615384615384616,0.01467877476245382,0.038461538461538464
v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,774102,kpi_confidence,0.6,16,0.9375,0.42091320934330134,0.0625
v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,774102,predictive_uncertainty,0.6,16,0.9375,1.5531286115689704,0.0625
v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,774102,shannon_js,0.6,16,0.9375,0.42136697324604,0.0625
v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,774102,generalized_tsallis_gini,0.6,16,0.9375,0.4206059369039866,0.0625
v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,774102,graph_disagreement,0.6,16,1.0,-0.022992797982107453,0.0
v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,utility_restoration,small,high,high,high,modular,774102,combined_generalized_entropic,0.6,16,0.9375,0.4227975163162025,0.0625
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,774101,kpi_confidence,0.6,8,0.875,-1.457987562888003,0.125
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,774101,predictive_uncertainty,0.6,8,1.0,-2.1807900762978254,0.0
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,774101,shannon_js,0.6,8,0.875,0.700099776826963,0.125
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,774101,generalized_tsallis_gini,0.6,8,0.875,0.6995112727311856,0.125
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,774101,graph_disagreement,0.6,8,1.0,-0.019158298153050903,0.0
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,774101,combined_generalized_entropic,0.6,8,0.875,0.7033272411279856,0.125
