application,complexity,method,rows,independent_panels,harm_prevalence,roc_auc,average_precision
humanitarian,medium,kpi_confidence,64,1,0.828125,0.5248713550600344,0.8450073053502493
humanitarian,medium,predictive_uncertainty,64,1,0.828125,0.5849056603773585,0.8760141761223086
humanitarian,medium,shannon_js,64,1,0.828125,0.5557461406518011,0.862343510773048
humanitarian,medium,generalized_tsallis_gini,64,1,0.828125,0.5660377358490566,0.8647538813615969
humanitarian,medium,graph_disagreement,64,1,0.828125,0.6037735849056604,0.888037826085427
humanitarian,medium,combined_generalized_entropic,64,1,0.828125,0.5694682675814751,0.8485475436700083
humanitarian,small,kpi_confidence,28,1,0.32142857142857145,0.672514619883041,0.5581529581529583
humanitarian,small,predictive_uncertainty,28,1,0.32142857142857145,0.9473684210526316,0.8996913580246915
humanitarian,small,shannon_js,28,1,0.32142857142857145,0.8947368421052633,0.8091269841269841
humanitarian,small,generalized_tsallis_gini,28,1,0.32142857142857145,0.9005847953216375,0.8123949579831933
humanitarian,small,graph_disagreement,28,1,0.32142857142857145,0.8654970760233918,0.7473054178936533
humanitarian,small,combined_generalized_entropic,28,1,0.32142857142857145,0.760233918128655,0.6666666666666667
utility_restoration,large,kpi_confidence,64,1,0.984375,0.5555555555555556,0.9909629887791884
utility_restoration,large,predictive_uncertainty,64,1,0.984375,0.47619047619047616,0.9886246712973135
utility_restoration,large,shannon_js,64,1,0.984375,0.5396825396825397,0.9905220716716046
utility_restoration,large,generalized_tsallis_gini,64,1,0.984375,0.5396825396825397,0.9905220716716046
utility_restoration,large,graph_disagreement,64,1,0.984375,0.3492063492063492,0.9839746128155726
utility_restoration,large,combined_generalized_entropic,64,1,0.984375,0.8253968253968254,0.9970320789130156
utility_restoration,medium,kpi_confidence,187,4,0.9679144385026738,0.572744014732965,0.980656460033888
utility_restoration,medium,predictive_uncertainty,187,4,0.9679144385026738,0.5331491712707183,0.97419446675795
utility_restoration,medium,shannon_js,187,4,0.9679144385026738,0.46040515653775316,0.9625366259411096
utility_restoration,medium,generalized_tsallis_gini,187,4,0.9679144385026738,0.45672191528545114,0.9611740730035314
utility_restoration,medium,graph_disagreement,187,4,0.9679144385026738,0.5570902394106814,0.9741244570936192
utility_restoration,medium,combined_generalized_entropic,187,4,0.9679144385026738,0.4189686924493554,0.964836112542983
utility_restoration,small,kpi_confidence,39,2,0.9230769230769231,0.5740740740740742,0.9489721528176805
utility_restoration,small,predictive_uncertainty,39,2,0.9230769230769231,0.3055555555555556,0.8980693405803942
utility_restoration,small,shannon_js,39,2,0.9230769230769231,0.4814814814814815,0.9307677110543816
utility_restoration,small,generalized_tsallis_gini,39,2,0.9230769230769231,0.4074074074074074,0.9195801627198603
utility_restoration,small,graph_disagreement,39,2,0.9230769230769231,0.2962962962962963,0.9042786036737153
utility_restoration,small,combined_generalized_entropic,39,2,0.9230769230769231,0.4444444444444444,0.9286444131259447
