run_id,application,regime,information_condition,method,environment_seed,operator_seed,rl_seed,status,primary_outcome,service_loss_auc,cumulative_weighted_unmet_need,cumulative_critical_unserved_load,operator_interventions,operator_minutes,operator_workload_auc,maximum_operator_workload,mean_queue_wait_steps,maximum_queue_length,operator_requests,low_confidence_operator_decisions,safe_low_confidence_decisions,safe_low_confidence_decision_rate,communication_active_agent_epoch_fraction,timely_activation,missed_activation,pre_disruption_false_activation,nominal_false_activation,first_request_step,first_visible_collapse_step,complete_causal_chains,harmful_interventions,beneficial_interventions,mean_counterfactual_effect,structured_attempts,first_pass_valid,valid_after_repair,material_actions_accepted,material_actions_next_stage,material_actions_reached_service,commitment_changes,agent_messages,agent_message_bytes,thermodynamic_sketch_messages,thermodynamic_sketch_bytes,tool_calls,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,wall_clock_seconds,maximum_conservation_residual,conservation_feasible,active_incidents
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24001-o124001-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.1599331609904766,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24002-o124002-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.16350565099855885,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24003-o124003-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.16032360104145482,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24004-o124004-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.1807784010306932,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24005-o124005-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.17076823802199215,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24006-o124006-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24006,124006,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.16157047700835392,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24007-o124007-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24007,124007,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.16139193094568327,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24008-o124008-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24008,124008,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.1730341050424613,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24009-o124009-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24009,124009,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.16313504800200462,0.0,True,0
development_gate_trigger-commercial-thermohitl_v4_rule-nominal-private_fragmented-e24010-o124010-rnone,commercial,nominal,private_fragmented,thermohitl_v4_rule,24010,124010,,complete,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,False,False,False,,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,600,130260,0,0,0,0,0.0,0.1646897870232351,0.0,True,0
