run_id,application,complexity,coupling,fragmentation,network_disruption,topology_family,information_condition,sketch_policy,environment_seed,controller,step,agent_id,target,proposed_operational_action,information_action,communication_action,delegation_action,accepted_physical_action,counterfactual_evaluated,counterfactual_causal_utility,counterfactual_beneficial,counterfactual_harmful,predictive_uncertainty,action_value_margin,severity,safety_risk,resource_scarcity,shannon_local,pooled_uncertainty,js_disagreement,jt_disagreement_0_5,jt_disagreement_2,graph_disagreement,consensus,consensus_residual,entropy_slope,disagreement_slope,risk_kpi_confidence,risk_predictive_uncertainty,risk_shannon_js,risk_generalized_tsallis_gini,risk_graph_disagreement,risk_combined_generalized_entropic
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-00-zone_operator,U00,deploy_mobile_generation,request_peer_evidence,negotiate_commitment,execute_autonomously,True,True,-0.010499999999999999,False,True,0.6637986957161767,0.03157774213524889,0.0,0.0,0.0,0.7507667914144089,0.7507667914144089,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.2904915565435001,0.6637986957161767,0.4532111761400729,0.5206558825413333,0.43879545220079424,0.28986363480052946
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-01-crew_dispatch,U05,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,0.6999572001508779,0.04553661754346072,0.1000430405885566,0.14506240885340707,0.0,0.8628720682391419,0.8628720682391419,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.33760042617611624,0.6999572001508779,0.49570089712013665,0.5510762022999953,0.45398202406336874,0.3173955051046547
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-02-cyber_defense,U02,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5564429912946197,0.24505294861785634,0.0,0.0,0.0,0.8259305862852425,0.8259305862852425,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.2539906170401707,0.5564429912946197,0.42905984308915857,0.48130353515128765,0.40037272301040694,0.2641373708958269
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-03-communications,U03,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5737612012609505,0.19607129482221378,0.07501657656609018,0.10877403602083076,0.0,0.8425757706002092,0.8425757706002092,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.2859845770737226,0.5737612012609505,0.4401484231544325,0.4923043701697518,0.40097970452959925,0.2777060206755658
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-04-resource_allocation,U04,restore_communication_relay,no_information_action,negotiate_commitment,execute_autonomously,True,False,0.0,False,False,0.545414511486658,0.16455853096047918,0.0,0.0,0.0,0.7664089455530715,0.7664089455530715,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.25024093390546376,0.545414511486658,0.40976804098293107,0.4656535443048493,0.38907409482439637,0.2567160632162643
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-05-critical_load,U01,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5155288465596621,0.26028759170753757,0.06155018980888225,0.08924777522287927,0.0,0.7881427906717082,0.7881427906717082,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.26149927388377614,0.5155288465596621,0.40324723629179193,0.4541117240036473,0.3765221155550581,0.25905781006345097
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-06-zone_operator,U02,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5066591666998292,0.29695644812065847,0.0,0.0,0.0,0.810255421851425,0.810255421851425,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.23706411667794194,0.5066591666998292,0.40522752214278795,0.45195996091951585,0.37946351668059497,0.25019790000928555
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-07-crew_dispatch,U03,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,0.6842143674516674,0.03707005915831024,0.17876308758168563,0.2592064769934442,0.0,0.8516269840872018,0.8516269840872018,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.35964243941199353,0.6842143674516674,0.48659249300246743,0.5411590493420841,0.44737003432970035,0.32668480012568024
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-08-cyber_defense,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.6311172900344217,0.1935665239040528,0.0015604645839997853,0.0022626736467996887,0.0,0.9100389151986433,0.9100389151986433,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.27992292028693533,0.6311172900344217,0.4799566448134296,0.5312341982101867,0.42506926181445714,0.2809843620472541
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-09-communications,U01,restore_communication_relay,request_peer_evidence,negotiate_commitment,execute_autonomously,True,False,0.0,False,False,0.6010143902571036,0.11712030127641981,0.040413754243059694,0.05859994365243656,0.0,0.8252110570140316,0.8252110570140316,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.283208879164,0.6010143902571036,0.44670852035634934,0.5026059890179606,0.41242604390798354,0.2793160225102814
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-10-resource_allocation,U02,restore_communication_relay,request_peer_evidence,negotiate_commitment,execute_autonomously,True,False,0.0,False,False,0.5666466612681476,0.13303992055579683,0.013979050738704627,0.02026962357112171,0.0,0.7303091339406103,0.7303091339406103,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.26232457448823937,0.5666466612681476,0.4092359479924116,0.47333662683579547,0.40465826439928865,0.26942675331694926
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-11-critical_load,U07,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5688874913858915,0.2450387366708244,0.015246120819966623,0.022106875188951602,0.0,0.8725317699797226,0.8725317699797226,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.2635273971165515,0.5688874913858915,0.4456879390492873,0.4943089147945795,0.4055994130487411,0.2702746559440572
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-12-zone_operator,U00,dispatch_repair_crew,no_information_action,no_communication_action,execute_autonomously,True,False,0.0,False,False,0.5152847983507508,0.23234834792204323,0.04350761088693974,0.06308603578606262,0.0,0.7634972061223219,0.7634972061223219,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.2551374800279103,0.5152847983507508,0.3969882208708808,0.4503759415110231,0.3764196153073154,0.2558500678325378
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-13-crew_dispatch,U01,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,0.6814675544246386,0.03171928261431395,0.1501853859912673,0.21776880968733758,0.0,0.7944913186504191,0.7944913186504191,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.34876348282933817,0.6814675544246386,0.4712098514324602,0.5391721119283116,0.4462163728583482,0.3209431724013794
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-14-cyber_defense,U06,restore_communication_relay,no_information_action,no_communication_action,execute_autonomously,True,False,0.0,False,False,0.5642553734163076,0.25645245814200396,0.0,0.0,0.0,0.8289126252249193,0.8289126252249193,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.2566468269615446,0.5642553734163076,0.43293030567275287,0.4868307923433755,0.39698725683484926,0.26199150455656617
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-15-communications,U03,deploy_mobile_generation,request_peer_evidence,send_targeted_summary,execute_autonomously,True,False,0.0,False,False,0.6676491440579333,0.025855347378211047,0.0,0.0,0.0,0.8434103013019466,0.8434103013019466,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.29180070897969734,0.6676491440579333,0.47791223294866003,0.5363073585043465,0.440412640504332,0.2909417603362213
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-16-resource_allocation,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5920395343979538,0.17352968067951516,0.17601710806016424,0.2552248066872381,0.0,0.7981488586950352,0.7981488586950352,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.3273473953002415,0.5920395343979538,0.4363530284329403,0.4980468724643129,0.4086566044471406,0.30039804643389567
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-17-critical_load,U05,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.6354148830661914,0.15045234806369395,0.0,0.0,0.0,0.8378773163933944,0.8378773163933944,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.2808410602425051,0.6354148830661914,0.46363528232482515,0.5239934160588435,0.4268742508878004,0.28191616725853363
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-18-zone_operator,U02,dispatch_repair_crew,request_peer_evidence,send_targeted_summary,execute_autonomously,True,False,0.0,False,False,0.6965686656640586,0.004963287309794062,0.0788978913163694,0.11440194240873564,0.0,0.8631155830773486,0.8631155830773486,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.32908981250387653,0.6965686656640586,0.4944063620349606,0.5538158068268051,0.4592255062455713,0.31710079280831804
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-19-crew_dispatch,U03,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,0.5829462141088161,0.15421718816057262,0.025078205191999582,0.03636339752839939,0.0,0.8368660936236088,0.8368660936236088,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.27172892820381334,0.5829462141088161,0.44239500904942863,0.4949908509920918,0.4048374099257028,0.27158854765387647
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-20-cyber_defense,U04,restore_communication_relay,no_information_action,no_communication_action,execute_autonomously,True,False,0.0,False,False,0.5092875137444126,0.14730711873489244,0.08578769249350528,0.12439215411558266,0.0,0.6711248215508558,0.6711248215508558,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.26781187166084014,0.5092875137444126,0.371496210885479,0.430914290312829,0.37390075577265336,0.26152756234230545
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-21-communications,U01,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,0.7276957938270613,0.03966264492464644,0.0,0.0,0.0,0.9385443039509052,0.9385443039509052,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.3122165699012009,0.7276957938270613,0.5257143935185509,0.5791421914202051,0.46563223340736576,0.3077548222715772
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-22-resource_allocation,U02,isolate_component,request_peer_evidence,send_targeted_summary,execute_autonomously,True,False,0.0,False,False,0.6176840597865627,0.10413578485038172,0.3603807009393364,0.5225520163620377,0.0,0.7485775348540246,0.7485775348540246,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.4002250642543204,0.6176840597865627,0.43421800762813123,0.5021013136082888,0.426093971777023,0.34399111203701543
v7-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-772104-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,772104,always_act,0,UTL-23-critical_load,U03,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,0.6610605641261134,0.1134149248071828,0.09517456809204793,0.13800312373346948,0.0,0.7067852518947775,0.7067852518947775,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.32268134149891126,0.6610605641261134,0.44112053862413975,0.5029471571402074,0.43764543693296765,0.3056573328033281
