application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,15,-0.046666666666666655,-0.10666666666666665,0.006666666666666669
humanitarian,15,-0.02,-0.08000000000000002,0.03333333333333335
utility_restoration,15,-5.551115123125783e-18,-0.039999999999999994,0.03333333333333333
