application,information_condition,coverage,baseline,independent_panels,harm_rate_reduction,harm_reduction_ci95_low,harm_reduction_ci95_high,mean_causal_utility_gain,utility_gain_ci95_low,utility_gain_ci95_high
commercial,private_fragmented,0.5,predictive_uncertainty,15,-0.046666666666666655,-0.10666666666666665,0.006666666666666677,-0.012142748743117111,-0.03791029282546882,0.010237353642208076
commercial,public_shared,0.5,predictive_uncertainty,15,0.0,0.0,0.0,0.0013300197518868683,-0.004957721018215418,0.00884815597603524
humanitarian,private_fragmented,0.5,predictive_uncertainty,15,-0.020000000000000004,-0.07333333333333333,0.02666666666666667,-0.003912888791413458,-0.028923734418299856,0.017814288314031583
humanitarian,public_shared,0.5,predictive_uncertainty,15,0.0,-0.020000000000000004,0.020000000000000004,0.0034013477672424817,-0.005677569350154852,0.013605869030561603
utility_restoration,private_fragmented,0.5,predictive_uncertainty,15,-0.013333333333333336,-0.04666666666666667,0.020000000000000004,-0.0019881760528044318,-0.01674613778828702,0.013490222802067969
utility_restoration,public_shared,0.5,predictive_uncertainty,15,-0.01333333333333333,-0.033333333333333326,0.0,-0.005265849971344981,-0.013982734227585973,0.0026338667780227984
