application,information_condition,coverage,baseline,independent_panels,harm_rate_reduction,harm_reduction_ci95_low,harm_reduction_ci95_high,mean_causal_utility_gain,utility_gain_ci95_low,utility_gain_ci95_high
commercial,private_fragmented,0.5,kpi_confidence,180,0.015072951739618406,0.005617283950617285,0.024567901234567903,0.013612174519111302,0.0029332782752859287,0.024585347906231736
commercial,public_shared,0.5,kpi_confidence,180,0.01101010101010101,0.005392817059483727,0.017306397306397308,0.010152902040448329,0.0021345397691044953,0.01835606340240166
humanitarian,private_fragmented,0.5,kpi_confidence,180,0.021666666666666667,0.01154320987654321,0.03234567901234568,0.017490764115970652,0.006217183930500588,0.0289829147878639
humanitarian,public_shared,0.5,kpi_confidence,180,0.002777777777777778,-0.0005555555555555556,0.006666666666666666,0.00493004519118685,0.0003223028075799141,0.009831944641937956
utility_restoration,private_fragmented,0.5,kpi_confidence,181,0.01296807857581338,0.00441988950276243,0.021915285451197048,0.013726079293041977,0.003994561947907974,0.023868314710955633
utility_restoration,public_shared,0.5,kpi_confidence,181,0.00441988950276243,0.0011049723756906076,0.008287292817679558,0.0019368285873944452,-0.003690245325658964,0.007683758944712332
