application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,180,0.004062850729517395,-0.0060606060606060615,0.014310044893378221
humanitarian,180,0.018888888888888893,0.008271604938271608,0.029506172839506177
utility_restoration,181,0.00854818907305095,-0.0004910988336402721,0.018186003683241247
