run_id,stage,application,ledger_locator,events,logical_sha256_match,stored_sha256_match,event_sequence_contiguous,event_digest_match,metric_regeneration_match,privacy_failures,finite_metrics,maximum_conservation_residual,status,mismatch_reasons
v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,139347,True,True,True,True,True,0,True,5.684341886080801e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,139347,True,True,True,True,True,0,True,5.684341886080801e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,184668,True,True,True,True,True,0,True,1.0516032489249483e-12,pass,
v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,12063,True,True,True,True,True,0,True,1.7053025658242404e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,471862,True,True,True,True,True,0,True,3.126388037344441e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,263869,True,True,True,True,True,0,True,1.7053025658242404e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,263869,True,True,True,True,True,0,True,1.7053025658242404e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,352579,True,True,True,True,True,0,True,4.263256414560601e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,9895,True,True,True,True,True,0,True,3.694822225952521e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,82771,True,True,True,True,True,0,True,6.394884621840902e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,41907,True,True,True,True,True,0,True,1.1368683772161603e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,41907,True,True,True,True,True,0,True,1.1368683772161603e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,58216,True,True,True,True,True,0,True,1.8474111129762605e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-high-medium-high-small_world-private_fragmented-8812004-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,4145,True,True,True,True,True,0,True,1.3500311979441904e-13,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,75815,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,36941,True,True,True,True,True,0,True,4.263256414560601e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,36941,True,True,True,True,True,0,True,4.263256414560601e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,56645,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-8812003-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,4875,True,True,True,True,True,0,True,2.842170943040401e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,19362,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,6542,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,6542,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part01.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,13643,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part02.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-high-high-high-small_world-private_fragmented-8812002-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,1446,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part02.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,12789,True,True,True,True,True,0,True,1.9539925233402755e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part02.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,3963,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part02.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,3967,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part02.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,8010,True,True,True,True,True,0,True,1.9539925233402755e-14,pass,
v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,humanitarian,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/humanitarian-part02.tar.xz::v8-hysteresis_repair_pilot-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812001-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,1025,True,True,True,True,True,0,True,1.7763568394002505e-14,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,303611,True,True,True,True,True,0,True,8.206768598029157e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,177509,True,True,True,True,True,0,True,8.206768598029157e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,177509,True,True,True,True,True,0,True,8.206768598029157e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,223843,True,True,True,True,True,0,True,8.206768598029157e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812106-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,8846,True,True,True,True,True,0,True,8.206768598029157e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,60616,True,True,True,True,True,0,True,1.3002932064409833e-12,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,37031,True,True,True,True,True,0,True,1.3002932064409833e-12,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,37031,True,True,True,True,True,0,True,1.3002932064409833e-12,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,43930,True,True,True,True,True,0,True,1.3002932064409833e-12,pass,
v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-large-medium-medium-low-grid-private_fragmented-8812105-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,7131,True,True,True,True,True,0,True,1.3002932064409833e-12,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,97037,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,46620,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,46620,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,70129,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-high-medium-high-scale_free-private_fragmented-8812104-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,3049,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,19520,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,10897,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule/events.jsonl,10921,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule/events.jsonl,14635,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-none-806ed450405e-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-medium-medium-high-medium-grid-private_fragmented-8812103-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,3567,True,True,True,True,True,0,True,1.5365486660812167e-13,pass,
v8-hysteresis_repair_pilot-utility_restoration-small-high-high-high-scale_free-private_fragmented-8812102-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-small-high-high-high-scale_free-private_fragmented-8812102-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,2727,True,True,True,True,True,0,True,2.398081733190338e-14,pass,
v8-hysteresis_repair_pilot-utility_restoration-small-high-high-high-scale_free-private_fragmented-8812102-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,hysteresis_repair_pilot,utility_restoration,results/entropy_triggered_belief_monitoring_v8/raw/packed/hysteresis_repair_pilot/utility_restoration-part01.tar.xz::v8-hysteresis_repair_pilot-utility_restoration-small-high-high-high-scale_free-private_fragmented-8812102-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule/events.jsonl,1622,True,True,True,True,True,0,True,2.398081733190338e-14,pass,
