run_id,application,method,scenario,environment_seed,llm_seed,rl_seed,operator_seed,operator_profile,completion_status,primary_outcome,service_loss_auc,cumulative_unmet_weighted_need,operator_requests,operator_interventions,operator_minutes,trigger_activations,pre_disruption_false_activation,nominal_false_activation,timely_activation,missed_activation,material_actions_accepted,material_actions_reached_demand,first_pass_valid_rate,valid_after_one_repair_rate,conservation_error,total_communication_messages,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,manifest,episode_directory
dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12401-o42401-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12401,0,,42401,high_accuracy_bounded,complete,11.621469521830491,11.621469521830491,2074.9347716401235,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,2.2737367544323206e-13,2599,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12401-o42401-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12401-o42401-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12402-o42402-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12402,0,,42402,high_accuracy_bounded,complete,10.33922861868748,10.33922861868748,1447.049740916114,0,0,0.0,0,False,False,False,False,25,25,1.0,1.0,2.2737367544323206e-13,2599,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12402-o42402-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12402-o42402-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12403-o42403-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12403,0,,42403,high_accuracy_bounded,complete,7.209012813518398,7.209012813518398,706.3505067077698,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,0.0,2611,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12403-o42403-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12403-o42403-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12404-o42404-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12404,0,,42404,high_accuracy_bounded,complete,7.977023497222615,7.977023497222615,963.9857897934022,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,-6.821210263296962e-13,2618,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12404-o42404-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12404-o42404-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12405-o42405-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12405,0,,42405,high_accuracy_bounded,complete,8.85438593110418,8.85438593110418,1298.2139571593739,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,4.547473508864641e-13,2622,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12405-o42405-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12405-o42405-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12406-o42406-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12406,0,,42406,high_accuracy_bounded,complete,7.591781863553369,7.591781863553369,800.5625930075383,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,0.0,2628,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12406-o42406-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12406-o42406-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12401-o42401-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12401,0,,42401,high_accuracy_bounded,complete,13.05319534037123,13.05319534037123,2505.655771640123,0,0,0.0,0,False,False,False,True,20,20,1.0,1.0,0.0,2602,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12401-o42401-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12401-o42401-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12402-o42402-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12402,0,,42402,high_accuracy_bounded,complete,13.401527397265479,13.401527397265479,2183.9087409161143,0,0,0.0,0,False,False,False,True,14,14,1.0,1.0,0.0,2604,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12402-o42402-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12402-o42402-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12403-o42403-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12403,0,,42403,high_accuracy_bounded,complete,11.10616440983316,11.10616440983316,1591.3402299846878,0,0,0.0,0,False,False,False,True,16,16,1.0,1.0,2.2737367544323206e-13,2617,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12403-o42403-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12403-o42403-rnone
dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12404-o42404-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12404,0,,42404,high_accuracy_bounded,complete,11.885588077153612,11.885588077153612,1936.849789793402,0,0,0.0,0,False,False,False,True,16,16,1.0,1.0,-2.2737367544323206e-13,2624,0,0,0,0.0,results/human_operator_v3/manifests/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12404-o42404-rnone.json,results/human_operator_v3/raw/dense_causal_development_n10_v3/dense_causal_development_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12404-o42404-rnone
