method,rl_seed,environment_steps,sample_reward,policy_entropy,actor_loss,critic_loss,action_diversity
ippo_kpi_only,52005,256,-0.17176656424999237,2.192822217941284,-0.007414435036480427,0.021543091163039207,9
ippo_kpi_only,52005,2816,-0.1306484043598175,2.1617636680603027,-0.012017779052257538,0.017426181584596634,9
ippo_kpi_only,52005,5376,-0.10280486196279526,1.887090802192688,-0.03748531639575958,0.010633130557835102,9
ippo_kpi_only,52005,7936,-0.044873710721731186,1.007258415222168,-0.0454380139708519,0.005269079934805632,9
ippo_kpi_only,52005,10496,-0.0048592411912977695,0.2740707993507385,-0.01667436584830284,0.0008225820492953062,6
ippo_kpi_only,52005,13056,-0.0034703921992331743,0.09375180304050446,-0.008977112360298634,0.0005558442790061235,5
ippo_kpi_only,52005,15616,-0.0011718750465661287,0.04622773453593254,-0.0029883794486522675,0.00021819064568262547,2
ippo_kpi_only,52005,18176,-0.00023963049170561135,0.036210231482982635,-0.0007045790553092957,4.2176619899692014e-05,2
ippo_kpi_only,52005,20736,0.0,0.024822456762194633,-5.6996941566467285e-06,2.206798853876535e-05,1
ippo_kpi_only,52005,23296,-0.00024450139608234167,0.019939962774515152,-0.0018791542388498783,2.7654270525090396e-05,2
ippo_kpi_only,52005,25856,0.0,0.01638074591755867,-3.2782554626464844e-07,1.6350511941709556e-05,1
ippo_kpi_only,52005,28416,-0.00029103527776896954,0.01202644594013691,-0.0021396148949861526,1.9322207663208246e-05,2
ippo_kpi_only,52005,30000,0.0,0.010464278049767017,-5.057081580162048e-07,9.838851838139817e-06,1
