method,rl_seed,environment_steps,sample_reward,policy_entropy,actor_loss,critic_loss,action_diversity
ippo_entropy_disagreement,52003,256,-0.1677548736333847,2.191333293914795,-0.00498318113386631,0.025407662615180016,9
ippo_entropy_disagreement,52003,2816,-0.14238058030605316,2.1477034091949463,-0.014902260154485703,0.015205848030745983,9
ippo_entropy_disagreement,52003,5376,-0.0884820818901062,1.6692520380020142,-0.04394305497407913,0.011708859354257584,9
ippo_entropy_disagreement,52003,7936,-0.01997491344809532,0.5700229406356812,-0.04013370722532272,0.002309312578290701,7
ippo_entropy_disagreement,52003,10496,-0.003468423616141081,0.1271619200706482,-0.014356095343828201,0.00045172221143729985,4
ippo_entropy_disagreement,52003,13056,-0.0019858614541590214,0.045527778565883636,-0.007814362645149231,0.00023451956803910434,3
ippo_entropy_disagreement,52003,15616,-0.00146021181717515,0.021598415449261665,-0.005626632831990719,0.00020814813615288585,3
ippo_entropy_disagreement,52003,18176,0.0,0.017598558217287064,-1.2516975402832031e-06,1.4375227692653425e-05,1
ippo_entropy_disagreement,52003,20736,0.0,0.01639467105269432,-3.3527612686157227e-08,1.284230802411912e-05,1
ippo_entropy_disagreement,52003,23296,0.0,0.013761868700385094,2.5704503059387207e-07,1.4051161087991204e-05,1
ippo_entropy_disagreement,52003,25856,0.0,0.012977699749171734,3.026798367500305e-07,1.2689335562754422e-05,1
ippo_entropy_disagreement,52003,28416,-0.0011718750465661287,0.01178157702088356,-0.003738844534382224,0.0001891065767267719,2
ippo_entropy_disagreement,52003,30000,0.0,0.009366480633616447,5.62518835067749e-07,7.762373570585623e-06,1
