method,rl_seed,environment_steps,sample_reward,policy_entropy,actor_loss,critic_loss,action_diversity
ippo_entropy_disagreement,52005,256,-0.17212681472301483,2.1918485164642334,-0.009260935708880424,0.0180398840457201,9
ippo_entropy_disagreement,52005,2816,-0.129917174577713,2.150707244873047,-0.014046071097254753,0.015958422794938087,9
ippo_entropy_disagreement,52005,5376,-0.09738177061080933,1.8266916275024414,-0.03683292493224144,0.010424617677927017,9
ippo_entropy_disagreement,52005,7936,-0.0442475825548172,1.0298866033554077,-0.041533902287483215,0.005409344099462032,9
ippo_entropy_disagreement,52005,10496,-0.004337753169238567,0.31128808856010437,-0.015326350927352905,0.0008442256366834044,5
ippo_entropy_disagreement,52005,13056,-0.004090030211955309,0.11731725186109543,-0.009749841876327991,0.0005523065337911248,6
ippo_entropy_disagreement,52005,15616,-0.001870988868176937,0.05405299365520477,-0.004847741685807705,0.0002801376685965806,3
ippo_entropy_disagreement,52005,18176,-0.00023963049170561135,0.03449017554521561,-0.0010481048375368118,3.285628918092698e-05,2
ippo_entropy_disagreement,52005,20736,0.0,0.022729169577360153,5.234032869338989e-07,1.6465804947074503e-05,1
ippo_entropy_disagreement,52005,23296,-0.00024450139608234167,0.019465450197458267,-0.002022520639002323,2.291859891556669e-05,2
ippo_entropy_disagreement,52005,25856,0.0,0.01650943234562874,7.078051567077637e-08,1.4636118066846393e-05,1
ippo_entropy_disagreement,52005,28416,-0.0011718750465661287,0.012363903224468231,-0.0019342154264450073,0.00017779757035896182,2
ippo_entropy_disagreement,52005,30000,0.0,0.010692987591028214,4.600733518600464e-07,1.0486892279004678e-05,1
