method,rl_seed,environment_steps,sample_reward,policy_entropy,actor_loss,critic_loss,action_diversity
ippo_kpi_only,52003,256,-0.1651991456747055,2.1913363933563232,-0.004337860271334648,0.028599917888641357,9
ippo_kpi_only,52003,2816,-0.14296439290046692,2.157625913619995,-0.012736760079860687,0.01504422351717949,9
ippo_kpi_only,52003,5376,-0.09973462671041489,1.787207007408142,-0.03802930936217308,0.013476382941007614,9
ippo_kpi_only,52003,7936,-0.022673992440104485,0.666407585144043,-0.03784295916557312,0.0035150740295648575,9
ippo_kpi_only,52003,10496,-0.003718797117471695,0.13941140472888947,-0.01698974519968033,0.00047289926442317665,4
ippo_kpi_only,52003,13056,-0.002908763475716114,0.050471026450395584,-0.009170019999146461,0.00042874523205682635,4
ippo_kpi_only,52003,15616,-0.0011718750465661287,0.021916333585977554,-0.004350834526121616,0.0002062230632873252,2
ippo_kpi_only,52003,18176,0.0,0.015924571081995964,-9.611248970031738e-07,1.4412479686143342e-05,1
ippo_kpi_only,52003,20736,0.0,0.017662474885582924,-3.3248215913772583e-06,1.5319492376875132e-05,1
ippo_kpi_only,52003,23296,0.0,0.015310097485780716,3.4831464290618896e-07,1.3686845704796724e-05,1
ippo_kpi_only,52003,25856,0.0,0.01439191959798336,3.7904828786849976e-07,1.2980742212675977e-05,1
ippo_kpi_only,52003,28416,0.00010799988376675174,0.014713612385094166,-1.055002212524414e-05,1.2046985830238555e-05,2
ippo_kpi_only,52003,30000,0.0,0.012265545316040516,2.7175992727279663e-06,1.0603912414808292e-05,1
