method,rl_seed,environment_steps,sample_reward,policy_entropy,actor_loss,critic_loss,action_diversity
ippo_entropy_disagreement,52002,256,-0.16219091415405273,2.18972110748291,-0.010797088034451008,0.01686713844537735,9
ippo_entropy_disagreement,52002,2816,-0.12979544699192047,2.1176037788391113,-0.01801152154803276,0.01423842553049326,9
ippo_entropy_disagreement,52002,5376,-0.05542420223355293,1.5856297016143799,-0.0358390286564827,0.006923493463546038,9
ippo_entropy_disagreement,52002,7936,-0.03362225741147995,0.7235018610954285,-0.04199638217687607,0.0035115538630634546,9
ippo_entropy_disagreement,52002,10496,-0.0023747598752379417,0.20311030745506287,-0.0077829789370298386,0.0006112805567681789,5
ippo_entropy_disagreement,52002,13056,-0.001713969511911273,0.06858345866203308,-0.007185581140220165,0.0002397782081970945,3
ippo_entropy_disagreement,52002,15616,0.0,0.031722214072942734,7.2605907917022705e-06,2.5293351427535526e-05,1
ippo_entropy_disagreement,52002,18176,0.0,0.019534854218363762,1.0253861546516418e-06,1.5229181371978484e-05,1
ippo_entropy_disagreement,52002,20736,-0.0010521668009459972,0.017329422757029533,-0.004811132792383432,0.00010826857760548592,3
ippo_entropy_disagreement,52002,23296,0.0,0.012375553138554096,1.1436641216278076e-06,1.3199943168729078e-05,1
ippo_entropy_disagreement,52002,25856,0.0,0.00878934282809496,3.390014171600342e-07,1.049134607455926e-05,1
ippo_entropy_disagreement,52002,28416,0.0,0.007743330672383308,-2.2817403078079224e-07,8.045373760978691e-06,1
ippo_entropy_disagreement,52002,30000,0.0,0.008028046227991581,-5.029141902923584e-08,9.901760677166749e-06,1
