method,rl_seed,environment_steps,sample_reward,policy_entropy,actor_loss,critic_loss,action_diversity
ippo_kpi_only,52002,256,-0.158500537276268,2.1898486614227295,-0.009227491915225983,0.019575513899326324,9
ippo_kpi_only,52002,2816,-0.12921011447906494,2.133974552154541,-0.01405884325504303,0.015417766757309437,9
ippo_kpi_only,52002,5376,-0.05485986918210983,1.6884939670562744,-0.02583245187997818,0.009952813386917114,9
ippo_kpi_only,52002,7936,-0.03396371379494667,0.8534775376319885,-0.03659253939986229,0.004422421101480722,9
ippo_kpi_only,52002,10496,-0.007412414997816086,0.23670974373817444,-0.020177900791168213,0.0011004063999280334,5
ippo_kpi_only,52002,13056,-0.001713969511911273,0.0739416629076004,-0.006302666384726763,0.00023755857546348125,3
ippo_kpi_only,52002,15616,-0.00026974707725457847,0.03432488813996315,-0.002136087045073509,4.996392453904264e-05,2
ippo_kpi_only,52002,18176,0.0,0.020305724814534187,3.6964192986488342e-06,3.192247822880745e-05,1
ippo_kpi_only,52002,20736,-0.0005661713657900691,0.01741243526339531,-0.0026154937222599983,5.440485256258398e-05,2
ippo_kpi_only,52002,23296,0.0,0.012256571091711521,6.310641765594482e-06,2.4450024284305982e-05,1
ippo_kpi_only,52002,25856,0.0,0.008526980876922607,1.914799213409424e-06,1.529706241854001e-05,1
ippo_kpi_only,52002,28416,0.0,0.007518790662288666,-5.606561899185181e-07,1.0232011845801026e-05,1
ippo_kpi_only,52002,30000,0.0,0.007755905389785767,-9.685754776000977e-08,1.3760845831711777e-05,1
