sender,recipient,messages
UTL-00-zone_operator,UTL-01-crew_dispatch,51
UTL-00-zone_operator,UTL-06-zone_operator,42
UTL-01-crew_dispatch,UTL-00-zone_operator,60
UTL-01-crew_dispatch,UTL-02-cyber_defense,61
UTL-01-crew_dispatch,UTL-07-crew_dispatch,62
UTL-02-cyber_defense,UTL-01-crew_dispatch,58
UTL-02-cyber_defense,UTL-03-communications,58
UTL-02-cyber_defense,UTL-08-cyber_defense,60
UTL-03-communications,UTL-02-cyber_defense,62
UTL-03-communications,UTL-04-resource_allocation,62
UTL-03-communications,UTL-09-communications,62
UTL-04-resource_allocation,UTL-03-communications,61
UTL-04-resource_allocation,UTL-05-critical_load,61
UTL-04-resource_allocation,UTL-10-resource_allocation,61
UTL-05-critical_load,UTL-04-resource_allocation,39
UTL-05-critical_load,UTL-11-critical_load,41
UTL-06-zone_operator,UTL-00-zone_operator,55
UTL-06-zone_operator,UTL-07-crew_dispatch,58
UTL-06-zone_operator,UTL-12-zone_operator,52
UTL-07-crew_dispatch,UTL-01-crew_dispatch,91
UTL-07-crew_dispatch,UTL-06-zone_operator,83
UTL-07-crew_dispatch,UTL-08-cyber_defense,84
UTL-07-crew_dispatch,UTL-13-crew_dispatch,80
UTL-08-cyber_defense,UTL-02-cyber_defense,75
UTL-08-cyber_defense,UTL-07-crew_dispatch,75
UTL-08-cyber_defense,UTL-09-communications,75
UTL-08-cyber_defense,UTL-14-cyber_defense,71
UTL-09-communications,UTL-03-communications,86
UTL-09-communications,UTL-08-cyber_defense,84
UTL-09-communications,UTL-10-resource_allocation,84
UTL-09-communications,UTL-15-communications,81
UTL-10-resource_allocation,UTL-04-resource_allocation,81
UTL-10-resource_allocation,UTL-09-communications,83
UTL-10-resource_allocation,UTL-11-critical_load,79
UTL-10-resource_allocation,UTL-16-resource_allocation,78
UTL-11-critical_load,UTL-05-critical_load,52
UTL-11-critical_load,UTL-10-resource_allocation,49
UTL-11-critical_load,UTL-17-critical_load,52
UTL-12-zone_operator,UTL-06-zone_operator,64
UTL-12-zone_operator,UTL-13-crew_dispatch,68
UTL-12-zone_operator,UTL-18-zone_operator,63
UTL-13-crew_dispatch,UTL-07-crew_dispatch,99
UTL-13-crew_dispatch,UTL-12-zone_operator,101
UTL-13-crew_dispatch,UTL-14-cyber_defense,98
UTL-13-crew_dispatch,UTL-19-crew_dispatch,96
UTL-14-cyber_defense,UTL-08-cyber_defense,87
UTL-14-cyber_defense,UTL-13-crew_dispatch,88
UTL-14-cyber_defense,UTL-15-communications,91
UTL-14-cyber_defense,UTL-20-cyber_defense,92
UTL-15-communications,UTL-09-communications,91
UTL-15-communications,UTL-14-cyber_defense,93
UTL-15-communications,UTL-16-resource_allocation,88
UTL-15-communications,UTL-21-communications,90
UTL-16-resource_allocation,UTL-10-resource_allocation,76
UTL-16-resource_allocation,UTL-15-communications,74
UTL-16-resource_allocation,UTL-17-critical_load,78
UTL-16-resource_allocation,UTL-22-resource_allocation,76
UTL-17-critical_load,UTL-11-critical_load,42
UTL-17-critical_load,UTL-16-resource_allocation,42
UTL-17-critical_load,UTL-23-critical_load,43
UTL-18-zone_operator,UTL-12-zone_operator,65
UTL-18-zone_operator,UTL-19-crew_dispatch,65
UTL-18-zone_operator,UTL-24-zone_operator,70
UTL-19-crew_dispatch,UTL-13-crew_dispatch,94
UTL-19-crew_dispatch,UTL-18-zone_operator,92
UTL-19-crew_dispatch,UTL-20-cyber_defense,92
UTL-19-crew_dispatch,UTL-25-crew_dispatch,93
UTL-20-cyber_defense,UTL-14-cyber_defense,88
UTL-20-cyber_defense,UTL-19-crew_dispatch,80
UTL-20-cyber_defense,UTL-21-communications,86
UTL-20-cyber_defense,UTL-26-cyber_defense,83
UTL-21-communications,UTL-15-communications,72
UTL-21-communications,UTL-20-cyber_defense,74
UTL-21-communications,UTL-22-resource_allocation,73
UTL-21-communications,UTL-27-communications,70
UTL-22-resource_allocation,UTL-16-resource_allocation,50
UTL-22-resource_allocation,UTL-21-communications,53
UTL-22-resource_allocation,UTL-23-critical_load,50
UTL-23-critical_load,UTL-17-critical_load,38
UTL-23-critical_load,UTL-22-resource_allocation,31
UTL-24-zone_operator,UTL-18-zone_operator,46
UTL-24-zone_operator,UTL-25-crew_dispatch,43
UTL-25-crew_dispatch,UTL-19-crew_dispatch,63
UTL-25-crew_dispatch,UTL-24-zone_operator,64
UTL-25-crew_dispatch,UTL-26-cyber_defense,66
UTL-26-cyber_defense,UTL-20-cyber_defense,58
UTL-26-cyber_defense,UTL-25-crew_dispatch,60
UTL-26-cyber_defense,UTL-27-communications,61
UTL-27-communications,UTL-21-communications,44
UTL-27-communications,UTL-26-cyber_defense,46
