evidence_stage,run_id,application,method,scenario,environment_seed,llm_seed,rl_seed,operator_seed,operator_profile,completion_status,primary_outcome,service_loss_auc,cumulative_unmet_weighted_need,operator_requests,operator_interventions,operator_minutes,trigger_activations,pre_disruption_false_activation,nominal_false_activation,timely_activation,missed_activation,material_actions_accepted,material_actions_reached_demand,first_pass_valid_rate,valid_after_one_repair_rate,conservation_error,total_communication_messages,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,manifest,episode_directory
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12501-o42501-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-correlated-p0.5-o0.5,12501,0,,42501,high_accuracy_bounded,complete,5468.435928452596,10.586517828380796,5468.435928452596,0,0,0.0,0,False,False,False,True,31,30,1.0,1.0,1.1368683772161605e-13,688,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12501-o42501-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12501-o42501-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12502-o42502-rnone,humanitarian,no_communication,human_v3_development-reliable-correlated-p0.5-o0.5,12502,0,,42502,high_accuracy_bounded,complete,11741.576008603246,22.98270858439917,11741.576008603246,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,2.273736754432321e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12502-o42502-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12502-o42502-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12502-o42502-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-correlated-p0.5-o0.5,12502,0,,42502,high_accuracy_bounded,complete,6155.5306813570905,10.681922634887622,6155.5306813570905,0,0,0.0,0,False,False,False,True,26,26,1.0,1.0,1.1368683772161605e-13,704,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12502-o42502-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12502-o42502-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12503-o42503-rnone,humanitarian,no_communication,human_v3_development-reliable-correlated-p0.5-o0.5,12503,0,,42503,high_accuracy_bounded,complete,12837.01376657085,23.108732971287544,12837.01376657085,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,-1.1368683772161605e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12503-o42503-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12503-o42503-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12503-o42503-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-correlated-p0.5-o0.5,12503,0,,42503,high_accuracy_bounded,complete,7551.278949754246,12.508995948227737,7551.278949754246,0,0,0.0,0,False,False,False,True,22,22,1.0,1.0,-1.1368683772161605e-13,673,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12503-o42503-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12503-o42503-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12504-o42504-rnone,humanitarian,no_communication,human_v3_development-reliable-correlated-p0.5-o0.5,12504,0,,42504,high_accuracy_bounded,complete,11565.322766621304,23.065164870041382,11565.322766621304,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,-1.1368683772161605e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12504-o42504-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12504-o42504-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12504-o42504-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-correlated-p0.5-o0.5,12504,0,,42504,high_accuracy_bounded,complete,6254.159647175355,11.497851412219973,6254.159647175355,0,0,0.0,0,False,False,False,True,28,28,1.0,1.0,0.0,698,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12504-o42504-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12504-o42504-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12505-o42505-rnone,humanitarian,no_communication,human_v3_development-reliable-correlated-p0.5-o0.5,12505,0,,42505,high_accuracy_bounded,complete,12695.6129855302,23.04542703612089,12695.6129855302,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,-1.1368683772161605e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12505-o42505-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-correlated-reliable-e12505-o42505-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12505-o42505-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-correlated-p0.5-o0.5,12505,0,,42505,high_accuracy_bounded,complete,6784.659732559874,11.163254568905574,6784.659732559874,0,0,0.0,0,False,False,False,True,27,27,1.0,1.0,0.0,710,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12505-o42505-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-correlated-reliable-e12505-o42505-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12501-o42501-rnone,humanitarian,no_communication,human_v3_development-reliable-compound-p0.5-o0.5,12501,0,,42501,high_accuracy_bounded,complete,12326.854014562676,22.928757309742167,12326.854014562676,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,0.0,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12501-o42501-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12501-o42501-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12501-o42501-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-compound-p0.5-o0.5,12501,0,,42501,high_accuracy_bounded,complete,7385.286075297514,12.010029751899127,7385.286075297514,0,0,0.0,0,False,False,False,True,27,26,1.0,1.0,1.1368683772161605e-13,676,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12501-o42501-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12501-o42501-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12502-o42502-rnone,humanitarian,no_communication,human_v3_development-reliable-compound-p0.5-o0.5,12502,0,,42502,high_accuracy_bounded,complete,13494.40963308061,23.008519106935317,13494.40963308061,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,1.1368683772161605e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12502-o42502-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12502-o42502-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12502-o42502-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-compound-p0.5-o0.5,12502,0,,42502,high_accuracy_bounded,complete,8215.217666126855,12.081133317749083,8215.217666126855,0,0,0.0,0,False,False,False,True,23,23,1.0,1.0,0.0,685,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12502-o42502-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12502-o42502-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12503-o42503-rnone,humanitarian,no_communication,human_v3_development-reliable-compound-p0.5-o0.5,12503,0,,42503,high_accuracy_bounded,complete,14718.308401025748,23.13191503475468,14718.308401025748,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,-1.1368683772161605e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12503-o42503-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12503-o42503-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12503-o42503-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-compound-p0.5-o0.5,12503,0,,42503,high_accuracy_bounded,complete,9609.575984209148,13.609225074625954,9609.575984209148,0,0,0.0,0,False,False,False,True,21,21,1.0,1.0,0.0,664,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12503-o42503-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12503-o42503-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12504-o42504-rnone,humanitarian,no_communication,human_v3_development-reliable-compound-p0.5-o0.5,12504,0,,42504,high_accuracy_bounded,complete,13258.858829753844,23.091135428700824,13258.858829753844,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,0.0,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12504-o42504-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12504-o42504-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12504-o42504-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-compound-p0.5-o0.5,12504,0,,42504,high_accuracy_bounded,complete,8163.273658825347,12.770712749360907,8163.273658825347,0,0,0.0,0,False,False,False,True,26,26,1.0,1.0,-1.1368683772161605e-13,703,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12504-o42504-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12504-o42504-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12505-o42505-rnone,humanitarian,no_communication,human_v3_development-reliable-compound-p0.5-o0.5,12505,0,,42505,high_accuracy_bounded,complete,14609.73768634663,23.06951651293353,14609.73768634663,0,0,0.0,0,False,False,False,True,0,0,1.0,1.0,-2.273736754432321e-13,0,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12505-o42505-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-no_communication-compound-reliable-e12505-o42505-rnone
development_gate_coordination_n10,development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12505-o42505-rnone,humanitarian,fixed_communication_no_human,human_v3_development-reliable-compound-p0.5-o0.5,12505,0,,42505,high_accuracy_bounded,complete,9179.744433376309,12.738974495835343,9179.744433376309,0,0,0.0,0,False,False,False,True,24,24,1.0,1.0,-1.1368683772161605e-13,669,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12505-o42505-rnone.json,results/human_operator_v3/raw/development_gate_coordination_n10/development_gate_coordination_n10-humanitarian-fixed_communication_no_human-compound-reliable-e12505-o42505-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11001-o41001-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,7.343786459438634,7.343786459438634,802.1464982012251,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11001-o41001-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,7.343786459438634,7.343786459438634,802.1464982012251,5,0,30.0,5,True,True,True,False,28,28,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11001-o41001-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,7.343786459438634,7.343786459438634,802.1464982012251,1,0,6.0,1,True,True,False,False,28,28,1.0,1.0,0.0,2604,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11002-o41002-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,10.064818315450934,10.064818315450934,1543.5378840982116,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,-4.547473508864641e-13,75,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11002-o41002-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,10.064818315450934,10.064818315450934,1543.5378840982116,2,0,12.0,2,True,True,False,False,27,27,1.0,1.0,-4.547473508864641e-13,75,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11002-o41002-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,10.064818315450934,10.064818315450934,1543.5378840982116,1,0,6.0,1,True,True,False,False,27,27,1.0,1.0,-4.547473508864641e-13,2601,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11003-o41003-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11003,0,,41003,high_accuracy_bounded,complete,11.716059187056382,11.716059187056382,2020.216898842276,0,0,0.0,0,False,False,False,False,26,26,1.0,1.0,-2.273736754432321e-13,74,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11003-o41003-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11003-o41003-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11003-o41003-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11003,0,,41003,high_accuracy_bounded,complete,11.716059187056382,11.716059187056382,2020.216898842276,2,0,12.0,2,True,True,False,False,26,26,1.0,1.0,-2.273736754432321e-13,74,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11003-o41003-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11003-o41003-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11003-o41003-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11003,0,,41003,high_accuracy_bounded,complete,11.716059187056382,11.716059187056382,2020.216898842276,1,0,6.0,1,True,True,False,False,26,26,1.0,1.0,-2.273736754432321e-13,2616,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11003-o41003-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11003-o41003-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11004-o41004-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11004,0,,41004,high_accuracy_bounded,complete,5.570778257745201,5.570778257745201,492.4524902149674,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11004-o41004-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11004-o41004-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11004-o41004-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11004,0,,41004,high_accuracy_bounded,complete,5.570778257745201,5.570778257745201,492.4524902149674,6,0,36.0,6,True,True,True,False,27,27,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11004-o41004-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11004-o41004-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11004-o41004-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11004,0,,41004,high_accuracy_bounded,complete,5.570778257745201,5.570778257745201,492.4524902149674,1,0,6.0,1,True,True,False,False,27,27,1.0,1.0,0.0,2590,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11004-o41004-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11004-o41004-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11005-o41005-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11005,0,,41005,high_accuracy_bounded,complete,7.0682400693499,7.0682400693499,799.5455041838046,0,0,0.0,0,False,False,False,False,26,26,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11005-o41005-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11005-o41005-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11005-o41005-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11005,0,,41005,high_accuracy_bounded,complete,7.0682400693499,7.0682400693499,799.5455041838046,5,0,30.0,5,True,True,True,False,26,26,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11005-o41005-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11005-o41005-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11005-o41005-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11005,0,,41005,high_accuracy_bounded,complete,7.0682400693499,7.0682400693499,799.5455041838046,1,0,6.0,1,True,True,False,False,26,26,1.0,1.0,0.0,2602,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11005-o41005-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11005-o41005-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-moderate-reliable-e11001-o41001-rnone,commercial,autonomous_no_human,human_v3_development-reliable-moderate-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,11.264518971664453,11.264518971664453,1700.138498201225,0,0,0.0,0,False,False,False,True,18,18,1.0,1.0,0.0,77,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-moderate-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-moderate-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-moderate-reliable-e11001-o41001-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-moderate-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,10.772584677551572,10.772584677551572,1566.9018091783305,6,2,36.0,6,True,False,True,False,22,22,1.0,1.0,0.0,77,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-moderate-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-moderate-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-moderate-reliable-e11001-o41001-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,11.264518971664453,11.264518971664453,1700.138498201225,1,0,6.0,1,True,False,False,True,18,18,1.0,1.0,0.0,2609,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-moderate-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-moderate-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-autonomous_no_human-moderate-reliable-e11002-o41002-rnone,commercial,autonomous_no_human,human_v3_development-reliable-moderate-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,12.30787808251956,12.30787808251956,2177.521884098212,0,0,0.0,0,False,False,False,True,19,19,1.0,1.0,-4.547473508864641e-13,79,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-moderate-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-moderate-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-moderate-reliable-e11002-o41002-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-moderate-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,11.974392834346396,11.974392834346396,2068.5618840982115,3,1,18.0,3,True,False,True,False,23,23,1.0,1.0,-4.547473508864641e-13,78,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-moderate-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-moderate-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10,development_gate_preliminary_v3_n10-commercial-thermohitl_rule-moderate-reliable-e11002-o41002-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,12.30787808251956,12.30787808251956,2177.521884098212,1,0,6.0,1,True,False,False,True,19,19,1.0,1.0,-4.547473508864641e-13,2605,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-moderate-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-moderate-reliable-e11002-o41002-rnone
