run_id,candidate_name,application,environment_seed,disruption_step,pre_disruption_noninitial_evaluations,pre_disruption_noninitial_transmissions,pre_disruption_noninitial_transmission_rate
v8-development_final-humanitarian-small-medium-medium-medium-small_world-private_fragmented-8810002-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,humanitarian,8810002,5,0,0,0.0
v8-development_final-humanitarian-small-medium-medium-medium-small_world-private_fragmented-8810002-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,humanitarian,8810002,5,0,0,0.0
v8-development_final-humanitarian-small-medium-medium-medium-small_world-private_fragmented-8810002-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,humanitarian,8810002,5,0,0,0.0
v8-development_final-humanitarian-small-medium-medium-medium-small_world-private_fragmented-8810002-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,humanitarian,8810002,5,24,0,0.0
v8-development_final-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811019,16,52,52,1.0
v8-development_final-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811019,16,52,0,0.0
v8-development_final-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811019,16,52,0,0.0
v8-development_final-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811019,16,52,16,0.3076923076923077
v8-development_final-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811019,16,52,17,0.3269230769230769
v8-development_final-utility_restoration-large-high-high-high-grid-private_fragmented-8811019-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811019,16,208,0,0.0
v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811024,16,52,52,1.0
v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811024,16,52,0,0.0
v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811024,16,52,0,0.0
v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811024,16,52,18,0.34615384615384615
v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811024,16,52,22,0.4230769230769231
v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811024,16,208,0,0.0
v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811020,16,52,52,1.0
v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811020,16,52,0,0.0
v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811020,16,52,0,0.0
v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811020,16,52,14,0.2692307692307692
v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811020,16,52,16,0.3076923076923077
v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811020,16,208,0,0.0
v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811017,16,52,52,1.0
v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811017,16,52,0,0.0
v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811017,16,52,0,0.0
v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811017,16,52,2,0.038461538461538464
v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811017,16,52,4,0.07692307692307693
v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811017,16,208,0,0.0
v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811022,16,52,52,1.0
v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811022,16,52,0,0.0
v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811022,16,52,0,0.0
v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811022,16,52,8,0.15384615384615385
v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811022,16,52,11,0.21153846153846154
v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811022,16,208,0,0.0
v8-development_final-utility_restoration-large-medium-high-medium-grid-private_fragmented-8811021-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811021,16,52,52,1.0
v8-development_final-utility_restoration-large-medium-high-medium-grid-private_fragmented-8811021-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811021,16,52,0,0.0
v8-development_final-utility_restoration-large-medium-high-medium-grid-private_fragmented-8811021-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811021,16,52,0,0.0
v8-development_final-utility_restoration-large-medium-high-medium-grid-private_fragmented-8811021-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811021,16,52,21,0.40384615384615385
v8-development_final-utility_restoration-large-medium-high-medium-grid-private_fragmented-8811021-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811021,16,52,26,0.5
v8-development_final-utility_restoration-large-medium-high-medium-grid-private_fragmented-8811021-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811021,16,208,0,0.0
v8-development_final-utility_restoration-large-medium-low-high-grid-private_fragmented-8811023-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811023,16,52,52,1.0
v8-development_final-utility_restoration-large-medium-low-high-grid-private_fragmented-8811023-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811023,16,52,0,0.0
v8-development_final-utility_restoration-large-medium-low-high-grid-private_fragmented-8811023-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811023,16,52,0,0.0
v8-development_final-utility_restoration-large-medium-low-high-grid-private_fragmented-8811023-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811023,16,52,4,0.07692307692307693
v8-development_final-utility_restoration-large-medium-low-high-grid-private_fragmented-8811023-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811023,16,52,7,0.1346153846153846
v8-development_final-utility_restoration-large-medium-low-high-grid-private_fragmented-8811023-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811023,16,208,0,0.0
v8-development_final-utility_restoration-large-medium-medium-medium-scale_free-private_fragmented-8811018-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811018,16,52,52,1.0
v8-development_final-utility_restoration-large-medium-medium-medium-scale_free-private_fragmented-8811018-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811018,16,52,0,0.0
v8-development_final-utility_restoration-large-medium-medium-medium-scale_free-private_fragmented-8811018-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811018,16,52,0,0.0
v8-development_final-utility_restoration-large-medium-medium-medium-scale_free-private_fragmented-8811018-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811018,16,52,14,0.2692307692307692
v8-development_final-utility_restoration-large-medium-medium-medium-scale_free-private_fragmented-8811018-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811018,16,52,20,0.38461538461538464
v8-development_final-utility_restoration-large-medium-medium-medium-scale_free-private_fragmented-8811018-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811018,16,208,0,0.0
v8-development_final-utility_restoration-medium-high-high-high-scale_free-private_fragmented-8811011-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811011,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-high-scale_free-private_fragmented-8811011-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811011,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-high-scale_free-private_fragmented-8811011-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811011,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-high-scale_free-private_fragmented-8811011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811011,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-high-scale_free-private_fragmented-8811011-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811011,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-high-scale_free-private_fragmented-8811011-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811011,10,84,0,0.0
v8-development_final-utility_restoration-medium-high-high-medium-grid-private_fragmented-8811016-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811016,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-medium-grid-private_fragmented-8811016-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811016,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-medium-grid-private_fragmented-8811016-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811016,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-medium-grid-private_fragmented-8811016-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811016,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-medium-grid-private_fragmented-8811016-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811016,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-high-medium-grid-private_fragmented-8811016-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811016,10,84,0,0.0
v8-development_final-utility_restoration-medium-high-medium-low-grid-private_fragmented-8811012-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811012,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-medium-low-grid-private_fragmented-8811012-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811012,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-medium-low-grid-private_fragmented-8811012-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811012,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-medium-low-grid-private_fragmented-8811012-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811012,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-medium-low-grid-private_fragmented-8811012-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811012,10,0,0,0.0
v8-development_final-utility_restoration-medium-high-medium-low-grid-private_fragmented-8811012-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811012,10,84,0,0.0
v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811009,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811009,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811009,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811009,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811009,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-low-low-scale_free-private_fragmented-8811009-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811009,10,84,0,0.0
v8-development_final-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811014,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811014,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811014,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811014,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811014,10,0,0,0.0
v8-development_final-utility_restoration-medium-low-medium-high-grid-private_fragmented-8811014-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811014,10,84,0,0.0
v8-development_final-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811013,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811013,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811013,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811013,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811013,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-8811013-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811013,10,84,0,0.0
v8-development_final-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811015,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811015,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811015,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811015,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811015,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-low-high-scale_free-private_fragmented-8811015-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811015,10,84,0,0.0
v8-development_final-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811010,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811010,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811010,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811010,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811010,10,0,0,0.0
v8-development_final-utility_restoration-medium-medium-medium-medium-grid-private_fragmented-8811010-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811010,10,84,0,0.0
v8-development_final-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811003,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811003,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811003,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811003,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811003,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-high-grid-private_fragmented-8811003-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811003,5,24,0,0.0
v8-development_final-utility_restoration-small-high-high-medium-scale_free-private_fragmented-8811008-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811008,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-medium-scale_free-private_fragmented-8811008-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811008,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-medium-scale_free-private_fragmented-8811008-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811008,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-medium-scale_free-private_fragmented-8811008-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811008,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-medium-scale_free-private_fragmented-8811008-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811008,5,0,0,0.0
v8-development_final-utility_restoration-small-high-high-medium-scale_free-private_fragmented-8811008-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811008,5,24,0,0.0
v8-development_final-utility_restoration-small-high-medium-low-scale_free-private_fragmented-8811004-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811004,5,0,0,0.0
v8-development_final-utility_restoration-small-high-medium-low-scale_free-private_fragmented-8811004-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811004,5,0,0,0.0
v8-development_final-utility_restoration-small-high-medium-low-scale_free-private_fragmented-8811004-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811004,5,0,0,0.0
v8-development_final-utility_restoration-small-high-medium-low-scale_free-private_fragmented-8811004-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811004,5,0,0,0.0
v8-development_final-utility_restoration-small-high-medium-low-scale_free-private_fragmented-8811004-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811004,5,0,0,0.0
v8-development_final-utility_restoration-small-high-medium-low-scale_free-private_fragmented-8811004-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811004,5,24,0,0.0
v8-development_final-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811001,5,0,0,0.0
v8-development_final-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811001,5,0,0,0.0
v8-development_final-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811001,5,0,0,0.0
v8-development_final-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811001,5,0,0,0.0
v8-development_final-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811001,5,0,0,0.0
v8-development_final-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811001,5,24,0,0.0
v8-development_final-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811006,5,0,0,0.0
v8-development_final-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811006,5,0,0,0.0
v8-development_final-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811006,5,0,0,0.0
v8-development_final-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811006,5,0,0,0.0
v8-development_final-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811006,5,0,0,0.0
v8-development_final-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811006,5,24,0,0.0
v8-development_final-utility_restoration-small-medium-high-medium-grid-private_fragmented-8811005-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811005,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-high-medium-grid-private_fragmented-8811005-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811005,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-high-medium-grid-private_fragmented-8811005-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811005,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-high-medium-grid-private_fragmented-8811005-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811005,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-high-medium-grid-private_fragmented-8811005-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_010_u8,utility_restoration,8811005,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-high-medium-grid-private_fragmented-8811005-none-806ed450405e-uint8_simplex-frozen_local_rule,none_u8,utility_restoration,8811005,5,24,0,0.0
v8-development_final-utility_restoration-small-medium-low-high-grid-private_fragmented-8811007-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on_u8,utility_restoration,8811007,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-low-high-grid-private_fragmented-8811007-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_013_u8,utility_restoration,8811007,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-low-high-grid-private_fragmented-8811007-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_0125_u8,utility_restoration,8811007,5,0,0,0.0
v8-development_final-utility_restoration-small-medium-low-high-grid-private_fragmented-8811007-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_012_u8,utility_restoration,8811007,5,0,0,0.0
