accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,event_ledger_scope,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,policy_delegation_abstain,policy_delegation_defer,policy_delegation_diversity,policy_delegation_escalate_operator,policy_delegation_execute_autonomously,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc,candidate_name,configuration_digest,method,panel_id,sketch_on_wire_bytes_always,fully_counted_bytes_always,transmitted_sketch_messages_always,fully_counted_messages_always,normalized_time_integrated_estimation_error_always,primary_distributed_state_error_always,primary_distributed_state_error_p95_always,pointwise_estimation_mae_p95_always,disagreement_time_integrated_error_always,mean_detection_delay_steps_always,service_loss_always,autonomous_harmful_actions_always,normalized_autonomous_reward_always,sketch_byte_reduction,fully_counted_byte_reduction,message_reduction,log_sketch_message_ratio,log_wire_byte_ratio,estimation_error_increase,primary_estimation_error_increase,primary_p95_increase,pointwise_p95_increase,disagreement_error_increase,detection_delay_increase,service_loss_increase,harmful_action_increase,reward_degradation
234,frozen_local_rule,336,52,0.4143879597907351,humanitarian,274757,85,145,0,17089,85,0.0,2026-08-17T05:32:57.360222+00:00,large,52.0,True,high,78834.94936426789,795,20,225855,987054,168.59998102684534,145,145,1.0,0.055090512158746,123,48902,uint8_simplex,8810019,pooled_current_private_evidence_pre_exchange,519081,dynamic_delta,131,0.8397435897435898,239795,high,8702998,249830,145,100,1039,private_fragmented,3,7.673861546209082e-13,15.0,90.0,0.2068965517241379,15.288461538461538,0.0002204898968657,327.4684762143813,high,0,-30.641283743986023,0.0682232240160407,244104,1039,30,289,0,234,0.176198924141581,0.1107620765024046,0.1257744985249212,21,394,4,289,336,0.0616568680873934,0.1146098152065123,True,646,6692016,6.363903499645659,0,v8-development_final-humanitarian-large-high-high-high-random_geometric-private_fragmented-8810019-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,164402.63998156894,94,0,5970984,995164,0,8458894,1492746,development_final,850,0,2026-08-17T05:31:41.024146+00:00,4666e1e5d937e2e52a06b742589c4176ee023a00da41113b9bbe1d31a89a7098,16.0,random_geometric,244104,1039,248791,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4071.28271199398,nan,nan,nan,nan,nan,nan,nan,nan,always_on_u8,f06f6808d09b,always_on,humanitarian:8810019,8458894,8702998,248791,249830,0.0682232240160407,0.0616568680873934,0.1146098152065123,0.1257744985249212,0.055090512158746,0.2068965517241379,164402.63998156894,145,-30.641283743986023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
232,frozen_local_rule,335,52,0.4137018932495975,humanitarian,152512,88,140,0,9549,88,0.0,2026-08-17T05:33:04.193675+00:00,large,52.0,True,high,80378.23545439796,795,20,126543,546176,167.95669484590366,144,145,0.993103448275862,0.0547783440923503,123,25969,uint8_simplex,8810019,pooled_current_private_evidence_pre_exchange,297520,dynamic_delta,131,0.8397435897435898,134346,high,4981988,140391,140,100,1039,private_fragmented,3,6.821210263296962e-13,15.0,90.0,0.2758620689655172,21.865384615384617,0.0002160125638558,339.81736325817053,high,0,-30.82892952105613,0.072900810459696,244020,1039,30,287,0,232,0.176198924141581,0.1159417661370172,0.1313350977516752,21,397,4,287,335,0.0638395772760232,0.1172930340903635,True,643,3756286,5.467446671622447,0,v8-development_final-humanitarian-large-high-high-high-random_geometric-private_fragmented-8810019-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,165585.21049140973,94,0,3344448,557408,0,4737968,836112,development_final,850,0,2026-08-17T05:32:18.799945+00:00,4666e1e5d937e2e52a06b742589c4176ee023a00da41113b9bbe1d31a89a7098,16.0,random_geometric,244020,1039,139352,0.55,572,347f2bd91f38,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",4082.905984499198,nan,nan,nan,nan,nan,nan,nan,nan,generalized_013_u8,347f2bd91f38,generalized_information,humanitarian:8810019,8458894,8702998,248791,249830,0.0682232240160407,0.0616568680873934,0.1146098152065123,0.1257744985249212,0.055090512158746,0.2068965517241379,164402.63998156894,145,-30.641283743986023,0.4398832755204167,0.42755496439273,0.4398832755204167,-0.5796069237857085,-0.5796099875599774,0.004677586443655304,0.0021827091886297972,0.0026832188838512017,0.005560599226754004,-0.00031216806639569605,0.06896551724137928,1182.5705098407925,-5,0.18764577707010588
232,frozen_local_rule,335,52,0.4137018932495975,humanitarian,152512,88,140,0,9549,88,0.0,2026-08-17T05:32:35.869287+00:00,large,52.0,True,high,80378.23545439796,795,20,126543,546176,167.95669484590366,144,145,0.993103448275862,0.0547783440923503,123,25969,uint8_simplex,8810019,pooled_current_private_evidence_pre_exchange,297520,dynamic_delta,131,0.8397435897435898,134346,high,4981988,140391,140,100,1039,private_fragmented,3,6.821210263296962e-13,15.0,90.0,0.2758620689655172,21.865384615384617,0.0002160125638558,339.81736325817053,high,0,-30.82892952105613,0.072900810459696,244020,1039,30,287,0,232,0.176198924141581,0.1159417661370172,0.1313350977516752,21,397,4,287,335,0.0638395772760232,0.1172930340903635,True,643,3756286,5.467446671622447,0,v8-development_final-humanitarian-large-high-high-high-random_geometric-private_fragmented-8810019-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,165585.21049140973,94,0,3344448,557408,0,4737968,836112,development_final,850,0,2026-08-17T05:31:50.974918+00:00,4666e1e5d937e2e52a06b742589c4176ee023a00da41113b9bbe1d31a89a7098,16.0,random_geometric,244020,1039,139352,0.55,572,e25eb5b9df1b,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",4082.905984499198,nan,nan,nan,nan,nan,nan,nan,nan,generalized_0125_u8,e25eb5b9df1b,generalized_information,humanitarian:8810019,8458894,8702998,248791,249830,0.0682232240160407,0.0616568680873934,0.1146098152065123,0.1257744985249212,0.055090512158746,0.2068965517241379,164402.63998156894,145,-30.641283743986023,0.4398832755204167,0.42755496439273,0.4398832755204167,-0.5796069237857085,-0.5796099875599774,0.004677586443655304,0.0021827091886297972,0.0026832188838512017,0.005560599226754004,-0.00031216806639569605,0.06896551724137928,1182.5705098407925,-5,0.18764577707010588
236,frozen_local_rule,336,52,0.4144974492000664,humanitarian,208294,91,141,0,12863,91,0.0,2026-08-17T05:33:19.133929+00:00,large,52.0,True,high,78820.36663960274,795,20,171132,746742,175.93809049044768,145,145,1.0,0.055170961073416,123,37162,uint8_simplex,8810019,pooled_current_private_evidence_pre_exchange,397899,dynamic_delta,131,0.8397435897435898,181762,high,6655059,189597,141,100,1039,private_fragmented,3,7.673861546209082e-13,15.0,90.0,0.2068965517241379,20.307692307692307,0.0002207632735829,334.29725142861474,high,0,-30.60712140975777,0.0693485237230182,244087,1039,30,289,0,236,0.176198924141581,0.1109648922314849,0.1257744985249212,22,393,4,289,336,0.0622597423982171,0.114151884590245,True,647,5071746,6.363903499645659,0,v8-development_final-humanitarian-large-high-high-high-random_geometric-private_fragmented-8810019-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,164330.67926951658,100,0,4525392,754232,0,6410972,1131348,development_final,850,0,2026-08-17T05:32:21.065649+00:00,4666e1e5d937e2e52a06b742589c4176ee023a00da41113b9bbe1d31a89a7098,16.0,random_geometric,244087,1039,188558,0.7576923076923077,788,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 681, 'maximum_silence': 203}",4064.30635048618,nan,nan,nan,nan,nan,nan,nan,nan,kpi_012_u8,314c8c128df2,kpi_change,humanitarian:8810019,8458894,8702998,248791,249830,0.0682232240160407,0.0616568680873934,0.1146098152065123,0.1257744985249212,0.055090512158746,0.2068965517241379,164402.63998156894,145,-30.641283743986023,0.24210280918521976,0.23531419862442804,0.24210280918521976,-0.2772062507451319,-0.27720749694529717,0.0011252997069775006,0.0006028743108236964,-0.00045793061626729636,0.0,8.044891467000326e-05,0.0,-71.96071205235785,-4,-0.03416233422825243
234,frozen_local_rule,334,52,0.4149985812934447,humanitarian,214460,88,140,0,13219,88,0.0,2026-08-17T05:34:26.710192+00:00,large,52.0,True,high,78833.58259247223,795,20,176109,769454,173.4664781989959,145,145,1.0,0.0555524448939152,123,38351,uint8_simplex,8810019,pooled_current_private_evidence_pre_exchange,409036,dynamic_delta,131,0.8397435897435898,187012,high,6840990,195066,140,100,1039,private_fragmented,3,9.094947017729282e-13,15.0,90.0,0.2068965517241379,20.177884615384617,0.0002221315272801,332.9630564506396,high,0,-30.60838959750449,0.0692190934133476,244072,1039,30,290,0,234,0.176198924141581,0.1100593859260735,0.1257744985249212,22,394,4,290,334,0.0623857691536314,0.114151884590245,True,646,5218252,5.5,0,v8-development_final-humanitarian-large-high-high-high-random_geometric-private_fragmented-8810019-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,164347.48187571595,96,0,4656648,776108,0,6596918,1164162,development_final,850,0,2026-08-17T05:33:25.041155+00:00,4666e1e5d937e2e52a06b742589c4176ee023a00da41113b9bbe1d31a89a7098,16.0,random_geometric,244072,1039,194027,0.7817307692307692,813,99bcd7363413,1040,"{'initial_reference': 156, 'kpi_change': 700, 'maximum_silence': 184}",4065.892591133445,nan,nan,nan,nan,nan,nan,nan,nan,kpi_010_u8,99bcd7363413,kpi_change,humanitarian:8810019,8458894,8702998,248791,249830,0.0682232240160407,0.0616568680873934,0.1146098152065123,0.1257744985249212,0.055090512158746,0.2068965517241379,164402.63998156894,145,-30.641283743986023,0.22012050275130535,0.21395018130533872,0.22012050275130535,-0.24861472746154858,-0.24861582857305148,0.000995869397306906,0.0007289010662379983,-0.00045793061626729636,0.0,0.0004619327351692015,0.0,-55.15810585298459,-5,-0.03289414648153155
239,frozen_local_rule,341,52,0.414258134209267,humanitarian,0,92,144,0,0,92,0.0,2026-08-17T05:31:49.264687+00:00,large,52.0,True,high,80446.3186860089,796,20,0,0,185.9532667774793,145,145,1.0,0.111209337356989,123,0,uint8_simplex,8810019,pooled_current_private_evidence_pre_exchange,18484,dynamic_delta,131,0.8397435897435898,0,high,244383,1040,144,100,1040,private_fragmented,3,9.094947017729282e-13,15.0,0.0,0.1034482758620689,0.0,0.0,342.40223215783993,high,0,-30.813298175695987,0.0798049016001565,244383,1040,30,288,0,239,0.1884133021645498,0.1192797000956705,0.1354896901421131,21,390,4,288,341,0.0955071194785728,0.1494392859582043,True,650,0,2.5,0,v8-development_final-humanitarian-large-high-high-high-random_geometric-private_fragmented-8810019-none-806ed450405e-uint8_simplex-frozen_local_rule,none,165450.53352599675,103,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:31:42.035156+00:00,4666e1e5d937e2e52a06b742589c4176ee023a00da41113b9bbe1d31a89a7098,16.0,random_geometric,244383,1040,0,0.0,0,806ed450405e,1040,{'disabled': 1040},4075.380347166989,nan,nan,nan,nan,nan,nan,nan,nan,none_u8,806ed450405e,none,humanitarian:8810019,8458894,8702998,248791,249830,0.0682232240160407,0.0616568680873934,0.1146098152065123,0.1257744985249212,0.055090512158746,0.2068965517241379,164402.63998156894,145,-30.641283743986023,1.0,0.9719196764149549,1.0,-12.424372484989364,-15.95072910839436,0.01158167758411581,0.03385025139117939,0.034829470751692,0.009715191617191893,0.056118825198243,-0.103448275862069,1047.8935444278177,-1,0.17201443170996455
260,frozen_local_rule,393,52,0.4165746215459902,humanitarian,120921,105,152,0,5717,105,0.0,2026-08-17T05:43:03.131762+00:00,large,52.0,True,high,78610.86910260937,341,20,102854,1347624,161.95213125860977,151,151,1.0,0.0508638051258843,126,18067,uint8_simplex,8810024,pooled_current_private_evidence_pre_exchange,242305,dynamic_delta,135,0.8653846153846154,108093,high,4116005,114905,152,100,1040,private_fragmented,3,2.273736754432321e-13,0.0,90.0,0.0,20.221153846153847,0.0003100648128316,380.6981834828284,medium,0,-29.52583223229408,0.0672738375589056,244595,1040,30,229,0,260,0.1727560389012745,0.1052924850773131,0.1170828936020702,38,380,4,229,393,0.059068821342395,0.110264666242138,True,660,2149412,4.818989042648071,0,v8-development_final-humanitarian-large-high-high-medium-small_world-private_fragmented-8810024-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,158571.55548098445,107,0,2732760,455460,0,3871410,683190,development_final,867,0,2026-08-17T05:42:26.459994+00:00,1f5244d7b92b90da9984c496bc473d90a9aedaa43ace1a9443a4e1c8a9075a55,11.0,small_world,244595,1040,113865,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3778.6279286851473,nan,nan,nan,nan,nan,nan,nan,nan,always_on_u8,f06f6808d09b,always_on,humanitarian:8810024,3871410,4116005,113865,114905,0.0672738375589056,0.059068821342395,0.110264666242138,0.1170828936020702,0.0508638051258843,0.0,158571.55548098445,152,-29.52583223229408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
257,frozen_local_rule,394,52,0.4156878217877831,humanitarian,67298,103,151,0,3211,103,0.0,2026-08-17T05:43:42.263334+00:00,large,52.0,True,high,78581.59332945975,341,20,57695,746232,160.8073297044485,151,151,1.0,0.0519023293241422,126,9603,uint8_simplex,8810024,pooled_current_private_evidence_pre_exchange,143517,dynamic_delta,135,0.8653846153846154,60650,high,2415378,64888,151,100,1040,private_fragmented,3,6.838973831690964e-14,0.0,90.0,0.0,27.76442307692308,0.0003046630597725,415.7226573810112,medium,0,-29.515083965521573,0.069664723079087,244546,1040,30,227,0,257,0.1727560389012745,0.1063303046188281,0.1190530610634097,36,383,4,227,394,0.0607835262016146,0.1095444993108843,True,657,1215398,5.313105199319743,0,v8-development_final-humanitarian-large-high-high-medium-small_world-private_fragmented-8810024-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,158965.13159122298,105,0,1532352,255392,0,2170832,383088,development_final,867,0,2026-08-17T05:43:18.303083+00:00,1f5244d7b92b90da9984c496bc473d90a9aedaa43ace1a9443a4e1c8a9075a55,11.0,small_world,244546,1040,63848,0.55,572,347f2bd91f38,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",3795.436271482946,nan,nan,nan,nan,nan,nan,nan,nan,generalized_013_u8,347f2bd91f38,generalized_information,humanitarian:8810024,3871410,4116005,113865,114905,0.0672738375589056,0.059068821342395,0.110264666242138,0.1170828936020702,0.0508638051258843,0.0,158571.55548098445,152,-29.52583223229408,0.43926579721600145,0.4131741822471061,0.43926579721600145,-0.5785013977794525,-0.5785080752141543,0.0023908855201813933,0.0017147048592195957,-0.0007201669312537073,0.0019701674613394893,0.0010385241982579022,0.0,393.5761102385295,-1,-0.010748266772505843
257,frozen_local_rule,394,52,0.4156878217877831,humanitarian,67298,103,151,0,3211,103,0.0,2026-08-17T05:43:39.560393+00:00,large,52.0,True,high,78581.59332945975,341,20,57695,746232,160.8073297044485,151,151,1.0,0.0519023293241422,126,9603,uint8_simplex,8810024,pooled_current_private_evidence_pre_exchange,143517,dynamic_delta,135,0.8653846153846154,60650,high,2415378,64888,151,100,1040,private_fragmented,3,6.838973831690964e-14,0.0,90.0,0.0,27.76442307692308,0.0003046630597725,415.7226573810112,medium,0,-29.515083965521573,0.069664723079087,244546,1040,30,227,0,257,0.1727560389012745,0.1063303046188281,0.1190530610634097,36,383,4,227,394,0.0607835262016146,0.1095444993108843,True,657,1215398,5.313105199319743,0,v8-development_final-humanitarian-large-high-high-medium-small_world-private_fragmented-8810024-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,158965.13159122298,105,0,1532352,255392,0,2170832,383088,development_final,867,0,2026-08-17T05:43:15.247570+00:00,1f5244d7b92b90da9984c496bc473d90a9aedaa43ace1a9443a4e1c8a9075a55,11.0,small_world,244546,1040,63848,0.55,572,e25eb5b9df1b,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",3795.436271482946,nan,nan,nan,nan,nan,nan,nan,nan,generalized_0125_u8,e25eb5b9df1b,generalized_information,humanitarian:8810024,3871410,4116005,113865,114905,0.0672738375589056,0.059068821342395,0.110264666242138,0.1170828936020702,0.0508638051258843,0.0,158571.55548098445,152,-29.52583223229408,0.43926579721600145,0.4131741822471061,0.43926579721600145,-0.5785013977794525,-0.5785080752141543,0.0023908855201813933,0.0017147048592195957,-0.0007201669312537073,0.0019701674613394893,0.0010385241982579022,0.0,393.5761102385295,-1,-0.010748266772505843
259,frozen_local_rule,393,52,0.4164670132886998,humanitarian,92230,105,151,0,4371,105,0.0,2026-08-17T05:44:14.798617+00:00,large,52.0,True,high,79608.73449114583,341,20,78559,1029656,163.45817650969514,151,151,1.0,0.0513549414929976,126,13671,uint8_simplex,8810024,pooled_current_private_evidence_pre_exchange,189317,dynamic_delta,135,0.8653846153846154,82640,high,3203986,88082,151,100,1040,private_fragmented,3,2.131628207280301e-14,0.0,90.0,0.0,25.6875,0.0003076507389976,389.4149175739781,medium,0,-29.57971358607999,0.0674583674081066,244558,1040,30,227,0,259,0.1727560389012745,0.1043143178387976,0.1177814328979959,37,383,4,227,393,0.0594066544505521,0.1081951496630682,True,657,1641350,5.82486836830102,0,v8-development_final-humanitarian-large-high-high-medium-small_world-private_fragmented-8810024-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,158967.07444248794,108,0,2089008,348168,0,2959428,522252,development_final,867,0,2026-08-17T05:43:43.988128+00:00,1f5244d7b92b90da9984c496bc473d90a9aedaa43ace1a9443a4e1c8a9075a55,11.0,small_world,244558,1040,87042,0.7634615384615384,794,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 684, 'maximum_silence': 200}",3807.295042710423,nan,nan,nan,nan,nan,nan,nan,nan,kpi_012_u8,314c8c128df2,kpi_change,humanitarian:8810024,3871410,4116005,113865,114905,0.0672738375589056,0.059068821342395,0.110264666242138,0.1170828936020702,0.0508638051258843,0.0,158571.55548098445,152,-29.52583223229408,0.23556843630615198,0.22157869098798466,0.23556843630615198,-0.26862006900280205,-0.2686226957527316,0.00018452984920099003,0.00033783310815709705,-0.0020695165790697995,0.0006985392959256986,0.0004911363671133012,0.0,395.5189615034906,-1,0.0538813537859113
259,frozen_local_rule,393,52,0.4164670132886998,humanitarian,95017,105,151,0,4507,105,0.0,2026-08-17T05:44:34.186237+00:00,large,52.0,True,high,79608.73449114583,341,20,80863,1059814,163.45817650969514,151,151,1.0,0.0515694068074801,126,14154,uint8_simplex,8810024,pooled_current_private_evidence_pre_exchange,194408,dynamic_delta,135,0.8653846153846154,85033,high,3289738,90605,151,100,1040,private_fragmented,3,2.131628207280301e-14,0.0,90.0,0.0,25.673076923076923,0.0003080649122544,389.4149175739781,medium,0,-29.57971358607999,0.0675152747525468,244528,1040,30,228,0,259,0.1727560389012745,0.1044070290630671,0.1171102916824484,36,383,4,228,393,0.0595423407800134,0.1090962675342463,True,657,1689528,5.82486836830102,0,v8-development_final-humanitarian-large-high-high-medium-small_world-private_fragmented-8810024-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,158967.07444248794,108,0,2149560,358260,0,3045210,537390,development_final,867,0,2026-08-17T05:44:02.904201+00:00,1f5244d7b92b90da9984c496bc473d90a9aedaa43ace1a9443a4e1c8a9075a55,11.0,small_world,244528,1040,89565,0.7865384615384615,818,99bcd7363413,1040,"{'initial_reference': 156, 'kpi_change': 703, 'maximum_silence': 181}",3807.295042710423,nan,nan,nan,nan,nan,nan,nan,nan,kpi_010_u8,99bcd7363413,kpi_change,humanitarian:8810024,3871410,4116005,113865,114905,0.0672738375589056,0.059068821342395,0.110264666242138,0.1170828936020702,0.0508638051258843,0.0,158571.55548098445,152,-29.52583223229408,0.21341061783691218,0.20074489705430387,0.21341061783691218,-0.24004653474784915,-0.2400488473890407,0.00024143719364119742,0.0004735194376183985,-0.0011683987078917046,2.739808037818814e-05,0.0007056016815958008,0.0,395.5189615034906,-1,0.0538813537859113
