accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,event_ledger_scope,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,policy_delegation_abstain,policy_delegation_defer,policy_delegation_diversity,policy_delegation_escalate_operator,policy_delegation_execute_autonomously,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
120,frozen_local_rule,148,28,0.4619886342240765,humanitarian,30702,41,77,0,3550,41,0,2026-08-17T05:26:46.642024+00:00,medium,31.0,True,high,15405.050685660155,165,15,25534,239802,93.52449396763745,82,82,1.0,0.05244556812777685,66,5168,uint8_simplex,8810011,pooled_current_private_evidence_pre_exchange,63686,dynamic_delta,74,0.8809523809523809,26544,high,1056667,28597,77,60,420,private_fragmented,3,1.0658141036401503e-13,0.0,48.0,0.0,20.295238095238094,0.0003590002081909603,134.29138169746778,high,0,-17.44025036110904,0.07202993875937162,98649,420,16,100,0,120,0.16875844394636655,0.11209795570291146,0.12165143491495845,10,162,4,100,148,0.06223775344357424,0.12378534886808115,True,258,628354,3.5,0,v8-development_final-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,30824.00926376958,53,0,676248,112708,0,958018,169062,development_final,230,0,2026-08-17T05:26:35.936697+00:00,2e6809d93f0422696972e45fb68cdb9111794bbcd60fa0b355514365a57fe426,35,small_world,98649,420,28177,0.7333333333333333,308,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 315, 'maximum_silence': 21}",1428.4163396772424,,,,,,,,
121,frozen_local_rule,149,28,0.4619886342240765,humanitarian,32632,43,76,0,3806,43,0,2026-08-17T05:26:47.953217+00:00,medium,31.0,True,high,15710.411790937273,165,15,27262,253980,93.52449396763745,82,82,1.0,0.05214444268723546,66,5370,uint8_simplex,8810011,pooled_current_private_evidence_pre_exchange,67346,dynamic_delta,74,0.8809523809523809,28335,high,1120932,30487,76,60,420,private_fragmented,3,1.0658141036401503e-13,0.0,48.0,0.0,19.666666666666668,0.00035650702985404143,153.02235736843957,high,0,-17.482274293894545,0.07184698796237105,98654,420,16,100,0,121,0.16875844394636655,0.11209795570291146,0.12165143491495845,10,161,4,100,149,0.06199571532480325,0.12378534886808115,True,259,672928,3.5,0,v8-development_final-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,31095.57356796417,53,0,721608,120268,0,1022278,180402,development_final,224,0,2026-08-17T05:26:36.624252+00:00,2e6809d93f0422696972e45fb68cdb9111794bbcd60fa0b355514365a57fe426,35,small_world,98654,420,30067,0.7738095238095238,325,99bcd7363413,420,"{'initial_reference': 84, 'kpi_change': 318, 'maximum_silence': 18}",1452.6621163600255,,,,,,,,
123,frozen_local_rule,148,28,0.46240543879800816,humanitarian,0,44,76,0,0,44,0,2026-08-17T05:26:20.834802+00:00,medium,31.0,True,high,15897.254083898808,165,15,0,0,99.698465202078,82,82,1.0,0.11435961046885823,66,0,uint8_simplex,8810011,pooled_current_private_evidence_pre_exchange,7455,dynamic_delta,73,0.8690476190476191,0,high,98659,420,76,60,420,private_fragmented,3,1.9184653865522705e-13,0.0,0.0,0.0,0.0,0.0,153.13976000289108,high,0,-17.488615010633467,0.08039548609808449,98659,420,16,102,0,123,0.17327783965281474,0.11920575249240248,0.13462820425278102,9,161,4,102,148,0.09737754828347138,0.14942436028978798,True,259,0,3.449733733695929,0,v8-development_final-humanitarian-medium-high-high-high-small_world-private_fragmented-8810011-none-806ed450405e-uint8_simplex-frozen_local_rule,none,31119.21643951866,56,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:26:17.961480+00:00,2e6809d93f0422696972e45fb68cdb9111794bbcd60fa0b355514365a57fe426,34,small_world,98659,420,0,0.0,0,806ed450405e,420,{'disabled': 420},1448.6843422788988,,,,,,,,
98,frozen_local_rule,139,28,0.46903172109464053,humanitarian,21363,44,50,0,2528,44,0,2026-08-17T05:28:35.678193+00:00,medium,31.0,True,high,17192.750219115303,274,15,18206,171088,77.96539347799317,78,78,1.0,0.058729404142895084,83,3157,uint8_simplex,8810016,pooled_current_private_evidence_pre_exchange,46948,dynamic_delta,78,0.9285714285714286,18415,high,785525,20625,50,60,420,private_fragmented,3,1.1368683772161603e-13,12.0,52.0,0.15384615384615385,11.19047619047619,0.0005513566829269307,138.21972324816747,medium,0,-17.681441563282906,0.07039860680101749,98555,420,16,82,0,98,0.14855323167893872,0.10927404865200067,0.12457441097656788,20,179,4,82,139,0.06456400547195629,0.1183444333572742,True,241,447916,3.984882926623614,0,v8-development_final-humanitarian-medium-high-high-medium-random_geometric-private_fragmented-8810016-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,31375.39114327155,46,0,484920,80820,0,686970,121230,development_final,63,0,2026-08-17T05:28:27.117863+00:00,a0f4247d0d0d1e26b4ed9c1076b9021e50f231d9ee04eb53524d7b0e5ce4a14d,10,random_geometric,98555,420,20205,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1461.1818231394993,,,,,,,,
97,frozen_local_rule,139,28,0.4658124078103646,humanitarian,9077,44,49,0,1105,44,0,2026-08-17T05:28:46.450418+00:00,medium,31.0,True,high,17012.00292928105,274,15,8092,69598,75.34589087346797,78,78,1.0,0.05896176070413698,83,985,uint8_simplex,8810016,pooled_current_private_evidence_pre_exchange,24546,dynamic_delta,78,0.9285714285714286,8200,high,403897,9400,49,60,420,private_fragmented,3,8.526512829121202e-14,12.0,52.0,0.15384615384615385,16.685714285714287,0.0005508912147707057,142.88317020566356,medium,0,-17.714822268136253,0.07439402131128334,98577,420,16,80,0,97,0.17882585001041584,0.11392625814364665,0.1297746978833471,20,181,4,80,139,0.06667789100771014,0.11998814611739056,True,239,205530,4.303987369751594,0,v8-development_final-humanitarian-medium-high-high-medium-random_geometric-private_fragmented-8810016-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,31487.834690652468,44,0,215520,35920,0,305320,53880,development_final,173,0,2026-08-17T05:28:40.793060+00:00,a0f4247d0d0d1e26b4ed9c1076b9021e50f231d9ee04eb53524d7b0e5ce4a14d,10,random_geometric,98577,420,8980,0.4,168,347f2bd91f38,420,"{'hysteresis_wait': 252, 'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1}",1463.1882853339687,,,,,,,,
97,frozen_local_rule,139,28,0.4658124078103646,humanitarian,9077,44,49,0,1105,44,0,2026-08-17T05:28:40.276221+00:00,medium,31.0,True,high,17012.00292928105,274,15,8092,69598,75.34589087346797,78,78,1.0,0.05896176070413698,83,985,uint8_simplex,8810016,pooled_current_private_evidence_pre_exchange,24546,dynamic_delta,78,0.9285714285714286,8200,high,403897,9400,49,60,420,private_fragmented,3,8.526512829121202e-14,12.0,52.0,0.15384615384615385,16.685714285714287,0.0005508912147707057,142.88317020566356,medium,0,-17.714822268136253,0.07439402131128334,98577,420,16,80,0,97,0.17882585001041584,0.11392625814364665,0.1297746978833471,20,181,4,80,139,0.06667789100771014,0.11998814611739056,True,239,205530,4.303987369751594,0,v8-development_final-humanitarian-medium-high-high-medium-random_geometric-private_fragmented-8810016-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,31487.834690652468,44,0,215520,35920,0,305320,53880,development_final,173,0,2026-08-17T05:28:34.752796+00:00,a0f4247d0d0d1e26b4ed9c1076b9021e50f231d9ee04eb53524d7b0e5ce4a14d,10,random_geometric,98577,420,8980,0.4,168,e25eb5b9df1b,420,"{'hysteresis_wait': 252, 'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1}",1463.1882853339687,,,,,,,,
100,frozen_local_rule,141,28,0.4670939225964611,humanitarian,14879,43,51,0,1817,43,0,2026-08-17T05:28:50.154352+00:00,medium,31.0,True,high,17155.69376155708,274,15,12723,118762,76.7022489120778,78,78,1.0,0.05755773149011707,83,2156,uint8_simplex,8810016,pooled_current_private_evidence_pre_exchange,34983,dynamic_delta,78,0.9285714285714286,12836,high,577520,14507,51,60,420,private_fragmented,3,8.526512829121202e-14,12.0,52.0,0.15384615384615385,14.914285714285715,0.0005616806657607987,135.70907106354272,medium,0,-17.730139918839576,0.07147623386139045,98562,420,16,81,0,100,0.1575009163501994,0.11007368542086993,0.12542903755863835,20,178,4,81,141,0.06451698267575376,0.11887137289507031,True,242,313820,3.5,0,v8-development_final-humanitarian-medium-high-high-medium-random_geometric-private_fragmented-8810016-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,31403.59420823738,45,0,338088,56348,0,478958,84522,development_final,145,0,2026-08-17T05:28:43.170405+00:00,a0f4247d0d0d1e26b4ed9c1076b9021e50f231d9ee04eb53524d7b0e5ce4a14d,10,random_geometric,98562,420,14087,0.6976190476190476,293,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 305, 'maximum_silence': 30, 'partition_recovery': 1}",1463.9285564663096,,,,,,,,
99,frozen_local_rule,140,28,0.4670939225964611,humanitarian,15466,43,50,0,1891,43,0,2026-08-17T05:28:50.388408+00:00,medium,31.0,True,high,17155.69376155708,274,15,13212,123896,76.7022489120778,78,78,1.0,0.057667780914893114,83,2254,uint8_simplex,8810016,pooled_current_private_evidence_pre_exchange,36057,dynamic_delta,78,0.9285714285714286,13343,high,596369,15061,50,60,420,private_fragmented,3,8.526512829121202e-14,12.0,52.0,0.15384615384615385,14.771428571428572,0.0005587826611024744,135.86907106354272,medium,0,-17.722122235401706,0.07110817220882021,98575,420,16,81,0,99,0.1575009163501994,0.11007368542086993,0.12542903755863835,20,179,4,81,140,0.06438797656185666,0.11887137289507031,True,241,325312,3.5,0,v8-development_final-humanitarian-medium-high-high-medium-random_geometric-private_fragmented-8810016-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,31403.59420823738,45,0,351384,58564,0,497794,87846,development_final,142,0,2026-08-17T05:28:43.359688+00:00,a0f4247d0d0d1e26b4ed9c1076b9021e50f231d9ee04eb53524d7b0e5ce4a14d,10,random_geometric,98575,420,14641,0.7238095238095238,304,99bcd7363413,420,"{'initial_reference': 84, 'kpi_change': 308, 'maximum_silence': 27, 'partition_recovery': 1}",1463.9285564663096,,,,,,,,
98,frozen_local_rule,142,28,0.4640826273858934,humanitarian,0,41,52,0,0,41,0,2026-08-17T05:28:34.070503+00:00,medium,31.0,True,high,16997.33492928105,274,15,0,0,72.63781351577221,78,78,1.0,0.11382726854610488,83,0,uint8_simplex,8810016,pooled_current_private_evidence_pre_exchange,7378,dynamic_delta,75,0.8928571428571429,0,high,98572,420,52,60,420,private_fragmented,3,4.263256414560601e-14,0.0,0.0,0.0,0.0,0.0,133.54741478084748,medium,0,-17.935366149514536,0.07977987341124573,98572,420,16,81,0,98,0.16837496460718163,0.12574287744195123,0.13540219445236573,20,177,4,81,142,0.09680357097867533,0.15095700407572843,True,243,0,4.31910444312798,0,v8-development_final-humanitarian-medium-high-high-medium-random_geometric-private_fragmented-8810016-none-806ed450405e-uint8_simplex-frozen_local_rule,none,31711.412714507125,43,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:28:31.193421+00:00,a0f4247d0d0d1e26b4ed9c1076b9021e50f231d9ee04eb53524d7b0e5ce4a14d,10,random_geometric,98572,420,0,0.0,0,806ed450405e,420,{'disabled': 420},1471.3619096146228,,,,,,,,
121,frozen_local_rule,179,28,0.4533479129600057,humanitarian,30962,56,62,0,4321,56,0,2026-08-17T05:26:56.062679+00:00,medium,31.0,True,high,15217.051023590997,127,15,26926,165512,92.72546619194333,70,70,1.0,0.06949873478470484,7,4036,uint8_simplex,8810012,pooled_current_private_evidence_pre_exchange,64507,dynamic_delta,58,0.6904761904761905,28083,medium,1074700,30388,62,60,170,private_fragmented,3,7.105427357601002e-14,12.0,48.0,0.5142857142857142,9.466666666666667,0.00042451488822355945,161.5720491437313,low,0,-16.749269454608264,0.07060072255048887,48478,205,16,34,0,121,0.19852414803927865,0.12196275190814099,0.13644115788737954,4,73,4,34,309,0.07004972866759684,0.13462273657281995,True,217,749972,3.5,0,v8-development_final-humanitarian-medium-high-medium-low-random_geometric-private_fragmented-8810012-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,29655.203089113213,53,0,724392,120732,0,1026222,181098,development_final,34,0,2026-08-17T05:26:44.790579+00:00,e96d0a00a2c235dced321d9b5ab27b79fb52e59e6558f10bbf838e0a2e289227,15,random_geometric,48478,205,30183,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1377.5828067857701,,,,,,,,
119,frozen_local_rule,181,28,0.4460222384336069,humanitarian,12664,47,66,0,1813,47,0,2026-08-17T05:27:03.334894+00:00,medium,31.0,True,high,14326.181552841344,125,15,11266,66334,78.77977585825656,70,70,1.0,0.07209903142908004,7,1398,uint8_simplex,8810012,pooled_current_private_evidence_pre_exchange,30531,dynamic_delta,58,0.6904761904761905,11766,medium,477154,12832,66,60,168,private_fragmented,3,4.263256414560601e-14,36.0,48.0,0.8571428571428571,14.895238095238096,0.00041785298341225215,134.11172751074636,low,0,-16.883205056772105,0.07831168408741833,47734,202,16,33,0,119,0.19852414803927865,0.12860160445291025,0.14464977524191502,5,72,4,33,310,0.07520535775824919,0.13462273657281995,True,219,316710,3.5,0,v8-development_final-humanitarian-medium-high-medium-low-random_geometric-private_fragmented-8810012-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,29608.57843028351,46,0,303120,50520,0,429420,75780,development_final,158,0,2026-08-17T05:26:56.774052+00:00,e96d0a00a2c235dced321d9b5ab27b79fb52e59e6558f10bbf838e0a2e289227,15,random_geometric,47734,202,12630,0.4,168,347f2bd91f38,420,"{'hysteresis_wait': 252, 'initial_reference': 84, 'maximum_silence': 84}",1373.7280545553258,,,,,,,,
119,frozen_local_rule,181,28,0.4460222384336069,humanitarian,12664,47,66,0,1813,47,0,2026-08-17T05:26:57.253238+00:00,medium,31.0,True,high,14326.181552841344,125,15,11266,66334,78.77977585825656,70,70,1.0,0.07209903142908004,7,1398,uint8_simplex,8810012,pooled_current_private_evidence_pre_exchange,30531,dynamic_delta,58,0.6904761904761905,11766,medium,477154,12832,66,60,168,private_fragmented,3,4.263256414560601e-14,36.0,48.0,0.8571428571428571,14.895238095238096,0.00041785298341225215,134.11172751074636,low,0,-16.883205056772105,0.07831168408741833,47734,202,16,33,0,119,0.19852414803927865,0.12860160445291025,0.14464977524191502,5,72,4,33,310,0.07520535775824919,0.13462273657281995,True,219,316710,3.5,0,v8-development_final-humanitarian-medium-high-medium-low-random_geometric-private_fragmented-8810012-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,29608.57843028351,46,0,303120,50520,0,429420,75780,development_final,158,0,2026-08-17T05:26:50.887447+00:00,e96d0a00a2c235dced321d9b5ab27b79fb52e59e6558f10bbf838e0a2e289227,15,random_geometric,47734,202,12630,0.4,168,e25eb5b9df1b,420,"{'hysteresis_wait': 252, 'initial_reference': 84, 'maximum_silence': 84}",1373.7280545553258,,,,,,,,
121,frozen_local_rule,183,28,0.45107670533691346,humanitarian,21178,55,64,0,3083,55,0,2026-08-17T05:27:07.435240+00:00,medium,31.0,True,high,15212.937023590997,124,15,18470,114410,92.27977585825656,70,70,1.0,0.06933284628716745,7,2708,uint8_simplex,8810012,pooled_current_private_evidence_pre_exchange,46256,dynamic_delta,58,0.6904761904761905,19273,medium,751936,20913,64,60,167,private_fragmented,3,4.973799150320701e-14,12.0,48.0,0.5142857142857142,13.771428571428572,0.0004257948521137658,159.32661036862493,low,0,-16.82251570790935,0.07183531873184366,47762,202,16,34,0,121,0.19852414803927865,0.12283663818578364,0.1369291418824518,5,70,4,34,311,0.07058408250950556,0.1334842722408028,True,222,513570,4.0,0,v8-development_final-humanitarian-medium-high-medium-low-random_geometric-private_fragmented-8810012-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,29724.49691070459,53,0,497064,82844,0,704174,124266,development_final,140,0,2026-08-17T05:26:58.798671+00:00,e96d0a00a2c235dced321d9b5ab27b79fb52e59e6558f10bbf838e0a2e289227,15,random_geometric,47762,202,20711,0.6928571428571428,291,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 303, 'maximum_silence': 33}",1379.626747316226,,,,,,,,
121,frozen_local_rule,183,28,0.45107670533691346,humanitarian,21473,55,64,0,3132,55,0,2026-08-17T05:27:10.625860+00:00,medium,31.0,True,high,15212.937023590997,125,15,18718,116858,92.27977585825656,70,70,1.0,0.06955076414776919,7,2755,uint8_simplex,8810012,pooled_current_private_evidence_pre_exchange,46803,dynamic_delta,58,0.6904761904761905,19521,medium,761697,21194,64,60,168,private_fragmented,3,4.973799150320701e-14,12.0,48.0,0.5142857142857142,13.542857142857143,0.0004296473548773535,159.32661036862493,low,0,-16.82251570790935,0.0713482605028618,48003,203,16,34,0,121,0.19852414803927865,0.12283663818578364,0.1369291418824518,5,70,4,34,311,0.0704495123253155,0.1334842722408028,True,222,519554,4.0,0,v8-development_final-humanitarian-medium-high-medium-low-random_geometric-private_fragmented-8810012-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,29724.49691070459,53,0,503784,83964,0,713694,125946,development_final,134,0,2026-08-17T05:27:01.926037+00:00,e96d0a00a2c235dced321d9b5ab27b79fb52e59e6558f10bbf838e0a2e289227,15,random_geometric,48003,203,20991,0.7119047619047619,299,99bcd7363413,420,"{'initial_reference': 84, 'kpi_change': 307, 'maximum_silence': 29}",1379.626747316226,,,,,,,,
120,frozen_local_rule,181,28,0.45046275201031716,humanitarian,0,50,67,0,0,50,0,2026-08-17T05:26:50.293809+00:00,medium,31.0,True,high,14601.820826256539,122,15,0,0,88.77977585825656,70,70,1.0,0.10321499775241466,7,0,uint8_simplex,8810012,pooled_current_private_evidence_pre_exchange,6590,dynamic_delta,58,0.6904761904761905,0,medium,46762,198,67,60,164,private_fragmented,3,9.947598300641403e-14,12.0,0.0,0.5142857142857142,0.0,0.0,140.63024508009244,low,0,-16.875917832691854,0.07084605073513509,46762,198,16,33,0,120,0.2123749801234971,0.12112954250096375,0.15015665947830503,5,71,4,33,311,0.08703052424377487,0.16240117986186622,True,219,0,3.5,0,v8-development_final-humanitarian-medium-high-medium-low-random_geometric-private_fragmented-8810012-none-806ed450405e-uint8_simplex-frozen_local_rule,none,29656.839261323177,51,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:26:47.471709+00:00,e96d0a00a2c235dced321d9b5ab27b79fb52e59e6558f10bbf838e0a2e289227,15,random_geometric,46762,198,0,0.0,0,806ed450405e,420,{'disabled': 420},1374.368211027144,,,,,,,,
89,frozen_local_rule,149,28,0.44650048624107186,humanitarian,49583,60,28,0,6251,60,0,2026-08-17T05:25:48.038758+00:00,medium,31.0,True,low,9567.980891006315,29,15,43791,368798,78.71834929516426,52,52,1.0,0.058828237607325445,23,5792,uint8_simplex,8810009,pooled_current_private_evidence_pre_exchange,99432,dynamic_delta,17,0.20238095238095238,45914,low,1667069,48451,28,60,54,private_fragmented,3,1.7408297026122455e-13,12.0,36.0,6.230769230769231,11.219047619047618,0.0003085568463710864,189.24945855865693,low,0,-11.115563600509823,0.05992370738847711,23033,97,16,21,0,89,0.19946246933204825,0.15387395501177192,0.17263023515053022,3,23,4,21,373,0.05937597249790128,0.15421447645819822,True,173,1120096,1.483724153914836,0,v8-development_final-humanitarian-medium-low-low-low-small_world-private_fragmented-8810009-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,20807.96624737022,45,0,1160496,193416,0,1644036,290124,development_final,54,0,2026-08-17T05:25:32.275411+00:00,da685b590037af0c057b4ed1d819d455bac889e6eca74177a5990c211c0c1fbc,22,small_world,23033,97,48354,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",953.6429117769427,,,,,,,,
89,frozen_local_rule,150,28,0.44810129800517073,humanitarian,20540,61,26,0,2668,61,0,2026-08-17T05:25:45.393696+00:00,medium,31.0,True,low,9577.382819751083,28,15,18495,150110,82.88029446070152,52,52,1.0,0.08761556916508817,23,2045,uint8_simplex,8810009,pooled_current_private_evidence_pre_exchange,45089,dynamic_delta,16,0.19047619047619047,19425,low,717514,20529,26,60,54,private_fragmented,3,2.0961010704922955e-13,24.0,48.0,7.846153846153846,17.81904761904762,0.00030009749459677536,190.23462496347983,low,0,-10.942042128001567,0.08411950547419553,22792,96,16,21,0,89,0.19946246933204825,0.15676686385447564,0.17263023515053022,3,21,4,21,375,0.08586753731964183,0.16376359824175593,True,174,478720,0.892740337207476,0,v8-development_final-humanitarian-medium-low-low-low-small_world-private_fragmented-8810009-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,20513.258574633608,47,0,490392,81732,0,694722,122598,development_final,189,0,2026-08-17T05:25:37.012814+00:00,da685b590037af0c057b4ed1d819d455bac889e6eca74177a5990c211c0c1fbc,22,small_world,22792,96,20433,0.4,168,347f2bd91f38,420,"{'hysteresis_wait': 252, 'initial_reference': 84, 'maximum_silence': 84}",935.2926166808365,,,,,,,,
89,frozen_local_rule,150,28,0.44810129800517073,humanitarian,20540,61,26,0,2668,61,0,2026-08-17T05:25:44.478151+00:00,medium,31.0,True,low,9577.382819751083,28,15,18495,150110,82.88029446070152,52,52,1.0,0.08761556916508817,23,2045,uint8_simplex,8810009,pooled_current_private_evidence_pre_exchange,45089,dynamic_delta,16,0.19047619047619047,19425,low,717514,20529,26,60,54,private_fragmented,3,2.0961010704922955e-13,24.0,48.0,7.846153846153846,17.81904761904762,0.00030009749459677536,190.23462496347983,low,0,-10.942042128001567,0.08411950547419553,22792,96,16,21,0,89,0.19946246933204825,0.15676686385447564,0.17263023515053022,3,21,4,21,375,0.08586753731964183,0.16376359824175593,True,174,478720,0.892740337207476,0,v8-development_final-humanitarian-medium-low-low-low-small_world-private_fragmented-8810009-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,20513.258574633608,47,0,490392,81732,0,694722,122598,development_final,189,0,2026-08-17T05:25:35.817273+00:00,da685b590037af0c057b4ed1d819d455bac889e6eca74177a5990c211c0c1fbc,22,small_world,22792,96,20433,0.4,168,e25eb5b9df1b,420,"{'hysteresis_wait': 252, 'initial_reference': 84, 'maximum_silence': 84}",935.2926166808365,,,,,,,,
92,frozen_local_rule,152,28,0.44854073191764393,humanitarian,29078,62,29,0,3671,62,0,2026-08-17T05:25:49.587792+00:00,medium,31.0,True,low,9550.12929619808,29,15,25725,216172,78.06536905658298,52,52,1.0,0.07165476592988936,23,3353,uint8_simplex,8810009,pooled_current_private_evidence_pre_exchange,60867,dynamic_delta,16,0.19047619047619047,26950,low,988094,28481,29,60,54,private_fragmented,3,1.8118839761882555e-13,12.0,48.0,6.230769230769231,18.35238095238095,0.0003130009680317233,198.96824580618417,low,0,-11.180289251451171,0.06891056095508252,23038,97,16,21,0,92,0.19946246933204825,0.15387395501177192,0.1738344369480128,3,23,4,21,373,0.07028266344248595,0.1549631074421644,True,176,658478,2.483724153914836,0,v8-development_final-humanitarian-medium-low-low-low-small_world-private_fragmented-8810009-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,20982.00865924316,45,0,681216,113536,0,965056,170304,development_final,213,0,2026-08-17T05:25:39.060436+00:00,da685b590037af0c057b4ed1d819d455bac889e6eca74177a5990c211c0c1fbc,22,small_world,23038,97,28384,0.5857142857142857,246,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 293, 'maximum_silence': 43}",974.5609027973852,,,,,,,,
92,frozen_local_rule,152,28,0.44854073191764393,humanitarian,30105,62,29,0,3795,62,0,2026-08-17T05:26:02.683940+00:00,medium,31.0,True,low,9550.12929619808,29,15,26574,224570,78.06536905658298,52,52,1.0,0.07308817208701827,23,3531,uint8_simplex,8810009,pooled_current_private_evidence_pre_exchange,62743,dynamic_delta,19,0.2261904761904762,27853,low,1020530,29435,29,60,54,private_fragmented,3,1.8118839761882555e-13,12.0,48.0,6.230769230769231,18.2,0.0003116960738335718,198.96824580618417,low,0,-11.180289251451171,0.0686839645444006,23038,97,16,21,0,92,0.19946246933204825,0.15387395501177192,0.1738344369480128,3,23,4,21,373,0.07088606831570943,0.1549631074421644,True,176,678946,2.483724153914836,0,v8-development_final-humanitarian-medium-low-low-low-small_world-private_fragmented-8810009-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,20982.00865924316,45,0,704112,117352,0,997492,176028,development_final,216,0,2026-08-17T05:25:51.719193+00:00,da685b590037af0c057b4ed1d819d455bac889e6eca74177a5990c211c0c1fbc,22,small_world,23038,97,29338,0.6095238095238096,256,99bcd7363413,420,"{'initial_reference': 84, 'kpi_change': 300, 'maximum_silence': 36}",974.5609027973852,,,,,,,,
96,frozen_local_rule,161,28,0.4577080455745814,humanitarian,0,63,30,0,0,63,0,2026-08-17T05:25:38.506977+00:00,medium,31.0,True,low,10029.04534429938,30,15,0,0,84.10376875459153,52,52,1.0,0.060566793561158995,24,0,uint8_simplex,8810009,pooled_current_private_evidence_pre_exchange,6075,dynamic_delta,16,0.19047619047619047,0,low,23506,99,30,60,54,private_fragmented,3,1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0,185.4214606380788,low,0,-11.174456594143566,0.04564741197381695,23506,99,16,21,0,96,0.21659518887888682,0.06642230063104317,0.07782363148619047,3,17,4,21,379,0.053107102767487965,0.11435409443675998,True,185,0,2.3105516948240714,0,v8-development_final-humanitarian-medium-low-low-low-small_world-private_fragmented-8810009-none-806ed450405e-uint8_simplex-frozen_local_rule,none,20707.91971090636,49,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:25:35.715909+00:00,da685b590037af0c057b4ed1d819d455bac889e6eca74177a5990c211c0c1fbc,21,small_world,23506,99,0,0.0,0,806ed450405e,420,{'disabled': 420},931.534748498942,,,,,,,,
