run_id,controller,coverage_target,sketch_policy,accepted_physical_action,accepted_typed_action,beneficial,causal_effect,changed_commitment,complete_step,completed_step,harmful,neutral,proposal,reached_next_stage,reached_service,resource_key,resource_quantity,scheduled_step,service_deficit_after,service_deficit_before,source
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,True,0.37038536830163254,True,3,3,False,False,"{'action': 'revise_commitment', 'action_probability': 0.48257906971096765, 'action_value': 0.8076299536396914, 'agent_id': 'commercial_supplier_04_2', 'incident_id': 'commercial_incident_04', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'supplier', 'value_margin': 0.22082522432874707}",True,True,,0.0,2,0.0,0.03482151858476977,autonomous_agent
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,False,True,False,0.0,False,3,4,False,True,"{'action': 'no_action', 'action_probability': 0.21750372294493994, 'action_value': 0.47167886306296036, 'agent_id': 'commercial_carrier_02_1', 'incident_id': 'commercial_incident_02', 'quantity': 1.0, 'reason_code': 'bounded_simulated_operator_authorized_view', 'role': 'carrier', 'value_margin': 0.46276082335739743}",False,False,,0.0,3,0.07387132123174199,0.07387132123174199,bounded_simulated_operator
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,True,0.1507748462548661,False,5,5,False,False,"{'action': 'deploy_repair_capacity', 'action_probability': 0.4866556595912899, 'action_value': 0.7617559888132914, 'agent_id': 'commercial_supplier_03_3', 'incident_id': 'commercial_incident_03', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'supplier', 'value_margin': 0.22179230110962656}",True,True,crew_units,1.0,2,0.0,0.12519703242584357,autonomous_agent
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,True,0.4120234984970609,True,5,5,False,False,"{'action': 'revise_commitment', 'action_probability': 0.5993044464817602, 'action_value': 0.6383213212366279, 'agent_id': 'commercial_carrier_04_3', 'incident_id': 'commercial_incident_04', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'carrier', 'value_margin': 0.5038117795888706}",True,True,,0.0,4,0.0,0.06180238387979527,autonomous_agent
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,True,0.4394885374440558,False,6,6,False,False,"{'action': 'authorize_emergency_resource', 'action_probability': 0.6411245836983566, 'action_value': 0.5583110961301427, 'agent_id': 'commercial_supplier_01_1', 'incident_id': 'commercial_incident_01', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'supplier', 'value_margin': 0.5705108094724809}",True,True,emergency_units,1.0,4,0.0,0.19725837651128467,autonomous_agent
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,False,True,False,-0.010559999999999998,False,7,7,True,False,"{'action': 'verify', 'action_probability': 0.3063731302841483, 'action_value': 0.425713682372179, 'agent_id': 'commercial_carrier_02_1', 'incident_id': 'commercial_incident_02', 'quantity': 1.0, 'reason_code': 'bounded_simulated_operator_authorized_view', 'role': 'carrier', 'value_margin': 0.36737019655973707}",False,False,verification_capacity,1.0,5,0.19200530498334423,0.18144530498334424,bounded_simulated_operator
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,True,0.38090439080202926,True,7,7,False,False,"{'action': 'revise_commitment', 'action_probability': 0.6060461073595909, 'action_value': 0.8438848926677125, 'agent_id': 'commercial_supplier_04_2', 'incident_id': 'commercial_incident_04', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'supplier', 'value_margin': 0.42828379790482896}",True,True,,0.0,6,0.0,0.03597653301628805,autonomous_agent
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,False,-0.046337608179257986,False,8,8,True,False,"{'action': 'reroute_or_reconfigure', 'action_probability': 0.46168855149654303, 'action_value': 0.43266670151282116, 'agent_id': 'commercial_warehouse_03_1', 'incident_id': 'commercial_incident_03', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'warehouse', 'value_margin': 0.25926574733708435}",False,False,route_authorizations,1.0,6,0.1379771896622013,0.0916395814829433,autonomous_agent
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,False,True,False,-0.010559999999999998,False,9,9,True,False,"{'action': 'verify', 'action_probability': 0.5344498792602301, 'action_value': 0.48444744045682686, 'agent_id': 'commercial_carrier_02_1', 'incident_id': 'commercial_incident_02', 'quantity': 1.0, 'reason_code': 'bounded_simulated_operator_authorized_view', 'role': 'carrier', 'value_margin': 0.5044634797355846}",False,False,verification_capacity,1.0,7,0.27187201300083896,0.26131201300083895,bounded_simulated_operator
v6-development_dynamic-commercial-compound-private_fragmented-e66101-combined_generalized_entropic_crossfit-c050-event_triggered,combined_generalized_entropic_crossfit,0.5,event_triggered,True,True,True,0.3852806722048419,True,9,9,False,False,"{'action': 'revise_commitment', 'action_probability': 0.6387912082439255, 'action_value': 0.8494189730991247, 'agent_id': 'commercial_supplier_04_2', 'incident_id': 'commercial_incident_04', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'supplier', 'value_margin': 0.4730796417191648}",True,True,,0.0,8,0.0,0.02469498028073623,autonomous_agent
