application,information_condition,baseline,panels,harm_rate_reduction,harm_ci95_low,harm_ci95_high,relative_service_loss_degradation,service_ci95_low,service_ci95_high,net_causal_utility_gain,utility_ci95_low,utility_ci95_high,baseline_action_coverage,combined_action_coverage,baseline_operator_minutes,combined_operator_minutes
commercial,private_fragmented,kpi_confidence,210,0.017312753384181957,0.008879225932797361,0.025880754827183397,-0.008994993551006499,-0.0304739638191411,0.014484704661216052,0.06562383452318557,0.022967583679397566,0.10934080658352907,0.43419983197957546,0.43419983197957546,15.583556331806589,16.272036298306435
commercial,public_shared,kpi_confidence,210,0.010253555967841681,0.005066137566137566,0.01571104755033326,0.018559349392386987,-0.0014193417862552586,0.04019647842880675,0.04010576726728557,0.007154959748010813,0.0749214709971659,0.4404524616864289,0.4404524616864289,15.504475279006009,16.025756535607748
humanitarian,private_fragmented,kpi_confidence,210,0.022581254724111866,0.01306868858654573,0.032963104686318974,-0.017475087893172456,-0.0394966894472481,0.004141312898667777,0.09874094057130779,0.054711717065999664,0.14322640483872,0.4327924152116987,0.4327924152116987,16.28321466410536,16.59777796433204
humanitarian,public_shared,kpi_confidence,210,0.0035034013605442184,-0.0003156179138321992,0.007730725623582766,0.02449190016879865,0.008971018175454754,0.04079534397133511,0.026553630258505625,-0.0039987488070675125,0.05801031665389616,0.4384788564548626,0.4384788564548626,16.53281561722632,16.920506001085183
utility_restoration,private_fragmented,kpi_confidence,210,0.012235449735449737,0.002562216553287983,0.022372118291761136,-0.008651923383310452,-0.02524117639343308,0.00823284219730226,0.05111103446577785,0.007926641427487568,0.09564442187956299,0.43251787557128113,0.43223694448539646,16.475177664401564,16.757236004629824
utility_restoration,public_shared,kpi_confidence,210,0.0030706727135298554,-0.0011547146636432357,0.0073981009070294744,0.025073352291486994,0.010067483345575206,0.04111595437024969,0.012536991254969574,-0.01772562333628761,0.04309654376499134,0.44016109367723694,0.44016109367723694,16.340189624373803,16.380492659672093
