application,matched_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,210,0.0070591974163402745,-0.0022511294922009217,0.016551273792345212
humanitarian,210,0.01907785336356765,0.008334750566893428,0.029903675359032503
utility_restoration,210,0.00916477702191988,-0.0014703798185941002,0.020008267195767187
