application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,15,0.02666666666666667,-0.02016666666666521,0.08
humanitarian,15,0.02666666666666667,-0.013333333333333336,0.06666666666666668
utility_restoration,15,0.02666666666666667,-0.013333333333333332,0.07333333333333332
