application,information_condition,coverage,baseline,independent_panels,harm_rate_reduction,harm_reduction_ci95_low,harm_reduction_ci95_high,mean_causal_utility_gain,utility_gain_ci95_low,utility_gain_ci95_high
commercial,private_fragmented,0.5,predictive_uncertainty,15,0.02,-0.02000000000000001,0.06666666666666667,0.008014874289205968,-0.007814196020940542,0.02357182625547556
commercial,public_shared,0.5,predictive_uncertainty,15,-0.006666666666666667,-0.02666666666666667,0.013333333333333334,-0.004379281621993588,-0.01414876433219089,0.00537206539177249
humanitarian,private_fragmented,0.5,predictive_uncertainty,15,0.04,1.8503717077085942e-18,0.08000000000000002,0.018632073526257488,0.0026936524001470465,0.034244425606949604
humanitarian,public_shared,0.5,predictive_uncertainty,15,0.013333333333333334,0.0,0.03333333333333333,0.01046754228438603,0.0004361141511222605,0.021895705949905524
utility_restoration,private_fragmented,0.5,predictive_uncertainty,15,0.02666666666666667,-0.013333333333333332,0.07333333333333332,0.011807804369625589,-0.006452735978921407,0.03219132869096635
utility_restoration,public_shared,0.5,predictive_uncertainty,15,0.0,0.0,0.0,-0.0042649550741567606,-0.008465307147364261,-0.0007950988121451443
