agent_id,application,communication,consensus_disagreement,disruption,disruption_active,disruption_step,distributed_entropy,entropy_change,local_kpi_composite,role,seed,step,topology
carrier_06,commercial,reliable,1.0,moderate,0,8,0.5154946402070261,-0.053947310583915664,0.007999999999999964,carrier,5201,5,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,0,8,0.5396097855457445,-0.05927883725681338,0.16480000000000003,manufacturer,5201,5,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,0,8,0.5396097855457445,-0.05927883725681338,0.20400000000000001,manufacturer,5201,5,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,0,8,0.563459590592691,-0.06436119832490927,1.3685007364254975,retailer,5201,5,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,0,8,0.563459590592691,-0.06436119832490927,1.2749682293752067,retailer,5201,5,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,0,8,0.5396097855457445,-0.05927883725681338,1.4600408715424689,retailer,5201,5,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,0,8,0.5396097855457445,-0.05927883725681338,0.16479999999999997,supplier,5201,5,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,0,8,0.5154946402070261,-0.053947310583915664,0.16480000000000003,supplier,5201,5,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,0,8,0.5154946402070261,-0.053947310583915664,0.007999999999999964,warehouse,5201,5,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,0,8,0.5154946402070261,-0.053947310583915664,0.007999999999999964,warehouse,5201,5,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,0,8,0.4731393464304379,-0.04235529377658814,0.007999999999999964,carrier,5201,6,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,0,8,0.4731393464304379,-0.04235529377658814,0.007999999999999964,carrier,5201,6,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,0,8,0.4925276787059178,-0.047082106839826665,0.16480000000000003,manufacturer,5201,6,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,0,8,0.4925276787059178,-0.047082106839826665,0.20400000000000001,manufacturer,5201,6,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,0,8,0.5117755132452732,-0.05168407734741787,1.6827266101499867,retailer,5201,6,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,0,8,0.5117755132452732,-0.05168407734741787,1.3548848017654744,retailer,5201,6,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,0,8,0.4925276787059178,-0.047082106839826665,1.9403387036486837,retailer,5201,6,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,0,8,0.4925276787059178,-0.047082106839826665,0.16479999999999997,supplier,5201,6,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,0,8,0.4731393464304379,-0.04235529377658814,0.16480000000000003,supplier,5201,6,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,0,8,0.4731393464304379,-0.04235529377658814,0.007999999999999964,warehouse,5201,6,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,0,8,0.4731393464304379,-0.04235529377658814,0.007999999999999964,warehouse,5201,6,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,0,8,0.4402401875771882,-0.03289915885324973,0.007999999999999964,carrier,5201,7,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,0,8,0.4402401875771882,-0.03289915885324973,0.007999999999999964,carrier,5201,7,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,0,8,0.4556184347022181,-0.036909244003699715,0.16480000000000003,manufacturer,5201,7,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,0,8,0.4556184347022181,-0.036909244003699715,0.20400000000000001,manufacturer,5201,7,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,0,8,0.47092098092990814,-0.04085453231536501,1.8155348652931855,retailer,5201,7,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,0,8,0.47092098092990814,-0.04085453231536501,1.68358530166949,retailer,5201,7,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,0,8,0.4556184347022181,-0.036909244003699715,2.346920659779061,retailer,5201,7,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,0,8,0.4556184347022181,-0.036909244003699715,0.16479999999999997,supplier,5201,7,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,0,8,0.4402401875771882,-0.03289915885324973,0.16480000000000003,supplier,5201,7,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,0,8,0.4402401875771882,-0.03289915885324973,0.007999999999999964,warehouse,5201,7,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,0,8,0.4402401875771882,-0.03289915885324973,0.007999999999999964,warehouse,5201,7,ring_plus_hubs
carrier_05,commercial,reliable,0.0,moderate,1,8,0.4148916259283429,-0.025348561648845302,0.007999999999999964,carrier,5201,8,ring_plus_hubs
carrier_06,commercial,reliable,0.0,moderate,1,8,0.4211998496036986,-0.019040337973489585,0.007999999999999964,carrier,5201,8,ring_plus_hubs
manufacturer_03,commercial,reliable,0.0,moderate,1,8,0.4211998496036986,-0.03441858509851947,0.16480000000000003,manufacturer,5201,8,ring_plus_hubs
manufacturer_04,commercial,reliable,0.0,moderate,1,8,0.5595196935892904,0.10390125888707236,0.20400000000000001,manufacturer,5201,8,ring_plus_hubs
retailer_09,commercial,reliable,0.0,moderate,1,8,0.579488252609364,0.10856727167945585,2.6980366761544756,retailer,5201,8,ring_plus_hubs
retailer_10,commercial,reliable,0.0,moderate,1,8,0.579488252609364,0.10856727167945585,2.2986631153658097,retailer,5201,8,ring_plus_hubs
retailer_11,commercial,reliable,0.0,moderate,1,8,0.6163480220233147,0.16072958732109666,2.403861849870665,retailer,5201,8,ring_plus_hubs
supplier_01,commercial,reliable,0.0,moderate,1,8,0.6163480220233147,0.16072958732109666,0.45,supplier,5201,8,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.4148916259283429,-0.025348561648845302,0.16480000000000003,supplier,5201,8,ring_plus_hubs
warehouse_07,commercial,reliable,0.0,moderate,1,8,0.4148916259283429,-0.025348561648845302,0.007999999999999964,warehouse,5201,8,ring_plus_hubs
warehouse_08,commercial,reliable,0.0,moderate,1,8,0.5595196935892904,0.11927950601210224,0.007999999999999964,warehouse,5201,8,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.3954817055263646,-0.01940992040197831,0.007999999999999964,carrier,5201,9,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.4003516596287307,-0.0208481899749679,0.007999999999999964,carrier,5201,9,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.4003516596287307,-0.0208481899749679,0.16480000000000003,manufacturer,5201,9,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.5363826249410363,-0.023137068648254155,0.20400000000000001,manufacturer,5201,9,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.5512707437455429,-0.028217508863821128,2.6286862460720326,retailer,5201,9,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.5512707437455429,-0.028217508863821128,2.4930673801994647,retailer,5201,9,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.5772694920801299,-0.039078529943184837,2.9315825940467617,retailer,5201,9,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.6250961259222166,0.008748103898901904,0.45,supplier,5201,9,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.3954817055263646,-0.01940992040197831,0.16480000000000003,supplier,5201,9,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.3954817055263646,-0.01940992040197831,0.007999999999999964,warehouse,5201,9,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.5351716175782434,-0.02434807601104705,0.007999999999999964,warehouse,5201,9,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.38069054853067413,-0.014791156995690447,0.007999999999999964,carrier,5201,10,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.384427499832798,-0.015924159795932702,0.007999999999999964,carrier,5201,10,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.384427499832798,-0.015924159795932702,0.16480000000000003,manufacturer,5201,10,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.5078432638888924,-0.02853936105214383,0.20400000000000001,manufacturer,5201,10,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.5187974997120387,-0.032473244033504156,3.321668259847851,retailer,5201,10,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.5187974997120387,-0.032473244033504156,2.634959313491491,retailer,5201,10,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.5371253724298657,-0.04014411965026421,3.6370632167552475,retailer,5201,10,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.5971795876584925,-0.02791653826372409,0.45,supplier,5201,10,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.38069054853067413,-0.014791156995690447,0.16480000000000003,supplier,5201,10,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.38069054853067413,-0.014791156995690447,0.007999999999999964,warehouse,5201,10,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.5061943567806816,-0.0289772607975618,0.007999999999999964,warehouse,5201,10,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.3694611381264124,-0.01122941040426173,0.007999999999999964,carrier,5201,11,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.37231465377023887,-0.012112846062559135,0.007999999999999964,carrier,5201,11,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.37231465377023887,-0.012112846062559135,0.16480000000000003,manufacturer,5201,11,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.47947505015599595,-0.028368213732896497,0.20400000000000001,manufacturer,5201,11,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.48745666049973513,-0.03134083921230357,3.1735243377808833,retailer,5201,11,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.48745666049973513,-0.03134083921230357,3.0125964378925634,retailer,5201,11,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.5002978080064813,-0.03682756442338442,4.023207526012768,retailer,5201,11,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.5599221407859722,-0.037257446872520306,0.45,supplier,5201,11,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.3694611381264124,-0.01122941040426173,0.16480000000000003,supplier,5201,11,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.3694611381264124,-0.01122941040426173,0.007999999999999964,warehouse,5201,11,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.4777528995683915,-0.028441457212290078,0.007999999999999964,warehouse,5201,11,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.360960426444017,-0.008500711682395412,0.007999999999999964,carrier,5201,12,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.3631307573886371,-0.009183896381601775,0.007999999999999964,carrier,5201,12,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.3631307573886371,-0.009183896381601775,0.16480000000000003,manufacturer,5201,12,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.453610301809975,-0.025864748346020927,0.20400000000000001,manufacturer,5201,12,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.45937917618812446,-0.028077484311610668,4.139858737894023,retailer,5201,12,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.45937917618812446,-0.028077484311610668,3.2137524272928153,retailer,5201,12,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.4682817620322632,-0.03201604597421809,4.474304025795742,retailer,5201,12,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.5224388098697407,-0.03748333091623157,0.45,supplier,5201,12,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.360960426444017,-0.008500711682395412,0.16480000000000003,supplier,5201,12,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.360960426444017,-0.008500711682395412,0.007999999999999964,warehouse,5201,12,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.45198826401872766,-0.02576463554966385,0.007999999999999964,warehouse,5201,12,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.35453968067649644,-0.006420745767520553,0.007999999999999964,carrier,5201,13,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.3561851877900972,-0.006945569598539869,0.007999999999999964,carrier,5201,13,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.3561851877900972,-0.006945569598539869,0.16480000000000003,manufacturer,5201,13,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.4310883497971723,-0.022521952012802715,0.20400000000000001,manufacturer,5201,13,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.43522874700735337,-0.024150429180771094,3.8258550499386255,retailer,5201,13,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.43522874700735337,-0.024150429180771094,3.44261823333444,retailer,5201,13,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.4413093439119238,-0.026972418120339403,5.0351250041835405,retailer,5201,13,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.48825570394648554,-0.03418310592325513,0.45,supplier,5201,13,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.35453968067649644,-0.006420745767520553,0.16480000000000003,supplier,5201,13,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.35453968067649644,-0.006420745767520553,0.007999999999999964,warehouse,5201,13,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.42964203996942196,-0.022346224049305696,0.007999999999999964,warehouse,5201,13,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.3496982562490866,-0.004841424427409813,0.007999999999999964,carrier,5201,14,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.35094273745007315,-0.005242450340024074,0.007999999999999964,carrier,5201,14,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.35094273745007315,-0.005242450340024074,0.16480000000000003,manufacturer,5201,14,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.4120299509227857,-0.019058398874386595,0.20400000000000001,manufacturer,5201,14,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.41498324659562635,-0.020245500411727013,4.401127270196924,retailer,5201,14,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.41498324659562635,-0.020245500411727013,3.753072738829856,retailer,5201,14,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.4190546440779122,-0.02225469983401157,4.864410472004586,retailer,5201,14,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.4585837909151205,-0.029671913031365016,0.45,supplier,5201,14,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.3496982562490866,-0.004841424427409813,0.16480000000000003,supplier,5201,14,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.3496982562490866,-0.004841424427409813,0.007999999999999964,warehouse,5201,14,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.41078354303495057,-0.01885849693447139,0.007999999999999964,warehouse,5201,14,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.34605244768712945,-0.0036458085619571756,0.007999999999999964,carrier,5201,15,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.34699179605527997,-0.003950941394793184,0.007999999999999964,carrier,5201,15,ring_plus_hubs
manufacturer_03,commercial,reliable,1.0,moderate,1,8,0.34699179605527997,-0.003950941394793184,0.16480000000000003,manufacturer,5201,15,ring_plus_hubs
manufacturer_04,commercial,reliable,1.0,moderate,1,8,0.3962170693465149,-0.01581288157627081,0.20400000000000001,manufacturer,5201,15,ring_plus_hubs
retailer_09,commercial,reliable,1.0,moderate,1,8,0.3983122901285909,-0.01667095646703548,4.485953619139556,retailer,5201,15,ring_plus_hubs
retailer_10,commercial,reliable,1.0,moderate,1,8,0.3983122901285909,-0.01667095646703548,4.274491698694695,retailer,5201,15,ring_plus_hubs
retailer_11,commercial,reliable,1.0,moderate,1,8,0.40096842586884524,-0.018086218209066973,6.052645720631963,retailer,5201,15,ring_plus_hubs
supplier_01,commercial,reliable,1.0,moderate,1,8,0.4335846975398333,-0.024999093375287218,0.45,supplier,5201,15,ring_plus_hubs
supplier_02,commercial,reliable,1.0,moderate,1,8,0.34605244768712945,-0.0036458085619571756,0.16480000000000003,supplier,5201,15,ring_plus_hubs
warehouse_07,commercial,reliable,1.0,moderate,1,8,0.34605244768712945,-0.0036458085619571756,0.007999999999999964,warehouse,5201,15,ring_plus_hubs
warehouse_08,commercial,reliable,1.0,moderate,1,8,0.39516793699384467,-0.0156156060411059,0.007999999999999964,warehouse,5201,15,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.3433097164782299,-0.0027427312088995626,0.007999999999999964,carrier,5201,16,ring_plus_hubs
carrier_06,commercial,reliable,0.0,moderate,1,8,0.34366493938408843,-0.003326856671191536,0.007999999999999964,carrier,5201,16,ring_plus_hubs
manufacturer_03,commercial,reliable,0.0,moderate,1,8,0.5008508592521941,0.15385906319691411,0.16480000000000003,manufacturer,5201,16,ring_plus_hubs
manufacturer_04,commercial,reliable,0.0,moderate,1,8,0.5008508592521941,0.10463378990567918,0.20400000000000001,manufacturer,5201,16,ring_plus_hubs
retailer_09,commercial,reliable,0.0,moderate,1,8,0.5035038295385706,0.10519153940997977,5.608493092278015,retailer,5201,16,ring_plus_hubs
retailer_10,commercial,reliable,0.0,moderate,1,8,0.5035038295385706,0.10519153940997977,4.7700462653702465,retailer,5201,16,ring_plus_hubs
retailer_11,commercial,reliable,0.0,moderate,1,8,0.5258268865415827,0.12485846067273748,6.611454089266395,retailer,5201,16,ring_plus_hubs
supplier_01,commercial,reliable,0.0,moderate,1,8,0.5258268865415827,0.09224218900174941,0.45,supplier,5201,16,ring_plus_hubs
supplier_02,commercial,reliable,0.0,moderate,1,8,0.34366493938408843,-0.0023875083030410194,0.16480000000000003,supplier,5201,16,ring_plus_hubs
warehouse_07,commercial,reliable,0.0,moderate,1,8,0.36511410043742465,0.0190616527502952,0.007999999999999964,warehouse,5201,16,ring_plus_hubs
warehouse_08,commercial,reliable,0.0,moderate,1,8,0.36511410043742465,-0.03005383655642002,0.007999999999999964,warehouse,5201,16,ring_plus_hubs
carrier_05,commercial,reliable,1.0,moderate,1,8,0.3412479211546053,-0.0020617953236246045,0.007999999999999964,carrier,5201,17,ring_plus_hubs
carrier_06,commercial,reliable,1.0,moderate,1,8,0.3415150998454649,-0.0021498395386235214,0.007999999999999964,carrier,5201,17,ring_plus_hubs
