application,average_precision,cross_application_mean_ap,cross_application_min_ap,detection_recall,direction,false_alarm_rate,nominal_p95_threshold,positive_prevalence,roc_auc,timepoints
commercial,0.2863035350831175,0.2914880361035951,0.2863035350831175,0.0,high,0.06271043771043772,2.753821937858727,0.4,0.289936666751692,3960
commercial,0.6218041497279837,0.5916913206917147,0.5615784916554456,0.17803030303030304,low,0.050084175084175085,0.9073431605702267,0.4,0.710063333248308,3960
commercial,0.33817727406527043,0.3294169391410352,0.3206566042167999,0.0,absolute,0.06271043771043772,2.753821937858727,0.4,0.43328593170764895,3960
commercial,0.3345805136031468,0.33414203594804864,0.3337035582929505,0.04924242424242424,change,0.05134680134680135,0.6699788497742123,0.4,0.34373884042444647,3960
humanitarian,0.2966725371240726,0.2914880361035951,0.2863035350831175,0.0,high,0.05324074074074074,2.801408475163354,0.4,0.3225900205761316,3600
humanitarian,0.5615784916554456,0.5916913206917147,0.5615784916554456,0.15486111111111112,low,0.05,0.8445637885937043,0.4,0.6774099794238684,3600
humanitarian,0.3206566042167999,0.3294169391410352,0.3206566042167999,0.0,absolute,0.05324074074074074,2.801408475163354,0.4,0.39263470936213996,3600
humanitarian,0.3337035582929505,0.33414203594804864,0.3337035582929505,0.041666666666666664,change,0.05277777777777778,0.6909360760498725,0.4,0.36713638117283953,3600
