run_id,application,method,scenario_name,signal,spearman_future_service_loss
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,absolute_free_energy_deviation,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_entropy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,distributed_free_energy_mean,-0.6239050828333115
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,interaction_entropy,-0.6340805243659083
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy_sensitivity_backlog_service_heavy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy_sensitivity_balanced,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy_sensitivity_delay_commitment_heavy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy_sensitivity_backlog_service_heavy,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy_sensitivity_balanced,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy_sensitivity_delay_commitment_heavy,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_free_energy,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,absolute_free_energy_deviation,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_entropy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_energy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,distributed_free_energy_mean,-0.6149747254034111
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,interaction_entropy,-0.36669324154984506
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_energy_sensitivity_backlog_service_heavy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_energy_sensitivity_balanced,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_energy_sensitivity_delay_commitment_heavy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_free_energy_sensitivity_backlog_service_heavy,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_free_energy_sensitivity_balanced,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4101-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_free_energy_sensitivity_delay_commitment_heavy,-0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy,-0.7860003881484356
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,absolute_free_energy_deviation,-0.7860003881484356
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_entropy,0.8078009487994898
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy,0.8151115136354147
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,distributed_free_energy_mean,-0.6717514124293785
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,interaction_entropy,-0.4058263968336908
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy_sensitivity_backlog_service_heavy,0.8151115136354147
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy_sensitivity_balanced,0.8151115136354147
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_energy_sensitivity_delay_commitment_heavy,0.8151115136354147
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy_sensitivity_backlog_service_heavy,-0.7860003881484356
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy_sensitivity_balanced,-0.7860003881484356
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_compound,commercial,autonomous_fixed_comm,unseen_compound,exact_free_energy_sensitivity_delay_commitment_heavy,-0.7860003881484356
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,exact_free_energy,-0.7860003881484356
holdout-commercial-autonomous_fixed_comm-n09-s4102-unseen_correlated_partition,commercial,autonomous_fixed_comm,unseen_correlated_partition,absolute_free_energy_deviation,-0.7860003881484356
