run_id,application,scenario_name,predicted_source,true_sources,top1_localization_correct,top3_localization_correct
main-commercial-autonomous_no_comm-n11-s2107-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2107-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2107-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2107-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-autonomous_no_comm-n11-s2107-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-autonomous_no_comm-n11-s2108-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2108-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2108-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2108-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2108-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-autonomous_no_comm-n11-s2108-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-autonomous_no_comm-n11-s2108-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2101-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2101-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2101-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2101-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2101-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2101-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2101-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2102-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2102-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2102-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2102-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2102-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2102-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2102-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2103-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2103-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2103-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2103-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2103-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2103-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2103-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2104-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2104-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2104-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2104-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2104-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2104-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2104-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2105-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2105-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2105-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2105-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2105-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2105-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2105-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2106-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2106-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2106-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2106-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2106-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2106-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2106-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2107-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2107-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2107-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2107-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2107-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2107-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2107-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_llm-n11-s2108-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2108-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2108-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2108-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2108-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_llm-n11-s2108-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_llm-n11-s2108-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n08-s2101-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2102-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2103-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2104-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2105-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2106-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2107-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n08-s2108-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2101-factor_moderate_center,commercial,factor_moderate_center,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2101-factor_private_aligned,commercial,factor_private_aligned,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2101-factor_private_mixed,commercial,factor_private_mixed,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2101-factor_shared_aligned,commercial,factor_shared_aligned,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2101-factor_shared_mixed,commercial,factor_shared_mixed,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2101-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2101-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2102-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2102-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2102-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2102-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2102-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2102-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2102-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2103-factor_moderate_center,commercial,factor_moderate_center,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2103-factor_private_aligned,commercial,factor_private_aligned,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2103-factor_private_mixed,commercial,factor_private_mixed,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2103-factor_shared_aligned,commercial,factor_shared_aligned,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2103-factor_shared_mixed,commercial,factor_shared_mixed,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2103-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2103-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2104-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2104-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2104-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2104-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2104-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2104-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2104-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2105-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2105-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2105-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2105-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2105-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2105-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2105-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2106-factor_moderate_center,commercial,factor_moderate_center,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2106-factor_private_aligned,commercial,factor_private_aligned,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2106-factor_private_mixed,commercial,factor_private_mixed,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2106-factor_shared_aligned,commercial,factor_shared_aligned,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2106-factor_shared_mixed,commercial,factor_shared_mixed,retailer_11,supplier_01,False,True
main-commercial-centralized_lookahead-n11-s2106-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2106-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2107-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2107-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2107-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2107-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2107-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2107-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2107-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-centralized_lookahead-n11-s2108-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2108-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2108-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2108-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2108-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-centralized_lookahead-n11-s2108-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-centralized_lookahead-n11-s2108-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n08-s2101-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2102-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2103-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2104-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2105-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2106-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2107-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n08-s2108-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2101-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2101-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2101-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2101-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2101-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2101-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2101-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2102-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2102-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2102-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2102-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2102-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2102-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2102-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2103-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2103-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2103-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2103-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2103-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2103-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2103-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2104-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2104-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2104-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2104-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2104-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2104-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2104-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2105-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2105-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2105-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2105-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2105-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2105-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2105-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2106-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2106-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2106-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2106-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2106-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2106-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2106-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2107-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2107-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2107-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2107-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2107-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2107-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2107-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-learned_no_entropy-n11-s2108-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2108-factor_private_aligned,commercial,factor_private_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2108-factor_private_mixed,commercial,factor_private_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2108-factor_shared_aligned,commercial,factor_shared_aligned,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2108-factor_shared_mixed,commercial,factor_shared_mixed,supplier_01,supplier_01,True,True
main-commercial-learned_no_entropy-n11-s2108-private_mixed_compound_partition_large,commercial,private_mixed_compound_partition_large,supplier_01,carrier_05;supplier_01;supplier_02;warehouse_07,True,True
main-commercial-learned_no_entropy-n11-s2108-private_mixed_correlated,commercial,private_mixed_correlated,supplier_01,carrier_05;supplier_01;supplier_02,True,True
main-commercial-scripted_independent-n08-s2101-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2102-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2103-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2104-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2105-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2106-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2107-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n08-s2108-private_mixed_compound_partition_small,commercial,private_mixed_compound_partition_small,supplier_01,carrier_05;supplier_01;warehouse_07,True,True
main-commercial-scripted_independent-n11-s2101-factor_moderate_center,commercial,factor_moderate_center,supplier_01,supplier_01,True,True
