run_id,stage,application,method,scenario,seed,completion_status,wall_clock_seconds,disruption_sources,analysis_valid,exclusion_reason,scenario_name,n_agents,agreement_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,cumulative_unmet_weighted_need,delivered_messages,fairness,final_backlog,fulfillment_rate,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,on_time_delivery_rate,partner_reliability_brier,partner_reliability_observations,primary_outcome,recovery_time,service_loss_auc,social_welfare,tool_calls,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,generated_tokens,llm_calls,llm_latency_seconds,planner_revision,prompt_tokens
pilot-commercial-autonomous_no_comm-n08-s1101-paired_nominal_v7,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1101,complete,33.203552544116974,,False,Pre-freeze communication audit found inconsistent partition onset between ordinary messages and entropy-sketch gossip; interrupted after 10 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,261.4116442894103,0,0.9999999981599703,34.83549468948648,0.7372038175697365,0.0,0,0.0901382430824804,0.22095759747061972,0.8531791977845355,0.006870743075721665,,0,0.0,0,0.6615839069763112,,,1.0,,0,4.603460862676756,1.0,4.603460862676756,0.9105109861043117,54,,,101.6617776751705,1.0,0.0,2590,54,33.097516883164644,a09a35458c702b33eeacc393d103063234e8bc28,66283
pilot-commercial-autonomous_no_comm-n08-s1102-final_nominal_v3,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1102,complete,23.18660492822528,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,2.2737367544323206e-13,1542.4474065145494,0,0.9999987602959168,149.6909073086937,0.02840146321155395,0.0,0,0.004129109714589573,0.22095759747061972,0.5743261203109316,0.007983866730656172,,0,0.0,0,-0.2575415378337256,,,0.0,,0,17.9533640987898,14.0,17.9533640987898,0.27840115328553316,40,,,0.0,0.0,0.0,2471,40,23.135367941111326,a09a35458c702b33eeacc393d103063234e8bc28,43619
pilot-commercial-autonomous_no_comm-n08-s1102-paired_nominal_v5,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1102,complete,34.17575777322054,,False,Pre-freeze privacy audit found evaluator-only consensus error and global interaction entropy in actor features; interrupted after 16 published rows and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,918.7244412924459,0,0.9999999956265367,80.78865945403693,0.4781754284416888,0.0,0,0.06963233419180155,0.22095759747061972,0.754489223793511,0.007983866730656172,,0,0.0,0,0.26763863309081726,,,1.0,,0,12.064581899490255,14.0,12.064581899490255,0.6665708123009364,58,,,95.37600444911595,1.0,0.0,2653,58,34.084750924259424,a09a35458c702b33eeacc393d103063234e8bc28,71254
pilot-commercial-autonomous_no_comm-n08-s1102-paired_nominal_v6,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1102,complete,34.185107447206974,,False,Pre-freeze factorial audit found that private-information severity changed true marginal costs and local forecast noise; interrupted after 13 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,918.7244412924459,0,0.9999999956265367,80.78865945403693,0.4781754284416888,0.0,0,0.06963233419180155,0.22095759747061972,0.754489223793511,0.00846616770468051,,0,0.0,0,0.26763863309081726,,,1.0,,0,12.064581899490255,14.0,12.064581899490255,0.6665708123009364,58,,,95.37600444911595,1.0,0.0,2653,58,34.091589864343405,a09a35458c702b33eeacc393d103063234e8bc28,71254
pilot-commercial-autonomous_no_comm-n08-s1103-final_nominal_v3,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1103,complete,26.622838776558638,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,1.1368683772161603e-13,939.3902293607167,0,0.9999999210440857,98.3785301312823,0.11254019140396497,0.0,0,0.012236750358367297,0.22095759747061972,0.5730464329990206,0.007584673394123364,,0,0.0,0,-0.1791325198274955,,,1.0,,0,13.95989804315023,14.0,13.95989804315023,0.35703394527661697,41,,,6.103875954842711,1.0,0.0,2547,41,26.565856397151947,a09a35458c702b33eeacc393d103063234e8bc28,44743
pilot-commercial-autonomous_no_comm-n08-s1103-paired_nominal_v5,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1103,complete,37.99780599027872,,False,Pre-freeze privacy audit found evaluator-only consensus error and global interaction entropy in actor features; interrupted after 16 published rows and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-1.1368683772161603e-13,565.3902279475071,0,0.9999999932781739,71.07120316378702,0.38570596966273646,0.0,0,0.04387373749746109,0.22095759747061972,0.6937606563348866,0.006786286721057748,,0,0.0,0,0.18492859060987,,,1.0,,0,7.571234473401098,14.0,7.571234473401098,0.5962634476606493,60,,,45.63331623996682,1.0,0.0,2734,60,37.9085420332849,a09a35458c702b33eeacc393d103063234e8bc28,73741
pilot-commercial-autonomous_no_comm-n08-s1103-paired_nominal_v6,pilot,commercial,autonomous_no_comm,reliable-nominal-p0.5-o0.5,1103,complete,38.01396398618817,,False,Pre-freeze factorial audit found that private-information severity changed true marginal costs and local forecast noise; interrupted after 13 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-1.1368683772161603e-13,565.3902279475071,0,0.9999999932781739,71.07120316378702,0.38570596966273646,0.0,0,0.04387373749746109,0.22095759747061972,0.6937606563348866,0.006800459031772771,,0,0.0,0,0.18492859060987,,,1.0,,0,7.571234473401098,14.0,7.571234473401098,0.5962634476606493,60,,,45.63331623996682,1.0,0.0,2734,60,37.908208590000875,a09a35458c702b33eeacc393d103063234e8bc28,73741
pilot-commercial-centralized_llm-n08-s1101-final_nominal_v3,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1101,complete,9.616476628929377,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-4.547473508864641e-13,1010.8538209462334,0,0.9999999824522929,101.50800521534833,0.2387205507091748,0.0,0,0.02959728497748825,0.22095759747061972,0.6244984600951806,0.007584673394123364,,0,0.0,0,0.10318895698304761,,,1.0,,0,13.078836423428656,14.0,13.078836423428656,0.4610876735449553,5,,,36.84531083303862,1.0,0.0,485,5,9.568592887371778,a09a35458c702b33eeacc393d103063234e8bc28,5236
pilot-commercial-centralized_llm-n08-s1101-paired_nominal_v5,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1101,complete,7.1755316108465195,,False,Pre-freeze privacy audit found evaluator-only consensus error and global interaction entropy in actor features; interrupted after 16 published rows and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,1087.5557889557624,0,0.9999999553182292,112.72639468948648,0.14960110520649916,0.0,0,0.01829179456905829,0.22095759747061972,0.5836146393234818,0.007584673394123364,,0,0.0,0,0.0033584278094091202,,,1.0,,0,13.895682649899648,14.0,13.895682649899648,0.3851472741631994,5,,,19.159561633180083,1.0,0.0,350,5,7.118114981800318,a09a35458c702b33eeacc393d103063234e8bc28,5921
pilot-commercial-centralized_llm-n08-s1101-paired_nominal_v6,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1101,complete,7.207321837544441,,False,Pre-freeze factorial audit found that private-information severity changed true marginal costs and local forecast noise; interrupted after 13 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,1087.5557889557624,0,0.9999999553182292,112.72639468948648,0.14960110520649916,0.0,0,0.01829179456905829,0.22095759747061972,0.5836146393234818,0.0076691297487872815,,0,0.0,0,0.0033584278094091202,,,1.0,,0,13.895682649899648,14.0,13.895682649899648,0.3851472741631994,5,,,19.159561633180083,1.0,0.0,350,5,7.146512731909752,a09a35458c702b33eeacc393d103063234e8bc28,5921
pilot-commercial-centralized_llm-n08-s1101-paired_nominal_v7,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1101,complete,7.36924908682704,,False,Pre-freeze communication audit found inconsistent partition onset between ordinary messages and entropy-sketch gossip; interrupted after 10 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,1087.5557889557624,0,0.9999999553182292,112.72639468948648,0.14960110520649916,0.0,0,0.01829179456905829,0.22095759747061972,0.5836146393234818,0.0076691297487872815,,0,0.0,0,0.0033584278094091202,,,1.0,,0,13.895682649899648,14.0,13.895682649899648,0.3875562441420089,5,,,15.966301360983401,1.0,0.0,350,5,7.304704621434212,a09a35458c702b33eeacc393d103063234e8bc28,5921
pilot-commercial-centralized_llm-n08-s1102-final_nominal_v3,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1102,complete,9.670105703175068,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,2.2737367544323206e-13,1292.4474065145494,0,0.9999999724931945,124.69090730869368,0.1906689239172347,0.0,0,0.027720153012986904,0.22095759747061972,0.6393245674754191,0.007983866730656172,,0,0.0,0,-0.06806935994700239,,,1.0,,0,15.138931776847816,14.0,15.138931776847816,0.42113911661789716,5,,,30.08890435843325,1.0,0.0,503,5,9.639410588890314,a09a35458c702b33eeacc393d103063234e8bc28,5285
pilot-commercial-centralized_llm-n08-s1102-paired_nominal_v5,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1102,complete,6.9064783453941345,,False,Pre-freeze privacy audit found evaluator-only consensus error and global interaction entropy in actor features; interrupted after 16 published rows and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,1387.101641292446,0,0.9999999206099235,137.44385945403693,0.11223204398226075,0.0,0,0.016343330771030513,0.22095759747061972,0.6079056041538209,0.007983866730656172,,0,0.0,0,-0.15965646190378213,,,1.0,,0,16.02071784642598,14.0,16.02071784642598,0.3521259183267795,5,,,15.646230266385292,1.0,0.0,350,5,6.87009995803237,a09a35458c702b33eeacc393d103063234e8bc28,5923
pilot-commercial-centralized_llm-n08-s1102-paired_nominal_v6,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1102,complete,6.825375318527222,,False,Pre-freeze factorial audit found that private-information severity changed true marginal costs and local forecast noise; interrupted after 13 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,1387.101641292446,0,0.9999999206099235,137.44385945403693,0.11223204398226075,0.0,0,0.016343330771030513,0.22095759747061972,0.6079056041538209,0.00846616770468051,,0,0.0,0,-0.15965646190378213,,,1.0,,0,16.02071784642598,14.0,16.02071784642598,0.3521259183267795,5,,,15.646230266385292,1.0,0.0,350,5,6.7740580923855305,a09a35458c702b33eeacc393d103063234e8bc28,5923
pilot-commercial-centralized_llm-n08-s1102-paired_nominal_v7,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1102,complete,7.066824369132519,,False,Pre-freeze communication audit found inconsistent partition onset between ordinary messages and entropy-sketch gossip; interrupted after 10 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,1387.101641292446,0,0.9999999206099235,137.44385945403693,0.11223204398226075,0.0,0,0.016343330771030513,0.22095759747061972,0.6079056041538209,0.00846616770468051,,0,0.0,0,-0.15965646190378213,,,1.0,,0,16.02071784642598,14.0,16.02071784642598,0.3538102692947732,5,,,13.038525221987742,1.0,0.0,350,5,7.019483231008053,a09a35458c702b33eeacc393d103063234e8bc28,5923
pilot-commercial-centralized_llm-n08-s1103-final_nominal_v3,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1103,complete,9.579678531736135,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,774.3902293607167,0,0.9999999883482662,78.3785301312823,0.2929575664982573,0.0,0,0.03185394090868466,0.22095759747061972,0.6527743676240225,0.007584673394123364,,0,0.0,0,0.0613183534030485,,,1.0,,0,11.637580205194501,14.0,11.637580205194501,0.5169889175060722,5,,,28.78730063075086,1.0,0.0,496,5,9.548744335770607,a09a35458c702b33eeacc393d103063234e8bc28,5238
pilot-commercial-centralized_llm-n08-s1103-paired_nominal_v5,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1103,complete,6.911180589348078,,False,Pre-freeze privacy audit found evaluator-only consensus error and global interaction entropy in actor features; interrupted after 16 published rows and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-1.1368683772161603e-13,900.9085340560679,0,0.9999999680725609,95.22020316378703,0.17697745687215438,0.0,0,0.020131040472530434,0.22095759747061972,0.6015217951196405,0.007584673394123364,,0,0.0,0,-0.09325389121804573,,,1.0,,0,12.937451514019418,14.0,12.937451514019418,0.4140388599925587,5,,,14.969396327990447,1.0,0.0,350,5,6.8747615702450275,a09a35458c702b33eeacc393d103063234e8bc28,5921
pilot-commercial-centralized_llm-n08-s1103-paired_nominal_v6,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1103,complete,6.8579837419092655,,False,Pre-freeze factorial audit found that private-information severity changed true marginal costs and local forecast noise; interrupted after 13 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-1.1368683772161603e-13,900.9085340560679,0,0.9999999680725609,95.22020316378703,0.17697745687215438,0.0,0,0.020131040472530434,0.22095759747061972,0.6015217951196405,0.007637734493127246,,0,0.0,0,-0.09325389121804573,,,1.0,,0,12.937451514019418,14.0,12.937451514019418,0.4140388599925587,5,,,14.969396327990447,1.0,0.0,350,5,6.809870827943087,a09a35458c702b33eeacc393d103063234e8bc28,5921
pilot-commercial-centralized_llm-n08-s1103-paired_nominal_v7,pilot,commercial,centralized_llm,reliable-nominal-p0.5-o0.5,1103,complete,7.055896777659655,,False,Pre-freeze communication audit found inconsistent partition onset between ordinary messages and entropy-sketch gossip; interrupted after 10 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-1.1368683772161603e-13,900.9085340560679,0,0.9999999680725609,95.22020316378703,0.17697745687215438,0.0,0,0.020131040472530434,0.22095759747061972,0.6015217951196405,0.007637734493127246,,0,0.0,0,-0.09325389121804573,,,1.0,,0,12.937451514019418,14.0,12.937451514019418,0.41619529147551465,5,,,12.47449693999204,1.0,0.0,350,5,7.0083042755723,a09a35458c702b33eeacc393d103063234e8bc28,5921
pilot-commercial-centralized_lookahead-n08-s1101-final_nominal_v3,pilot,commercial,centralized_lookahead,reliable-nominal-p0.5-o0.5,1101,complete,0.02013843134045601,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,-2.2737367544323206e-13,88.9971926721498,0,0.9999999988852615,7.048483469018947,0.9471384980697176,0.0,0,0.11742905232600173,0.22095759747061972,0.9494873806161647,0.0043911267018609005,,0,0.0,0,0.7856884551419551,,,1.0,,0,1.5155106430818432,1.0,1.5155106430818432,1.1138531604698867,14,,,111.05157853705971,1.0,0.0,0,0,0.0,mock-v2,0
pilot-commercial-centralized_lookahead-n08-s1101-paired_nominal_v5,pilot,commercial,centralized_lookahead,reliable-nominal-p0.5-o0.5,1101,complete,0.02609545737504959,,False,Pre-freeze privacy audit found evaluator-only consensus error and global interaction entropy in actor features; interrupted after 16 published rows and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,82.06099754621852,0,0.999999998910334,5.570970686484623,0.9579730432454312,0.0,0,0.1171317958216512,0.22095759747061972,0.9544577616660944,0.003592740028795286,,0,0.0,0,0.7894130201618113,,,1.0,,0,1.3958692586900368,1.0,1.3958692586900368,1.1236576470026955,14,,,111.76602724605472,1.0,0.0,0,0,0.0,mock-v2,0
pilot-commercial-centralized_lookahead-n08-s1101-paired_nominal_v6,pilot,commercial,centralized_lookahead,reliable-nominal-p0.5-o0.5,1101,complete,0.03457675874233246,,False,Pre-freeze factorial audit found that private-information severity changed true marginal costs and local forecast noise; interrupted after 13 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,82.06099754621852,0,0.999999998910334,5.570970686484623,0.9579730432454312,0.0,0,0.1171317958216512,0.22095759747061972,0.9544577616660944,0.0037363331849150014,,0,0.0,0,0.7894130201618113,,,1.0,,0,1.3958692586900368,1.0,1.3958692586900368,1.1236576470026955,14,,,111.76602724605472,1.0,0.0,0,0,0.0,mock-v2,0
pilot-commercial-centralized_lookahead-n08-s1101-paired_nominal_v7,pilot,commercial,centralized_lookahead,reliable-nominal-p0.5-o0.5,1101,complete,0.03373844921588898,,False,Pre-freeze communication audit found inconsistent partition onset between ordinary messages and entropy-sketch gossip; interrupted after 10 published rows before outcome comparison and retained only as an engineering diagnostic.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,82.06099754621852,0,0.999999998910334,5.570970686484623,0.9579730432454312,0.0,0,0.1171317958216512,0.22095759747061972,0.9544577616660944,0.0037363331849150014,,0,0.0,0,0.7894130201618113,,,1.0,,0,1.3958692586900368,1.0,1.3958692586900368,1.1377102129977488,14,,,93.13835603837893,1.0,0.0,0,0,0.0,mock-v2,0
pilot-commercial-centralized_lookahead-n08-s1102-final_nominal_v3,pilot,commercial,centralized_lookahead,reliable-nominal-p0.5-o0.5,1102,complete,0.020664148032665253,,False,Pre-freeze action-dependent RNG coupling invalidated paired treatment inference; retained for planner behavior and throughput only.,reliable-nominal-p0.5-o0.5,,0.0,,,0,,0,0.0,0,0.0,97.69027227571256,0,0.9999999989068216,6.712248278822777,0.9564328206467743,0.0,0,0.13904973915140853,0.22095759747061972,0.946061752895025,0.0043911267018609005,,0,0.0,0,0.7820708066744861,,,1.0,,0,1.8145801385943883,1.0,1.8145801385943883,1.0907638859975808,19,,,178.20722323636127,1.0,0.0,0,0,0.0,mock-v2,0
