actionable_opportunities,agent_count,allocation_inequality_gini,application,autonomous_action_coverage,beneficial_actions,commitment_failures,completed_at,complexity,conservation_feasible,controller,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivery_completion,dropped_messages,eligible_operational_proposals,environment_seed,event_count,fragmentation,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,net_causal_utility,network_disruption,neutral_actions,operational_bytes,operational_messages,operational_node_count,operator_escalations,operator_minutes,physical_actions,privacy_boundary_pass,resource_waste,run_id,service_loss,service_reaching_actions,sketch_bytes,sketch_messages,sketch_policy,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
250,28,0.4533982498821352,humanitarian,0.604,49,0,2026-08-16T14:07:59.287612+00:00,medium,True,always_act,high,13924.546400252222,859,15,74.70424069013796,1185,250,773102,20768,high,98,60,420,private_fragmented,3,2.842170943040401e-14,135.16415713974519,high,0,98688,420,16,0,0.0,151,True,0.1534458369227747,v7-pilots_iteration2-humanitarian-medium-high-high-high-modular-private_fragmented-773102-always_act-event_triggered,29432.046096691076,50,1546221,4487,event_triggered,2026-08-16T14:06:39.334731+00:00,a6d77f8e2d60fcccae7b1818902466c5b9cf16630752d2d1c1c0587f7a0dedea,10,modular,1644909,4907,1411.1303666584768,,,,,,,,
34,12,0.4886370386612655,humanitarian,0.9117647058823529,14,0,2026-08-16T14:06:38.511086+00:00,small,True,always_act,low,530.4037947413549,2153,10,26.835231322475828,119,34,773101,9072,low,14,30,17,private_fragmented,3,5.1514348342607263e-14,20.204385975455853,low,0,5969,25,8,0,0.0,31,True,0.5,v7-pilots_iteration2-humanitarian-small-low-low-low-random_geometric-private_fragmented-773101-always_act-event_triggered,1247.1516650395781,17,856413,2477,event_triggered,2026-08-16T14:06:26.718654+00:00,45309228b6a02470bf0dcdf5e1342594418f3c2976a1b6d656cf777fa651aa3b,17,random_geometric,862382,2502,117.50686568129348,,,,,,,,
568,52,,utility_restoration,0.45422535211267606,164,,2026-08-16T14:19:14.962070+00:00,large,True,always_act,high,,5026,20,,1904,568,774107,61480,high,49,100,629,private_fragmented,3,8.490985692333197e-13,30.15711378310122,high,45,162175,694,30,0,0.0,258,True,,v7-pilots_iteration2-utility_restoration-large-high-high-high-grid-private_fragmented-774107-always_act-event_triggered,3324.2887587407504,11,5395365,15524,event_triggered,2026-08-16T14:14:52.542924+00:00,72e2b76c41e609e51f26775b69c7fb43bdcd61c86761b9d493e9c924436a0863,,grid,5557540,16218,,0.8180318646936301,32,34.0,0.0,4,13.4,40,1223.5959270150533
155,28,,utility_restoration,0.5806451612903226,50,,2026-08-16T14:14:50.479575+00:00,medium,True,always_act,high,,554,15,,537,155,774106,17977,high,22,60,265,private_fragmented,3,1.5365486660812167e-13,10.29784875970283,high,18,65780,278,16,0,0.0,90,True,,v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,1400.9695574425034,8,1340220,3861,event_triggered,2026-08-16T14:13:45.171933+00:00,52dc84a5c849ddef6fc4670a6c09be27de6eecdb2c9be12c596f7f1712672c1c,,modular,1406000,4139,,0.8163081670627319,6,19.0,0.0,0,9.0,19,716.4069996903639
45,28,,utility_restoration,0.6888888888888889,15,,2026-08-16T14:12:20.544561+00:00,medium,True,always_act,high,,3006,15,,1163,45,774104,23612,low,10,60,48,private_fragmented,3,7.993605777301127e-14,7.922566331828814,medium,6,13307,56,16,0,0.0,31,True,,v7-pilots_iteration2-utility_restoration-medium-high-low-medium-grid-private_fragmented-774104-always_act-event_triggered,173.35085229315897,6,2182617,6225,event_triggered,2026-08-16T14:11:38.773239+00:00,fe6115261b9e987ca2aa72785bf8089bcf06d652ad8bf40bb4517230d81eb279,,grid,2195924,6281,,0.8730058549305266,0,15.0,0.0,3,21.0,7,72.41787372161929
133,28,,utility_restoration,0.6616541353383458,42,,2026-08-16T14:13:42.877495+00:00,medium,True,always_act,low,,1057,15,,575,133,774105,21833,high,36,60,273,private_fragmented,3,1.0480505352461478e-13,-4.277516070871632,medium,10,67203,285,16,0,0.0,88,True,,v7-pilots_iteration2-utility_restoration-medium-low-high-medium-modular-private_fragmented-774105-always_act-event_triggered,980.5948709537274,4,1793037,5154,event_triggered,2026-08-16T14:12:22.863690+00:00,741b9b84d75a95ec66a0240e131b199e32b46e6c28e2a3993d87212ee6bc302c,,modular,1860240,5439,,0.8477244594811746,1,13.0,0.0,0,6.75,31,460.98937376767367
84,28,,utility_restoration,0.7380952380952381,35,,2026-08-16T14:11:32.635184+00:00,medium,True,always_act,medium,,19433,15,,2146,84,774103,79855,medium,20,60,107,private_fragmented,3,1.0480505352461478e-13,4.227879070583979,medium,7,27540,117,16,0,0.0,62,True,,v7-pilots_iteration2-utility_restoration-medium-medium-medium-medium-scale_free-private_fragmented-774103-always_act-event_triggered,355.4217241595075,6,8799980,25211,event_triggered,2026-08-16T14:08:12.774907+00:00,36ef56879b889d9fb461b370f46a6f05a63ec6cd666264fc4dd3725e344129ed,,scale_free,8827520,25328,,0.851314911200892,1,22.0,0.0,2,11.666666666666666,16,195.27749768892372
46,12,,utility_restoration,0.6521739130434783,22,,2026-08-16T14:08:12.272819+00:00,small,True,always_act,high,,351,10,,87,46,774102,3210,high,4,30,77,private_fragmented,3,7.105427357601002e-15,8.706500438646135,high,4,19863,85,8,0,0.0,30,True,,v7-pilots_iteration2-utility_restoration-small-high-high-high-modular-private_fragmented-774102-always_act-event_triggered,238.05677665507918,3,167174,479,event_triggered,2026-08-16T14:08:05.378777+00:00,1343fb4ea0ce4f7a70ba0e6420442b1e0d05a0c53c3e8d8718e66c0bc7636515,,modular,187037,564,,0.805329644062005,0,17.0,0.0,1,9.333333333333334,0,170.35845183439412
13,12,,utility_restoration,1.0,6,,2026-08-16T14:08:04.847950+00:00,small,True,always_act,low,,612,10,,54,13,774101,4282,low,6,30,17,private_fragmented,3,1.2434497875801753e-14,1.2680051043808247,low,1,4292,18,8,0,0.0,13,True,,v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,45.350050783397094,3,323073,919,event_triggered,2026-08-16T14:08:01.460732+00:00,e7ee319181edb734d5466d41bb8cefd0fbf3bccb48cfa4b53638349b91733080,,grid,327365,937,,0.9379559654502182,0,15.0,0.0,1,23.333333333333332,3,0.0
