acceptances,agreement_rate,application,coalition_formation_rate,coalition_recall_when_required,coalitions,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,contradiction_rate,counteroffers,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,recovery_time,rejections,resumed,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,tool_calls,tool_proposals,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
0,0.0,commercial,0.0,,0,0,0.0,0,1.1368683772161603e-13,0.0,0,984.0331227520467,0,0,0.9999991923935148,119.97530412653576,0.03518843286417633,2532,0.0,5,0.004964030183414274,40,25.315662302076817,manifests/pilot-commercial-learned_no_entropy-n08-s1102-single_disruption_route_v2.json,0.21585745133401535,0.49636221236587247,0.010062266996246131,,1055,0.0,5,learned_no_entropy,-0.2740000111520305,,,0.0,8,0.0,"{'0': 35, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,14.078685169867029,45631,11.0,0,True,pilot-commercial-learned_no_entropy-n08-s1102-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1102,14.078685169867029,0.285188230962555,complete,40,40,,,0.0,0.0,0.0,1.0,1.0,25.372181192040443
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,494.1411776522441,0,0,0.9999999923784212,57.180352685834364,0.362224253021223,2872,0.0,5,0.038507621893089226,40,33.811226945370436,manifests/pilot-commercial-learned_no_entropy-n08-s1103-single_disruption_route_v2.json,0.21585745133401535,0.5938681219484893,0.009563275325580121,,1063,0.0,5,learned_no_entropy,0.05882238051862096,,,0.0,8,1.0,"{'0': 35, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,9.06921845947232,45754,11.0,0,True,pilot-commercial-learned_no_entropy-n08-s1103-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1103,9.06921845947232,0.5781836771799315,complete,40,40,,,30.519379774213554,1.0,0.0,1.0,1.0,33.869090903550386
0,0.0,commercial,1.0,,1,0,0.0,0,0.0,0.0,0,284.5835596017802,5,6,0.9999999971745499,43.17667480654128,0.5949167368055029,3187,0.0,4,0.07089726284330287,40,32.187511313706636,manifests/pilot-commercial-thermoagent-n08-s1101-single_disruption_route_v2.json,0.21585745133401535,0.6823787919594492,0.008789616498000988,,1590,0.8333333333333334,6,thermoagent,0.2224324792286172,,,0.3333333333333333,8,1.0,"{'0': 23, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 17, '8': 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,4.80248459057077,50724,1.0,0,True,pilot-commercial-thermoagent-n08-s1101-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1101,4.80248459057077,0.7875052557940846,complete,39,40,,,61.19326668165387,1.0,0.0,0.975,0.85,32.24589228257537
0,0.0,commercial,1.0,,2,0,0.0,0,-1.1368683772161603e-13,0.0,0,187.30628619414242,3,4,0.9999999985012914,23.500583218151952,0.8168482701773602,3207,0.0,1,0.11936128010818496,40,32.893886122852564,manifests/pilot-commercial-thermoagent-n08-s1102-single_disruption_route_v2.json,0.21585745133401535,0.785792737803407,0.00890177875487743,,2522,0.3333333333333333,9,thermoagent,0.01067085282186317,,,1.0,8,1.0,"{'0': 29, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 11, '8': 0}",,0,4,a09a35458c702b33eeacc393d103063234e8bc28,4.419866331266959,50350,1.0,0,True,pilot-commercial-thermoagent-n08-s1102-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1102,4.419866331266959,0.9493004282350603,complete,40,40,,,150.82810495697476,1.0,1.0,1.0,0.9,32.951733738183975
0,0.0,commercial,1.0,,2,0,0.0,0,0.0,0.0,0,28.454757404684884,6,7,0.9999999988998416,4.349970115404516,0.953393913794288,3326,0.0,4,0.10477036091745885,40,33.14026711508632,manifests/pilot-commercial-thermoagent-n08-s1103-single_disruption_route_v2.json,0.21585745133401535,0.8384946836287879,0.0056949811876844565,,2250,0.75,8,thermoagent,0.020431635918980312,,,1.0,8,1.0,"{'0': 18, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 22, '8': 0}",,0,7,a09a35458c702b33eeacc393d103063234e8bc28,1.3107075699149469,50827,1.0,0,True,pilot-commercial-thermoagent-n08-s1103-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1103,1.3107075699149469,1.0963726350560083,complete,39,40,,,99.88810495107026,1.0,0.0,0.975,0.825,33.20092932879925
1,0.05263157894736842,commercial,0.0,0.0,0,1,0.6052631578947368,38,1.1368683772161603e-13,0.0,0,1320.1125516244904,5,12,0.9999991994689099,186.4344785549679,0.035343595207502396,0,1.0,0,0.007991966459794154,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1101-compound_stress_v2.json,0.3195312465222615,0.12697268181745708,0.009563275325580121,4.0,7957,0.23809523809523808,21,scripted_independent,-0.6250046355166027,,,0.08333333333333333,8,0.0,"{'0': 8, '1': 0, '2': 0, '3': 19, '4': 4, '5': 0, '6': 6, '7': 3, '8': 0}",0.25,2,1,mock-v2,12.930931819177399,0,11.0,0,True,pilot-commercial-scripted_independent-n08-s1101-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1101,12.930931819177399,0.2853433950747299,complete,37,40,,,0.0,0.0,0.0,1.0,0.7,0.019911546260118484
0,0.0,commercial,0.0,0.0,0,0,0.5526315789473685,38,0.0,0.0,0,1640.3166275997269,6,9,0.999997071735498,232.40976434909766,0.0184796700509011,0,0.0,1,0.005156369047966412,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1102-compound_stress_v2.json,0.3137759497842679,0.07485137260104391,0.010062266996246131,,8492,0.2608695652173913,23,scripted_independent,-0.7375167608468228,,,0.0,8,0.0,"{'0': 8, '1': 0, '2': 0, '3': 19, '4': 3, '5': 0, '6': 6, '7': 4, '8': 0}",,0,0,mock-v2,14.248814181158394,0,11.0,3,True,pilot-commercial-scripted_independent-n08-s1102-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1102,14.248814181158394,0.2684789379847756,complete,37,40,,,0.0,0.0,0.0,1.0,0.775,0.019871052354574203
0,0.0,commercial,0.0,0.0,0,0,0.5263157894736842,38,1.1368683772161603e-13,0.0,0,1068.2373353689823,4,10,0.9999995379777084,153.20897526763162,0.04652307740652698,0,0.0,2,0.009225559700083943,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1103-compound_stress_v2.json,0.3195312465222615,0.10013450806958044,0.009563275325580121,,8237,0.18181818181818182,22,scripted_independent,-0.6193403553926797,,,0.0,8,0.0,"{'0': 8, '1': 0, '2': 0, '3': 19, '4': 2, '5': 0, '6': 6, '7': 5, '8': 0}",,0,0,mock-v2,12.314096272875268,0,11.0,1,True,pilot-commercial-scripted_independent-n08-s1103-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1103,12.314096272875268,0.29652296190095406,complete,36,40,,,0.0,0.0,0.0,1.0,0.75,0.020193755626678467
0,0.0,commercial,0.0,0.0,0,0,0.0,0,0.0,0.0,0,1270.6640063010243,4,1,0.9999992726970763,177.38310072645584,0.03708020917211005,2465,0.0,5,0.007968788577578016,40,23.710152059793472,manifests/pilot-commercial-learned_no_entropy-n08-s1101-compound_stress_v2.json,0.3195312465222615,0.12756819099827052,0.009563275325580121,,1028,0.8,5,learned_no_entropy,-0.62474837698973,,,0.0,8,0.0,"{'0': 35, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,12.956141095694226,39359,11.0,0,True,pilot-commercial-learned_no_entropy-n08-s1101-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1101,12.956141095694226,0.28708002734637916,complete,40,40,,,0.0,0.0,0.0,1.0,0.975,23.76450054347515
0,0.0,commercial,0.0,0.0,0,0,0.0,0,0.0,0.0,0,1534.0512583335308,1,0,0.9999975292621568,213.12623181984904,0.020118061428732247,2630,0.0,5,0.005176512913975434,40,27.2166930437088,manifests/pilot-commercial-learned_no_entropy-n08-s1102-compound_stress_v2.json,0.3137759497842679,0.07392427389690516,0.010062266996246131,,1031,0.2,5,learned_no_entropy,-0.7367256854147426,,,0.0,8,0.0,"{'0': 35, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,14.267500077527457,39692,11.0,0,True,pilot-commercial-learned_no_entropy-n08-s1102-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1102,14.267500077527457,0.27011744374427143,complete,40,40,,,0.0,0.0,0.0,1.0,1.0,27.269873455166817
0,0.0,commercial,0.0,0.0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,1086.089678167399,0,1,0.9999995439939222,152.159371681533,0.046828967822125936,2525,0.0,5,0.00921930645919128,40,25.08809495344758,manifests/pilot-commercial-learned_no_entropy-n08-s1103-compound_stress_v2.json,0.3195312465222615,0.09468877357460204,0.009563275325580121,,1051,0.0,5,learned_no_entropy,-0.6193231951389834,,,1.0,8,0.0,"{'0': 35, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 0}",,0,1,a09a35458c702b33eeacc393d103063234e8bc28,12.371392900425592,39684,11.0,0,True,pilot-commercial-learned_no_entropy-n08-s1103-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1103,12.371392900425592,0.2968288538206065,complete,40,40,,,0.0,0.0,0.0,1.0,0.975,25.143357947468758
0,0.0,commercial,1.0,1.0,2,0,0.0,0,-1.1368683772161603e-13,0.0,0,980.14261819037,4,3,0.999999953322503,156.47906312071143,0.1463680240791073,2613,0.0,2,0.03149668318380718,40,25.374011408537626,manifests/pilot-commercial-thermoagent-n08-s1101-compound_stress_v2.json,0.3195312465222615,0.1650445089679127,0.00906428365491411,,2461,0.4444444444444444,9,thermoagent,-0.6086216297540363,,,0.6666666666666666,8,1.0,"{'0': 28, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 2, '7': 9, '8': 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,9.209085526480035,42954,11.0,0,True,pilot-commercial-thermoagent-n08-s1101-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1101,9.209085526480035,0.3823887714342024,complete,40,40,,,25.625311524089497,1.0,0.0,1.0,0.925,25.43183447420597
0,0.0,commercial,1.0,1.0,3,0,0.0,0,0.0,0.0,0,1494.6222390390114,3,3,0.9999996105634478,214.8641771403959,0.050673576740435676,2659,0.0,2,0.01355781144740516,40,27.463228300213814,manifests/pilot-commercial-thermoagent-n08-s1102-compound_stress_v2.json,0.3137759497842679,0.08657424842289718,0.010062266996246131,,3185,0.2727272727272727,11,thermoagent,-0.7219723622437948,,,1.0,8,1.0,"{'0': 27, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 3, '7': 10, '8': 0}",,0,3,a09a35458c702b33eeacc393d103063234e8bc28,13.2106760333603,43450,11.0,0,True,pilot-commercial-thermoagent-n08-s1102-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1102,13.2106760333603,0.2948733288279599,complete,40,40,,,13.12767184604713,1.0,0.0,1.0,0.925,27.524030935019255
0,0.0,commercial,1.0,1.0,2,0,0.0,0,1.1368683772161603e-13,0.0,0,835.8223593066303,3,2,0.9999999647342167,135.6879500501325,0.1683926862001338,2754,0.0,4,0.03396427540324831,40,26.170797739177942,manifests/pilot-commercial-thermoagent-n08-s1103-compound_stress_v2.json,0.3195312465222615,0.13357658505302394,0.008565291984248099,,2442,0.3333333333333333,9,thermoagent,-0.6125035494709041,,,1.0,8,1.0,"{'0': 28, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 11, '8': 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,8.351013443122563,43148,11.0,0,True,pilot-commercial-thermoagent-n08-s1103-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1103,8.351013443122563,0.399770325068329,complete,40,40,,,30.3848796042517,1.0,0.0,1.0,0.95,26.225488625466824
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,82.06099754621852,0,0,0.999999998910334,5.570970686484623,0.9579730432454312,0,0.0,0,0.1171317958216512,0,0.0,manifests/pilot-commercial-centralized_lookahead-n08-s1101-paired_nominal_v8.json,0.22095759747061972,0.9544577616660944,0.0037363331849150014,,0,0.0,0,centralized_lookahead,0.7894130201618113,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.3958692586900368,0,1.0,0,,pilot-commercial-centralized_lookahead-n08-s1101-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1101,1.3958692586900368,1.1377102129977488,complete,14,0,0,0,93.13835603837893,1.0,0.0,0.0,1.0,0.037005383521318436
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,100.16177157086504,0,0,0.9999999989093653,6.572476890640677,0.9575475077725888,0,0.0,0,0.13943892575793124,0,0.0,manifests/pilot-commercial-centralized_lookahead-n08-s1102-paired_nominal_v8.json,0.22095759747061972,0.9465082560444371,0.004675867118123877,,0,0.0,0,centralized_lookahead,0.7822140188363325,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.8560894598819897,0,1.0,0,,pilot-commercial-centralized_lookahead-n08-s1102-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1102,1.8560894598819897,1.1139368856840108,complete,18,0,0,0,144.9275687532825,1.0,0.0,0.0,1.0,0.03557507321238518
0,0.0,commercial,0.0,,0,0,0.0,0,-1.1368683772161603e-13,0.0,0,76.58042670332146,0,0,0.9999999988592273,7.37345814559661,0.9362685430927168,0,0.0,0,0.10649977837444075,0,0.0,manifests/pilot-commercial-centralized_lookahead-n08-s1103-paired_nominal_v8.json,0.22095759747061972,0.9370588244767137,0.0048416999553545104,,0,0.0,0,centralized_lookahead,0.7769365992288393,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.4053022301675333,0,1.0,0,,pilot-commercial-centralized_lookahead-n08-s1103-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1103,1.4053022301675333,1.114084444210896,complete,14,0,0,0,83.51392791069695,1.0,0.0,0.0,1.0,0.03596120327711105
0,0.0,commercial,0.0,,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,1087.5557889557624,0,0,0.9999999553182292,112.72639468948648,0.14960110520649916,350,0.0,0,0.01829179456905829,5,7.324290368705988,manifests/pilot-commercial-centralized_llm-n08-s1101-paired_nominal_v8.json,0.22095759747061972,0.5836146393234818,0.0076691297487872815,,0,0.0,0,centralized_llm,0.0033584278094091202,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,13.895682649899648,5921,14.0,0,,pilot-commercial-centralized_llm-n08-s1101-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1101,13.895682649899648,0.3875562441420089,complete,5,5,0,0,15.966301360983401,1.0,0.0,1.0,1.0,7.393944177776575
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,1387.101641292446,0,0,0.9999999206099235,137.44385945403693,0.11223204398226075,350,0.0,0,0.016343330771030513,5,7.010846979916096,manifests/pilot-commercial-centralized_llm-n08-s1102-paired_nominal_v8.json,0.22095759747061972,0.6079056041538209,0.00846616770468051,,0,0.0,0,centralized_llm,-0.15965646190378213,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,16.02071784642598,5923,14.0,0,,pilot-commercial-centralized_llm-n08-s1102-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1102,16.02071784642598,0.3538102692947732,complete,5,5,0,0,13.038525221987742,1.0,0.0,1.0,1.0,7.060207117348909
0,0.0,commercial,0.0,,0,0,0.0,0,-1.1368683772161603e-13,0.0,0,900.9085340560679,0,0,0.9999999680725609,95.22020316378703,0.17697745687215438,350,0.0,0,0.020131040472530434,5,7.020468641072512,manifests/pilot-commercial-centralized_llm-n08-s1103-paired_nominal_v8.json,0.22095759747061972,0.6015217951196405,0.007637734493127246,,0,0.0,0,centralized_llm,-0.09325389121804573,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,12.937451514019418,5921,14.0,0,,pilot-commercial-centralized_llm-n08-s1103-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1103,12.937451514019418,0.41619529147551465,complete,5,5,0,0,12.47449693999204,1.0,0.0,1.0,1.0,7.068901356309652
3,0.1875,commercial,0.0,,0,3,0.8529411764705882,34,-2.2737367544323206e-13,0.0,1,1247.5557889557626,15,9,0.9999996234027997,125.7263946894865,0.05153014620201873,0,1.0,2,0.006300614204285418,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1101-paired_nominal_v8.json,0.2685703618133188,0.5381056041761094,0.007669129748787281,2.0,9137,0.6,25,scripted_independent,-0.11064891830295866,0,0,0.0,8,0.0,"{0: 22, 1: 0, 2: 0, 3: 16, 4: 13, 5: 0, 6: 0, 7: 2, 8: 0}",0.125,6,0,mock-v2,16.261044089715497,0,14.0,0,,pilot-commercial-scripted_independent-n08-s1101-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1101,16.261044089715497,0.30153005205271866,complete,52,53,9137,25,0.0,0.0,0.0,1.0,0.8301886792452831,0.04611024633049965
5,0.21739130434782608,commercial,0.0,,0,0,0.9347826086956522,46,-2.2737367544323206e-13,0.0,0,1156.321641292446,26,2,0.9999999895076257,107.02385945403695,0.3087188228702675,0,1.0,2,0.044955911506070804,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1102-paired_nominal_v8.json,0.22095759747061972,0.6853919013553825,0.00846616770468051,1.0,12725,0.7222222222222222,36,scripted_independent,0.060018703587329324,0,0,1.0,8,1.0,"{0: 17, 1: 1, 2: 0, 3: 23, 4: 7, 5: 0, 6: 0, 7: 2, 8: 0}",0.125,10,2,mock-v2,13.916302531523371,0,14.0,0,,pilot-commercial-scripted_independent-n08-s1102-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1102,13.916302531523371,0.5305901590816793,complete,48,50,12725,36,43.54867424143905,1.0,0.0,1.0,0.96,0.04575028643012047
6,0.2857142857142857,commercial,0.0,,0,1,0.8863636363636364,44,0.0,0.0,1,678.0035340560678,24,8,0.9999999946501941,65.67520316378702,0.4323455429377367,0,1.0,0,0.04917895068005772,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1103-paired_nominal_v8.json,0.2386201504677115,0.7143710706426204,0.007637734493127246,1.0,12044,0.7058823529411765,34,scripted_independent,0.2470873827728346,0,0,0.75,8,1.0,"{0: 20, 1: 0, 2: 0, 3: 21, 4: 12, 5: 0, 6: 0, 7: 0, 8: 3}",0.125,12,6,mock-v2,10.175638424759576,0,14.0,0,,pilot-commercial-scripted_independent-n08-s1103-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1103,10.175638424759576,0.6470588579686074,complete,56,56,12044,34,40.82519017784318,1.0,0.0,1.0,0.8571428571428571,0.04561764746904373
0,0.0,commercial,0.0,,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,261.4116442894103,0,14,0.9999999981599703,34.83549468948648,0.7372038175697365,2590,0.0,0,0.0901382430824804,54,33.16804804652929,manifests/pilot-commercial-autonomous_no_comm-n08-s1101-paired_nominal_v8.json,0.22095759747061972,0.8531791977845355,0.006870743075721665,,0,0.0,0,autonomous_no_comm,0.6615839069763112,0,0,0.7142857142857143,8,1.0,"{0: 49, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 5}",,0,10,a09a35458c702b33eeacc393d103063234e8bc28,4.603460862676756,66283,1.0,0,,pilot-commercial-autonomous_no_comm-n08-s1101-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1101,4.603460862676756,0.9105109861043117,complete,54,54,0,0,101.6617776751705,1.0,0.0,1.0,0.7407407407407407,33.271318938583136
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,969.544641292446,0,18,0.9999999956604371,80.50005945403696,0.4800395337798571,2689,0.0,0,0.0699037868808263,58,36.5927677191794,manifests/pilot-commercial-autonomous_no_comm-n08-s1102-paired_nominal_v8.json,0.22095759747061972,0.755235916641264,0.00846616770468051,,0,0.0,0,autonomous_no_comm,0.26981526232194586,0,0,0.7222222222222222,8,1.0,"{0: 53, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 5}",,0,13,a09a35458c702b33eeacc393d103063234e8bc28,12.738064874267483,71226,14.0,0,,pilot-commercial-autonomous_no_comm-n08-s1102-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1102,12.738064874267483,0.6756062643285327,complete,58,58,0,0,84.27335585010115,1.0,0.0,1.0,0.6896551724137931,36.697577103972435
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,627.6190340560678,0,21,0.999999993165398,71.44090316378703,0.3825105192847217,2820,0.0,0,0.043510257639491116,61,34.35725239291786,manifests/pilot-commercial-autonomous_no_comm-n08-s1103-paired_nominal_v8.json,0.22095759747061972,0.6923485603064267,0.007637734493127246,,0,0.0,0,autonomous_no_comm,0.1806698609096016,0,0,0.6666666666666666,8,1.0,"{0: 56, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 5}",,0,14,a09a35458c702b33eeacc393d103063234e8bc28,9.439115519443172,75036,14.0,0,,pilot-commercial-autonomous_no_comm-n08-s1103-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1103,9.439115519443172,0.5993000579680826,complete,61,61,0,0,38.42308740435316,1.0,0.0,1.0,0.6557377049180327,34.45573453232646
0,0.0,commercial,0.0,,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,1162.4057889557625,14,15,0.9999998966751087,119.51639468948649,0.09837788892646669,2720,0.0,24,0.01202870882468846,55,32.96081864833832,manifests/pilot-commercial-autonomous_fixed_comm-n08-s1101-paired_nominal_v8.json,0.22095759747061972,0.54146233521348,0.0076691297487872815,,4595,0.3684210526315789,38,autonomous_fixed_comm,-0.06024536098677136,0,0,0.6666666666666666,8,1.0,"{0: 17, 1: 0, 2: 38, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,10,a09a35458c702b33eeacc393d103063234e8bc28,15.160745826026405,67751,14.0,0,,pilot-commercial-autonomous_fixed_comm-n08-s1101-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1101,15.160745826026405,0.3436864071615575,complete,55,55,4595,38,6.218857015065606,1.0,0.0,1.0,0.7272727272727273,33.06621774286032
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,1329.5149412924459,14,18,0.9999999565093917,131.34335945403691,0.1516359754288842,2875,0.0,24,0.022081366562421482,58,35.187609385699034,manifests/pilot-commercial-autonomous_fixed_comm-n08-s1102-paired_nominal_v8.json,0.22095759747061972,0.6083077516445683,0.00846616770468051,,4607,0.3684210526315789,38,autonomous_fixed_comm,-0.12827630268964085,0,0,0.7222222222222222,8,1.0,"{0: 20, 1: 0, 2: 38, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,13,a09a35458c702b33eeacc393d103063234e8bc28,15.783690595732589,71030,14.0,0,,pilot-commercial-autonomous_fixed_comm-n08-s1102-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1102,15.783690595732589,0.38793098098325207,complete,58,58,4607,38,21.217997600117425,1.0,0.0,1.0,0.6896551724137931,35.285188142210245
0,0.0,commercial,0.0,,0,0,0.0,0,-1.1368683772161603e-13,0.0,0,821.458534056068,13,23,0.999999977416254,91.35020316378703,0.21042726201934692,3075,0.0,22,0.0239359283555269,61,42.25674678012729,manifests/pilot-commercial-autonomous_fixed_comm-n08-s1103-paired_nominal_v8.json,0.22095759747061972,0.5968800334707659,0.007637734493127246,,4190,0.3170731707317073,41,autonomous_fixed_comm,-0.05939232369993,0,0,0.43478260869565216,8,1.0,"{0: 19, 1: 0, 2: 42, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,10,a09a35458c702b33eeacc393d103063234e8bc28,12.030280828790184,76837,14.0,0,,pilot-commercial-autonomous_fixed_comm-n08-s1103-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1103,12.030280828790184,0.44709428627007614,complete,60,61,4190,41,15.425678587019949,1.0,0.0,1.0,0.6229508196721312,42.373263631016016
7,0.21875,commercial,1.0,,10,7,1.0,64,-2.2737367544323206e-13,0.0,0,1247.5557889557626,47,17,0.9999996234027997,125.7263946894865,0.05153014620201873,5416,1.0,0,0.006300614204285418,76,94.69163072481751,manifests/pilot-commercial-learned_no_entropy-n08-s1101-paired_nominal_v8.json,0.2386201504677115,0.5386242840959301,0.007712315208782572,1.5714285714285714,24028,0.6025641025641025,78,learned_no_entropy,-0.10649947894439304,0,0,0.4117647058823529,8,0.0,"{0: 6, 1: 1, 2: 0, 3: 36, 4: 7, 5: 7, 6: 14, 7: 5, 8: 0}",0.125,14,7,a09a35458c702b33eeacc393d103063234e8bc28,16.261044089715497,144287,14.0,0,,pilot-commercial-learned_no_entropy-n08-s1101-paired_nominal_v8,reliable-nominal-p0.5-o0.5,paired_nominal_v8,1101,16.261044089715497,0.30153005205271866,complete,72,76,24028,78,0.0,0.0,0.0,1.0,0.7763157894736842,94.87911570072174
