acceptances,agreement_rate,application,coalition_formation_rate,coalition_recall_when_required,coalitions,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,contradiction_rate,counteroffers,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,minimum_agent_utility,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,recovery_time,rejections,resumed,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,tool_calls,tool_proposals,total_cost,transport_efficiency,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
0,0.0,commercial,1.0,,5,0,0.0,0,-1.1368683772161603e-13,0.0,0,28.822789932161996,0,6,0.9999999989999999,0.0,1.0000000000000002,3168,0.0,2,0.09249791990816987,40,31.055979132652283,manifests/pilot-commercial-thermoagent-n08-s1103-communication_loss.json,0.3195312465222615,0.8565807192687378,0.02629031898770747,,3935,0.0,13,thermoagent,-0.012783987603084496,0.6666666666666666,8,1.0,"{'0': 17, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 23, '8': 0}",,0,4,a09a35458c702b33eeacc393d103063234e8bc28,1.457302148904154,47954,1.0,0,True,pilot-commercial-thermoagent-n08-s1103-communication_loss,partition-moderate-p0.5-o0.5,communication_loss,1103,1.457302148904154,0.9510918163190896,complete,38,40,275.730187220214,0.5689655172413793,0.0,1.0,0.85,31.11274342238903
4,0.16,commercial,0.0,,0,4,0.7,50,-1.1368683772161603e-13,0.0,0,844.1373809241187,18,0,0.9999997341022475,104.55302846215517,0.06132571340099323,0,1.0,0,0.00765588224435281,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1101-single_disruption_route_v2.json,0.21585745133401535,0.44114250143360123,0.009563275325580121,3.0,11423,0.5454545454545454,33,scripted_independent,-0.09552660258150987,0.0,8,0.0,"{0: 11, 1: 0, 2: 0, 3: 25, 4: 4, 5: 0, 6: 0, 7: 0, 8: 0}",0.125,8,0,mock-v2,12.635706901616745,0,11.0,0,,pilot-commercial-scripted_independent-n08-s1101-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1101,12.635706901616745,0.3113256469265551,complete,40,40,0.0,0.0,0.0,1.0,1.0,0.02077217772603035
0,0.0,commercial,0.0,,0,0,0.68,50,0.0,0.0,0,1004.6207278284659,9,4,0.9999991654985219,122.02892355369336,0.03461674776864795,0,0.0,0,0.004960611422570669,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1102-single_disruption_route_v2.json,0.21585745133401535,0.49918112891733446,0.010062266996246131,,9950,0.36,25,scripted_independent,-0.25028423870488614,0.0,8,0.0,"{0: 11, 1: 0, 2: 0, 3: 25, 4: 4, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,14.105074449135296,0,11.0,0,,pilot-commercial-scripted_independent-n08-s1102-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1102,14.105074449135296,0.2846165391432784,complete,36,40,0.0,0.0,0.0,1.0,0.9,0.020583495497703552
0,0.0,commercial,0.0,,0,0,0.6153846153846154,52,1.1368683772161603e-13,0.0,2,633.4634721695708,10,3,0.9999998604916912,80.82076569706473,0.08466422413872055,0,0.0,0,0.008896430592177254,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1103-single_disruption_route_v2.json,0.21585745133401535,0.47791116106375986,0.009563275325580121,,10356,0.38461538461538464,26,scripted_independent,-0.21628415595772393,0.3333333333333333,8,0.0,"{0: 11, 1: 0, 2: 0, 3: 24, 4: 5, 5: 0, 6: 0, 7: 0, 8: 0}",,0,1,mock-v2,11.782821257686273,0,11.0,0,,pilot-commercial-scripted_independent-n08-s1103-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1103,11.782821257686273,0.3346641892616433,complete,39,40,0.0,0.0,0.0,1.0,0.925,0.020664826035499573
0,0.0,commercial,1.0,,3,0,0.0,0,-2.2737367544323206e-13,0.0,0,522.1926285166812,3,3,0.999999994091425,61.28026326882258,0.4113946337483362,2922,0.0,0,0.047717237376095775,40,31.909565959125757,manifests/pilot-commercial-learned_no_entropy-n08-s1101-single_disruption_route_v2.json,0.21585745133401535,0.601737699445613,0.009563275325580121,,4528,0.21428571428571427,14,learned_no_entropy,0.2014667360303602,0.6666666666666666,8,1.0,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 5, 8: 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,8.829577275851387,46053,11.0,0,,pilot-commercial-learned_no_entropy-n08-s1101-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1101,8.829577275851387,0.6299146297052963,complete,40,40,32.774129417578536,1.0,0.3333333333333333,1.0,0.925,31.98208886757493
0,0.0,commercial,0.0,,0,0,0.0,0,1.1368683772161603e-13,0.0,0,984.0331227520467,0,0,0.9999991923935148,119.97530412653576,0.03518843286417633,2532,0.0,5,0.004964030183414274,40,25.315662302076817,manifests/pilot-commercial-learned_no_entropy-n08-s1102-single_disruption_route_v2.json,0.21585745133401535,0.49636221236587247,0.010062266996246131,,1055,0.0,5,learned_no_entropy,-0.2740000111520305,0.0,8,0.0,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 5, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,14.078685169867029,45631,11.0,0,,pilot-commercial-learned_no_entropy-n08-s1102-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1102,14.078685169867029,0.285188230962555,complete,40,40,0.0,0.0,0.0,1.0,1.0,25.372181192040443
0,0.0,commercial,0.0,,0,0,0.0,0,0.0,0.0,0,494.1411776522441,0,0,0.9999999923784212,57.180352685834364,0.362224253021223,2872,0.0,5,0.038507621893089226,40,33.811226945370436,manifests/pilot-commercial-learned_no_entropy-n08-s1103-single_disruption_route_v2.json,0.21585745133401535,0.5938681219484893,0.009563275325580121,,1063,0.0,5,learned_no_entropy,0.05882238051862096,0.0,8,1.0,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 5, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,9.06921845947232,45754,11.0,0,,pilot-commercial-learned_no_entropy-n08-s1103-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1103,9.06921845947232,0.5781836771799315,complete,40,40,30.519379774213554,1.0,0.0,1.0,1.0,33.869090903550386
0,0.0,commercial,1.0,,1,0,0.0,0,0.0,0.0,0,284.5835596017802,5,6,0.9999999971745499,43.17667480654128,0.5949167368055029,3187,0.0,4,0.07089726284330287,40,32.187511313706636,manifests/pilot-commercial-thermoagent-n08-s1101-single_disruption_route_v2.json,0.21585745133401535,0.6823787919594492,0.008789616498000988,,1590,0.8333333333333334,6,thermoagent,0.2224324792286172,0.3333333333333333,8,1.0,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 17, 8: 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,4.80248459057077,50724,1.0,0,,pilot-commercial-thermoagent-n08-s1101-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1101,4.80248459057077,0.7875052557940846,complete,39,40,61.19326668165387,1.0,0.0,0.975,0.85,32.24589228257537
0,0.0,commercial,1.0,,2,0,0.0,0,-1.1368683772161603e-13,0.0,0,187.30628619414242,3,4,0.9999999985012914,23.500583218151952,0.8168482701773602,3207,0.0,1,0.11936128010818496,40,32.893886122852564,manifests/pilot-commercial-thermoagent-n08-s1102-single_disruption_route_v2.json,0.21585745133401535,0.785792737803407,0.00890177875487743,,2522,0.3333333333333333,9,thermoagent,0.01067085282186317,1.0,8,1.0,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 11, 8: 0}",,0,4,a09a35458c702b33eeacc393d103063234e8bc28,4.419866331266959,50350,1.0,0,,pilot-commercial-thermoagent-n08-s1102-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1102,4.419866331266959,0.9493004282350603,complete,40,40,150.82810495697476,1.0,1.0,1.0,0.9,32.951733738183975
0,0.0,commercial,1.0,,2,0,0.0,0,0.0,0.0,0,28.454757404684884,6,7,0.9999999988998416,4.349970115404516,0.953393913794288,3326,0.0,4,0.10477036091745885,40,33.14026711508632,manifests/pilot-commercial-thermoagent-n08-s1103-single_disruption_route_v2.json,0.21585745133401535,0.8384946836287879,0.0056949811876844565,,2250,0.75,8,thermoagent,0.020431635918980312,1.0,8,1.0,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 22, 8: 0}",,0,7,a09a35458c702b33eeacc393d103063234e8bc28,1.3107075699149469,50827,1.0,0,,pilot-commercial-thermoagent-n08-s1103-single_disruption_route_v2,reliable-moderate-p0.5-o0.5,single_disruption_route_v2,1103,1.3107075699149469,1.0963726350560083,complete,39,40,99.88810495107026,1.0,0.0,0.975,0.825,33.20092932879925
1,0.05263157894736842,commercial,0.0,0.0,0,1,0.6052631578947368,38,1.1368683772161603e-13,0.0,0,1320.1125516244904,5,12,0.9999991994689099,186.4344785549679,0.035343595207502396,0,1.0,0,0.007991966459794154,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1101-compound_stress_v2.json,0.3195312465222615,0.12697268181745708,0.009563275325580121,4.0,7957,0.23809523809523808,21,scripted_independent,-0.6250046355166027,0.08333333333333333,8,0.0,"{0: 8, 1: 0, 2: 0, 3: 19, 4: 4, 5: 0, 6: 6, 7: 3, 8: 0}",0.25,2,1,mock-v2,12.930931819177399,0,11.0,0,,pilot-commercial-scripted_independent-n08-s1101-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1101,12.930931819177399,0.2853433950747299,complete,37,40,0.0,0.0,0.0,1.0,0.7,0.019911546260118484
0,0.0,commercial,0.0,0.0,0,0,0.5526315789473685,38,0.0,0.0,0,1640.3166275997269,6,9,0.999997071735498,232.40976434909766,0.0184796700509011,0,0.0,1,0.005156369047966412,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1102-compound_stress_v2.json,0.3137759497842679,0.07485137260104391,0.010062266996246131,,8492,0.2608695652173913,23,scripted_independent,-0.7375167608468228,0.0,8,0.0,"{0: 8, 1: 0, 2: 0, 3: 19, 4: 3, 5: 0, 6: 6, 7: 4, 8: 0}",,0,0,mock-v2,14.248814181158394,0,11.0,3,,pilot-commercial-scripted_independent-n08-s1102-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1102,14.248814181158394,0.2684789379847756,complete,37,40,0.0,0.0,0.0,1.0,0.775,0.019871052354574203
0,0.0,commercial,0.0,0.0,0,0,0.5263157894736842,38,1.1368683772161603e-13,0.0,0,1068.2373353689823,4,10,0.9999995379777084,153.20897526763162,0.04652307740652698,0,0.0,2,0.009225559700083943,0,0.0,manifests/pilot-commercial-scripted_independent-n08-s1103-compound_stress_v2.json,0.3195312465222615,0.10013450806958044,0.009563275325580121,,8237,0.18181818181818182,22,scripted_independent,-0.6193403553926797,0.0,8,0.0,"{0: 8, 1: 0, 2: 0, 3: 19, 4: 2, 5: 0, 6: 6, 7: 5, 8: 0}",,0,0,mock-v2,12.314096272875268,0,11.0,1,,pilot-commercial-scripted_independent-n08-s1103-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1103,12.314096272875268,0.29652296190095406,complete,36,40,0.0,0.0,0.0,1.0,0.75,0.020193755626678467
0,0.0,commercial,0.0,0.0,0,0,0.0,0,0.0,0.0,0,1270.6640063010243,4,1,0.9999992726970763,177.38310072645584,0.03708020917211005,2465,0.0,5,0.007968788577578016,40,23.710152059793472,manifests/pilot-commercial-learned_no_entropy-n08-s1101-compound_stress_v2.json,0.3195312465222615,0.12756819099827052,0.009563275325580121,,1028,0.8,5,learned_no_entropy,-0.62474837698973,0.0,8,0.0,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 5, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,12.956141095694226,39359,11.0,0,,pilot-commercial-learned_no_entropy-n08-s1101-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1101,12.956141095694226,0.28708002734637916,complete,40,40,0.0,0.0,0.0,1.0,0.975,23.76450054347515
0,0.0,commercial,0.0,0.0,0,0,0.0,0,0.0,0.0,0,1534.0512583335308,1,0,0.9999975292621568,213.12623181984904,0.020118061428732247,2630,0.0,5,0.005176512913975434,40,27.2166930437088,manifests/pilot-commercial-learned_no_entropy-n08-s1102-compound_stress_v2.json,0.3137759497842679,0.07392427389690516,0.010062266996246131,,1031,0.2,5,learned_no_entropy,-0.7367256854147426,0.0,8,0.0,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 5, 8: 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,14.267500077527457,39692,11.0,0,,pilot-commercial-learned_no_entropy-n08-s1102-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1102,14.267500077527457,0.27011744374427143,complete,40,40,0.0,0.0,0.0,1.0,1.0,27.269873455166817
0,0.0,commercial,0.0,0.0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,1086.089678167399,0,1,0.9999995439939222,152.159371681533,0.046828967822125936,2525,0.0,5,0.00921930645919128,40,25.08809495344758,manifests/pilot-commercial-learned_no_entropy-n08-s1103-compound_stress_v2.json,0.3195312465222615,0.09468877357460204,0.009563275325580121,,1051,0.0,5,learned_no_entropy,-0.6193231951389834,1.0,8,0.0,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 5, 8: 0}",,0,1,a09a35458c702b33eeacc393d103063234e8bc28,12.371392900425592,39684,11.0,0,,pilot-commercial-learned_no_entropy-n08-s1103-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1103,12.371392900425592,0.2968288538206065,complete,40,40,0.0,0.0,0.0,1.0,0.975,25.143357947468758
0,0.0,commercial,1.0,1.0,2,0,0.0,0,-1.1368683772161603e-13,0.0,0,980.14261819037,4,3,0.999999953322503,156.47906312071143,0.1463680240791073,2613,0.0,2,0.03149668318380718,40,25.374011408537626,manifests/pilot-commercial-thermoagent-n08-s1101-compound_stress_v2.json,0.3195312465222615,0.1650445089679127,0.00906428365491411,,2461,0.4444444444444444,9,thermoagent,-0.6086216297540363,0.6666666666666666,8,1.0,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 9, 8: 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,9.209085526480035,42954,11.0,0,,pilot-commercial-thermoagent-n08-s1101-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1101,9.209085526480035,0.3823887714342024,complete,40,40,25.625311524089497,1.0,0.0,1.0,0.925,25.43183447420597
0,0.0,commercial,1.0,1.0,3,0,0.0,0,0.0,0.0,0,1494.6222390390114,3,3,0.9999996105634478,214.8641771403959,0.050673576740435676,2659,0.0,2,0.01355781144740516,40,27.463228300213814,manifests/pilot-commercial-thermoagent-n08-s1102-compound_stress_v2.json,0.3137759497842679,0.08657424842289718,0.010062266996246131,,3185,0.2727272727272727,11,thermoagent,-0.7219723622437948,1.0,8,1.0,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 3, 7: 10, 8: 0}",,0,3,a09a35458c702b33eeacc393d103063234e8bc28,13.2106760333603,43450,11.0,0,,pilot-commercial-thermoagent-n08-s1102-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1102,13.2106760333603,0.2948733288279599,complete,40,40,13.12767184604713,1.0,0.0,1.0,0.925,27.524030935019255
0,0.0,commercial,1.0,1.0,2,0,0.0,0,1.1368683772161603e-13,0.0,0,835.8223593066303,3,2,0.9999999647342167,135.6879500501325,0.1683926862001338,2754,0.0,4,0.03396427540324831,40,26.170797739177942,manifests/pilot-commercial-thermoagent-n08-s1103-compound_stress_v2.json,0.3195312465222615,0.13357658505302394,0.008565291984248099,,2442,0.3333333333333333,9,thermoagent,-0.6125035494709041,1.0,8,1.0,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 11, 8: 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,8.351013443122563,43148,11.0,0,,pilot-commercial-thermoagent-n08-s1103-compound_stress_v2,intermittent-compound-p1.0-o1.0,compound_stress_v2,1103,8.351013443122563,0.399770325068329,complete,40,40,30.3848796042517,1.0,0.0,1.0,0.95,26.225488625466824
3,0.16666666666666666,humanitarian,0.0,,0,3,0.7222222222222222,36,2.2737367544323206e-13,0.0,0,594.7846862672055,19,0,0.999999996457005,50.14083368874063,0.5312693139337064,0,1.0,0,0.05220764847389357,0,0.0,manifests/pilot-humanitarian-scripted_independent-n08-s1101-nominal.json,0.22509015786347805,0.7587061084393887,0.000745196207768442,4.0,6752,0.7916666666666666,24,scripted_independent,0.43089855702675117,0.0,8,1.0,"{'0': 11, '1': 0, '2': 0, '3': 18, '4': 3, '5': 0, '6': 0, '7': 0, '8': 0}",0.12666666666666668,6,0,mock-v2,594.7846862672055,0,11.0,0,True,pilot-humanitarian-scripted_independent-n08-s1101-nominal,reliable-nominal-p0.5-o0.5,nominal,1101,10.355177954993684,0.729932604363942,complete,32,32,54.91565730109874,1.0,0.0,1.0,1.0,0.018046047538518906
0,0.0,humanitarian,0.0,,0,0,0.875,40,-2.2737367544323206e-13,0.0,0,1055.172880602873,15,3,0.9999991278233074,124.85082094690085,0.0338608278825002,0,0.0,0,0.004094564179576476,0,0.0,manifests/pilot-humanitarian-scripted_independent-n08-s1102-nominal.json,0.22509015786347805,0.576512943378064,0.0007948759549530044,,6312,0.75,20,scripted_independent,-0.2511668912497243,0.0,8,0.0,"{'0': 9, '1': 0, '2': 0, '3': 20, '4': 3, '5': 0, '6': 0, '7': 0, '8': 0}",,0,0,mock-v2,1055.172880602873,0,11.0,0,True,pilot-humanitarian-scripted_independent-n08-s1102-nominal,reliable-nominal-p0.5-o0.5,nominal,1102,14.339975249332623,0.28386060983832706,complete,29,32,0.0,0.0,0.0,1.0,0.90625,0.017607182264328003
1,0.05555555555555555,humanitarian,0.0,,0,1,0.6818181818181818,44,2.2737367544323206e-13,0.0,4,624.9266268986894,20,0,0.9999998615684438,80.47936152493106,0.08499285528366786,0,1.0,0,0.007559164610270202,0,0.0,manifests/pilot-humanitarian-scripted_independent-n08-s1103-nominal.json,0.22509015786347805,0.5608730366609787,0.0007451962077684419,,7329,0.8333333333333334,24,scripted_independent,-0.21584617349770832,0.0,8,0.0,"{'0': 9, '1': 0, '2': 0, '3': 18, '4': 5, '5': 0, '6': 0, '7': 0, '8': 0}",0.13,2,0,mock-v2,624.9266268986894,0,11.0,0,True,pilot-humanitarian-scripted_independent-n08-s1103-nominal,reliable-nominal-p0.5-o0.5,nominal,1103,11.67183694875943,0.3349928206757788,complete,32,32,0.0,0.0,0.0,1.0,1.0,0.017896834760904312
0,0.0,humanitarian,0.0,,0,0,0.0,0,0.0,0.0,0,821.9006388123978,0,0,0.9999997568640037,99.6789717287103,0.06413207869645086,2231,0.0,3,0.00625774035975504,32,20.26721002534032,manifests/pilot-humanitarian-learned_no_entropy-n08-s1101-nominal.json,0.22509015786347805,0.543627439655222,0.000745196207768442,,596,0.0,3,learned_no_entropy,-0.09860710502544852,0.0,8,0.0,"{'0': 29, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 0}",,0,0,a09a35458c702b33eeacc393d103063234e8bc28,821.9006388123978,37437,11.0,0,True,pilot-humanitarian-learned_no_entropy-n08-s1101-nominal,reliable-nominal-p0.5-o0.5,nominal,1101,12.633978210145571,0.31413201791245177,complete,32,32,0.0,0.0,0.0,1.0,1.0,20.311661787331104
0,0.0,humanitarian,1.0,,1,0,0.0,0,2.2737367544323206e-13,0.0,0,1001.8973334496635,3,5,0.9999991924162001,119.97355762773083,0.035188927089461065,2292,0.0,2,0.004116430168294306,32,22.78231531009078,manifests/pilot-humanitarian-learned_no_entropy-n08-s1102-nominal.json,0.22509015786347805,0.5758257665215853,0.0007948759549530044,,1390,0.6,5,learned_no_entropy,-0.2593694525182245,0.4,8,0.0,"{'0': 28, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 0}",,0,2,a09a35458c702b33eeacc393d103063234e8bc28,1001.8973334496635,37984,11.0,0,True,pilot-humanitarian-learned_no_entropy-n08-s1102-nominal,reliable-nominal-p0.5-o0.5,nominal,1102,14.293683381635502,0.2851887251935111,complete,31,32,0.0,0.0,0.0,1.0,0.84375,22.82856146991253
0,0.0,humanitarian,0.0,,0,0,0.0,0,1.1368683772161603e-13,0.0,0,651.6165286308233,0,1,0.999999857900637,81.63694657883457,0.08388878485657263,2218,0.0,3,0.007521053705511368,32,20.691361855715513,manifests/pilot-humanitarian-learned_no_entropy-n08-s1103-nominal.json,0.22509015786347805,0.5563656678295572,0.000745196207768442,,596,0.0,3,learned_no_entropy,-0.24947338862399254,1.0,8,0.0,"{'0': 29, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 0}",,0,1,a09a35458c702b33eeacc393d103063234e8bc28,651.6165286308233,37422,11.0,0,True,pilot-humanitarian-learned_no_entropy-n08-s1103-nominal,reliable-nominal-p0.5-o0.5,nominal,1103,11.801016633440614,0.33388874933173185,complete,32,32,0.0,0.0,0.0,1.0,0.96875,20.73695145174861
0,0.0,humanitarian,0.0,,0,0,0.0,0,0.0,0.0,0,31.53501332542548,3,6,0.9999999989999999,0.0,1.0,2353,0.0,4,0.10363257976154225,32,23.880799874663353,manifests/pilot-humanitarian-thermoagent-n08-s1101-nominal.json,0.22509015786347805,0.9726303761762816,0.0001987189887382553,,790,0.6,5,thermoagent,0.8018620563824773,0.6666666666666666,8,1.0,"{'0': 23, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 9, '8': 0}",,0,4,a09a35458c702b33eeacc393d103063234e8bc28,31.53501332542548,40824,1.0,0,True,pilot-humanitarian-thermoagent-n08-s1101-nominal,reliable-nominal-p0.5-o0.5,nominal,1101,1.4758938375593584,1.0013565427970943,complete,32,32,279.86869955762313,1.0,0.0,1.0,0.8125,23.93142332136631
0,0.0,humanitarian,0.0,,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,40.504572245590175,3,5,0.9999999989999999,0.0,1.0,2349,0.0,4,0.11471067230363773,32,24.317187685519457,manifests/pilot-humanitarian-thermoagent-n08-s1102-nominal.json,0.22509015786347805,0.960237875427636,0.00014903924155369288,,783,0.75,4,thermoagent,0.7829484694080985,0.8,8,1.0,"{'0': 24, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 8, '8': 0}",,0,4,a09a35458c702b33eeacc393d103063234e8bc28,40.504572245590175,40489,1.0,0,True,pilot-humanitarian-thermoagent-n08-s1102-nominal,reliable-nominal-p0.5-o0.5,nominal,1102,2.130540116900371,1.0987705961561596,complete,32,32,185.68074695570718,1.0,0.0,1.0,0.84375,24.366274129599333
0,0.0,humanitarian,0.0,,0,0,0.0,0,3.410605131648481e-13,0.0,0,10.40000552867286,3,5,0.9999999989999999,0.0,1.0,2397,0.0,4,0.08820137740262687,32,25.255505822598934,manifests/pilot-humanitarian-thermoagent-n08-s1103-nominal.json,0.22509015786347805,0.9614973749053366,9.935949436913044e-05,,784,0.6,5,thermoagent,0.8025493483508546,0.8,8,1.0,"{'0': 23, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 9, '8': 0}",,0,4,a09a35458c702b33eeacc393d103063234e8bc28,10.40000552867286,40687,1.0,0,True,pilot-humanitarian-thermoagent-n08-s1103-nominal,reliable-nominal-p0.5-o0.5,nominal,1103,0.7745486033637498,0.9567269469261983,complete,32,32,255.6579798820532,1.0,0.0,1.0,0.84375,25.30325324833393
4,0.19047619047619047,humanitarian,0.0,,0,4,0.6904761904761905,42,4.547473508864641e-13,0.0,0,308.0506418445111,24,0,0.9999999989999999,0.0,1.0000000000000002,0,1.0,0,0.09911059664539643,0,0.0,manifests/pilot-humanitarian-scripted_independent-n08-s1101-single_disruption.json,0.22509015786347805,0.8451124582877556,0.0006458367133993219,3.0,8046,0.8275862068965517,29,scripted_independent,0.11998732234595372,0.0,8,1.0,"{'0': 15, '1': 0, '2': 0, '3': 21, '4': 4, '5': 0, '6': 0, '7': 0, '8': 0}",0.125,8,0,mock-v2,308.0506418445111,0,5.0,0,True,pilot-humanitarian-scripted_independent-n08-s1101-single_disruption,reliable-moderate-p0.5-o0.5,single_disruption,1101,6.835299514494483,1.1490687126555583,complete,40,40,105.13329804718876,1.0,0.0,1.0,1.0,0.018759243190288544
0,0.0,humanitarian,0.0,,0,0,0.88,50,-2.2737367544323206e-13,0.0,0,1059.5453138021553,19,4,0.9999991453819714,123.54341162686818,0.03420690561327025,0,0.0,0,0.00425528498839858,0,0.0,manifests/pilot-humanitarian-scripted_independent-n08-s1102-single_disruption.json,0.22509015786347805,0.4978811232821691,0.0007948759549530044,,7885,0.76,25,scripted_independent,-0.2507627923559478,0.0,8,0.0,"{'0': 11, '1': 0, '2': 0, '3': 25, '4': 4, '5': 0, '6': 0, '7': 0, '8': 0}",,0,0,mock-v2,1059.5453138021553,0,11.0,0,True,pilot-humanitarian-scripted_independent-n08-s1102-single_disruption,reliable-moderate-p0.5-o0.5,single_disruption,1102,14.344379107886063,0.28420669195876314,complete,36,40,0.0,0.0,0.0,1.0,0.9,0.018366198986768723
2,0.09090909090909091,humanitarian,0.0,,0,2,0.6730769230769231,52,-2.2737367544323206e-13,0.025,4,614.0763361575501,25,1,0.9999998661641603,79.00705433313445,0.08643980071667964,0,1.0,0,0.007811551086361994,0,0.0,manifests/pilot-humanitarian-scripted_independent-n08-s1103-single_disruption.json,0.22509015786347805,0.4755811249565395,0.000745196207768442,,8940,0.8333333333333334,30,scripted_independent,-0.2139177600469374,0.0,8,0.0,"{'0': 11, '1': 0, '2': 0, '3': 22, '4': 7, '5': 0, '6': 0, '7': 0, '8': 0}",0.125,4,0,mock-v2,614.0763361575501,0,11.0,0,True,pilot-humanitarian-scripted_independent-n08-s1103-single_disruption,reliable-moderate-p0.5-o0.5,single_disruption,1103,11.653713269757052,0.33643976725771974,complete,39,40,0.0,0.0,0.0,1.0,0.975,0.01912016049027443
