cluster_id,application,regime,information_condition,environment_seed,topology_family,scenario_family,incident_id,action,candidate_id,sketch_policy,autonomous_action,absolute_loss_no_action,absolute_action_effect,evaluator_global_entropy,distributed_entropy_error,visible_severity,visible_backlog,visible_delay,resource_scarcity,safety_risk,commitment_strain,operational_energy,mean_belief_entropy,entropy_dispersion,js_disagreement,distributed_entropy,entropy_slope,consensus_residual,consensus_confidence,effective_temperature,free_energy,loss_without,loss_with,causal_effect,intervention_cost,operator_minutes,delay_steps,beneficial,harmful,changed_commitment,accepted_action,reached_next_stage,reached_service,stochastic_tape_digest
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,request_peer_evidence,commercial|nominal|private_fragmented|50901|supply_02|request_peer_evidence,event_triggered,revise_commitment,0.5018330455425914,0.08594974623799617,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.2515577129112536,0.04825127056209261,0.035,4.0,1,True,False,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,authorize_emergency_resource,commercial|nominal|private_fragmented|50901|supply_02|authorize_emergency_resource,event_triggered,revise_commitment,0.5018330455425914,-0.23936385444403463,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.7411968999866261,-0.44138791651327985,0.105,8.0,2,False,True,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,reroute_or_reconfigure,commercial|nominal|private_fragmented|50901|supply_02|reroute_or_reconfigure,event_triggered,revise_commitment,0.5018330455425914,-0.26973959890317034,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.7715726444457618,-0.47176366097241557,0.08,8.0,2,False,True,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,deploy_repair_capacity,commercial|nominal|private_fragmented|50901|supply_02|deploy_repair_capacity,event_triggered,revise_commitment,0.5018330455425914,-0.2631115425258419,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.7649445880684334,-0.4651356045950871,0.125,9.0,3,False,True,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,isolate_or_quarantine,commercial|nominal|private_fragmented|50901|supply_02|isolate_or_quarantine,event_triggered,revise_commitment,0.5018330455425914,-0.1753423129393752,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.6771753584819666,-0.3773663750086204,0.095,7.0,1,False,True,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,revise_commitment,commercial|nominal|private_fragmented|50901|supply_02|revise_commitment,event_triggered,revise_commitment,0.5018330455425914,0.20202406206924522,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.2998089834733462,0.0,0.045,7.0,1,False,False,True,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,defer,commercial|nominal|private_fragmented|50901|supply_02|defer,event_triggered,revise_commitment,0.5018330455425914,-0.05453677945668489,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.5563698249992763,-0.2565608415259301,0.025,2.0,3,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,no_action,commercial|nominal|private_fragmented|50901|supply_02|no_action,event_triggered,revise_commitment,0.5018330455425914,0.0,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.5018330455425914,-0.20202406206924522,0.0,0.0,0,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,verify,commercial|nominal|private_fragmented|50901|supply_03|verify,event_triggered,isolate_or_quarantine,0.6616205375580391,0.011833315765496621,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.37855090768926114,0.07041735694609175,0.055,6.0,2,True,False,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,request_peer_evidence,commercial|nominal|private_fragmented|50901|supply_03|request_peer_evidence,event_triggered,isolate_or_quarantine,0.6616205375580391,-0.006477667426136868,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.6680982049841759,-0.21912994034882305,0.035,4.0,1,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,authorize_emergency_resource,commercial|nominal|private_fragmented|50901|supply_03|authorize_emergency_resource,event_triggered,isolate_or_quarantine,0.6616205375580391,-0.204210042002818,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.8658305795608571,-0.4168623149255042,0.105,8.0,2,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,reroute_or_reconfigure,commercial|nominal|private_fragmented|50901|supply_03|reroute_or_reconfigure,event_triggered,isolate_or_quarantine,0.6616205375580391,-0.16341274005563788,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.825033277613677,-0.37606501297832406,0.08,8.0,2,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,deploy_repair_capacity,commercial|nominal|private_fragmented|50901|supply_03|deploy_repair_capacity,event_triggered,isolate_or_quarantine,0.6616205375580391,-0.21625268077757687,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.8778732183356159,-0.42890495370026305,0.125,9.0,3,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,isolate_or_quarantine,commercial|nominal|private_fragmented|50901|supply_03|isolate_or_quarantine,event_triggered,isolate_or_quarantine,0.6616205375580391,0.21265227292268618,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.4489682646353529,0.0,0.095,7.0,1,False,False,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,revise_commitment,commercial|nominal|private_fragmented|50901|supply_03|revise_commitment,event_triggered,isolate_or_quarantine,0.6616205375580391,-0.22536431654338018,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.8869848541014193,-0.43801658946606636,0.045,7.0,1,False,True,True,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,defer,commercial|nominal|private_fragmented|50901|supply_03|defer,event_triggered,isolate_or_quarantine,0.6616205375580391,-0.06179113500053912,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.7234116725585782,-0.2744434079232253,0.025,2.0,3,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_unsafe_or_compromised_component,supply_03,no_action,commercial|nominal|private_fragmented|50901|supply_03|no_action,event_triggered,isolate_or_quarantine,0.6616205375580391,0.0,0.9088918133637025,0.04219723379485274,0.4748717459838284,0.3921656096056587,0.14206725406156556,0.20504555291849696,0.41422640013808354,0.06286872136183916,0.3259256946568914,0.8651186069686595,0.1356695510594043,0.10163823773195349,0.9510890471585552,-0.028123786599873135,0.16715576010542813,0.7913475207480523,0.2195,0.11716164880558855,0.4489682646353529,0.6616205375580391,-0.21265227292268618,0.0,0.0,0,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,verify,commercial|nominal|private_fragmented|50901|supply_04|verify,event_triggered,authorize_emergency_resource,0.6638956100601193,0.01162122730480697,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.6522743827553124,-0.16591077831472234,0.055,6.0,2,False,True,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,request_peer_evidence,commercial|nominal|private_fragmented|50901|supply_04|request_peer_evidence,event_triggered,authorize_emergency_resource,0.6638956100601193,-0.0065198699709150265,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.6704154800310343,-0.18405187559044434,0.035,4.0,1,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,authorize_emergency_resource,commercial|nominal|private_fragmented|50901|supply_04|authorize_emergency_resource,event_triggered,authorize_emergency_resource,0.6638956100601193,0.1775320056195293,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.48636360444059,0.0,0.105,8.0,2,False,False,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,reroute_or_reconfigure,commercial|nominal|private_fragmented|50901|supply_04|reroute_or_reconfigure,event_triggered,authorize_emergency_resource,0.6638956100601193,-0.27946927087611106,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.9433648809362304,-0.4570012764956404,0.08,8.0,2,False,True,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,deploy_repair_capacity,commercial|nominal|private_fragmented|50901|supply_04|deploy_repair_capacity,event_triggered,authorize_emergency_resource,0.6638956100601193,0.006538407122803291,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.42043618625927104,0.06592741818131898,0.125,9.0,3,True,False,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,isolate_or_quarantine,commercial|nominal|private_fragmented|50901|supply_04|isolate_or_quarantine,event_triggered,authorize_emergency_resource,0.6638956100601193,-0.17670016412034473,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.840595774180464,-0.35423216973987404,0.095,7.0,1,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_resource_shortage,supply_04,revise_commitment,commercial|nominal|private_fragmented|50901|supply_04|revise_commitment,event_triggered,authorize_emergency_resource,0.6638956100601193,-0.18303860969021968,0.7565095751216472,0.025539750471637812,0.4912582557738661,0.5127504613433864,0.3285557154313805,0.4355542007688612,0.05659214002655749,0.0,0.35457084764572133,0.7410738593147256,0.0575776589752634,0.03584062219678849,0.782049325593285,-0.10766264734328312,0.0818529728189737,0.8917279676235242,0.2474625392043673,0.16104293575134404,0.48636360444059,0.846934219750339,-0.360570615309749,0.045,7.0,1,False,True,True,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
