cluster_id,application,regime,information_condition,environment_seed,topology_family,scenario_family,incident_id,action,candidate_id,sketch_policy,autonomous_action,absolute_loss_no_action,absolute_action_effect,evaluator_global_entropy,distributed_entropy_error,visible_severity,visible_backlog,visible_delay,resource_scarcity,safety_risk,commitment_strain,operational_energy,mean_belief_entropy,entropy_dispersion,js_disagreement,distributed_entropy,entropy_slope,consensus_residual,consensus_confidence,effective_temperature,free_energy,loss_without,loss_with,causal_effect,intervention_cost,operator_minutes,delay_steps,beneficial,harmful,changed_commitment,accepted_action,reached_next_stage,reached_service,stochastic_tape_digest
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,verify,commercial|nominal|private_fragmented|50901|supply_01|verify,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.0023659817780072867,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.4927899136220495,-0.14913506301516555,0.055,6.0,2,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,request_peer_evidence,commercial|nominal|private_fragmented|50901|supply_01|request_peer_evidence,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.012557072498529664,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.5029810043425719,-0.15932615373568793,0.035,4.0,1,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,authorize_emergency_resource,commercial|nominal|private_fragmented|50901|supply_01|authorize_emergency_resource,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.1721467237568478,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.66257065560089,-0.31891580499400607,0.105,8.0,2,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,reroute_or_reconfigure,commercial|nominal|private_fragmented|50901|supply_01|reroute_or_reconfigure,event_triggered,reroute_or_reconfigure,0.4904239318440422,0.14676908123715826,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.34365485060688394,0.0,0.08,8.0,2,False,False,False,True,True,True,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,deploy_repair_capacity,commercial|nominal|private_fragmented|50901|supply_01|deploy_repair_capacity,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.04015379137293884,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.2954448964204601,0.04820995418642382,0.125,9.0,3,True,False,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,isolate_or_quarantine,commercial|nominal|private_fragmented|50901|supply_01|isolate_or_quarantine,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.2626771979461948,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.753101129790237,-0.4094462791833531,0.095,7.0,1,False,True,False,True,True,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,revise_commitment,commercial|nominal|private_fragmented|50901|supply_01|revise_commitment,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.103927975446516,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.5943519072905582,-0.25069705668367426,0.045,7.0,1,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,defer,commercial|nominal|private_fragmented|50901|supply_01|defer,event_triggered,reroute_or_reconfigure,0.4904239318440422,-0.05452325773373867,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.5449471895777809,-0.20129233897089693,0.025,2.0,3,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_route_or_service_failure,supply_01,no_action,commercial|nominal|private_fragmented|50901|supply_01|no_action,event_triggered,reroute_or_reconfigure,0.4904239318440422,0.0,0.9134206880809884,0.0,0.3698908473441909,0.06412650514934551,0.42499309031580923,0.3634310100109296,0.0838650759729175,0.3257360909596088,0.27720411890805224,0.8818724449094809,0.06543686171897599,0.0732527521642618,0.9134206880809884,-0.07079305358874644,0.13709134075404125,0.8253663941995828,0.29895061326965966,0.004136444033046249,0.34365485060688394,0.4904239318440422,-0.14676908123715826,0.0,0.0,0,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
commercial|nominal|private_fragmented|50901,commercial,nominal,private_fragmented,50901,commercial_topology_1,nominal_commitment_deadlock,supply_02,verify,commercial|nominal|private_fragmented|50901|supply_02|verify,event_triggered,revise_commitment,0.5018330455425914,-0.001445796245930886,0.9485854181247452,0.025034715544054564,0.5292017549776168,0.3139387994771312,0.07338021085650534,0.2033585952772334,0.011900050397562617,0.7831268962568989,0.33399163993924075,0.9292464707355029,0.0174515584999885,0.04490364526863004,0.9736201336687997,-0.015716388021602024,0.11422189311416563,0.8522199311087129,0.33656919872801094,0.006301091684873916,0.2998089834733462,0.5032788417885223,-0.2034698583151761,0.055,6.0,2,False,True,False,False,False,False,6fb83bdfaff5bdd26c2c2798591fc194772f31397a69479eafc711a5d0ccbe33
