sketch_policy,estimates,distributed_estimation_mae,distributed_estimation_median,distributed_estimation_maximum,missing_agents_mean
always_on,4320,0.048319337580952054,0.0135308467542044,0.4523003946585083,0.0
event_triggered,4320,0.08740526035935822,0.0633604718830179,0.4459935006466435,0.0
none,4320,0.18823884366054913,0.17835398157081714,0.5059272882506686,2.0
periodic,4320,0.13865532802480887,0.13087665333513995,0.4459935006466435,0.0
