application,matched_panels,sketch_messages_reduction,sketch_messages_ci95_low,sketch_messages_ci95_high,sketch_bytes_reduction,sketch_bytes_ci95_low,sketch_bytes_ci95_high,total_messages_reduction,total_messages_ci95_low,total_messages_ci95_high,total_bytes_reduction,total_bytes_ci95_low,total_bytes_ci95_high
commercial,60,0.6067173934597986,0.5973896964017626,0.616162015311585,0.6067173934597986,0.5973896964017626,0.616162015311585,0.520858356796082,0.5130736839853188,0.528841671164576,0.4877343448889719,0.4804990169190804,0.49515334894205265
humanitarian,60,0.6028943360383934,0.5927668046920329,0.613282031487384,0.6028943360383934,0.5927668046920329,0.613282031487384,0.5172005987117435,0.5085523692684584,0.5260899030048505,0.4841729930890291,0.47610622014957643,0.4925084551772639
utility_restoration,60,0.6078255048040127,0.5965845051437231,0.61956898426606,0.6078255048040127,0.5965845051437231,0.61956898426606,0.5216292821672371,0.5118891332463449,0.531777520751255,0.4883907543895834,0.4792619319997003,0.4978813421494037
