application,matched_panels,event_minus_always_harm_rate,harm_ci95_low,harm_ci95_high,always_minus_event_causal_utility,utility_ci95_low,utility_ci95_high
commercial,60,0.0016666666666666672,-0.008333333333333331,0.011666666666666665,0.0013014044010531162,-0.008318249507566992,0.011020575819192847
humanitarian,60,-0.004999999999999999,-0.011708333333332965,0.0016666666666666663,-0.0001556102836333099,-0.006683218047506054,0.0061664794107768005
utility_restoration,60,0.0016666666666666676,-0.0033333333333333327,0.008333333333333333,0.000957602788329673,-0.003621063874544111,0.005641273957572874
