accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc,candidate_name,configuration_digest,method,panel_id,sketch_on_wire_bytes_always,fully_counted_bytes_always,transmitted_sketch_messages_always,fully_counted_messages_always,normalized_time_integrated_estimation_error_always,pointwise_estimation_mae_p95_always,disagreement_time_integrated_error_always,mean_detection_delay_steps_always,service_loss_always,autonomous_harmful_actions_always,normalized_autonomous_reward_always,sketch_byte_reduction,fully_counted_byte_reduction,message_reduction,estimation_error_increase,pointwise_p95_increase,disagreement_error_increase,detection_delay_increase,service_loss_increase,harmful_action_increase,reward_degradation
97,frozen_local_rule,128,28,0.4540248880560035,humanitarian,0,37,56,0,0,37,0.0,2026-08-17T03:35:46.837007+00:00,medium,31.0,True,high,14950.871759684129,40,15,0,0,72.00330438496485,65,65,1.0,0.114902642708174,135,0,fp16,880202,pooled_current_private_evidence_pre_exchange,7343,77,0.9166666666666666,0,high,98449,420,56,60,420,private_fragmented,3,4.263256414560601e-14,12.0,0.0,0.1846153846153846,0.0,0.0,124.31103721202416,high,0,-17.972146901665432,0.0813547175717528,98449,420,16,81,0,97,0.1742030313867272,0.1222667132398044,0.1362868897125178,True,226,0,2.5,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-none-806ed450405e-fp16-frozen_local_rule,none,31824.789158205745,40,0,0,0,0,0,0,pilots_v2,0,0,2026-08-17T03:35:44.055875+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98449,420,0,0.0,0,806ed450405e,420,{'disabled': 420},1454.099419025918,nan,nan,nan,nan,nan,nan,nan,nan,none_fp16,806ed450405e,none,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,1.0,0.545156759653678,1.0,0.007499283264819703,0.010430325994307488,0.0323434465840914,0.1846153846153846,3.7774999999965075,0,0.00506488968600749
97,frozen_local_rule,127,28,0.4540163300336347,humanitarian,1412,37,55,0,162,37,0.0,2026-08-17T03:35:53.217265+00:00,medium,31.0,True,high,14950.871759684129,40,15,1277,39320,69.50330438496485,65,65,1.0,0.0836638244181211,135,135,fp16,880202,pooled_current_private_evidence_pre_exchange,10031,78,0.9285714285714286,944,high,154923,1832,55,60,420,private_fragmented,3,1.4210854715202004e-14,0.0,52.0,0.0,12.99047619047619,4.827496475754509e-05,123.85753721202416,high,0,-17.965822169459738,0.0761688711171961,98443,420,16,81,0,97,0.1639512117425581,0.1151337327517284,0.1268433161790917,True,225,11760,3.0,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-periodic-4caef583da51-fp16-frozen_local_rule,periodic,31821.01165820575,39,0,33888,5648,0,56480,16944,pilots_v2,139,0,2026-08-17T03:35:49.779810+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98443,420,1412,0.4,168,4caef583da51,420,"{'initial_reference': 84, 'maximum_silence': 79, 'partition_recovery': 5, 'periodic_wait': 252}",1454.8549190259182,nan,nan,nan,nan,nan,nan,nan,nan,periodic_42,4caef583da51,periodic,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.5213559322033898,0.28424179703020613,0.5213559322033898,0.0023134368102629976,0.000986752460881396,0.0011046282940384983,0.0,0.0,-1,-0.0012598425196870267
98,frozen_local_rule,128,28,0.4540163300336347,humanitarian,2005,37,56,0,216,37,0.0,2026-08-17T03:35:47.810617+00:00,medium,31.0,True,high,14950.871759684129,40,15,1728,53200,69.50330438496485,65,65,1.0,0.0825403663421464,135,277,fp16,880202,pooled_current_private_evidence_pre_exchange,11077,78,0.9285714285714286,1259,high,174492,2321,56,60,420,private_fragmented,3,1.4210854715202004e-14,0.0,52.0,0.0,10.333333333333334,4.786698003551315e-05,123.69753721202416,high,0,-17.974691358510675,0.0747612863476854,98452,420,16,81,0,98,0.1639512117425581,0.1139756971296478,0.1246027075791649,True,226,15920,3.0,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-periodic-52761a8cde7f-fp16-frozen_local_rule,periodic,31821.01165820575,39,0,45624,7604,0,76040,22812,pilots_v2,116,0,2026-08-17T03:35:44.328019+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98452,420,1901,0.6,252,52761a8cde7f,420,"{'initial_reference': 84, 'maximum_silence': 10, 'partition_recovery': 5, 'periodic_due': 153, 'periodic_wait': 168}",1454.8549190259182,nan,nan,nan,nan,nan,nan,nan,nan,periodic_18,52761a8cde7f,periodic,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.355593220338983,0.19383125583286365,0.355593220338983,0.000905852040752303,-0.0012538561390453978,-1.8829781936208212e-05,0.0,0.0,0,0.007609346531250338
97,frozen_local_rule,127,28,0.4539907090690725,humanitarian,1419,36,56,0,163,36,0.0,2026-08-17T03:35:52.086815+00:00,medium,31.0,True,high,14950.871759684129,40,15,1271,38720,70.00330438496485,65,65,1.0,0.0842133193315088,135,148,fp16,880202,pooled_current_private_evidence_pre_exchange,10032,78,0.9285714285714286,951,high,155207,1839,56,60,420,private_fragmented,3,2.131628207280301e-14,0.0,48.0,0.0,9.857142857142858,4.690433792255472e-05,121.44903721202417,high,0,-17.99063286734125,0.0752192081021125,98447,420,16,81,0,97,0.1639512117425581,0.1157212815278017,0.1266833713066784,True,225,12120,2.5,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,31830.833158205744,39,0,34056,5676,0,56760,17028,pilots_v2,105,0,2026-08-17T03:35:48.675451+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98447,420,1419,0.4,168,6ad813e35c14,420,"{'initial_reference': 84, 'maximum_silence': 79, 'partition_recovery': 5, 'periodic_wait': 252}",1457.121419025918,nan,nan,nan,nan,nan,nan,nan,nan,periodic_30,6ad813e35c14,periodic,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.5189830508474575,0.2829296914703898,0.5189830508474575,0.0013637737951793932,0.0008268075884680925,0.0016541232074261947,0.0,9.821499999994558,0,0.023550855361825995
97,frozen_local_rule,127,28,0.4540163300336347,humanitarian,2117,37,55,0,217,37,0.0,2026-08-17T03:36:07.083480+00:00,medium,31.0,True,high,14950.871759684129,40,15,1785,55040,69.50330438496485,65,65,1.0,0.0836289375998547,135,332,fp16,880202,pooled_current_private_evidence_pre_exchange,11244,78,0.9285714285714286,1292,high,177373,2393,55,60,420,private_fragmented,3,1.4210854715202004e-14,0.0,52.0,0.0,10.123809523809523,4.8050791293116855e-05,123.85753721202416,high,0,-17.965822169459738,0.0751047897212985,98453,420,16,81,0,97,0.1639512117425581,0.1149740587870915,0.1266833713066784,True,225,16360,3.0,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,31821.01165820575,39,0,47352,7892,0,78920,23676,pilots_v2,108,0,2026-08-17T03:36:03.433838+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98453,420,1973,0.6428571428571429,270,71c476debc21,420,"{'initial_reference': 84, 'maximum_silence': 35, 'partition_recovery': 5, 'predictive_uncertainty_change': 296}",1454.8549190259182,nan,nan,nan,nan,nan,nan,nan,nan,uncertainty_008,71c476debc21,predictive_uncertainty_change,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.3311864406779661,0.1805207765447271,0.3311864406779661,0.0012493554143653968,0.0008268075884680925,0.0010697414757720874,0.0,0.0,-1,-0.0012598425196870267
98,frozen_local_rule,128,28,0.4540163300336347,humanitarian,2618,37,56,0,277,37,0.0,2026-08-17T03:36:05.781046+00:00,medium,31.0,True,high,14950.871759684129,40,15,2172,66880,69.50330438496485,65,65,1.0,0.0826836145504868,135,446,fp16,880202,pooled_current_private_evidence_pre_exchange,12134,78,0.9285714285714286,1577,high,194888,2831,56,60,420,private_fragmented,3,1.4210854715202004e-14,0.0,48.0,0.0,9.276190476190475,4.853249939046952e-05,123.69753721202416,high,0,-17.974691358510675,0.0745448427132918,98448,420,16,81,0,98,0.1639512117425581,0.1139367478611998,0.1266833713066784,True,226,20000,3.0,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-predictive_uncertainty_change-725a913ab228-fp16-frozen_local_rule,predictive_uncertainty_change,31821.01165820575,39,0,57864,9644,0,96440,28932,pilots_v2,95,0,2026-08-17T03:36:02.233466+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98448,420,2411,0.8023809523809524,337,725a913ab228,420,"{'initial_reference': 84, 'maximum_silence': 17, 'partition_recovery': 5, 'predictive_uncertainty_change': 314}",1454.8549190259182,nan,nan,nan,nan,nan,nan,nan,nan,uncertainty_004,725a913ab228,predictive_uncertainty_change,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.18271186440677967,0.09959990020605602,0.18271186440677967,0.0006894084063586992,0.0008268075884680925,0.00012441842640419087,0.0,0.0,0,0.007609346531250338
97,frozen_local_rule,127,28,0.4539907090690725,humanitarian,2263,36,56,0,234,36,0.0,2026-08-17T03:36:30.888392+00:00,medium,31.0,True,high,14950.871759684129,40,15,1877,58080,70.00330438496485,65,65,1.0,0.0837338057927409,135,386,fp16,880202,pooled_current_private_evidence_pre_exchange,11482,78,0.9285714285714286,1377,high,182150,2512,56,60,420,private_fragmented,3,2.131628207280301e-14,0.0,48.0,0.0,9.59047619047619,4.758115036847565e-05,121.44903721202417,high,0,-17.99063286734125,0.0751511819036949,98470,420,16,81,0,97,0.1639512117425581,0.1157212815278017,0.1271299977350637,True,225,17000,2.5,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-tsallis_spectrum_change-1013b09ad56f-fp16-frozen_local_rule,tsallis_spectrum_change,31830.833158205744,39,0,50208,8368,0,83680,25104,pilots_v2,103,0,2026-08-17T03:36:27.275796+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98470,420,2092,0.6738095238095239,283,1013b09ad56f,420,"{'initial_reference': 84, 'maximum_silence': 33, 'partition_recovery': 5, 'tsallis_spectrum_change': 298}",1457.121419025918,nan,nan,nan,nan,nan,nan,nan,nan,spectrum_008,1013b09ad56f,tsallis_spectrum_change,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.2908474576271186,0.15845060661781696,0.2908474576271186,0.0012957475967617926,0.0012734340168533975,0.0011746096686582885,0.0,9.821499999994558,0,0.023550855361825995
97,frozen_local_rule,126,28,0.4540163300336347,humanitarian,2729,37,55,0,285,37,0.0,2026-08-17T03:36:26.846642+00:00,medium,31.0,True,high,14950.871759684129,40,15,2252,69960,69.50330438496485,65,65,1.0,0.0822972618183445,135,477,fp16,880202,pooled_current_private_evidence_pre_exchange,12323,78,0.9285714285714286,1638,high,198528,2922,55,60,420,private_fragmented,3,1.4210854715202004e-14,0.0,48.0,0.0,9.276190476190475,4.8656919410135146e-05,123.85753721202416,high,0,-17.958082040900056,0.0741770881650934,98448,420,16,81,0,97,0.1639512117425581,0.1139367478611998,0.1266833713066784,True,224,20120,3.0,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-tsallis_spectrum_change-6f94beebed2c-fp16-frozen_local_rule,tsallis_spectrum_change,31821.01165820575,39,0,60048,10008,0,100080,30024,pilots_v2,94,0,2026-08-17T03:36:23.181961+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98448,420,2502,0.8428571428571429,354,6f94beebed2c,420,"{'initial_reference': 84, 'maximum_silence': 18, 'partition_recovery': 5, 'tsallis_spectrum_change': 313}",1454.8549190259182,nan,nan,nan,nan,nan,nan,nan,nan,spectrum_004,6f94beebed2c,tsallis_spectrum_change,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.15186440677966107,0.08278277260841038,0.15186440677966107,0.0003216538581602979,0.0008268075884680925,-0.00026193430573810683,0.0,0.0,-1,-0.008999971079369118
97,frozen_local_rule,127,28,0.4539907090690725,humanitarian,2698,36,56,0,282,36,0.0,2026-08-17T03:36:19.355424+00:00,medium,31.0,True,high,14950.871759684129,40,15,2209,68760,70.00330438496485,65,65,1.0,0.0823817800862538,135,489,fp16,880202,pooled_current_private_evidence_pre_exchange,12249,78,0.9285714285714286,1604,high,196769,2878,56,60,420,private_fragmented,3,2.131628207280301e-14,0.0,48.0,0.0,9.209523809523809,4.9033756491962303e-05,121.44903721202417,high,0,-17.99063286734125,0.0743926306213563,98449,420,16,81,0,97,0.1639512117425581,0.1139367478611998,0.1268433161790917,True,225,19600,2.5,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule,v7_shannon_change,31830.833158205744,39,0,58992,9832,0,98320,29496,pilots_v2,93,0,2026-08-17T03:36:15.821964+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98449,420,2458,0.8428571428571429,354,c35510bd725e,420,"{'initial_reference': 84, 'maximum_silence': 21, 'partition_recovery': 5, 'v7_shannon_change': 310}",1457.121419025918,nan,nan,nan,nan,nan,nan,nan,nan,v7_shannon_003,c35510bd725e,v7_shannon_change,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.1667796610169492,0.09090951091727262,0.1667796610169492,0.0005371963144231995,0.000986752460881396,-0.00017741603782880921,0.0,9.821499999994558,0,0.023550855361825995
97,frozen_local_rule,127,28,0.4539907090690725,humanitarian,2343,36,56,0,241,36,0.0,2026-08-17T03:36:20.146983+00:00,medium,31.0,True,high,14950.871759684129,40,15,1937,60120,70.00330438496485,65,65,1.0,0.0829857230012283,135,406,fp16,880202,pooled_current_private_evidence_pre_exchange,11622,78,0.9285714285714286,1419,high,184749,2577,56,60,420,private_fragmented,3,2.131628207280301e-14,0.0,48.0,0.0,9.6,4.765105487747592e-05,121.44903721202417,high,0,-17.99063286734125,0.0749790212552415,98469,420,16,81,0,97,0.1639512117425581,0.114041055785536,0.1268433161790917,True,225,17360,2.5,0,v8-pilots_v2-humanitarian-medium-high-high-high-modular-private_fragmented-880202-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule,v7_shannon_change,31830.833158205744,39,0,51768,8628,0,86280,25884,pilots_v2,102,0,2026-08-17T03:36:16.591723+00:00,2970d2c974084bb13723bdc976f6c61240ca381bfd249665700e441dd5f1de9f,12.0,modular,98469,420,2157,0.7095238095238096,298,c5a26765fa92,420,"{'initial_reference': 84, 'maximum_silence': 30, 'partition_recovery': 5, 'v7_shannon_change': 301}",1457.121419025918,nan,nan,nan,nan,nan,nan,nan,nan,v7_shannon_006,c5a26765fa92,v7_shannon_change,humanitarian:880202,118000,216446,2950,3370,0.0738554343069331,0.1258565637182103,0.0825591961240826,0.0,31821.01165820575,56,-17.967082011979425,0.2688135593220339,0.146442992709498,0.2688135593220339,0.0011235869483083999,0.000986752460881396,0.0004265268771456998,0.0,9.821499999994558,0,0.023550855361825995
131,frozen_local_rule,154,28,0.4537145727739987,humanitarian,8882,50,80,0,1110,50,0.0,2026-08-17T03:37:25.104197+00:00,medium,31.0,True,medium,13806.366030031666,330,15,7761,99640,107.17156271060648,84,84,1.0,0.0648195725261776,102,1121,fp16,880203,pooled_current_private_evidence_pre_exchange,24066,78,0.9285714285714286,7207,high,441928,9005,80,60,420,private_fragmented,3,1.7763568394002505e-13,12.0,48.0,0.1428571428571428,14.4,2.1755624297987093e-05,116.83540448044808,medium,0,-14.306422666436958,0.0744955617341267,98528,420,16,79,0,131,0.203477133505382,0.1066864318855228,0.1254328844141382,True,247,210800,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule,age_of_information,25309.358128491705,62,0,206040,34340,0,343400,103020,pilots_v2,168,0,2026-08-17T03:37:20.029713+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11.0,random_geometric,98528,420,8585,0.6,252,e1d6ce4d93c3,420,"{'age_deadline': 168, 'initial_reference': 84, 'maximum_silence': 167, 'partition_recovery': 1}",1130.0149003367153,nan,nan,nan,nan,nan,nan,nan,nan,aoi_18,e1d6ce4d93c3,age_of_information,humanitarian:880203,544080,642378,13602,14021,0.0710524865920775,0.1227544808568363,0.0635666785898519,0.1428571428571428,25183.8627118787,81,-14.273818984723404,0.3688428172327599,0.31204368767299007,0.3688428172327599,0.0034430751420492095,0.002678403557301895,0.0012528939363256886,0.0,125.49541661300464,-1,0.03260368171355488
130,frozen_local_rule,155,28,0.4538781477341916,humanitarian,6211,50,79,0,795,50,0.0,2026-08-17T03:37:29.126042+00:00,medium,31.0,True,medium,13821.564752922382,329,15,5622,68600,105.27340482752484,83,84,0.988095238095238,0.0626941473207711,102,589,fp16,880203,pooled_current_private_evidence_pre_exchange,19250,78,0.9285714285714286,5239,high,346728,6630,79,60,419,private_fragmented,3,1.7763568394002505e-13,12.0,48.0,0.1428571428571428,15.714285714285714,2.183798960790681e-05,119.33617459249342,medium,0,-14.459621145566697,0.076819006283208,98288,419,16,78,0,130,0.203477133505382,0.1153460858176272,0.1293286967069322,True,250,156280,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-age_of_information-e27491322545-fp16-frozen_local_rule,age_of_information,25585.613674973916,61,0,149064,24844,0,248440,74532,pilots_v2,163,0,2026-08-17T03:37:24.663882+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11.0,random_geometric,98288,419,6211,0.4,168,e27491322545,420,"{'age_deadline': 252, 'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1}",1149.859821445248,nan,nan,nan,nan,nan,nan,nan,nan,aoi_30,e27491322545,age_of_information,humanitarian:880203,544080,642378,13602,14021,0.0710524865920775,0.1227544808568363,0.0635666785898519,0.1428571428571428,25183.8627118787,81,-14.273818984723404,0.5433759741214528,0.4602430344750287,0.5433759741214528,0.005766519691130498,0.006574215850095905,-0.000872531269080809,0.0,401.7509630952154,-2,0.18580216084329315
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,14497,49,81,0,1761,49,0.0,2026-08-17T03:36:40.007601+00:00,medium,31.0,True,medium,13851.671404297733,329,15,12326,162840,107.17156271060648,83,84,0.988095238095238,0.0635666785898519,102,2171,fp16,880203,pooled_current_private_evidence_pre_exchange,34242,78,0.9285714285714286,11372,high,642378,14021,81,60,419,private_fragmented,3,2.131628207280301e-13,12.0,48.0,0.1428571428571428,9.885714285714286,2.2418097828898375e-05,111.78577591474236,medium,0,-14.273818984723404,0.0710524865920775,98298,419,16,80,0,131,0.203477133505382,0.1047700156624331,0.1227544808568363,True,251,330200,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-always_on-f06f6808d09b-fp16-frozen_local_rule,always_on,25183.8627118787,63,0,326448,54408,0,544080,163224,pilots_v2,28,0,2026-08-17T03:36:33.860691+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11.0,random_geometric,98298,419,13602,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1124.9445363337688,nan,nan,nan,nan,nan,nan,nan,nan,always_on_fp16,f06f6808d09b,always_on,humanitarian:880203,544080,642378,13602,14021,0.0710524865920775,0.1227544808568363,0.0635666785898519,0.1428571428571428,25183.8627118787,81,-14.273818984723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,14169,49,81,0,1716,49,0.0,2026-08-17T03:37:59.481392+00:00,medium,31.0,True,medium,13851.671404297733,329,15,12058,160000,107.17156271060648,83,84,0.988095238095238,0.0635366707725187,102,2111,fp16,880203,pooled_current_private_evidence_pre_exchange,33646,78,0.9285714285714286,11119,high,630489,13724,81,60,419,private_fragmented,3,2.131628207280301e-13,12.0,48.0,0.1428571428571428,10.142857142857142,2.244241081786753e-05,111.78577591474236,medium,0,-14.273818984723404,0.0709785506718966,98289,419,16,80,0,131,0.203477133505382,0.1047700156624331,0.1227544808568363,True,251,322320,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-generalized_information-089fa0c17476-fp16-frozen_local_rule,generalized_information,25183.8627118787,63,0,319320,53220,0,532200,159660,pilots_v2,36,0,2026-08-17T03:37:53.577784+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11.0,random_geometric,98289,419,13305,0.9833333333333332,413,089fa0c17476,420,"{'below_threshold': 7, 'generalized_information_on': 326, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1124.9445363337688,nan,nan,nan,nan,nan,nan,nan,nan,generalized_008,089fa0c17476,generalized_information,humanitarian:880203,544080,642378,13602,14021,0.0710524865920775,0.1227544808568363,0.0635666785898519,0.1428571428571428,25183.8627118787,81,-14.273818984723404,0.021835024261138036,0.018507794476149586,0.021835024261138036,-7.39359201809009e-05,0.0,-3.0007817333199682e-05,0.0,0.0,0,0.0
129,frozen_local_rule,154,28,0.4539569874620277,humanitarian,10137,49,79,0,1216,49,0.0,2026-08-17T03:38:00.622522+00:00,medium,31.0,True,medium,13892.790095943808,329,15,8674,113680,105.97467641758374,83,84,0.988095238095238,0.0631114872879783,102,1463,fp16,880203,pooled_current_private_evidence_pre_exchange,26226,78,0.9285714285714286,8055,high,483181,10042,79,60,419,private_fragmented,3,1.4921397450962106e-13,12.0,48.0,0.1428571428571428,12.885714285714286,2.2284981471604376e-05,113.551146157115,medium,0,-14.320660290830157,0.0722978701078898,98261,419,16,80,0,129,0.203477133505382,0.1066501469912948,0.1227544808568363,True,251,233280,6.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-generalized_information-16bfadb86d55-fp16-frozen_local_rule,generalized_information,25297.449064854096,62,0,230952,38492,0,384920,115476,pilots_v2,128,0,2026-08-17T03:37:55.552232+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11.0,random_geometric,98261,419,9623,0.6952380952380952,292,16bfadb86d55,420,"{'below_threshold': 128, 'generalized_information_on': 205, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1132.044670385049,nan,nan,nan,nan,nan,nan,nan,nan,generalized_014,16bfadb86d55,generalized_information,humanitarian:880203,544080,642378,13602,14021,0.0710524865920775,0.1227544808568363,0.0635666785898519,0.1428571428571428,25183.8627118787,81,-14.273818984723404,0.2925305102190854,0.2478244896307159,0.2925305102190854,0.0012453835158122983,0.0,-0.0004551913018736031,0.0,113.58635297539513,-2,0.04684130610675297
130,frozen_local_rule,156,28,0.4544700524780987,humanitarian,9494,49,80,0,1144,49,0.0,2026-08-17T03:37:47.856365+00:00,medium,31.0,True,medium,13908.813240721172,329,15,8120,106880,107.17156271060648,83,84,0.988095238095238,0.0638837443699499,102,1374,fp16,880203,pooled_current_private_evidence_pre_exchange,25031,78,0.9285714285714286,7499,high,457030,9388,80,60,419,private_fragmented,3,2.131628207280301e-13,12.0,48.0,0.1428571428571428,14.057142857142855,2.245481506054943e-05,112.09856742731058,medium,0,-14.352915687183572,0.0723452684770497,98270,419,16,79,0,130,0.203477133505382,0.107974992375471,0.1237693252079437,True,252,217920,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-js_drift-565d3b5e7ead-fp16-frozen_local_rule,js_drift,25320.11369599329,63,0,215256,35876,0,358760,107628,pilots_v2,139,0,2026-08-17T03:37:42.967176+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11.0,random_geometric,98270,419,8969,0.6547619047619048,275,565d3b5e7ead,420,"{'initial_reference': 84, 'js_drift': 311, 'maximum_silence': 24, 'partition_recovery': 1}",1132.9929982114115,nan,nan,nan,nan,nan,nan,nan,nan,js_007,565d3b5e7ead,js_drift,humanitarian:880203,544080,642378,13602,14021,0.0710524865920775,0.1227544808568363,0.0635666785898519,0.1428571428571428,25183.8627118787,81,-14.273818984723404,0.3406116747537127,0.2885341652422717,0.3406116747537127,0.0012927818849721995,0.001014844351107408,0.00031706578009799147,0.0,136.25098411458748,-1,0.07909670246016809
