accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
268,frozen_local_rule,434,52,0.4191950828202248,humanitarian,32434,127,136,0,1451,127,0,2026-08-17T03:39:59.801636+00:00,large,52.0,True,high,83287.81642011875,223,20,27192,755360,184.83547284705367,145,145,1.0,0.06268687597489127,160,5242,fp16,880204,pooled_current_private_evidence_pre_exchange,76162,98,0.6282051282051282,24282,medium,1323398,30280,136,100,497,private_fragmented,3,1.5774048733874224e-12,45.0,75.0,1.7586206896551724,16.78846153846154,2.629515033378436e-05,542.6383007671155,high,0,-29.10653511684803,0.0702893882453887,135118,573,30,161,0,268,0.20249066716406341,0.12453520637235503,0.14808314338033815,True,601,332320,7.0548731196155865,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-l1_belief_drift-c1987b7c3312-fp16-frozen_local_rule,l1_belief_drift,157855.63966749224,120,0,712968,118828,0,1188280,356484,pilots_v2,738,0,2026-08-17T03:39:45.994964+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135118,573,29707,0.9836538461538461,1023,c1987b7c3312,1040,"{'initial_reference': 156, 'l1_belief_drift': 870, 'maximum_silence': 14}",3995.176859668349,,,,,,,,
262,frozen_local_rule,433,52,0.41902581523497295,humanitarian,20678,123,135,0,940,123,0,2026-08-17T03:38:54.164519+00:00,large,52.0,True,high,82335.4240384066,223,20,17531,486760,181.60756037233577,144,145,0.993103448275862,0.0643672184506796,160,3147,fp16,880204,pooled_current_private_evidence_pre_exchange,54735,98,0.6282051282051282,15710,medium,902629,19759,135,100,498,private_fragmented,3,1.0516032489249483e-12,70.0,90.0,1.9310344827586208,20.91346153846154,2.6459415940678556e-05,520.5646601613606,high,0,-28.77750042623655,0.07246742520589221,135189,573,30,161,0,262,0.20249066716406341,0.1296930188296764,0.1486439320430835,True,600,214480,7.086522536334241,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-matched_random-38fb0a18a6da-fp16-frozen_local_rule,matched_random,155894.58704977666,117,0,460464,76744,0,767440,230232,pilots_v2,732,0,2026-08-17T03:38:42.358335+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135189,573,19186,0.6211538461538462,646,38fb0a18a6da,1040,"{'initial_reference': 156, 'matched_random_selected': 165, 'matched_random_wait': 394, 'maximum_silence': 325}",3956.1967361231577,,,,,,,,
262,frozen_local_rule,433,52,0.41902581523497295,humanitarian,19223,123,135,0,863,123,0,2026-08-17T03:38:42.002238+00:00,large,52.0,True,high,82335.4240384066,223,20,16279,449800,181.60756037233577,145,145,1.0,0.06383744156496157,160,2944,fp16,880204,pooled_current_private_evidence_pre_exchange,52028,98,0.6282051282051282,14586,medium,848072,18395,135,100,498,private_fragmented,3,1.0516032489249483e-12,30.0,90.0,1.4482758620689655,22.067307692307693,2.6513676959414454e-05,520.5646601613606,high,0,-28.77750042623655,0.07277639704371341,135192,573,30,161,0,262,0.20249066716406341,0.1296930188296764,0.14770151016185132,True,600,201360,7.086522536334241,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-matched_random-51434b2214b6-fp16-frozen_local_rule,matched_random,155894.58704977666,117,0,427728,71288,0,712880,213864,pilots_v2,730,0,2026-08-17T03:38:30.739631+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135192,573,17822,0.5778846153846153,601,51434b2214b6,1040,"{'initial_reference': 156, 'matched_random_selected': 72, 'matched_random_wait': 439, 'maximum_silence': 373}",3956.1967361231577,,,,,,,,
262,frozen_local_rule,433,52,0.41902581523497295,humanitarian,22634,123,135,0,1032,123,0,2026-08-17T03:39:03.804317+00:00,large,52.0,True,high,82335.4240384066,223,20,19153,532680,181.60756037233577,144,145,0.993103448275862,0.06445221465605101,160,3481,fp16,880204,pooled_current_private_evidence_pre_exchange,58313,98,0.6282051282051282,17162,medium,974062,21545,135,100,498,private_fragmented,3,1.0516032489249483e-12,70.0,90.0,1.9310344827586208,20.33653846153846,2.6207505732470318e-05,520.5646601613606,high,0,-28.77750042623655,0.0719200051358262,135182,573,30,161,0,262,0.20249066716406341,0.12844034550609976,0.1486439320430835,True,600,233440,7.086522536334241,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-matched_random-681a73b1e0f1-fp16-frozen_local_rule,matched_random,155894.58704977666,117,0,503328,83888,0,838880,251664,pilots_v2,734,0,2026-08-17T03:38:51.945326+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135182,573,20972,0.6798076923076923,707,681a73b1e0f1,1040,"{'initial_reference': 156, 'matched_random_selected': 275, 'matched_random_wait': 333, 'maximum_silence': 276}",3956.1967361231577,,,,,,,,
266,frozen_local_rule,433,52,0.41890835933415765,humanitarian,0,128,135,0,0,128,0,2026-08-17T03:38:13.565870+00:00,large,52.0,True,high,80826.97702475305,225,20,0,0,180.31529996245536,145,145,1.0,0.09826411622602234,160,0,fp16,880204,pooled_current_private_evidence_pre_exchange,16543,98,0.6282051282051282,0,medium,135674,575,135,100,500,private_fragmented,3,1.3642420526593924e-12,15.0,0.0,0.20689655172413793,0.0,0.0,543.3771158744426,high,0,-28.54254000331897,0.06980956237331842,135674,575,30,160,0,266,0.19665189127708574,0.11766804535947917,0.1445616495129898,True,600,0,6.118308188551009,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-none-806ed450405e-fp16-frozen_local_rule,none,154946.75305778312,117,0,0,0,0,0,0,pilots_v2,0,0,2026-08-17T03:38:06.642414+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135674,575,0,0.0,0,806ed450405e,1040,{'disabled': 1040},3934.8395571811457,,,,,,,,
265,frozen_local_rule,433,52,0.41903182256519084,humanitarian,13969,127,135,0,642,127,0,2026-08-17T03:38:41.029130+00:00,large,52.0,True,high,81928.96970514885,224,20,12333,336040,180.22581916366008,144,145,0.993103448275862,0.06642130861384989,160,1636,fp16,880204,pooled_current_private_evidence_pre_exchange,42839,98,0.6282051282051282,11129,medium,675614,14079,135,100,499,private_fragmented,3,1.3216094885137863e-12,70.0,90.0,2.2413793103448274,25.3125,2.5310520597476915e-05,538.5156461958226,high,0,-28.700589214735913,0.07601039096863584,135414,574,30,160,0,265,0.21503495577116227,0.1358711345275186,0.15238559002480562,True,600,157280,6.618308188551009,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-periodic-4caef583da51-fp16-frozen_local_rule,periodic,155710.22641135717,117,0,324120,54020,0,540200,162060,pilots_v2,716,0,2026-08-17T03:38:30.418039+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135414,574,13505,0.4,416,4caef583da51,1040,"{'initial_reference': 156, 'maximum_silence': 260, 'periodic_wait': 624}",3946.5625438358493,,,,,,,,
265,frozen_local_rule,435,52,0.4190482293167431,humanitarian,18211,125,137,0,827,125,0,2026-08-17T03:38:18.181558+00:00,large,52.0,True,high,82335.4240384066,222,20,15384,425520,179.5994848643927,145,145,1.0,0.06425521890901115,160,2827,fp16,880204,pooled_current_private_evidence_pre_exchange,50124,98,0.6282051282051282,13768,medium,808563,17412,137,100,497,private_fragmented,3,1.1795009413617663e-12,30.0,90.0,1.3448275862068966,22.572115384615383,2.6442122602825443e-05,520.6264690781964,high,0,-28.781313145693254,0.07265786555712422,134963,572,30,161,0,265,0.20249066716406341,0.13078853770474075,0.14770151016185132,True,602,189840,6.964088098747055,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-periodic-52761a8cde7f-fp16-frozen_local_rule,periodic,155886.40913739026,116,0,404160,67360,0,673600,202080,pilots_v2,729,0,2026-08-17T03:38:07.022050+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,134963,572,16840,0.55,572,52761a8cde7f,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",3956.0895732469576,,,,,,,,
265,frozen_local_rule,435,52,0.4190482293167431,humanitarian,18211,125,137,0,827,125,0,2026-08-17T03:38:29.880699+00:00,large,52.0,True,high,82335.4240384066,222,20,15384,425520,179.5994848643927,145,145,1.0,0.06425521890901115,160,2827,fp16,880204,pooled_current_private_evidence_pre_exchange,50124,98,0.6282051282051282,13768,medium,808563,17412,137,100,497,private_fragmented,3,1.1795009413617663e-12,30.0,90.0,1.3448275862068966,22.572115384615383,2.6442122602825443e-05,520.6264690781964,high,0,-28.781313145693254,0.07265786555712422,134963,572,30,161,0,265,0.20249066716406341,0.13078853770474075,0.14770151016185132,True,602,189840,6.964088098747055,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,155886.40913739026,116,0,404160,67360,0,673600,202080,pilots_v2,729,0,2026-08-17T03:38:18.350198+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,134963,572,16840,0.55,572,6ad813e35c14,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",3956.0895732469576,,,,,,,,
265,frozen_local_rule,435,52,0.4190482293167431,humanitarian,22158,127,135,0,1003,127,0,2026-08-17T03:39:35.241974+00:00,large,52.0,True,high,83293.23599994268,223,20,18598,516880,177.5994848643927,144,145,0.993103448275862,0.06480591655736573,160,3560,fp16,880204,pooled_current_private_evidence_pre_exchange,57288,98,0.6282051282051282,16635,medium,949979,20943,135,100,497,private_fragmented,3,1.4210854715202004e-12,70.0,90.0,1.5172413793103448,21.057692307692307,2.5720242053538825e-05,541.6247007958749,high,0,-29.13499800280039,0.07190757199988151,135179,573,30,160,0,265,0.20249066716406341,0.12827044069635443,0.148188212377624,True,601,227040,6.964088098747055,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,157976.58373901848,115,0,488880,81480,0,814800,244440,pilots_v2,729,0,2026-08-17T03:39:23.398651+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135179,573,20370,0.6721153846153847,699,71c476debc21,1040,"{'initial_reference': 156, 'maximum_silence': 287, 'predictive_uncertainty_change': 597}",3996.2852817601056,,,,,,,,
267,frozen_local_rule,434,52,0.4192425297631124,humanitarian,25956,128,136,0,1173,128,0,2026-08-17T03:39:30.517690+00:00,large,52.0,True,high,83253.30654703,223,20,21852,604160,184.18603799159172,144,145,0.993103448275862,0.06456535707685575,160,4104,fp16,880204,pooled_current_private_evidence_pre_exchange,64344,98,0.6282051282051282,19526,medium,1090385,24454,136,100,497,private_fragmented,3,1.3073986337985843e-12,70.0,90.0,1.6206896551724137,19.427884615384617,2.558311104411282e-05,543.8857743897242,high,0,-29.092271447455293,0.07116361280506288,135145,573,30,161,0,267,0.20249066716406341,0.1256937276652993,0.14736341318802523,True,602,269920,6.118308188551009,0,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-predictive_uncertainty_change-725a913ab228-fp16-frozen_local_rule,predictive_uncertainty_change,157796.41527521584,119,0,573144,95524,0,955240,286572,pilots_v2,732,0,2026-08-17T03:39:18.125197+00:00,35ce1e27984a1d500525c3e0e6ceae42370c3ab9b8e5effc8239c7da31536162,12,small_world,135145,573,23881,0.7875,819,725a913ab228,1040,"{'initial_reference': 156, 'maximum_silence': 189, 'predictive_uncertainty_change': 695}",3993.344101320592,,,,,,,,
