accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
130,frozen_local_rule,155,28,0.4538781477341916,humanitarian,6211,50,79,0,795,50,0,2026-08-17T03:37:29.126042+00:00,medium,31.0,True,medium,13821.564752922382,329,15,5622,68600,105.27340482752484,83,84,0.9880952380952381,0.06269414732077119,102,589,fp16,880203,pooled_current_private_evidence_pre_exchange,19250,78,0.9285714285714286,5239,high,346728,6630,79,60,419,private_fragmented,3,1.7763568394002505e-13,12.0,48.0,0.14285714285714285,15.714285714285714,2.183798960790681e-05,119.33617459249342,medium,0,-14.459621145566695,0.07681900628320805,98288,419,16,78,0,130,0.20347713350538207,0.11534608581762729,0.1293286967069322,True,250,156280,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-age_of_information-e27491322545-fp16-frozen_local_rule,age_of_information,25585.613674973913,61,0,149064,24844,0,248440,74532,pilots_v2,163,0,2026-08-17T03:37:24.663882+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98288,419,6211,0.4,168,e27491322545,420,"{'age_deadline': 252, 'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1}",1149.8598214452481,,,,,,,,
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,14497,49,81,0,1761,49,0,2026-08-17T03:36:40.007601+00:00,medium,31.0,True,medium,13851.671404297733,329,15,12326,162840,107.17156271060647,83,84,0.9880952380952381,0.06356667858985192,102,2171,fp16,880203,pooled_current_private_evidence_pre_exchange,34242,78,0.9285714285714286,11372,high,642378,14021,81,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,9.885714285714286,2.2418097828898378e-05,111.78577591474236,medium,0,-14.273818984723405,0.0710524865920775,98298,419,16,80,0,131,0.20347713350538207,0.10477001566243314,0.12275448085683631,True,251,330200,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-always_on-f06f6808d09b-fp16-frozen_local_rule,always_on,25183.8627118787,63,0,326448,54408,0,544080,163224,pilots_v2,28,0,2026-08-17T03:36:33.860691+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98298,419,13602,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1124.9445363337688,,,,,,,,
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,14169,49,81,0,1716,49,0,2026-08-17T03:37:59.481392+00:00,medium,31.0,True,medium,13851.671404297733,329,15,12058,160000,107.17156271060647,83,84,0.9880952380952381,0.06353667077251877,102,2111,fp16,880203,pooled_current_private_evidence_pre_exchange,33646,78,0.9285714285714286,11119,high,630489,13724,81,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,10.142857142857142,2.244241081786753e-05,111.78577591474236,medium,0,-14.273818984723405,0.07097855067189664,98289,419,16,80,0,131,0.20347713350538207,0.10477001566243314,0.12275448085683631,True,251,322320,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-generalized_information-089fa0c17476-fp16-frozen_local_rule,generalized_information,25183.8627118787,63,0,319320,53220,0,532200,159660,pilots_v2,36,0,2026-08-17T03:37:53.577784+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98289,419,13305,0.9833333333333333,413,089fa0c17476,420,"{'below_threshold': 7, 'generalized_information_on': 326, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1124.9445363337688,,,,,,,,
129,frozen_local_rule,154,28,0.4539569874620277,humanitarian,10137,49,79,0,1216,49,0,2026-08-17T03:38:00.622522+00:00,medium,31.0,True,medium,13892.790095943808,329,15,8674,113680,105.97467641758374,83,84,0.9880952380952381,0.06311148728797839,102,1463,fp16,880203,pooled_current_private_evidence_pre_exchange,26226,78,0.9285714285714286,8055,high,483181,10042,79,60,419,private_fragmented,3,1.4921397450962104e-13,12.0,48.0,0.14285714285714285,12.885714285714286,2.2284981471604376e-05,113.55114615711501,medium,0,-14.320660290830155,0.07229787010788982,98261,419,16,80,0,129,0.20347713350538207,0.1066501469912948,0.12275448085683631,True,251,233280,6.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-generalized_information-16bfadb86d55-fp16-frozen_local_rule,generalized_information,25297.449064854096,62,0,230952,38492,0,384920,115476,pilots_v2,128,0,2026-08-17T03:37:55.552232+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98261,419,9623,0.6952380952380952,292,16bfadb86d55,420,"{'below_threshold': 128, 'generalized_information_on': 205, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1132.044670385049,,,,,,,,
130,frozen_local_rule,156,28,0.4544700524780987,humanitarian,9494,49,80,0,1144,49,0,2026-08-17T03:37:47.856365+00:00,medium,31.0,True,medium,13908.813240721172,329,15,8120,106880,107.17156271060647,83,84,0.9880952380952381,0.06388374436994997,102,1374,fp16,880203,pooled_current_private_evidence_pre_exchange,25031,78,0.9285714285714286,7499,high,457030,9388,80,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,14.057142857142857,2.245481506054943e-05,112.09856742731058,medium,0,-14.352915687183573,0.07234526847704971,98270,419,16,79,0,130,0.20347713350538207,0.10797499237547106,0.12376932520794376,True,252,217920,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-js_drift-565d3b5e7ead-fp16-frozen_local_rule,js_drift,25320.11369599329,63,0,215256,35876,0,358760,107628,pilots_v2,139,0,2026-08-17T03:37:42.967176+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98270,419,8969,0.6547619047619048,275,565d3b5e7ead,420,"{'initial_reference': 84, 'js_drift': 311, 'maximum_silence': 24, 'partition_recovery': 1}",1132.9929982114115,,,,,,,,
130,frozen_local_rule,155,28,0.4544700524780987,humanitarian,12963,49,80,0,1568,49,0,2026-08-17T03:37:39.218876+00:00,medium,31.0,True,medium,13908.813240721172,329,15,11019,144560,107.17156271060647,83,84,0.9880952380952381,0.06390461962300524,102,1944,fp16,880203,pooled_current_private_evidence_pre_exchange,31399,78,0.9285714285714286,10182,high,584990,12587,80,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,11.542857142857143,2.234380951009969e-05,112.09856742731058,medium,0,-14.348279683567887,0.0713680298759786,98270,419,16,80,0,130,0.20347713350538207,0.10543510148935084,0.12275448085683631,True,252,296200,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-js_drift-ffac7588a645-fp16-frozen_local_rule,js_drift,25320.11369599329,63,0,292032,48672,0,486720,146016,pilots_v2,78,0,2026-08-17T03:37:33.616887+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98270,419,12168,0.8857142857142857,372,ffac7588a645,420,"{'initial_reference': 84, 'js_drift': 330, 'maximum_silence': 5, 'partition_recovery': 1}",1132.9929982114115,,,,,,,,
129,frozen_local_rule,153,28,0.4539569874620277,humanitarian,10840,49,79,0,1291,49,0,2026-08-17T03:37:04.723099+00:00,medium,31.0,True,medium,13892.790095943808,329,15,9235,120480,105.97467641758374,83,84,0.9880952380952381,0.06316634422816543,102,1605,fp16,880203,pooled_current_private_evidence_pre_exchange,27490,78,0.9285714285714286,8533,high,506215,10617,79,60,419,private_fragmented,3,1.5631940186722204e-13,12.0,48.0,0.14285714285714285,12.657142857142857,2.256389020622948e-05,113.65482650830863,medium,0,-14.315163392424207,0.07218007952436202,98295,419,16,80,0,129,0.20347713350538207,0.1066501469912948,0.12535127899039042,True,249,248920,6.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-kpi_change-314c8c128df2-fp16-frozen_local_rule,kpi_change,25297.449064854096,62,0,244752,40792,0,407920,122376,pilots_v2,102,0,2026-08-17T03:36:59.478573+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98295,419,10198,0.7380952380952381,310,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 317, 'maximum_silence': 18, 'partition_recovery': 1}",1132.044670385049,,,,,,,,
128,frozen_local_rule,153,28,0.4539569874620277,humanitarian,11607,49,78,0,1382,49,0,2026-08-17T03:37:02.504326+00:00,medium,31.0,True,medium,13892.790095943808,329,15,9914,130280,105.97467641758374,83,84,0.9880952380952381,0.06301924259818685,102,1693,fp16,880203,pooled_current_private_evidence_pre_exchange,28934,78,0.9285714285714286,9151,high,536073,11363,78,60,419,private_fragmented,3,1.4921397450962104e-13,12.0,48.0,0.14285714285714285,11.971428571428572,2.2186723686355058e-05,113.71114615711501,medium,0,-14.314795290144428,0.07221302530569922,98313,419,16,80,0,128,0.20347713350538207,0.1066501469912948,0.12535127899039042,True,249,266280,6.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-kpi_change-d83b95b9a33f-fp16-frozen_local_rule,kpi_change,25297.449064854096,62,0,262656,43776,0,437760,131328,pilots_v2,85,0,2026-08-17T03:36:57.182965+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98313,419,10944,0.7904761904761904,332,d83b95b9a33f,420,"{'initial_reference': 84, 'kpi_change': 321, 'maximum_silence': 14, 'partition_recovery': 1}",1132.044670385049,,,,,,,,
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,14497,49,81,0,1761,49,0,2026-08-17T03:37:17.007140+00:00,medium,31.0,True,medium,13851.671404297733,329,15,12326,162840,107.17156271060647,83,84,0.9880952380952381,0.06356667858985192,102,2171,fp16,880203,pooled_current_private_evidence_pre_exchange,34242,78,0.9285714285714286,11372,high,642378,14021,81,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,9.885714285714286,2.2418097828898378e-05,111.78577591474236,medium,0,-14.273818984723405,0.0710524865920775,98298,419,16,80,0,131,0.20347713350538207,0.10477001566243314,0.12275448085683631,True,251,330200,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-l1_belief_drift-a4111e560261-fp16-frozen_local_rule,l1_belief_drift,25183.8627118787,63,0,326448,54408,0,544080,163224,pilots_v2,28,0,2026-08-17T03:37:11.100674+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98298,419,13602,1.0,420,a4111e560261,420,"{'initial_reference': 84, 'l1_belief_drift': 333, 'maximum_silence': 2, 'partition_recovery': 1}",1124.9445363337688,,,,,,,,
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,14408,49,81,0,1747,49,0,2026-08-17T03:37:24.143736+00:00,medium,31.0,True,medium,13851.671404297733,329,15,12257,161600,107.17156271060647,83,84,0.9880952380952381,0.06357452274049395,102,2151,fp16,880203,pooled_current_private_evidence_pre_exchange,34084,78,0.9285714285714286,11307,high,639215,13942,81,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,10.0,2.242260046978335e-05,111.78577591474236,medium,0,-14.273818984723405,0.0709874297226524,98295,419,16,80,0,131,0.20347713350538207,0.10477001566243314,0.12275448085683631,True,251,328680,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-l1_belief_drift-c1987b7c3312-fp16-frozen_local_rule,l1_belief_drift,25183.8627118787,63,0,324552,54092,0,540920,162276,pilots_v2,32,0,2026-08-17T03:37:18.173526+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98295,419,13523,0.9928571428571429,417,c1987b7c3312,420,"{'initial_reference': 84, 'l1_belief_drift': 333, 'maximum_silence': 2, 'partition_recovery': 1}",1124.9445363337688,,,,,,,,
129,frozen_local_rule,155,28,0.45506630337102666,humanitarian,8102,49,79,0,1003,49,0,2026-08-17T03:36:54.226241+00:00,medium,31.0,True,medium,13890.146195430378,329,15,7043,91520,105.27340482752484,84,84,1.0,0.06485985325845389,102,1059,fp16,880203,pooled_current_private_evidence_pre_exchange,22560,78,0.9285714285714286,6541,high,410335,8220,79,60,419,private_fragmented,3,1.7763568394002505e-13,0.0,48.0,0.0,15.485714285714286,2.2290050672615082e-05,116.6523188515468,medium,0,-14.388219987278362,0.07395167016294157,98295,419,16,78,0,129,0.20347713350538207,0.10931512534933982,0.12553328157776628,True,250,190200,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-matched_random-38fb0a18a6da-fp16-frozen_local_rule,matched_random,25436.570195857315,61,0,187224,31204,0,312040,93612,pilots_v2,168,0,2026-08-17T03:36:49.472294+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98295,419,7801,0.5595238095238095,235,38fb0a18a6da,420,"{'initial_reference': 84, 'matched_random_selected': 101, 'matched_random_wait': 185, 'maximum_silence': 49, 'partition_recovery': 1}",1143.3418190002196,,,,,,,,
128,frozen_local_rule,154,28,0.4563283598913392,humanitarian,7011,48,80,0,879,48,0,2026-08-17T03:36:52.352131+00:00,medium,31.0,True,medium,13958.501488420634,329,15,6183,79200,103.3545658351762,84,84,1.0,0.06332888808841744,102,828,fp16,880203,pooled_current_private_evidence_pre_exchange,20608,78,0.9285714285714286,5753,high,372495,7274,80,60,419,private_fragmented,3,1.9184653865522705e-13,0.0,48.0,0.0,16.257142857142856,2.2280287745464077e-05,112.80339497418318,medium,0,-14.447662498940552,0.07513949567616632,98295,419,16,78,0,128,0.20347713350538207,0.11036958479232352,0.12762625217055512,True,249,168120,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-matched_random-51434b2214b6-fp16-frozen_local_rule,matched_random,25502.65548884758,60,0,164520,27420,0,274200,82260,pilots_v2,177,0,2026-08-17T03:36:47.703337+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98295,419,6855,0.4738095238095238,199,51434b2214b6,420,"{'initial_reference': 84, 'matched_random_selected': 46, 'matched_random_wait': 221, 'maximum_silence': 68, 'partition_recovery': 1}",1147.918249996971,,,,,,,,
130,frozen_local_rule,156,28,0.45470307642953395,humanitarian,9206,49,80,0,1113,49,0,2026-08-17T03:37:00.590517+00:00,medium,31.0,True,medium,13932.139740721175,329,15,7897,105600,107.17156271060647,84,84,1.0,0.06498631645755307,102,1309,fp16,880203,pooled_current_private_evidence_pre_exchange,24520,78,0.9285714285714286,7306,high,447911,9160,80,60,419,private_fragmented,3,1.7763568394002505e-13,0.0,48.0,0.0,14.085714285714285,2.2207972945939143e-05,114.22206742731056,medium,0,-14.32178356722021,0.07362860556152971,98271,419,16,78,0,130,0.20347713350538207,0.1086439659199125,0.12376932520794376,True,251,210280,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-matched_random-681a73b1e0f1-fp16-frozen_local_rule,matched_random,25290.680195993296,62,0,209784,34964,0,349640,104892,pilots_v2,142,0,2026-08-17T03:36:55.704524+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98271,419,8741,0.6476190476190476,272,681a73b1e0f1,420,"{'initial_reference': 84, 'matched_random_selected': 159, 'matched_random_wait': 148, 'maximum_silence': 28, 'partition_recovery': 1}",1131.1584982114114,,,,,,,,
131,frozen_local_rule,154,28,0.45254329928552645,humanitarian,0,50,80,0,0,50,0,2026-08-17T03:36:38.565202+00:00,medium,31.0,True,medium,13821.564752922382,330,15,0,0,102.77340482752484,84,84,1.0,0.11309393101869146,102,0,fp16,880203,pooled_current_private_evidence_pre_exchange,7423,78,0.9285714285714286,0,high,98499,420,80,60,420,private_fragmented,3,2.4158453015843406e-13,12.0,0.0,0.14285714285714285,0.0,0.0,117.64046954505264,medium,0,-14.462835287554554,0.08004700242653845,98499,420,16,82,0,131,0.20347713350538207,0.125428538714384,0.13559549564243387,True,252,0,5.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-none-806ed450405e-fp16-frozen_local_rule,none,25580.91385994677,60,0,0,0,0,0,0,pilots_v2,0,0,2026-08-17T03:36:35.703004+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98499,420,0,0.0,0,806ed450405e,420,{'disabled': 420},1151.0692669088596,,,,,,,,
130,frozen_local_rule,154,28,0.4538781477341916,humanitarian,6193,50,79,0,802,50,0,2026-08-17T03:36:51.212605+00:00,medium,31.0,True,medium,13821.564752922382,330,15,5596,68120,105.27340482752484,84,84,1.0,0.06232334323233591,102,597,fp16,880203,pooled_current_private_evidence_pre_exchange,19210,78,0.9285714285714286,5221,high,346205,6613,79,60,420,private_fragmented,3,1.7763568394002505e-13,0.0,48.0,0.0,22.057142857142857,2.070919093171625e-05,119.33617459249342,medium,0,-14.454621724762653,0.08009827951749125,98485,420,16,78,0,130,0.20347713350538207,0.11878404136080281,0.13143022965288553,True,248,155720,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-periodic-4caef583da51-fp16-frozen_local_rule,periodic,25585.613674973913,61,0,148632,24772,0,247720,74316,pilots_v2,235,0,2026-08-17T03:36:46.830819+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98485,420,6193,0.4,168,4caef583da51,420,"{'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1, 'periodic_wait': 252}",1149.8598214452481,,,,,,,,
131,frozen_local_rule,154,28,0.45371457277399874,humanitarian,8882,50,80,0,1110,50,0,2026-08-17T03:36:41.385322+00:00,medium,31.0,True,medium,13806.366030031666,330,15,7761,99640,107.17156271060647,84,84,1.0,0.0627439801287955,102,1121,fp16,880203,pooled_current_private_evidence_pre_exchange,24066,78,0.9285714285714286,7207,high,441928,9005,80,60,420,private_fragmented,3,1.7763568394002505e-13,0.0,48.0,0.0,14.4,2.1755624297987093e-05,116.83540448044809,medium,0,-14.306422666436958,0.07615015967665349,98528,420,16,79,0,131,0.20347713350538207,0.11139690340437469,0.1277488540322349,True,247,210800,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-periodic-52761a8cde7f-fp16-frozen_local_rule,periodic,25309.358128491705,62,0,206040,34340,0,343400,103020,pilots_v2,168,0,2026-08-17T03:36:36.414548+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98528,420,8585,0.6,252,52761a8cde7f,420,"{'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1, 'periodic_due': 165, 'periodic_wait': 168}",1130.0149003367153,,,,,,,,
130,frozen_local_rule,155,28,0.4538781477341916,humanitarian,6211,50,79,0,795,50,0,2026-08-17T03:36:44.911324+00:00,medium,31.0,True,medium,13821.564752922382,329,15,5622,68600,105.27340482752484,83,84,0.9880952380952381,0.06269414732077119,102,589,fp16,880203,pooled_current_private_evidence_pre_exchange,19250,78,0.9285714285714286,5239,high,346728,6630,79,60,419,private_fragmented,3,1.7763568394002505e-13,12.0,48.0,0.14285714285714285,15.714285714285714,2.183798960790681e-05,119.33617459249342,medium,0,-14.459621145566695,0.07681900628320805,98288,419,16,78,0,130,0.20347713350538207,0.11534608581762729,0.1293286967069322,True,250,156280,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,25585.613674973913,61,0,149064,24844,0,248440,74532,pilots_v2,163,0,2026-08-17T03:36:40.447627+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98288,419,6211,0.4,168,6ad813e35c14,420,"{'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1, 'periodic_wait': 252}",1149.8598214452481,,,,,,,,
132,frozen_local_rule,158,28,0.4544700524780987,humanitarian,9614,49,82,0,1140,49,0,2026-08-17T03:37:14.155502+00:00,medium,31.0,True,medium,13851.671404297733,329,15,8235,106640,107.17156271060647,83,84,0.9880952380952381,0.062483829851895815,102,1379,fp16,880203,pooled_current_private_evidence_pre_exchange,25270,78,0.9285714285714286,7645,high,463237,9542,82,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,14.914285714285715,2.1249499941851307e-05,111.62577591474236,medium,0,-14.283902218731418,0.07413529390160362,98317,419,16,78,0,132,0.20347713350538207,0.11016689558136748,0.12665574626981654,True,250,222760,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,25183.8627118787,63,0,218952,36492,0,364920,109476,pilots_v2,150,0,2026-08-17T03:37:09.055912+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98317,419,9123,0.65,273,71c476debc21,420,"{'initial_reference': 84, 'maximum_silence': 39, 'partition_recovery': 1, 'predictive_uncertainty_change': 296}",1124.9445363337688,,,,,,,,
130,frozen_local_rule,156,28,0.4544700524780987,humanitarian,11671,49,80,0,1384,49,0,2026-08-17T03:37:11.655941+00:00,medium,31.0,True,medium,13851.671404297733,329,15,9930,130960,107.17156271060647,83,84,0.9880952380952381,0.06286126217046784,102,1741,fp16,880203,pooled_current_private_evidence_pre_exchange,29018,78,0.9285714285714286,9197,high,538132,11415,80,60,419,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,12.342857142857143,2.1659372896022773e-05,111.94577591474236,medium,0,-14.272793343697764,0.07206294850115251,98292,419,16,79,0,130,0.20347713350538207,0.1063614539350645,0.12376932520794376,True,250,266240,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-predictive_uncertainty_change-725a913ab228-fp16-frozen_local_rule,predictive_uncertainty_change,25183.8627118787,63,0,263904,43984,0,439840,131952,pilots_v2,98,0,2026-08-17T03:37:06.180226+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98292,419,10996,0.8023809523809524,337,725a913ab228,420,"{'initial_reference': 84, 'maximum_silence': 13, 'partition_recovery': 1, 'predictive_uncertainty_change': 322}",1124.9445363337688,,,,,,,,
131,frozen_local_rule,156,28,0.45371457277399874,humanitarian,10168,50,80,0,1198,50,0,2026-08-17T03:37:51.429619+00:00,medium,31.0,True,medium,13806.366030031666,330,15,8735,113040,107.17156271060647,83,84,0.9880952380952381,0.06260042860221203,102,1433,fp16,880203,pooled_current_private_evidence_pre_exchange,26326,78,0.9285714285714286,8104,high,485211,10087,80,60,420,private_fragmented,3,1.7763568394002505e-13,12.0,48.0,0.14285714285714285,14.17142857142857,2.1962955800566976e-05,116.83540448044809,medium,0,-14.316149223586514,0.07399097507234287,98531,420,16,79,0,131,0.20347713350538207,0.1092398557772945,0.1255340245333209,True,250,236360,5.5,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-tsallis_spectrum_change-1013b09ad56f-fp16-frozen_local_rule,tsallis_spectrum_change,25309.358128491705,62,0,232008,38668,0,386680,116004,pilots_v2,136,0,2026-08-17T03:37:46.246194+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98531,420,9667,0.6833333333333333,287,1013b09ad56f,420,"{'initial_reference': 84, 'maximum_silence': 27, 'partition_recovery': 1, 'tsallis_spectrum_change': 308}",1130.0149003367153,,,,,,,,
131,frozen_local_rule,156,28,0.4544700524780987,humanitarian,12504,49,81,0,1492,49,0,2026-08-17T03:37:48.764620+00:00,medium,31.0,True,medium,13851.671404297733,330,15,10679,140280,107.17156271060647,83,84,0.9880952380952381,0.06309230519417297,102,1825,fp16,880203,pooled_current_private_evidence_pre_exchange,30606,78,0.9285714285714286,9865,high,570106,12210,81,60,420,private_fragmented,3,2.1316282072803006e-13,12.0,48.0,0.14285714285714285,12.257142857142858,2.2151721947360518e-05,111.78577591474236,medium,0,-14.273818984723405,0.07220389475262055,98506,420,16,80,0,131,0.20347713350538207,0.10523278973468317,0.12275448085683631,True,251,286880,7.0,0,v8-pilots_v2-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880203-tsallis_spectrum_change-6f94beebed2c-fp16-frozen_local_rule,tsallis_spectrum_change,25183.8627118787,63,0,282960,47160,0,471600,141480,pilots_v2,90,0,2026-08-17T03:37:43.316702+00:00,e8760a6e22b6892f188b8c70246a4da1809b9a8a6046997adb601b932ccefba9,11,random_geometric,98506,420,11790,0.8571428571428571,360,6f94beebed2c,420,"{'initial_reference': 84, 'maximum_silence': 9, 'partition_recovery': 1, 'tsallis_spectrum_change': 326}",1124.9445363337688,,,,,,,,
