cluster_id,disruption,sweep,phase,reference_energy_per_agent,configuration_entropy,macrostate_distance
V14Q_g3,field_reversal,26,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,27,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,28,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,29,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,30,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,31,recovery,-1.9375,0.9383509393416803,35.21867341919011
V14Q_g3,field_reversal,32,recovery,-1.9375,0.9383509393416803,96.31711044886129
V14Q_g3,field_reversal,33,recovery,-1.9375,0.9383509393416803,113.57364409806034
V14Q_g3,field_reversal,34,recovery,-1.9375,0.9383509393416803,93.93803721737
V14Q_g3,field_reversal,35,recovery,-1.9375,0.9383509393416803,29.304947745268446
V14Q_g3,field_reversal,36,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,37,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,38,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,39,recovery,-1.88125,0.482577565177012,3.139026541470948
V14Q_g3,field_reversal,40,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,field_reversal,41,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,field_reversal,42,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,field_reversal,43,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,field_reversal,44,recovery,-1.9375,0.4227090878059908,2.079263434848804
V14Q_g3,field_reversal,45,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g4,nominal,1,baseline,-1.2875,1.857659766353584,8.54348110848413
V14Q_g4,nominal,2,baseline,-1.5416666666666667,1.93252025101436,7.223602224512296
V14Q_g4,nominal,3,baseline,-1.6062500000000002,2.189823956843776,5.70770739050759
V14Q_g4,nominal,4,baseline,-1.8,2.224405718323267,4.992880681089967
V14Q_g4,nominal,5,baseline,-1.8,2.0208307572041195,4.697340765289669
V14Q_g4,nominal,6,baseline,-1.74375,1.651427078283381,3.918979122976753
V14Q_g4,nominal,7,baseline,-1.8,1.2156850975683071,2.4781219001523875
V14Q_g4,nominal,8,baseline,-1.8,0.6719437041252312,0.986564145338662
V14Q_g4,nominal,9,baseline,-1.8,0.5623351446188083,0.8109651151423303
V14Q_g4,nominal,10,baseline,-1.74375,0.5881687773541907,2.7584555179201504
V14Q_g4,nominal,11,baseline,-1.8,0.5481810556897022,0.8012436078620793
V14Q_g4,nominal,12,baseline,-1.8,0.4227090878059908,0.5305599630544141
V14Q_g4,nominal,13,baseline,-1.8,0.4227090878059908,0.530559963054414
V14Q_g4,nominal,14,baseline,-1.8,0.4227090878059908,0.530559963054414
V14Q_g4,nominal,15,baseline,-1.8,0.3767701612564367,0.5298988942190032
V14Q_g4,nominal,16,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,17,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,18,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,19,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,20,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,21,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,22,disruption,-1.6875,0.4951379447395099,5.572939849579637
V14Q_g4,nominal,23,disruption,-1.8,0.8587328752587908,4.062410123404506
V14Q_g4,nominal,24,disruption,-1.8,0.8587328752587908,4.062410123404507
V14Q_g4,nominal,25,disruption,-1.8,0.8587328752587908,4.062410123404507
V14Q_g4,nominal,26,disruption,-1.8,0.8587328752587908,4.062410123404507
V14Q_g4,nominal,27,disruption,-1.8,0.5354967955198818,3.406046658069722
V14Q_g4,nominal,28,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,29,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,30,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,31,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,32,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,33,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,34,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,35,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,36,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,37,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,38,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,39,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,40,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,41,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,42,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,43,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,44,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,nominal,45,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,1,baseline,-1.2875,1.857659766353584,8.54348110848413
V14Q_g4,field_reversal,2,baseline,-1.5416666666666667,1.93252025101436,7.223602224512296
V14Q_g4,field_reversal,3,baseline,-1.6062500000000002,2.189823956843776,5.70770739050759
V14Q_g4,field_reversal,4,baseline,-1.8,2.224405718323267,4.992880681089967
V14Q_g4,field_reversal,5,baseline,-1.8,2.0208307572041195,4.697340765289669
V14Q_g4,field_reversal,6,baseline,-1.74375,1.651427078283381,3.918979122976753
V14Q_g4,field_reversal,7,baseline,-1.8,1.2156850975683071,2.4781219001523875
V14Q_g4,field_reversal,8,baseline,-1.8,0.6719437041252312,0.986564145338662
V14Q_g4,field_reversal,9,baseline,-1.8,0.5623351446188083,0.8109651151423303
V14Q_g4,field_reversal,10,baseline,-1.74375,0.5881687773541907,2.7584555179201504
V14Q_g4,field_reversal,11,baseline,-1.8,0.5481810556897022,0.8012436078620793
V14Q_g4,field_reversal,12,baseline,-1.8,0.4227090878059908,0.5305599630544141
V14Q_g4,field_reversal,13,baseline,-1.8,0.4227090878059908,0.530559963054414
V14Q_g4,field_reversal,14,baseline,-1.8,0.4227090878059908,0.530559963054414
V14Q_g4,field_reversal,15,baseline,-1.8,0.3767701612564367,0.5298988942190032
V14Q_g4,field_reversal,16,disruption,-1.8,0.9730082983696776,34.3328024736071
V14Q_g4,field_reversal,17,disruption,-1.8,0.9730082983696776,94.68047826327629
V14Q_g4,field_reversal,18,disruption,-1.8,0.9730082983696776,111.73985570170046
V14Q_g4,field_reversal,19,disruption,-1.8,0.9730082983696776,92.34177950259772
V14Q_g4,field_reversal,20,disruption,-1.8,0.9730082983696776,28.52386407582795
V14Q_g4,field_reversal,21,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,22,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,23,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,24,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,25,disruption,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,26,disruption,-1.74375,0.3250829733914482,2.754677295884897
V14Q_g4,field_reversal,27,disruption,-1.8,0.3250829733914482,0.4951634896598669
V14Q_g4,field_reversal,28,disruption,-1.8,0.3250829733914482,0.4951634896598669
V14Q_g4,field_reversal,29,disruption,-1.8,0.3250829733914482,0.4951634896598669
V14Q_g4,field_reversal,30,disruption,-1.8,0.3250829733914482,0.4951634896598669
V14Q_g4,field_reversal,31,recovery,-1.78125,0.9903369778836764,35.98602883835243
V14Q_g4,field_reversal,32,recovery,-1.8,1.382494511833334,95.96644420032334
V14Q_g4,field_reversal,33,recovery,-1.8,1.382494511833334,112.99616069045663
V14Q_g4,field_reversal,34,recovery,-1.8,1.382494511833334,93.53778819899598
V14Q_g4,field_reversal,35,recovery,-1.8,1.382494511833334,29.51657336433258
V14Q_g4,field_reversal,36,recovery,-1.8,0.482577565177012,1.3857637900180706
V14Q_g4,field_reversal,37,recovery,-1.6062500000000002,0.0671968803626978,3.381620736658528
V14Q_g4,field_reversal,38,recovery,-1.8,0.482577565177012,0.6639559280945427
V14Q_g4,field_reversal,39,recovery,-1.8,0.482577565177012,0.6639559280945427
V14Q_g4,field_reversal,40,recovery,-1.8,0.482577565177012,0.6639559280945427
V14Q_g4,field_reversal,41,recovery,-1.8,0.482577565177012,0.6639559280945427
V14Q_g4,field_reversal,42,recovery,-1.8,0.4637264398194103,0.7100595760383397
V14Q_g4,field_reversal,43,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,44,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g4,field_reversal,45,recovery,-1.8,-0.0,0.8843729347631278
V14Q_g5,nominal,1,baseline,-0.7145833333333333,1.890362775338868,11.898093671875303
V14Q_g5,nominal,2,baseline,-1.2270833333333333,2.365995085825795,10.643319762643848
V14Q_g5,nominal,3,baseline,-1.5895833333333331,2.67067835548498,13.70407944214146
V14Q_g5,nominal,4,baseline,-1.6062500000000002,2.659739591255783,22.83857356884923
V14Q_g5,nominal,5,baseline,-1.6062500000000002,2.424000910669782,29.125379611852715
V14Q_g5,nominal,6,baseline,-1.6625,1.7763646882270392,24.676908997832403
V14Q_g5,nominal,7,baseline,-1.6625,1.274935638741546,5.970711433614133
V14Q_g5,nominal,8,baseline,-1.6625,0.8230873473484406,2.745746399960771
V14Q_g5,nominal,9,baseline,-1.6625,0.6615632381579821,2.966005157173679
V14Q_g5,nominal,10,baseline,-1.6625,0.4637264398194103,1.4548489866124283
V14Q_g5,nominal,11,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,12,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,13,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,14,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,15,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,16,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,17,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,18,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,19,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,20,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,21,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,22,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,23,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,24,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,25,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,26,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,27,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,28,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,29,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,30,disruption,-1.6062500000000002,0.5004024235381879,2.9880331199990087
V14Q_g5,nominal,31,recovery,-1.6625,0.5331638407372986,1.4956006311943422
V14Q_g5,nominal,32,recovery,-1.6625,0.5331638407372986,1.495600631194342
V14Q_g5,nominal,33,recovery,-1.6625,0.5331638407372986,1.4956006311943422
V14Q_g5,nominal,34,recovery,-1.6625,0.5331638407372986,1.559216831551813
V14Q_g5,nominal,35,recovery,-1.6625,0.116906849137531,1.385074778203673
V14Q_g5,nominal,36,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,37,recovery,-1.6062500000000002,0.4003991744489694,2.980794693011952
V14Q_g5,nominal,38,recovery,-1.6625,0.6305810283860147,1.6730940559743837
V14Q_g5,nominal,39,recovery,-1.6625,0.6305810283860147,1.6730940559743834
V14Q_g5,nominal,40,recovery,-1.6625,0.6305810283860147,1.6730940559743837
V14Q_g5,nominal,41,recovery,-1.6625,0.6305810283860147,1.6730940559743837
V14Q_g5,nominal,42,recovery,-1.6625,0.482577565177012,1.480280823356516
V14Q_g5,nominal,43,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,44,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,nominal,45,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,1,baseline,-0.7145833333333333,1.890362775338868,11.898093671875303
V14Q_g5,field_reversal,2,baseline,-1.2270833333333333,2.365995085825795,10.643319762643848
V14Q_g5,field_reversal,3,baseline,-1.5895833333333331,2.67067835548498,13.70407944214146
V14Q_g5,field_reversal,4,baseline,-1.6062500000000002,2.659739591255783,22.83857356884923
V14Q_g5,field_reversal,5,baseline,-1.6062500000000002,2.424000910669782,29.125379611852715
V14Q_g5,field_reversal,6,baseline,-1.6625,1.7763646882270392,24.676908997832403
V14Q_g5,field_reversal,7,baseline,-1.6625,1.274935638741546,5.970711433614133
V14Q_g5,field_reversal,8,baseline,-1.6625,0.8230873473484406,2.745746399960771
V14Q_g5,field_reversal,9,baseline,-1.6625,0.6615632381579821,2.966005157173679
V14Q_g5,field_reversal,10,baseline,-1.6625,0.4637264398194103,1.4548489866124283
V14Q_g5,field_reversal,11,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,12,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,13,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,14,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,15,baseline,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,16,disruption,-1.6625,0.9383509393416803,86.1585890524293
V14Q_g5,field_reversal,17,disruption,-1.6625,0.9383509393416803,223.6368717258806
V14Q_g5,field_reversal,18,disruption,-1.6625,0.9383509393416803,262.25695416565173
V14Q_g5,field_reversal,19,disruption,-1.6625,0.9383509393416803,218.3700826660738
V14Q_g5,field_reversal,20,disruption,-1.6625,0.9383509393416803,72.84061244024443
V14Q_g5,field_reversal,21,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,22,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,23,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,24,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,25,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,26,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,27,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,28,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,29,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,30,disruption,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,31,recovery,-1.6625,0.9556796188556792,83.20554926065324
V14Q_g5,field_reversal,32,recovery,-1.6625,0.9556796188556792,220.05179500410827
V14Q_g5,field_reversal,33,recovery,-1.6625,0.9556796188556792,258.5430873964591
V14Q_g5,field_reversal,34,recovery,-1.6625,0.9556796188556792,214.69410893013605
V14Q_g5,field_reversal,35,recovery,-1.6625,0.9556796188556792,69.45039358203043
V14Q_g5,field_reversal,36,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,37,recovery,-1.6062500000000002,0.4003991744489694,2.980794693011952
V14Q_g5,field_reversal,38,recovery,-1.6625,0.6305810283860147,1.6730940559743837
V14Q_g5,field_reversal,39,recovery,-1.6625,0.6305810283860147,1.6730940559743834
V14Q_g5,field_reversal,40,recovery,-1.6625,0.6305810283860147,1.6730940559743837
V14Q_g5,field_reversal,41,recovery,-1.6625,0.6305810283860147,1.6730940559743837
V14Q_g5,field_reversal,42,recovery,-1.6625,0.482577565177012,1.480280823356516
V14Q_g5,field_reversal,43,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,44,recovery,-1.6625,-0.0,1.485473860954943
V14Q_g5,field_reversal,45,recovery,-1.6625,-0.0,1.485473860954943
