source,sweep,phase,independent_clusters,bootstrap_replicates,belief,belief_ci_low,belief_ci_high,action,action_ci_low,action_ci_high,overlap,overlap_ci_low,overlap_ci_high,energy,energy_ci_low,energy_ci_high,entropy,entropy_ci_low,entropy_ci_high,susceptibility,susceptibility_ci_low,susceptibility_ci_high,correlation_time,correlation_time_ci_low,correlation_time_ci_high,response,response_ci_low,response_ci_high
Direct Qwen,15,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.2706851043448698,0.0,0.6864652592824639,0.022804588607594916,0.0,0.05918380801687758,6.61740869581931,1.0,14.763662776008305,1.7655910679834186,1.522747682150612,2.032189861641268
Direct Qwen,16,disruption,6,10000,0.020833333333333332,0.0,0.0625,0.041666666666666664,0.0,0.125,0.9791666666666666,0.9375,1.0,-1.7236111111111112,-1.8229166666666667,-1.6472222222222221,1.0790337400278256,0.9204037529125481,1.3639059615675828,0.13282568565400843,0.07244198312236284,0.20541271097046412,6.9866461640253865,2.938433885632543,12.103012819343752,1.7389915584520044,0.9586218378036576,3.0098923116752876
Direct Qwen,17,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.0709881311537417,0.919647217466815,1.337637557138731,0.12043117088607593,0.07244198312236284,0.16822916666666662,5.587788596709959,2.9453544259858346,8.295456637101733,1.4256819982811193,0.9411930395604978,2.0699636311626324
Direct Qwen,18,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.0350393000807845,0.9203848395264047,1.2348107549787926,0.11394382911392403,0.07244198312236284,0.1549643987341772,5.475268897437819,2.9438520626281695,8.101055176714604,1.3297593510620351,0.9508045484105523,1.7725841806553244
Direct Qwen,19,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.0350393000807845,0.9204037529125481,1.2297910639198595,0.11394382911392402,0.07244198312236282,0.15496439873417717,5.475268897437819,2.9438520626281695,8.055473925209624,1.3297593510620351,0.9428445538736074,1.7900129788984842
Direct Qwen,20,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.0350393000807845,0.922535330719148,1.2297910639198595,0.11394382911392402,0.07051687763713077,0.15496439873417717,5.872155807206227,2.971986907383613,9.085404594841766,1.3297593510620351,0.9508045484105523,1.782195689505379
Direct Qwen,21,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.09629730633743744,0.0,0.2888919190123123,0.006091772151898717,0.0,0.01827531645569615,3.224536280205933,1.0,7.6736088406178,1.844651821917571,1.64186064799149,2.0726847689095638
Direct Qwen,22,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9397316724568852,1.8042213860573861,2.1168664933706296
Direct Qwen,23,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9397316724568852,1.801332916237925,2.113978023551168
Direct Qwen,24,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9397316724568852,1.8042213860573861,2.1168664933706296
Direct Qwen,25,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9397316724568852,1.803091758811436,2.113978023551169
Direct Qwen,26,disruption,6,10000,0.020833333333333332,0.0,0.0625,0.020833333333333332,0.0,0.0625,1.0,1.0,1.0,-1.7677083333333332,-1.859375,-1.6760416666666664,0.05418049556524137,0.0,0.1625414866957241,0.0037974683544303666,0.0,0.011392405063291098,2.1989087974613604,1.0,4.596726392384081,2.033161438636626,1.8389913873631023,2.236899707210694
Direct Qwen,27,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.05418049556524137,0.0,0.1625414866957241,0.0037974683544303666,0.0,0.011392405063291098,2.060564341867217,1.0,4.181693025601652,1.8685615255428807,1.6394712130162132,2.097113714249407
Direct Qwen,28,disruption,6,10000,0.020833333333333332,0.0,0.0625,0.020833333333333332,0.0,0.0625,1.0,1.0,1.0,-1.7677083333333334,-1.8687500000000001,-1.6666666666666667,0.07366497042149654,0.0,0.18202596155197925,0.004825949367088583,0.0,0.012420886075949317,2.2292325231936263,1.0,4.350361206928061,1.9837829506269686,1.690628357255826,2.2894140447745612
Direct Qwen,29,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.13758089948827268,0.0,0.3043817073343353,0.010548523206751032,0.0,0.024050632911392367,4.4513260200096765,1.0,9.232849376294594,1.7379425367012198,1.3931761014868205,2.0531633595158607
Direct Qwen,30,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.13758089948827268,0.0,0.3043817073343353,0.010548523206751032,0.0,0.024050632911392367,4.061956511704886,1.0,8.064740851380227,1.7379425367012198,1.3968611072041128,2.070109053408166
Direct Qwen,31,recovery,6,10000,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.9791666666666666,0.9375,1.0,-1.773958333333333,-1.8656249999999999,-1.6822916666666667,1.0225872757235948,0.9354628260893474,1.1737312689734247,0.09746835443037971,0.05677742616033752,0.14512130801687761,5.305098947108079,2.885912752925311,7.8980737774221454,1.3685520252359928,1.0303593245063116,1.7076985712030919
Direct Qwen,32,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.0879468647152044,0.9354628260893474,1.2419789712173677,0.09746835443037971,0.05677742616033752,0.14512130801687761,4.889101101032867,2.823687742721187,7.010471504375336,1.2813482108546868,0.9431555101250056,1.6676852496943926
Direct Qwen,33,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8916666666666666,-1.6854166666666666,1.0829274986312523,0.9354628260893474,1.2338634693808033,0.09749472573839661,0.05677742616033756,0.1446729957805907,4.969481136770877,2.87416428600263,7.219776788702667,1.2808989801152983,0.9431555101250059,1.666337557476228
Direct Qwen,34,recovery,6,10000,0.020833333333333332,0.0,0.0625,0.020833333333333332,0.0,0.0625,1.0,1.0,1.0,-1.7677083333333334,-1.859375,-1.6854166666666666,1.0705123606433937,0.9354628260893473,1.2286796271883438,0.10345464135021094,0.05875527426160337,0.1508966244725738,5.254789392278277,2.795709220205792,7.834211466244446,1.4602516091039526,0.9755766013059772,2.0088697408241925
Direct Qwen,35,recovery,6,10000,-0.020833333333333332,-0.0625,0.0,-0.020833333333333332,-0.0625,0.0,1.0,1.0,1.0,-1.7906250000000001,-1.8825260416666667,-1.703125,1.1637225192620695,1.0061137675291434,1.3371532657918497,0.11684467299578057,0.06503164556962025,0.1674775843881856,6.710125318480382,3.373608100720084,10.51615880664198,1.7384649949220792,1.195598140630593,2.3053380091871847
Direct Qwen,36,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.25143985826920506,0.07728773996990172,0.4388849064754745,0.014003164556962017,0.0,0.029825949367088586,5.136205964489112,1.0,9.814381289434008,1.6679477323130474,1.3605382216668727,1.9769267949278602
Direct Qwen,37,recovery,6,10000,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,1.0,1.0,1.0,-1.7354166666666668,-1.8458333333333332,-1.625,0.24894293987498098,0.07793267580194453,0.4357430522492076,0.01952795358649785,0.005524789029535851,0.03482990506329108,6.852371228756046,2.7161652642669356,11.530546553700944,1.9334392447155322,1.4599183404530038,2.363712136626078
Direct Qwen,38,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.35653669633354085,0.1577173341660704,0.5522142042747444,0.029687499999999967,0.012519778481012633,0.0467167721518987,11.468560580496726,5.035431249586374,17.90168991140708,1.4372651679365742,1.0464886983092303,1.8659157943998368
Direct Qwen,39,recovery,6,10000,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,1.0,1.0,1.0,-1.78125,-1.8635416666666667,-1.6989583333333333,0.43269145252175706,0.30446359511709076,0.5358028752351506,0.03434203586497885,0.02298259493670883,0.04490374472573832,11.875982497283571,7.851800728329486,15.057724183609226,1.5954034175328926,1.0765082217237518,2.114298613342033
Direct Qwen,40,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.32993912148492016,0.12900834482404752,0.5319343203336193,0.027162447257383936,0.008992616033755233,0.046815664556962004,9.400882983426513,3.2270162512869383,16.325987050314293,1.47798685267007,1.1414134758295937,1.7540990239008014
Direct Qwen,41,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.31873964142447053,0.10656054994485664,0.5318607413141838,0.02664161392405062,0.0079509493670886,0.04663765822784808,9.23707250845215,3.2270162512869383,15.729326357962728,1.492078678397197,1.1526769314125156,1.782282675355056
Direct Qwen,42,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8916666666666666,-1.6854166666666666,0.2909305433300365,0.10394039918901117,0.4961411040206321,0.023477056962025285,0.0076147151898734,0.040822784810126536,8.649227440889968,3.5497703522754485,13.914391494280764,1.53610016034622,1.2793084345893433,1.782282675355056
Direct Qwen,43,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8916666666666666,-1.6854166666666666,0.1332132091639661,0.0,0.3463343090536794,0.010957278481012649,0.0,0.029825949367088583,5.223677604620406,1.0,13.020564669722189,1.7805238327815454,1.665828997439913,1.9046303912785285
Direct Qwen,44,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0704515146343318,0.0,0.21135454390299543,0.005379746835443033,0.0,0.0161392405063291,2.887082464590049,1.0,6.661247393770146,1.8554800174508193,1.7840640738964701,1.9319333795250089
Direct Qwen,45,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.9397316724568852,1.8042213860573861,2.1168664933706296
Kinetic surrogate,1,baseline,6,10000,-0.041666666666666664,-0.10416666666666667,0.041666666666666664,-0.020833333333333332,-0.1875,0.10416666666666667,0.6458333333333334,0.5416666666666666,0.75,-1.0170138888888889,-1.1052083333333331,-0.9055555555555556,2.0206759064686044,1.8977899366467563,2.1416509380594757,0.059895833333333294,0.058159722222222175,0.06163194444444444,3.249520849520849,2.412227772227772,4.145910385910386,6.060036588091971,4.658855244581475,7.474684960091257
Kinetic surrogate,2,baseline,6,10000,0.020833333333333332,-0.08333333333333333,0.14583333333333334,-0.020833333333333332,-0.14583333333333334,0.125,0.9166666666666666,0.8333333333333334,0.9791666666666666,-1.5253472222222222,-1.680208333333333,-1.3822656250000003,2.37105892056733,2.2339313482242367,2.504260858847026,0.08992775537634405,0.058089717741935436,0.1320564516129032,4.3630894743281425,3.2634718260485456,5.385784281308404,4.833075569826549,3.6480495450464403,6.4317472424651365
Kinetic surrogate,3,baseline,6,10000,0.020833333333333332,0.0,0.0625,0.041666666666666664,0.0,0.08333333333333333,0.9791666666666666,0.9375,1.0,-1.7145833333333336,-1.759401041666667,-1.6760416666666664,2.345244461814582,2.1774852443624484,2.5586482465006415,0.10551492316784865,0.061539598108746985,0.15466164302600469,7.105346101603963,4.8636798138923165,9.1618513601794,2.927301195160314,2.0912074920653256,3.8899326462222823
Kinetic surrogate,4,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,2.1650703213634293,2.0106344673444427,2.3508964591400203,0.09538277116402112,0.05627893518518514,0.1392526455026455,10.610920362181703,6.370992186147611,14.810758360961136,2.2429348897222594,1.523918279691312,3.2107109776486578
Kinetic surrogate,5,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.9598847594306374,1.787955200178394,2.1338590542124485,0.08701213080168772,0.05644119198312231,0.12499340717299572,14.030594182441073,9.59552876021477,18.27586523284561,1.9514994891237532,1.2918162034480132,2.7864027737412704
Kinetic surrogate,6,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.1957550848369038,0.9926427924056829,1.395628328626631,0.07043117088607592,0.036919831223628664,0.11340321729957803,13.702830597296119,7.480387722240862,20.26017555588095,1.4451237065292795,0.7615773551803467,2.430798715687866
Kinetic surrogate,7,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.5278968438920002,0.24125521828382543,0.7974469778275249,0.036873681434599105,0.012473628691983069,0.06691060126582273,8.675406910890054,3.2062006548467035,15.652220532200866,1.2043968097985198,0.845890501134741,1.5980640730789706
Kinetic surrogate,8,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.1371847103758267,0.0,0.27808773964449035,0.005003955696202517,0.0,0.01501186708860755,2.716165264266935,1.0,6.148495792800805,1.258898697642432,1.2004549752391547,1.3408213430321074
Kinetic surrogate,9,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2000227177843874,1.4864765378591933
Kinetic surrogate,10,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2000227177843874,1.4852974179875424
Kinetic surrogate,11,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2000227177843874,1.4852017427162727
Kinetic surrogate,12,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2004549752391545,1.4841453842309005
Kinetic surrogate,13,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2004549752391547,1.4841182981158914
Kinetic surrogate,14,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2021679413485018,1.4840226228446216
Kinetic surrogate,15,baseline,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.1997140263339297,1.4852017427162725
Kinetic surrogate,16,disruption,6,10000,0.0,0.0,0.0,-0.041666666666666664,-0.20833333333333334,0.08333333333333333,0.5416666666666666,0.3333333333333333,0.7083333333333334,-1.4104166666666667,-1.5756944444444443,-1.2034722222222223,1.054920167986144,1.054920167986144,1.054920167986144,0.10466772151898733,0.07051687763713078,0.13618143459915613,5.827860410478796,2.938433885632543,8.72757227437597,5.659557683858487,3.720118070322533,7.774267392656886
Kinetic surrogate,17,disruption,6,10000,0.0,0.0,0.0,-0.020833333333333332,-0.08333333333333333,0.041666666666666664,0.9375,0.8958333333333334,0.9791666666666666,-1.7315972222222225,-1.8354166666666665,-1.6368055555555554,1.7032383166659688,1.6251936143354844,1.774695933101538,0.10466772151898733,0.07051687763713078,0.1362737341772146,5.429872900621682,2.9470590040853444,8.006870986936311,2.3989944933896825,1.6848670328184034,3.242273857200375
Kinetic surrogate,18,disruption,6,10000,0.0,0.0,0.0,0.0,-0.0625,0.0625,0.9583333333333334,0.9166666666666666,1.0,-1.752777777777778,-1.8687500000000001,-1.6368055555555558,1.9258354617560531,1.801668704127126,2.0330253311632407,0.10466772151898733,0.07051687763713078,0.13618143459915613,5.429872900621682,2.9453544259858346,8.010077928393486,2.404667735526308,1.7182817375110124,3.2582492375818073
Kinetic surrogate,19,disruption,6,10000,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.9791666666666666,0.9375,1.0,-1.7649305555555557,-1.8687500000000001,-1.6611111111111112,1.9514274470765443,1.7376123516989965,2.168563260341399,0.1046677215189873,0.07051687763713077,0.1361814345991561,5.429872900621682,2.945556640727679,8.10426211817178,2.2625021276824175,1.6960319812685312,2.87870400479615
Kinetic surrogate,20,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.6310238828848442,1.369666384989293,1.8819551211694148,0.1046677215189873,0.07051687763713077,0.1361814345991561,6.178544151708216,2.971986907383613,9.391792939343752,1.9053026599263825,1.2788439109618206,2.6247301433690757
Kinetic surrogate,21,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.6916381292832519,0.3749883603398842,0.9944850229842805,0.0,0.0,0.0,1.0,1.0,1.0,1.1226229956771214,0.9537777546525811,1.2958720119705431
Kinetic surrogate,22,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8693229166666663,-1.6854166666666666,0.26482340195012427,0.0667331957414949,0.4942030065213204,0.0,0.0,0.0,1.0,1.0,1.0,1.2130046263266323,0.9986191593763872,1.4273900932768775
Kinetic surrogate,23,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.09372252410313471,0.0,0.28116757230940415,0.0,0.0,0.0,1.0,1.0,1.0,1.2898228783668368,1.0931692188744797,1.4852974179875424
Kinetic surrogate,24,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.033085873890978765,0.0,0.0992576216729363,0.0,0.0,0.0,1.0,1.0,1.0,1.3192877797070306,1.1556025769251221,1.4852974179875424
Kinetic surrogate,25,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2024766327989596,1.4852974179875424
Kinetic surrogate,26,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2004441688027851,1.4852017427162725
Kinetic surrogate,27,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8693229166666663,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2007636666896122,1.4852974179875424
Kinetic surrogate,28,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2000227177843874,1.4840226228446214
