model_key,condition,phase,agent_i,agent_j,community_i,community_j,connected_correlation,between_cluster_sd,independent_clusters,source_type,graph_distance,metric,estimate,ci_low,ci_high,clusters_total,undefined_clusters,bootstrap_replicates
granite,field_persistent,disruption,13.0,13.0,1.0,1.0,0.0687037037037037,0.1682890175134368,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,13.0,14.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,13.0,15.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,0.0,1.0,0.0,0.0527777777777777,0.1292786253135566,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,1.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,2.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,3.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,4.0,1.0,0.0,0.0462962962962963,0.1134023029066286,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,5.0,1.0,0.0,0.0638888888888888,0.1564951780111474,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,6.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,7.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,8.0,1.0,1.0,0.0300925925925925,0.0737114968893086,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,9.0,1.0,1.0,0.0586805555555555,0.1437374189341517,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,10.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,11.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,12.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,13.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,14.0,1.0,1.0,0.1655092592592592,0.259109373008909,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,14.0,15.0,1.0,1.0,0.0697916666666666,0.1709539716317426,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,0.0,1.0,0.0,0.0686111111111111,0.1680622129076236,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,1.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,2.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,3.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,4.0,1.0,0.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,5.0,1.0,0.0,0.0857638888888889,0.2022214161690284,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,6.0,1.0,0.0,0.0452083333333333,0.1107373487883228,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,7.0,1.0,0.0,0.044375,0.1086961073360035,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,8.0,1.0,1.0,0.0001736111111111,0.0004252586358998,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,9.0,1.0,1.0,0.0762847222222222,0.1868586446143973,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,10.0,1.0,1.0,0.0024421296296296,0.0059819714783246,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,11.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,12.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,13.0,1.0,1.0,0.0,0.0,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,14.0,1.0,1.0,0.0697916666666666,0.1709539716317426,6.0,mean_connected_matrix,,,,,,,,
granite,field_persistent,disruption,15.0,15.0,1.0,1.0,0.1397453703703703,0.2264743902390651,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,0.0,0.0,0.0,0.0935532407407407,0.0759730400203123,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,1.0,0.0,0.0,-0.0053703703703703,0.1048816082493551,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,2.0,0.0,0.0,-0.0028009259259259,0.0655414542664889,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,3.0,0.0,0.0,-0.0364004629629629,0.0734741967896117,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,4.0,0.0,0.0,0.0473842592592592,0.0924785350748403,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,5.0,0.0,0.0,-0.0351041666666666,0.1126002789526565,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,6.0,0.0,0.0,-0.0422106481481481,0.089873973155017,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,7.0,0.0,0.0,0.0186458333333333,0.0383545570774988,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,8.0,0.0,1.0,0.0293634259259259,0.0766495604993453,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,9.0,0.0,1.0,0.0025694444444444,0.1083593540687537,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,10.0,0.0,1.0,0.0185648148148148,0.0980049706894267,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,11.0,0.0,1.0,-0.0608912037037037,0.0664598414531465,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,12.0,0.0,1.0,0.0050462962962963,0.064200307839986,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,13.0,0.0,1.0,-0.0159953703703704,0.097791405957876,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,14.0,0.0,1.0,0.0025347222222222,0.1134260050547721,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,0.0,15.0,0.0,1.0,0.0023842592592592,0.0925086923120859,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,0.0,0.0,0.0,-0.0053703703703703,0.1048816082493551,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,1.0,0.0,0.0,0.0987152777777777,0.0773230600366146,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,2.0,0.0,0.0,-0.0288194444444444,0.0564705040182401,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,3.0,0.0,0.0,-0.029224537037037,0.046054860617216,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,4.0,0.0,0.0,0.0349884259259259,0.1062919254307674,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,5.0,0.0,0.0,0.0416666666666666,0.1008309515329347,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,6.0,0.0,0.0,0.0024421296296296,0.0784725100371647,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,7.0,0.0,0.0,0.0030324074074074,0.0525288109266358,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,8.0,0.0,1.0,0.0295717592592593,0.0561096743605018,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,9.0,0.0,1.0,0.0178935185185185,0.0892418196041247,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,10.0,0.0,1.0,0.0055555555555555,0.0774678223721721,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,11.0,0.0,1.0,0.0127314814814814,0.1127923727100542,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,12.0,0.0,1.0,-0.0424537037037036,0.0162395304988489,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,13.0,0.0,1.0,-0.0101504629629629,0.0878648523884074,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,14.0,0.0,1.0,0.0490277777777777,0.1198313420609293,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,1.0,15.0,0.0,1.0,-0.0582407407407407,0.0648723620188864,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,0.0,0.0,0.0,-0.0028009259259259,0.0655414542664889,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,1.0,0.0,0.0,-0.0288194444444444,0.0564705040182401,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,2.0,0.0,0.0,0.0984606481481481,0.0852853599672464,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,3.0,0.0,0.0,-0.0282291666666666,0.0954268326098296,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,4.0,0.0,0.0,-0.0181828703703703,0.0720762469309853,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,5.0,0.0,0.0,-0.0292129629629629,0.0999012887289845,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,6.0,0.0,0.0,0.0243055555555555,0.1192268690199331,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,7.0,0.0,0.0,-0.0128472222222222,0.0880555446021724,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,8.0,0.0,1.0,-0.0608449074074073,0.0842944622102229,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,9.0,0.0,1.0,-0.0048379629629629,0.1020451522198079,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,10.0,0.0,1.0,-0.0164930555555555,0.1112637644938901,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,11.0,0.0,1.0,-0.0184259259259259,0.079942430417582,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,12.0,0.0,1.0,0.0342939814814814,0.0969127257951147,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,13.0,0.0,1.0,0.0577199074074074,0.0881362495738293,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,14.0,0.0,1.0,0.0453819444444444,0.1015561572093471,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,2.0,15.0,0.0,1.0,-0.0023842592592592,0.0471889111813079,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,0.0,0.0,0.0,-0.0364004629629629,0.0734741967896117,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,1.0,0.0,0.0,-0.029224537037037,0.046054860617216,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,2.0,0.0,0.0,-0.0282291666666666,0.0954268326098296,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,3.0,0.0,0.0,0.1472685185185185,0.0956031118202327,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,4.0,0.0,0.0,-0.0207523148148147,0.0822479949362845,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,5.0,0.0,0.0,0.0546064814814814,0.0936649477018139,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,6.0,0.0,0.0,-0.0314004629629629,0.1379867885451878,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,7.0,0.0,0.0,-0.0206018518518518,0.0598862036005559,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,8.0,0.0,1.0,-0.005324074074074,0.0979013154501635,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,9.0,0.0,1.0,-0.0649537037037036,0.0950257606669329,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,10.0,0.0,1.0,0.0046643518518518,0.1510874829404673,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,11.0,0.0,1.0,0.0102893518518518,0.0580949231334253,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,12.0,0.0,1.0,0.0373958333333333,0.1340381598598365,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,13.0,0.0,1.0,-0.036574074074074,0.1104520878428639,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,14.0,0.0,1.0,-0.0439004629629629,0.0999985090230927,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,3.0,15.0,0.0,1.0,0.0761921296296296,0.0837356079474141,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,0.0,0.0,0.0,0.0473842592592592,0.0924785350748403,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,1.0,0.0,0.0,0.0349884259259259,0.1062919254307674,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,2.0,0.0,0.0,-0.0181828703703703,0.0720762469309853,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,3.0,0.0,0.0,-0.0207523148148147,0.0822479949362845,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,4.0,0.0,0.0,0.1095717592592592,0.0676462809197494,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,5.0,0.0,0.0,-0.0006018518518518,0.1227362114363019,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,6.0,0.0,0.0,-0.0318749999999999,0.0965421951663149,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,7.0,0.0,0.0,0.0401388888888888,0.0504543209555575,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,8.0,0.0,1.0,0.058611111111111,0.0278765950659174,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,9.0,0.0,1.0,-0.0374421296296295,0.0735380850647452,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,10.0,0.0,1.0,-0.0185532407407407,0.0994182093794908,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,11.0,0.0,1.0,-0.055324074074074,0.0712048355157361,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,12.0,0.0,1.0,-0.0449305555555555,0.0652411983799299,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,13.0,0.0,1.0,0.0057060185185185,0.107639779715549,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,14.0,0.0,1.0,0.0049768518518518,0.1328167486006479,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,4.0,15.0,0.0,1.0,-0.021261574074074,0.0929860895015602,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,0.0,0.0,0.0,-0.0351041666666666,0.1126002789526565,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,1.0,0.0,0.0,0.0416666666666666,0.1008309515329347,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,2.0,0.0,0.0,-0.0292129629629629,0.0999012887289845,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,3.0,0.0,0.0,0.0546064814814814,0.0936649477018139,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,4.0,0.0,0.0,-0.0006018518518518,0.1227362114363019,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,5.0,0.0,0.0,0.1464004629629629,0.0469189077622977,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,6.0,0.0,0.0,-0.0262847222222222,0.1344840588876889,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,7.0,0.0,0.0,-0.0560995370370369,0.0595725096467069,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,8.0,0.0,1.0,-0.0270023148148148,0.1083705457514688,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,9.0,0.0,1.0,-0.0576504629629629,0.1121837669318266,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,10.0,0.0,1.0,0.028900462962963,0.1217449045808877,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,11.0,0.0,1.0,0.0028125,0.1053811401671669,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,12.0,0.0,1.0,0.0133912037037036,0.0916421307300457,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,13.0,0.0,1.0,-0.0316087962962963,0.1253127754812607,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,14.0,0.0,1.0,0.0546296296296296,0.1320429870808851,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,5.0,15.0,0.0,1.0,0.0106018518518518,0.0894288576251071,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,0.0,0.0,0.0,-0.0422106481481481,0.089873973155017,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,1.0,0.0,0.0,0.0024421296296296,0.0784725100371647,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,2.0,0.0,0.0,0.0243055555555555,0.1192268690199331,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,3.0,0.0,0.0,-0.0314004629629629,0.1379867885451878,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,4.0,0.0,0.0,-0.0318749999999999,0.0965421951663149,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,5.0,0.0,0.0,-0.0262847222222222,0.1344840588876889,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,6.0,0.0,0.0,0.1566550925925925,0.0458867200999692,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,7.0,0.0,0.0,0.0286458333333333,0.0971706882267639,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,8.0,0.0,1.0,-0.0378009259259259,0.1124949301555389,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,9.0,0.0,1.0,0.0454513888888888,0.1416608846178431,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,10.0,0.0,1.0,0.0229629629629629,0.1368210627608942,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,11.0,0.0,1.0,0.0473726851851851,0.0789494878836365,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,12.0,0.0,1.0,-0.010636574074074,0.1183474448473784,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,13.0,0.0,1.0,-0.017824074074074,0.1462909596717693,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,14.0,0.0,1.0,0.0424074074074073,0.1140358694742534,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,6.0,15.0,0.0,1.0,-0.0233912037037036,0.1067866297408503,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,0.0,0.0,0.0,0.0186458333333333,0.0383545570774988,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,1.0,0.0,0.0,0.0030324074074074,0.0525288109266358,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,2.0,0.0,0.0,-0.0128472222222222,0.0880555446021724,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,3.0,0.0,0.0,-0.0206018518518518,0.0598862036005559,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,4.0,0.0,0.0,0.0401388888888888,0.0504543209555575,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,5.0,0.0,0.0,-0.0560995370370369,0.0595725096467069,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,6.0,0.0,0.0,0.0286458333333333,0.0971706882267639,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,7.0,0.0,0.0,0.0670486111111111,0.0724403590095047,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,8.0,0.0,1.0,0.0481365740740741,0.062125147748456,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,9.0,0.0,1.0,0.0127893518518518,0.0876758200125111,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,10.0,0.0,1.0,-0.0053124999999999,0.0619166565412982,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,11.0,0.0,1.0,-0.0080208333333333,0.0763239085995977,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,12.0,0.0,1.0,-0.0288773148148148,0.0615111028424214,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,13.0,0.0,1.0,-0.0129282407407407,0.0917971337609084,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,14.0,0.0,1.0,-0.0181018518518518,0.0802498229232819,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,7.0,15.0,0.0,1.0,-0.0104629629629629,0.0658920077645445,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,0.0,1.0,0.0,0.0293634259259259,0.0766495604993453,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,1.0,1.0,0.0,0.0295717592592593,0.0561096743605018,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,2.0,1.0,0.0,-0.0608449074074073,0.0842944622102229,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,3.0,1.0,0.0,-0.005324074074074,0.0979013154501635,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,4.0,1.0,0.0,0.058611111111111,0.0278765950659174,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,5.0,1.0,0.0,-0.0270023148148148,0.1083705457514688,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,6.0,1.0,0.0,-0.0378009259259259,0.1124949301555389,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,7.0,1.0,0.0,0.0481365740740741,0.062125147748456,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,8.0,1.0,1.0,0.1048263888888889,0.0496558905395702,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,9.0,1.0,1.0,-0.0010532407407407,0.1095916629761525,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,10.0,1.0,1.0,-0.0205555555555556,0.0984665901069187,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,11.0,1.0,1.0,-0.0134374999999999,0.0804263301380543,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,12.0,1.0,1.0,-0.0582407407407407,0.0731635986378325,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,13.0,1.0,1.0,-0.0128356481481481,0.096553158300644,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,14.0,1.0,1.0,-0.0532523148148148,0.0900733306437666,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,8.0,15.0,1.0,1.0,-0.0242592592592593,0.0612882323777047,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,0.0,1.0,0.0,0.0025694444444444,0.1083593540687537,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,1.0,1.0,0.0,0.0178935185185185,0.0892418196041247,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,2.0,1.0,0.0,-0.0048379629629629,0.1020451522198079,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,3.0,1.0,0.0,-0.0649537037037036,0.0950257606669329,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,4.0,1.0,0.0,-0.0374421296296295,0.0735380850647452,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,5.0,1.0,0.0,-0.0576504629629629,0.1121837669318266,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,6.0,1.0,0.0,0.0454513888888888,0.1416608846178431,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,7.0,1.0,0.0,0.0127893518518518,0.0876758200125111,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,8.0,1.0,1.0,-0.0010532407407407,0.1095916629761525,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,9.0,1.0,1.0,0.1349652777777778,0.0839813777996624,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,10.0,1.0,1.0,-0.0106828703703703,0.1073661276737518,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,11.0,1.0,1.0,0.0499305555555555,0.0875166099755066,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,12.0,1.0,1.0,-0.0155902777777778,0.0790519728389002,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,13.0,1.0,1.0,-0.0051273148148147,0.1264834690122973,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,14.0,1.0,1.0,0.0027083333333333,0.1133862383325678,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,9.0,15.0,1.0,1.0,-0.0444097222222222,0.0858284984929212,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,10.0,0.0,1.0,0.0,0.0185648148148148,0.0980049706894267,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,10.0,1.0,1.0,0.0,0.0055555555555555,0.0774678223721721,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,10.0,2.0,1.0,0.0,-0.0164930555555555,0.1112637644938901,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,10.0,3.0,1.0,0.0,0.0046643518518518,0.1510874829404673,6.0,mean_connected_matrix,,,,,,,,
qwen,field_persistent,disruption,10.0,4.0,1.0,0.0,-0.0185532407407407,0.0994182093794908,6.0,mean_connected_matrix,,,,,,,,
