application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,15,0.013333333333333338,-0.019999999999999997,0.046666666666666655
humanitarian,15,0.006666666666666665,-0.04,0.04666666666666666
utility_restoration,15,0.02666666666666666,-0.006666666666666669,0.05999999999999999
