actionable_opportunities,agent_count,allocation_inequality_gini,application,autonomous_action_coverage,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,baseline_calibration_sketch_messages,beneficial_actions,commitment_failures,completed_at,complexity,conservation_feasible,controller,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivery_completion,distributed_estimation_mae,dropped_messages,eligible_operational_proposals,environment_seed,event_count,fragmentation,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,net_causal_utility,network_disruption,neutral_actions,operational_bytes,operational_communication_policy,operational_messages,operational_node_count,operator_escalations,operator_executed_actions,operator_minutes,physical_actions,post_disruption_sketch_messages,privacy_boundary_pass,resource_waste,run_id,service_loss,service_reaching_actions,sketch_bytes,sketch_messages,sketch_policy,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
236,28,0.4569147585936273,humanitarian,0.6483050847457628,59,90,0,74,59,0,2026-08-17T00:29:15.938482+00:00,medium,True,always_act,high,15780.649726367168,1282,15,91.4847724437273,0.03920322071835737,936,236,787026,26527,high,90,60,420,private_fragmented,3,4.263256414560601e-14,146.7900903433155,high,0,98639,agent_event_triggered,420,16,0,0,0.0,153,5276,True,5.452634790778045,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787026-always_act-always_on-agent_event_triggered,30611.00794850285,56,2135276,6199,always_on,2026-08-17T00:28:49.319595+00:00,5ba2447bd338e685db34a45b0be5aeb98acffa6f15315ab2eafead92e078b31e,14,modular,2233915,6619,1404.9733903053616,,,,,,,,
236,28,0.4569147585936273,humanitarian,0.6483050847457628,59,90,0,74,59,0,2026-08-17T00:28:47.430518+00:00,medium,True,always_act,high,15780.649726367168,778,15,91.4847724437273,0.04113872295301538,752,236,787026,19277,high,90,60,420,private_fragmented,3,4.263256414560601e-14,146.7900903433155,high,0,98639,agent_event_triggered,420,16,0,0,0.0,153,2798,True,5.452634790778045,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787026-always_act-event_triggered-agent_event_triggered,30611.00794850285,56,1282283,3721,event_triggered,2026-08-17T00:28:24.283186+00:00,5ba2447bd338e685db34a45b0be5aeb98acffa6f15315ab2eafead92e078b31e,14,modular,1380922,4141,1404.9733903053616,,,,,,,,
236,28,0.4569147585936273,humanitarian,0.6483050847457628,59,90,0,0,59,0,2026-08-17T00:28:00.587964+00:00,medium,True,always_act,high,15780.649726367168,66,15,91.4847724437273,0.045596212447152805,76,236,787026,8790,high,90,60,420,private_fragmented,3,4.263256414560601e-14,146.7900903433155,high,0,98639,agent_event_triggered,420,16,0,0,0.0,153,0,True,5.452634790778045,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787026-always_act-none-agent_event_triggered,30611.00794850285,56,0,0,none,2026-08-17T00:27:47.596032+00:00,5ba2447bd338e685db34a45b0be5aeb98acffa6f15315ab2eafead92e078b31e,14,modular,98639,420,1404.9733903053616,,,,,,,,
236,28,0.4569147585936273,humanitarian,0.6483050847457628,59,90,0,74,59,0,2026-08-17T00:28:22.459244+00:00,medium,True,always_act,high,15780.649726367168,711,15,91.4847724437273,0.04225958488016926,532,236,787026,18123,high,90,60,420,private_fragmented,3,4.263256414560601e-14,146.7900903433155,high,0,98639,agent_event_triggered,420,16,0,0,0.0,153,2592,True,5.452634790778045,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787026-always_act-periodic-agent_event_triggered,30611.00794850285,56,1125210,3263,periodic,2026-08-17T00:28:01.828094+00:00,5ba2447bd338e685db34a45b0be5aeb98acffa6f15315ab2eafead92e078b31e,14,modular,1223849,3683,1404.9733903053616,,,,,,,,
266,28,0.45195495927299145,humanitarian,0.5977443609022557,60,93,0,80,60,0,2026-08-17T00:40:43.624828+00:00,medium,True,always_act,high,14723.487103182906,1834,15,81.27436819210259,0.0433972408849718,1458,266,787030,28519,high,93,60,420,private_fragmented,3,5.684341886080802e-14,193.75837601146182,high,0,98816,agent_event_triggered,420,16,0,0,0.0,159,5963,True,4.0,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787030-always_act-always_on-agent_event_triggered,31856.489509682535,47,2427642,7032,always_on,2026-08-17T00:40:14.408018+00:00,8292838724ef87c2bc7b5e114f728733482233994bbe51b08c52af344885c83c,15,modular,2526458,7452,1505.7838699593592,,,,,,,,
266,28,0.45195495927299145,humanitarian,0.5977443609022557,60,93,0,80,60,0,2026-08-17T00:40:12.467068+00:00,medium,True,always_act,high,14723.487103182906,1144,15,81.27436819210259,0.0456391911719509,885,266,787030,20518,high,93,60,420,private_fragmented,3,5.684341886080802e-14,193.75837601146182,high,0,98816,agent_event_triggered,420,16,0,0,0.0,159,3105,True,4.0,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787030-always_act-event_triggered-agent_event_triggered,31856.489509682535,47,1441012,4174,event_triggered,2026-08-17T00:39:47.315362+00:00,8292838724ef87c2bc7b5e114f728733482233994bbe51b08c52af344885c83c,15,modular,1539828,4594,1505.7838699593592,,,,,,,,
266,28,0.45195495927299145,humanitarian,0.5977443609022557,60,93,0,0,60,0,2026-08-17T00:39:21.711330+00:00,medium,True,always_act,high,14723.487103182906,148,15,81.27436819210259,0.05394272908770274,75,266,787030,8806,high,93,60,420,private_fragmented,3,5.684341886080802e-14,193.75837601146182,high,0,98816,agent_event_triggered,420,16,0,0,0.0,159,0,True,4.0,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787030-always_act-none-agent_event_triggered,31856.489509682535,47,0,0,none,2026-08-17T00:39:08.603042+00:00,8292838724ef87c2bc7b5e114f728733482233994bbe51b08c52af344885c83c,15,modular,98816,420,1505.7838699593592,,,,,,,,
266,28,0.45195495927299145,humanitarian,0.5977443609022557,60,93,0,80,60,0,2026-08-17T00:39:45.385157+00:00,medium,True,always_act,high,14723.487103182906,1065,15,81.27436819210259,0.04764511009470449,756,266,787030,19570,high,93,60,420,private_fragmented,3,5.684341886080802e-14,193.75837601146182,high,0,98816,agent_event_triggered,420,16,0,0,0.0,159,3026,True,4.0,v7-development_formal_communication-humanitarian-medium-high-high-high-modular-private_fragmented-787030-always_act-periodic-agent_event_triggered,31856.489509682535,47,1317537,3815,periodic,2026-08-17T00:39:22.966946+00:00,8292838724ef87c2bc7b5e114f728733482233994bbe51b08c52af344885c83c,15,modular,1416353,4235,1505.7838699593592,,,,,,,,
261,28,0.46077827998122595,humanitarian,0.6283524904214559,60,101,0,162,60,0,2026-08-17T00:32:29.615681+00:00,medium,True,always_act,high,12923.54932403871,19947,15,93.65285230391872,0.037084842285646395,5431,261,787027,77531,high,101,60,420,private_fragmented,3,1.4210854715202004e-13,187.32172193182333,high,0,98752,agent_event_triggered,420,16,0,0,0.0,164,21279,True,2.5,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-always_act-always_on-agent_event_triggered,29322.498575557092,53,8486504,24691,always_on,2026-08-17T00:31:20.009766+00:00,dd280fde0502c43f203ed7c6011916427cd28a40078a12afc1d29c5a423aa76f,22,random_geometric,8585256,25111,1357.2659140187566,,,,,,,,
261,28,0.46077827998122595,humanitarian,0.6283524904214559,60,101,0,162,60,0,2026-08-17T00:31:16.331894+00:00,medium,True,always_act,high,12923.54932403871,12403,15,93.65285230391872,0.04007902650207364,3457,261,787027,51050,high,101,60,420,private_fragmented,3,1.4210854715202004e-13,187.32172193182333,high,0,98752,agent_event_triggered,420,16,0,0,0.0,164,11794,True,2.5,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-always_act-event_triggered-agent_event_triggered,29322.498575557092,53,5223225,15206,event_triggered,2026-08-17T00:30:21.360567+00:00,dd280fde0502c43f203ed7c6011916427cd28a40078a12afc1d29c5a423aa76f,22,random_geometric,5321977,15626,1357.2659140187566,,,,,,,,
