run_id,application,complexity,coupling,fragmentation,network_disruption,topology_family,information_condition,sketch_policy,environment_seed,controller,step,agent_id,target,proposed_operational_action,information_action,communication_action,delegation_action,accepted_physical_action,counterfactual_evaluated,counterfactual_causal_utility,counterfactual_action_accepted,counterfactual_beneficial,counterfactual_harmful,predictive_uncertainty,action_value_margin,severity,safety_risk,resource_scarcity,shannon_local,pooled_uncertainty,js_disagreement,jt_disagreement_0_5,jt_disagreement_2,graph_disagreement,consensus,consensus_residual,entropy_slope,disagreement_slope,distributed_contributor_count,distributed_missing_agent_count,risk_kpi_confidence,risk_predictive_uncertainty,risk_shannon_js,risk_generalized_tsallis_gini,risk_graph_disagreement,risk_combined_generalized_entropic
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-00-zone_operator,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.4066277604206887,0.4072499374277886,0.0,0.0,0.0,0.6666893833189692,0.6666893833189692,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.17185343854303417,0.4066277604206887,0.32932344999801777,0.3761012897260741,0.30411699271002257,0.20052243958445953
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-01-crew_dispatch,U05,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.38286193019353176,0.46435263203432064,0.08748698942938614,0.1268561346726099,0.0,0.649391701680002,0.649391701680002,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.19421852858722718,0.38286193019353176,0.31549269749741327,0.3601304553256154,0.29413534401461666,0.20909074328156876
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-02-cyber_defense,U02,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.33157961961401583,0.5461976884177563,0.035252478228933785,0.05111609343195399,0.0,0.6349058452780241,0.6349058452780241,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1,3,0.15860493309243434,0.33157961961401583,0.29135830916511235,0.3222304757977936,0.28926344023788664,0.19647622470375892
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-03-communications,U01,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.37085097869802863,0.37427271989608574,0.014092178917597497,0.02043365943051637,0.0,0.5712388781712114,0.5712388781712114,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.16459341102065367,0.37085097869802863,0.2911501110220143,0.34077550008691865,0.28909074438650534,0.19295697983377666
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-04-resource_allocation,U04,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.3711245645347713,0.4874551450894046,0.03966300295914861,0.05751135429076548,0.0,0.6436862938965122,0.6436862938965122,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.17358507697160594,0.3711245645347713,0.3093713992880366,0.3509371365540827,0.2892056504379372,0.1974829072512945
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-05-critical_load,U01,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.32205343199393277,0.4785089326337796,0.0,0.0,0.0,0.5137018616319559,0.5137018616319559,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.14309816687793714,0.32205343199393277,0.25724683820556205,0.3053688152029723,0.2685957747707851,0.17684162762496786
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-06-zone_operator,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.2240388499114272,0.7162462651763798,0.01974086254224559,0.028624250686256104,0.0,0.49032859812076757,0.49032859812076757,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.11664302913458671,0.2240388499114272,0.21219768949476278,0.22882350810781932,0.22742965029613277,0.15283245472421703
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-07-crew_dispatch,U03,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.37645639534473696,0.42916001431959966,0.06341931900502015,0.09195801255727923,0.0,0.6368085123341581,0.6368085123341581,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,0.1836650974309576,0.37645639534473696,0.3097846862214343,0.352960755840922,0.2581116860447895,0.1814427522033999
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-08-cyber_defense,U00,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.37136441926049657,0.5088436334233295,0.0,0.0,0.0,0.6790562774536124,0.6790562774536124,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.15986390254856883,0.37136441926049657,0.31830983706760174,0.35420343710512237,0.2893063894227419,0.1906487040596057
v7-pilots_iteration2-utility_restoration-small-low-low-low-grid-private_fragmented-774101-always_act-event_triggered,utility_restoration,small,low,low,low,grid,private_fragmented,event_triggered,774101,always_act,0,UTL-09-communications,U05,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.354897297206642,0.5169687466309416,0.03632478678883193,0.052670940843806295,0.0,0.665911789201121,0.665911789201121,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1,2,0.16690610685277177,0.354897297206642,0.3084368661829371,0.34145271073182587,0.28239019816012295,0.1923584227857832
