method,rl_seed,episode_index,application,regime,information_condition,environment_seed,service_loss,net_causal_utility,harmful_actions,beneficial_actions,autonomous_completed_actions,autonomous_harmful_actions,autonomous_harm_rate,operator_minutes,operational_messages,operational_bytes,sketch_messages,sketch_bytes,total_messages,total_bytes,trajectory_reward,delegation_execute_autonomously,delegation_communicate,delegation_request_evidence,delegation_defer,delegation_abstain,delegation_escalate_operator
ppo_generalized_tsallis_gini,66201,0,commercial,isolated_physical,public_shared,66406,1.9846014604540951,2.3190195568800673,2,10,10,0,0.0,20.16702607428269,52,8240,72,7200,124,15440,0.8101907395284975,10,0,0,0,0,14
ppo_generalized_tsallis_gini,66201,1,humanitarian,isolated_physical,private_fragmented,66407,3.8085529696159357,-0.2874058003105257,5,1,5,5,1.0,20.275180649065593,52,8240,90,9000,142,17240,-1.0333967650656917,5,0,0,1,0,18
ppo_generalized_tsallis_gini,66201,2,utility_restoration,isolated_physical,private_fragmented,66408,3.9524733572055393,0.2141660677367556,6,4,6,2,0.3333333333333333,20.72749095696782,56,8744,98,9800,154,18544,-0.12897135274783902,6,0,2,0,11,5
ppo_generalized_tsallis_gini,66201,3,commercial,telemetry_integrity,private_fragmented,66409,1.7279358733043004,1.402431817629654,1,4,3,0,0.0,21.23732270092633,52,8240,118,11800,170,20040,1.6782131723085327,3,0,0,0,5,16
ppo_generalized_tsallis_gini,66201,4,humanitarian,telemetry_integrity,public_shared,66410,2.829216732041883,1.8363045349076745,1,6,4,0,0.0,20.182042055799354,54,8492,96,9600,150,18092,1.265588792130201,4,0,0,13,0,7
ppo_generalized_tsallis_gini,66201,5,utility_restoration,telemetry_integrity,private_fragmented,66401,4.341394479696389,0.5676754479527125,11,3,7,4,0.5714285714285714,20.481959857559747,60,9248,102,10200,162,19448,-0.5063949267539509,7,1,3,2,3,8
ppo_generalized_tsallis_gini,66201,6,commercial,partition,private_fragmented,66402,4.049985519088711,0.05587160404759444,7,2,8,6,0.75,20.229142563563393,24,4096,56,5600,80,9696,-1.1837852864822682,8,0,0,0,2,14
ppo_generalized_tsallis_gini,66201,7,humanitarian,partition,private_fragmented,66403,3.2144912133860517,0.5226446780243328,2,3,5,2,0.4,20.6140198954473,24,4096,53,5300,77,9396,-0.2962536755372304,5,0,0,5,0,14
ppo_generalized_tsallis_gini,66201,8,utility_restoration,partition,public_shared,66404,1.7649224365778788,1.1226347363749165,4,7,8,2,0.25,21.236417602978154,27,4474,47,4700,74,9174,1.068859844357687,8,0,2,0,7,7
ppo_generalized_tsallis_gini,66201,9,commercial,correlated,private_fragmented,66405,3.428851515626305,0.3459724914896406,4,2,4,2,0.5,20.198913621083975,52,8240,110,11000,162,19240,-0.23257203329835568,4,0,0,0,1,19
ppo_generalized_tsallis_gini,66201,10,humanitarian,correlated,private_fragmented,66406,4.251857796585249,0.3100757787925981,4,2,4,3,0.75,20.479739564606945,52,8240,112,11200,164,19440,-0.1318185960197403,4,0,0,10,0,10
