method,rl_seed,episode_index,application,regime,information_condition,environment_seed,service_loss,net_causal_utility,harmful_actions,beneficial_actions,autonomous_completed_actions,autonomous_harmful_actions,autonomous_harm_rate,operator_minutes,operational_messages,operational_bytes,sketch_messages,sketch_bytes,total_messages,total_bytes,trajectory_reward,delegation_execute_autonomously,delegation_communicate,delegation_request_evidence,delegation_defer,delegation_abstain,delegation_escalate_operator
ppo_predictive_uncertainty,66204,0,commercial,isolated_physical,public_shared,66409,1.8710269782443343,1.7436054510192207,2,6,3,0,0.0,20.215231070965036,56,8744,60,6000,116,14744,0.9471325751968653,3,2,0,0,0,19
ppo_predictive_uncertainty,66204,1,humanitarian,isolated_physical,private_fragmented,66410,3.184955667667655,0.6019260193087205,6,2,1,1,1.0,20.6552927544747,62,9500,96,9600,158,19100,0.4722351549054359,1,5,0,14,0,4
ppo_predictive_uncertainty,66204,2,utility_restoration,isolated_physical,private_fragmented,66401,3.5646302095868054,-0.019250965435359133,1,0,0,0,0.0,20.90688452838284,52,8240,106,10600,158,18840,-0.25063874669287994,0,0,0,5,9,10
ppo_predictive_uncertainty,66204,3,commercial,telemetry_integrity,private_fragmented,66402,2.1648435617267,1.675364252969454,6,7,6,0,0.0,20.61319774569708,64,9752,120,12000,184,21752,0.5484501290106382,6,6,0,0,0,12
ppo_predictive_uncertainty,66204,4,humanitarian,telemetry_integrity,public_shared,66403,6.600567512918694,-0.19422959022730044,15,0,0,0,0.0,20.252588274727277,78,11516,78,7800,156,19316,-0.33252355060624544,0,7,6,6,0,5
ppo_predictive_uncertainty,66204,5,utility_restoration,telemetry_integrity,private_fragmented,66404,3.141852546662172,1.0708059614565186,1,4,4,0,0.0,21.320287863184788,52,8240,110,11000,162,19240,0.2884800422636919,4,0,0,2,11,7
ppo_predictive_uncertainty,66204,6,commercial,partition,private_fragmented,66405,3.6487410832223284,0.5654987881770281,12,4,5,2,0.4,20.48567869988039,32,5104,51,5100,83,10204,-0.3799177341005614,5,9,0,0,0,10
ppo_predictive_uncertainty,66204,7,humanitarian,partition,private_fragmented,66406,5.295404496519933,0.2627094128313836,9,1,0,0,0.0,21.342848437886254,33,5230,57,5700,90,10930,0.03313232963488122,0,3,6,5,0,10
ppo_predictive_uncertainty,66204,8,utility_restoration,partition,public_shared,66407,2.2948067228805917,1.155143330748039,2,6,8,2,0.25,15.756729440787556,23,3812,48,4800,71,8612,1.4227134250388958,8,0,0,0,13,3
ppo_predictive_uncertainty,66204,9,commercial,correlated,private_fragmented,66408,2.6419841177023273,3.353003137057916,9,10,10,0,0.0,20.748355457321374,70,10508,110,11000,180,21508,2.8130864214839812,10,9,0,0,0,5
ppo_predictive_uncertainty,66204,10,humanitarian,correlated,private_fragmented,66409,4.081200213317346,0.044848966679625936,17,1,1,1,1.0,22.031404692131353,82,12020,118,11800,200,23820,-0.08859478656898753,1,5,9,5,0,4
ppo_predictive_uncertainty,66204,11,utility_restoration,correlated,private_fragmented,66410,4.25438657891944,2.2641931612454305,0,7,4,0,0.0,21.013764823582285,52,8240,110,11000,162,19240,1.3283797786472928,4,0,0,2,14,4
ppo_predictive_uncertainty,66204,12,commercial,compound,public_shared,66401,4.855952416909824,0.53538453878604,4,2,1,0,0.0,20.37227955178767,46,7264,55,5500,101,12764,0.6085023313977802,1,2,0,0,0,21
ppo_predictive_uncertainty,66204,13,humanitarian,compound,private_fragmented,66402,4.377981073067268,0.6648149220625231,6,2,0,0,0.0,21.29923603352112,53,8212,94,9400,147,17612,0.4467287613202656,0,4,1,12,0,7
ppo_predictive_uncertainty,66204,14,utility_restoration,compound,private_fragmented,66403,4.345718297056755,0.6742022258168424,8,4,9,5,0.5555555555555556,15.266367944370765,42,6624,94,9400,136,16024,-0.41671003578064514,10,0,0,4,7,3
