method,rl_seed,episode_index,application,regime,information_condition,environment_seed,service_loss,net_causal_utility,harmful_actions,beneficial_actions,autonomous_completed_actions,autonomous_harmful_actions,autonomous_harm_rate,operator_minutes,operational_messages,operational_bytes,sketch_messages,sketch_bytes,total_messages,total_bytes,trajectory_reward,delegation_execute_autonomously,delegation_communicate,delegation_request_evidence,delegation_defer,delegation_abstain,delegation_escalate_operator
ppo_generalized_tsallis_gini,66202,0,commercial,isolated_physical,public_shared,66407,2.325457287617948,0.5634034830564788,0,2,0,0,0.0,20.184345594197648,52,8240,68,6800,120,15040,0.2554507393307711,0,0,0,10,1,13
ppo_generalized_tsallis_gini,66202,1,humanitarian,isolated_physical,private_fragmented,66408,2.5597204845333956,0.6977827517280591,2,5,4,1,0.25,20.232519337018168,52,8240,98,9800,150,18040,-0.5373767134162475,5,0,0,0,0,19
ppo_generalized_tsallis_gini,66202,2,utility_restoration,isolated_physical,private_fragmented,66409,4.637242617930654,0.0,0,0,0,0,0.0,20.22805408015892,52,8240,94,9400,146,17640,-0.4598234557075839,0,0,0,0,0,24
ppo_generalized_tsallis_gini,66202,3,commercial,telemetry_integrity,private_fragmented,66410,2.8709191734524673,0.47265418620433636,0,2,0,0,0.0,20.705791534311288,52,8240,110,11000,162,19240,0.1434286711636216,0,0,0,1,6,17
ppo_generalized_tsallis_gini,66202,4,humanitarian,telemetry_integrity,public_shared,66401,1.5013028710071994,3.3710980947208307,1,11,10,1,0.1,20.12075359718806,52,8240,60,6000,112,14240,0.9871753235161806,10,0,0,0,5,9
ppo_generalized_tsallis_gini,66202,5,utility_restoration,telemetry_integrity,private_fragmented,66402,3.153766586246256,0.26791877636447337,1,1,1,1,1.0,20.195389348674826,52,8240,98,9800,150,18040,-0.5836779308050128,1,0,0,0,1,22
ppo_generalized_tsallis_gini,66202,6,commercial,partition,private_fragmented,66403,3.0760086083015374,0.1407614560701772,0,1,0,0,0.0,20.641873781298862,24,4096,53,5300,77,9396,-0.165694595579632,0,0,0,9,2,13
ppo_generalized_tsallis_gini,66202,7,humanitarian,partition,private_fragmented,66404,3.981084410651293,0.6413913996687314,4,4,7,3,0.42857142857142855,20.18250038110548,24,4096,53,5300,77,9396,-0.4773763205761327,7,0,0,0,2,15
ppo_generalized_tsallis_gini,66202,8,utility_restoration,partition,public_shared,66405,3.1409509349522304,0.5887651626090169,4,3,5,2,0.4,20.961132707710547,24,4096,40,4000,64,8096,-0.10632558146944777,5,0,0,0,2,17
ppo_generalized_tsallis_gini,66202,9,commercial,correlated,private_fragmented,66406,6.036465446291548,-0.20457990738155085,2,0,0,0,0.0,20.76034464147518,52,8240,108,10800,160,19040,-0.47479870005930014,0,0,0,6,7,11
ppo_generalized_tsallis_gini,66202,10,humanitarian,correlated,private_fragmented,66407,3.9347007004843846,0.46323726375028235,3,2,4,2,0.5,20.191702598784516,52,8240,112,11200,164,19440,-0.0984028884499004,4,0,0,0,1,19
ppo_generalized_tsallis_gini,66202,11,utility_restoration,correlated,private_fragmented,66408,6.341024106081794,-0.6031670246601406,7,0,4,4,1.0,20.213886905528486,52,8240,112,11200,164,19440,-1.663114349969465,4,0,0,0,0,20
ppo_generalized_tsallis_gini,66202,12,commercial,compound,public_shared,66409,2.5998175656749827,0.32896349703646893,0,1,0,0,0.0,20.510130690790017,41,6612,63,6300,104,12912,0.04936459164241904,0,0,0,5,6,13
ppo_generalized_tsallis_gini,66202,13,humanitarian,compound,private_fragmented,66410,3.2852620258769316,2.3035789605022376,1,6,5,0,0.0,20.14900528746979,42,6738,96,9600,138,16338,1.5714096982788175,10,0,0,0,1,13
ppo_generalized_tsallis_gini,66202,14,utility_restoration,compound,private_fragmented,66401,6.195529886640617,-0.6312933370331706,5,0,4,4,1.0,20.295907414808667,43,6908,90,9000,133,15908,-0.9058775626303774,4,0,0,0,1,19
ppo_generalized_tsallis_gini,66202,15,commercial,ood,private_fragmented,66402,4.15273695573843,0.19032709577568965,0,1,0,0,0.0,20.262938264632073,42,6760,96,9600,138,16360,-0.14058932595874093,0,0,0,6,3,15
ppo_generalized_tsallis_gini,66202,16,humanitarian,ood,public_shared,66403,2.032330646289293,3.273551109293188,0,10,8,0,0.0,20.25086454917059,46,7352,70,7000,116,14352,2.2225731225432543,14,0,0,0,0,10
ppo_generalized_tsallis_gini,66202,17,utility_restoration,ood,private_fragmented,66404,7.157959744937899,-0.6858310796509404,4,0,4,4,1.0,20.50173507182855,44,7056,107,10700,151,17756,-1.4685976069677191,4,0,0,0,1,19
ppo_generalized_tsallis_gini,66202,18,commercial,isolated_physical,private_fragmented,66401,3.4368122163443324,0.1904368487971255,1,1,0,0,0.0,20.349283441015366,52,8240,108,10800,160,19040,-0.20818402450094048,0,0,0,3,1,20
