method,rl_seed,episode_index,application,regime,information_condition,environment_seed,service_loss,net_causal_utility,harmful_actions,beneficial_actions,autonomous_completed_actions,autonomous_harmful_actions,autonomous_harm_rate,operator_minutes,operational_messages,operational_bytes,sketch_messages,sketch_bytes,total_messages,total_bytes,trajectory_reward,delegation_execute_autonomously,delegation_communicate,delegation_request_evidence,delegation_defer,delegation_abstain,delegation_escalate_operator
ppo_kpi_only,66205,0,commercial,isolated_physical,public_shared,66410,1.3619384632287126,3.200326390319307,2,11,10,1,0.1,20.152572430746915,52,8240,72,7200,124,15440,1.5188215889836616,10,0,0,8,0,6
ppo_kpi_only,66205,1,humanitarian,isolated_physical,private_fragmented,66401,5.677752276590267,-1.033388958166015,12,1,10,10,1.0,20.233149981173856,54,8492,98,9800,152,18292,-2.890553413754841,11,1,0,0,0,12
ppo_kpi_only,66205,2,utility_restoration,isolated_physical,private_fragmented,66402,5.786134550276359,0.2995907090379566,10,5,8,5,0.625,20.38783436539101,58,8996,98,9800,156,18796,-0.2126012899906145,11,2,1,0,4,6
ppo_kpi_only,66205,3,commercial,telemetry_integrity,private_fragmented,66403,4.358333152203425,0.2621516742594145,13,7,15,11,0.7333333333333333,21.115519108390686,56,8744,114,11400,170,20144,-1.3948622180027048,15,2,0,2,0,5
ppo_kpi_only,66205,4,humanitarian,telemetry_integrity,public_shared,66404,2.5565735801906078,2.3627375486441538,3,7,6,0,0.0,20.154652296860384,56,8744,66,6600,122,15344,0.8064731541469754,6,2,0,0,0,16
ppo_kpi_only,66205,5,utility_restoration,telemetry_integrity,private_fragmented,66405,7.1824903177931185,-0.5578056223389679,9,2,10,8,0.8,20.552089703173735,52,8240,122,12200,174,20440,-2.8013526781771962,10,0,0,1,2,11
ppo_kpi_only,66205,6,commercial,partition,private_fragmented,66406,2.904778640319416,1.0805547668992022,6,8,10,2,0.2,21.090671316333605,26,4348,51,5100,77,9448,1.3726315246245788,12,1,0,5,0,6
ppo_kpi_only,66205,7,humanitarian,partition,private_fragmented,66407,4.7927289784765,1.0392794015566655,4,4,6,2,0.3333333333333333,21.406569430681568,26,4348,61,6100,87,10448,-1.4891961548604165,11,1,0,0,3,9
ppo_kpi_only,66205,8,utility_restoration,partition,public_shared,66408,1.2601594342826044,2.194549197535384,5,9,9,0,0.0,21.006679080586757,31,4978,40,4000,71,8978,1.8177795514526003,12,2,1,0,2,7
ppo_kpi_only,66205,9,commercial,correlated,private_fragmented,66409,1.8266432622728295,3.898698424928877,0,12,11,0,0.0,20.49736978823563,52,8240,104,10400,156,18640,1.6788002874251486,11,0,0,2,0,11
