method,rl_seed,episode_index,application,regime,information_condition,environment_seed,service_loss,net_causal_utility,harmful_actions,beneficial_actions,autonomous_completed_actions,autonomous_harmful_actions,autonomous_harm_rate,operator_minutes,operational_messages,operational_bytes,sketch_messages,sketch_bytes,total_messages,total_bytes,trajectory_reward,delegation_execute_autonomously,delegation_communicate,delegation_request_evidence,delegation_defer,delegation_abstain,delegation_escalate_operator
ppo_predictive_uncertainty,66201,0,commercial,isolated_physical,public_shared,66406,3.641618859418712,1.737343831738232,8,10,16,6,0.375,20.194953634894233,52,8240,72,7200,124,15440,0.33948170319071663,16,0,0,1,1,6
ppo_predictive_uncertainty,66201,1,humanitarian,isolated_physical,private_fragmented,66407,3.3383236987916547,-0.11994444241239904,5,1,4,4,1.0,20.22615720671145,52,8240,90,9000,142,17240,-0.619396955610936,4,0,0,0,0,20
ppo_predictive_uncertainty,66201,2,utility_restoration,isolated_physical,private_fragmented,66408,4.3436541599982945,0.25807078862434163,5,5,7,2,0.2857142857142857,20.507800347433854,56,8744,98,9800,154,18544,-0.21574454018314018,7,0,2,0,1,14
ppo_predictive_uncertainty,66201,3,commercial,telemetry_integrity,private_fragmented,66409,2.3719621420555512,2.626770632576087,8,13,20,7,0.35,10.07576039627051,50,7672,118,11800,168,19472,1.3194330784601758,20,0,0,2,0,2
ppo_predictive_uncertainty,66201,4,humanitarian,telemetry_integrity,public_shared,66410,2.904768223057741,1.9397313887003984,1,6,4,0,0.0,20.15333233615501,54,8492,96,9600,150,18092,0.7977715596160329,4,0,0,12,0,8
ppo_predictive_uncertainty,66201,5,utility_restoration,telemetry_integrity,private_fragmented,66401,6.572202182612508,0.874834781946478,14,8,15,9,0.6,20.957834051841594,60,9248,102,10200,162,19448,-2.3851127237234695,15,0,4,0,0,5
ppo_predictive_uncertainty,66201,6,commercial,partition,private_fragmented,66402,4.236006275901954,0.7251438267393606,9,5,12,7,0.5833333333333334,20.499180042166437,24,4096,57,5700,81,9796,-0.5011257787332838,14,0,0,1,1,8
ppo_predictive_uncertainty,66201,7,humanitarian,partition,private_fragmented,66403,3.2144912133860517,0.5226446780243328,2,3,5,2,0.4,20.186050058943426,24,4096,53,5300,77,9396,-0.3082536755372309,5,0,0,4,0,15
ppo_predictive_uncertainty,66201,8,utility_restoration,partition,public_shared,66404,1.609918163679329,1.4287855733319672,5,9,10,2,0.2,21.416836230920097,27,4474,47,4700,74,9174,0.841328904599039,10,0,2,0,2,10
ppo_predictive_uncertainty,66201,9,commercial,correlated,private_fragmented,66405,5.245694317459887,1.7797940012086237,7,9,16,7,0.4375,20.87844017967055,52,8240,110,11000,162,19240,-1.9343540641495673,16,0,0,0,1,7
ppo_predictive_uncertainty,66201,10,humanitarian,correlated,private_fragmented,66406,5.101827076051965,0.2834960315888321,4,2,4,3,0.75,20.184853695765526,52,8240,114,11400,166,19640,-0.9870469643782332,4,0,0,8,0,12
ppo_predictive_uncertainty,66201,11,utility_restoration,correlated,private_fragmented,66407,6.910844828716752,1.2185035517487757,5,6,6,0,0.0,21.07913007726137,56,8744,120,12000,176,20744,0.3204877098820449,6,1,1,0,4,12
ppo_predictive_uncertainty,66201,12,commercial,compound,public_shared,66408,7.716620961037453,1.3622135038303913,8,7,12,5,0.4166666666666667,20.443712985923156,42,6760,71,7100,113,13860,-1.2752110499277212,15,0,0,1,1,7
ppo_predictive_uncertainty,66201,13,humanitarian,compound,private_fragmented,66409,3.0434591531959,0.9275400271861045,3,3,3,1,0.3333333333333333,20.152743736608027,45,7204,85,8500,130,15704,0.6973188313381413,3,0,0,6,0,15
ppo_predictive_uncertainty,66201,14,utility_restoration,compound,private_fragmented,66410,5.2903257865822635,1.2239998673060033,10,6,11,8,0.7272727272727273,21.327195162584786,50,7856,106,10600,156,18456,-0.6582149483009557,11,0,1,0,3,9
ppo_predictive_uncertainty,66201,15,commercial,ood,private_fragmented,66401,2.1358817145163487,3.28633329091158,7,14,18,4,0.2222222222222222,20.375287126797822,42,6760,84,8400,126,15160,3.6334615383882793,18,0,0,0,1,5
